,ARCN1 (372)
ACH-000004,-0.5433824236055631
ACH-000005,-0.4480712912321663
ACH-000007,-1.069354908793266
ACH-000009,-0.9095355132932466
ACH-000011,-0.8733522219771025
ACH-000012,-1.1640639657598253
ACH-000013,-0.9335481391853868
ACH-000014,-0.942169266695016
ACH-000015,-0.9937877681338876
ACH-000017,-1.1306893201466812
ACH-000018,-0.8756602923159039
ACH-000019,-1.1545176652039055
ACH-000021,-0.7265818731810922
ACH-000022,-0.8891795463216776
ACH-000025,-0.9766635106803274
ACH-000028,-0.9690574184019862
ACH-000030,-0.7600474130540376
ACH-000035,-0.6999282923875378
ACH-000036,-0.8692760698704365
ACH-000037,-1.1778722403361852
ACH-000039,-1.2293941422972892
ACH-000040,-0.8374950910306254
ACH-000041,-0.6630723281565604
ACH-000042,-0.8716065575957241
ACH-000045,-1.0327241066887578
ACH-000047,-1.0049196042684378
ACH-000052,-0.7818595205629462
ACH-000053,-1.1604027011908853
ACH-000054,-1.0303876448551683
ACH-000055,-0.7697760980372652
ACH-000060,-1.0015553239890045
ACH-000067,-0.877894891538668
ACH-000070,-0.8008745424833342
ACH-000075,-1.2185933078509588
ACH-000078,-0.9669874394675086
ACH-000082,-1.0275909782554933
ACH-000085,-0.9103439031190896
ACH-000086,-1.1049295341319696
ACH-000087,-1.1805116303487253
ACH-000092,-1.0386350843907028
ACH-000095,-0.9727423934183828
ACH-000097,-1.1681787805499138
ACH-000098,-0.9284335458658284
ACH-000099,-1.0563933723663594
ACH-000108,-0.8265271407221649
ACH-000113,-0.9555671245068852
ACH-000116,-1.1227263347083452
ACH-000118,-0.9882212646890528
ACH-000120,-0.9264529384990032
ACH-000123,-1.0439561779534738
ACH-000127,-0.9647236905841612
ACH-000128,-0.9683181884955581
ACH-000132,-0.9424499120954006
ACH-000133,-0.9431075027112338
ACH-000137,-1.0253481994446538
ACH-000138,-0.9772090452465344
ACH-000142,-0.9230790525409144
ACH-000143,-0.9908398009683164
ACH-000146,-0.8686483010975317
ACH-000148,-1.0621956739526013
ACH-000150,-0.9499105969399972
ACH-000152,-0.909804445384613
ACH-000153,-0.8662181024522762
ACH-000159,-1.062171474126676
ACH-000160,-0.9201980007845886
ACH-000163,-1.134953317045939
ACH-000167,-1.8214380805213888
ACH-000168,-0.9216437042670972
ACH-000169,-1.1246125897511117
ACH-000178,-0.857347739781321
ACH-000183,-1.0806427017065705
ACH-000188,-1.0974708997621287
ACH-000189,-1.009612551810095
ACH-000190,-1.0276441936646716
ACH-000198,-0.9628560310289812
ACH-000203,-1.074054313276109
ACH-000204,-1.1209143029541266
ACH-000206,-0.6743842226278723
ACH-000207,-1.140655145484346
ACH-000208,-1.1864100028572555
ACH-000210,-0.9906831725154188
ACH-000211,-0.7707589260723949
ACH-000215,-0.7861066259115408
ACH-000221,-0.7357542302978408
ACH-000222,-0.7680671725784953
ACH-000223,-0.9463042967578048
ACH-000226,-0.9781787343947044
ACH-000227,-1.0120576984080585
ACH-000228,-1.1381509171184672
ACH-000231,-0.9037247192585024
ACH-000232,-0.923929197950788
ACH-000233,-1.1110779343772343
ACH-000234,-0.9579385241152568
ACH-000235,-0.7976696715674417
ACH-000237,-0.9366708903675529
ACH-000238,-0.9801010004316444
ACH-000242,-0.7575312073115251
ACH-000243,-0.7983818717913977
ACH-000244,-0.7276577616166847
ACH-000246,-1.0660371953634589
ACH-000248,-1.0164083098694172
ACH-000250,-1.1053560845700117
ACH-000251,-0.8874587557380842
ACH-000252,-1.1243451157775473
ACH-000253,-1.0069382827565458
ACH-000255,-0.8924704474451958
ACH-000256,-0.8802055801751051
ACH-000257,-0.8173224508635768
ACH-000258,-0.6533705355028339
ACH-000259,-1.1332043627827073
ACH-000260,-1.0555946244793808
ACH-000261,-0.8750297001769577
ACH-000262,-1.0850933452772724
ACH-000263,-0.6796925889101089
ACH-000264,-0.9092620279175956
ACH-000265,-0.81872477648366
ACH-000266,-0.8227784877499106
ACH-000272,-1.086217162801259
ACH-000274,-0.9459890559015791
ACH-000277,-1.0830540021515345
ACH-000278,-1.015530994389613
ACH-000279,-0.8777646776771876
ACH-000280,-0.9163574397844952
ACH-000281,-0.6191726310367474
ACH-000288,-1.0066758326134295
ACH-000291,-0.9825418925748024
ACH-000293,-0.8465273807780266
ACH-000294,-0.2820997705059246
ACH-000295,-0.8544480639383846
ACH-000296,-0.9372766274962164
ACH-000302,-0.8875127766356293
ACH-000304,-0.8424271852137146
ACH-000307,-0.9609022847407148
ACH-000308,-0.8123496995887305
ACH-000310,-1.068391553446955
ACH-000311,-1.214097548095113
ACH-000312,-0.8908887583792732
ACH-000315,-1.0172205361913722
ACH-000316,-1.192934845354412
ACH-000317,-1.5056220133041658
ACH-000318,-0.91456279719613
ACH-000319,-0.9117370633751072
ACH-000320,-0.8391232231359225
ACH-000322,-1.0684926201173277
ACH-000323,-0.898146532256072
ACH-000324,-0.9525050356523316
ACH-000329,-0.97260916208876
ACH-000330,-1.3244009275248676
ACH-000331,-1.0530265302412738
ACH-000332,-0.6915214187959678
ACH-000334,-1.0018302455335921
ACH-000335,-1.0166342346636663
ACH-000336,-0.9792380001944848
ACH-000337,-1.083543711817562
ACH-000338,-0.7051635928454526
ACH-000339,-0.8282021235851359
ACH-000341,-0.7043896646327091
ACH-000348,-0.8666979375536858
ACH-000350,-0.7514935330976819
ACH-000352,-0.9927553545351804
ACH-000356,-0.7009400159312842
ACH-000361,-0.9395982518176268
ACH-000362,-1.0897689666949968
ACH-000363,-0.9737616302111972
ACH-000364,-1.0091931397076788
ACH-000365,-0.8631413570965121
ACH-000366,-0.9980012234605976
ACH-000368,-1.2241171023712154
ACH-000374,-1.287995121444065
ACH-000375,-0.974675219371506
ACH-000376,-0.9622853020005301
ACH-000381,-0.8892135339480669
ACH-000383,-1.1174871260323167
ACH-000387,-0.960586162516212
ACH-000389,-0.8724412263904664
ACH-000390,-0.8331859697219653
ACH-000393,-0.8597374266528026
ACH-000395,-0.9814137645382536
ACH-000396,-1.253646628752516
ACH-000397,-1.0398208266802031
ACH-000401,-0.8723726963132656
ACH-000402,-0.7989817900048738
ACH-000403,-0.9938412282624868
ACH-000404,-0.8630055390695566
ACH-000406,-1.0151690168623535
ACH-000407,-0.7895189858805497
ACH-000408,-0.9665523556690452
ACH-000410,-1.0082517700601932
ACH-000411,-1.4361394350027554
ACH-000414,-0.8443450743134006
ACH-000415,-1.011872192950703
ACH-000416,-0.9535440045232
ACH-000420,-1.2839822702629216
ACH-000421,-0.8588895357326557
ACH-000424,-0.9479148816889096
ACH-000425,-0.922320477534184
ACH-000426,-1.0040973056350295
ACH-000427,-0.9540390520356788
ACH-000433,-1.2376261837373177
ACH-000435,-1.2970495878197283
ACH-000436,-0.7276284540316413
ACH-000444,-0.7039913998136549
ACH-000445,-1.1338409899150308
ACH-000448,-1.1697652748181104
ACH-000450,-1.1135246658073017
ACH-000452,-0.9128951033348198
ACH-000454,-1.077750833903552
ACH-000458,-0.9025313976037632
ACH-000459,-1.3657803238491564
ACH-000460,-0.9546903264312698
ACH-000461,-0.9451943409939444
ACH-000463,-0.8470751220658086
ACH-000464,-1.0034339831832462
ACH-000466,-1.053552627468473
ACH-000467,-0.8920579061200615
ACH-000468,-0.7490111023569967
ACH-000469,-0.8580934885260046
ACH-000470,-0.9146863938740804
ACH-000471,-1.157411831777346
ACH-000472,-0.8828640154352604
ACH-000473,-0.7921217479319405
ACH-000475,-1.149391313952668
ACH-000476,-0.9274923786715459
ACH-000477,-1.0177947179120184
ACH-000479,-0.90699441625217
ACH-000480,-0.9389269230766952
ACH-000481,-0.9916347884932176
ACH-000483,-0.9620349730969556
ACH-000484,-1.2989956887076335
ACH-000485,-0.8955830320587019
ACH-000486,-1.1037404906694486
ACH-000487,-0.9195970035956
ACH-000488,-0.8521864691011317
ACH-000490,-0.9105753948747102
ACH-000491,-1.0827263409427703
ACH-000495,-1.1473718098997805
ACH-000496,-0.9760060953323728
ACH-000499,-0.7793418584257192
ACH-000500,-1.0715163890984158
ACH-000502,-1.0173815961680936
ACH-000503,-1.0514588906659048
ACH-000505,-1.0735559859394082
ACH-000507,-0.8588340616399518
ACH-000510,-0.8586032998604606
ACH-000511,-0.9289648703610442
ACH-000512,-1.0159195502912763
ACH-000516,-0.7544539391294176
ACH-000517,-0.9624592005731302
ACH-000518,-0.913961641017222
ACH-000520,-1.0283524941423474
ACH-000521,-0.8203888265835869
ACH-000522,-0.7316804596587673
ACH-000524,-0.9987505102862576
ACH-000527,-1.0403198519413672
ACH-000528,-0.979983244160253
ACH-000537,-1.192015064346008
ACH-000541,-1.366276960613468
ACH-000542,-0.9410536641965276
ACH-000544,-0.8871139049188768
ACH-000545,-1.0039595036714015
ACH-000547,-0.8424119413333008
ACH-000548,-1.006837400755889
ACH-000549,-1.0222854180993368
ACH-000550,-0.934259769244265
ACH-000552,-0.9315650104271566
ACH-000556,-1.0014746471125258
ACH-000557,-0.8901522801432158
ACH-000569,-1.0739648096036387
ACH-000570,-0.9524935064089992
ACH-000571,-0.8107325458805569
ACH-000573,-0.9495539306887694
ACH-000576,-0.7040885179126682
ACH-000579,-0.7973718982511725
ACH-000580,-0.622395090432827
ACH-000584,-0.8803059450042218
ACH-000585,-0.9963269355617616
ACH-000588,-0.8774226999146909
ACH-000589,-0.7566650813805195
ACH-000591,-0.8950867135516287
ACH-000593,-0.7673748027603126
ACH-000600,-1.1079512596124113
ACH-000601,-0.99879478312098
ACH-000605,-0.9103120078685566
ACH-000606,-1.015006225398403
ACH-000608,-0.8618467831486472
ACH-000614,-1.1438789821205395
ACH-000616,-0.7450544425218053
ACH-000618,-0.9959756708616576
ACH-000619,-1.010830351046891
ACH-000620,-0.9231671303870976
ACH-000621,-1.106825622811282
ACH-000622,-0.8435962893407069
ACH-000623,-0.8918951680655588
ACH-000624,-0.8460906964068355
ACH-000627,-0.9127273323514664
ACH-000630,-1.0653785456436264
ACH-000631,-0.77118432795376
ACH-000632,-1.02847693522016
ACH-000633,-1.050078978624408
ACH-000637,-0.9055480342567844
ACH-000638,-0.7239306989548723
ACH-000646,-1.0904267453087388
ACH-000647,-1.0035855975717902
ACH-000648,-0.967742767395154
ACH-000649,-1.109549049900488
ACH-000651,-0.7196464968176102
ACH-000652,-0.7687788430954968
ACH-000653,-0.7647155946542653
ACH-000657,-0.972948368949617
ACH-000658,-1.108987902430438
ACH-000661,-0.8242480711573965
ACH-000662,-0.7139467750042895
ACH-000663,-0.9995581314795441
ACH-000665,-1.0116181475844397
ACH-000671,-0.8975528976311118
ACH-000672,-0.8772883982574157
ACH-000673,-1.094667604719462
ACH-000676,-0.7443030932769915
ACH-000677,-0.8406086031710884
ACH-000681,-0.9865092909041704
