,ZBBX (79740)
ACH-000004,-0.0974134069434021
ACH-000005,-0.0999313207440079
ACH-000007,-0.033046691567391644
ACH-000009,0.034789876172149715
ACH-000011,-0.011621500052129887
ACH-000012,0.1924510645645279
ACH-000013,0.08159374099779003
ACH-000014,0.07142913192304452
ACH-000015,-0.060969806720691584
ACH-000017,-0.007279610397514422
ACH-000018,0.0174240837964914
ACH-000019,0.11813792008578727
ACH-000021,0.03592443447327608
ACH-000022,0.04194616187302798
ACH-000025,-0.1407787074984179
ACH-000028,-0.0158629717560463
ACH-000030,0.009648563428753695
ACH-000035,0.09428770805039266
ACH-000036,0.07632130077320379
ACH-000037,-0.023981629216587145
ACH-000039,0.04181137635505668
ACH-000040,-0.011558152357548805
ACH-000041,-0.30984384872724224
ACH-000042,0.07178548105028816
ACH-000045,-0.0942162351664809
ACH-000047,0.03958459086121308
ACH-000052,0.31046840678957965
ACH-000053,0.06153602418683257
ACH-000054,-0.12404376627083932
ACH-000055,0.12717608597059424
ACH-000060,-0.06445055966388169
ACH-000067,0.17971976005603896
ACH-000070,0.08088101474216969
ACH-000075,-0.088635974211686
ACH-000078,-0.02424497536260313
ACH-000082,-0.0072949048514375685
ACH-000085,0.028580579197647307
ACH-000086,0.1487931697314961
ACH-000087,0.1082374637747798
ACH-000092,0.034952989487508856
ACH-000095,-0.018896347787946743
ACH-000097,-0.011656670785688602
ACH-000098,-0.012339837952072616
ACH-000099,0.04790791199979931
ACH-000108,0.13394186002415615
ACH-000113,0.05741411128160341
ACH-000116,-0.06079216640736301
ACH-000118,0.10716199529446292
ACH-000120,0.07789754356364784
ACH-000123,0.06596292252869781
ACH-000127,0.08912894821539281
ACH-000128,-0.00664377005800318
ACH-000132,0.1404875519746598
ACH-000133,-0.07743317687728778
ACH-000137,0.25058892214603584
ACH-000138,-0.05484545245884582
ACH-000142,0.15566126622503373
ACH-000143,-0.06764676796092052
ACH-000146,0.019734734343940588
ACH-000148,0.08842900449127547
ACH-000150,-0.0006009366412274593
ACH-000152,0.08153397051374253
ACH-000153,0.2050850859133356
ACH-000159,0.0643069125629046
ACH-000160,-0.031144959614434455
ACH-000163,-0.043609235723801536
ACH-000167,0.15435668660447713
ACH-000168,0.06706087706724452
ACH-000169,0.029457264898767318
ACH-000178,0.10037371019487776
ACH-000183,-0.061247533138908884
ACH-000188,0.11894150220487495
ACH-000189,0.2309884931962204
ACH-000190,-0.13122361211143901
ACH-000198,0.14044483896547705
ACH-000203,0.013854646345488102
ACH-000204,0.2550640710595766
ACH-000206,-0.1930177097088612
ACH-000207,0.04649033223629718
ACH-000208,0.12180416253607032
ACH-000210,0.12669001028980004
ACH-000211,0.019764333437261944
ACH-000215,-0.019374195079817462
ACH-000221,-6.499694238167725e-05
ACH-000222,0.19319917722362007
ACH-000223,0.1567874501230688
ACH-000226,0.012249205531616255
ACH-000227,-0.03364633316640081
ACH-000228,0.2165890858881604
ACH-000231,0.06231251165038061
ACH-000232,0.11013733510108313
ACH-000233,0.03107770934523074
ACH-000234,0.15235674570123453
ACH-000235,-0.007717024477536544
ACH-000237,0.03702212489410287
ACH-000238,-0.03279144633698552
ACH-000242,0.023549719196062687
ACH-000243,0.11670735287348465
ACH-000244,-0.20480077269681052
ACH-000246,0.14294682419232982
ACH-000248,0.1535931895640202
ACH-000250,0.03159449919513255
ACH-000251,-0.017121158281512106
ACH-000252,-0.11981091852052456
ACH-000253,0.11411280897423208
ACH-000255,0.1480132186046804
ACH-000256,-0.2607852599744231
ACH-000257,0.03827599075744632
ACH-000258,0.25359132949718965
ACH-000259,-0.09804025240581203
ACH-000260,0.08833238940232996
ACH-000261,0.0653349186157397
ACH-000262,0.16155357975976956
ACH-000263,0.012830579151178596
ACH-000264,-0.013618804281783095
ACH-000265,-0.0214575692876241
ACH-000266,0.027199346802339083
ACH-000272,0.06954825033947472
ACH-000274,0.07912728649394063
ACH-000277,0.21449033521271876
ACH-000278,0.09210721554291182
ACH-000279,-0.0813311606183122
ACH-000280,0.1157161107224468
ACH-000281,0.0204131694822488
ACH-000288,0.03794991560371379
ACH-000291,0.0936452469125518
ACH-000293,-0.011981129459529206
ACH-000294,0.10194214800692544
ACH-000295,0.015576839772708738
ACH-000296,-0.20362157327839092
ACH-000302,0.10497125255501064
ACH-000304,-0.07380927925322983
ACH-000307,-0.042839354199323526
ACH-000308,0.03743132976733198
ACH-000310,0.06572772837843946
ACH-000311,0.03133905213701196
ACH-000312,-0.0321567313989213
ACH-000315,0.19243171842182552
ACH-000316,0.05041551979270319
ACH-000317,0.28296704360010994
ACH-000318,0.032479456102828416
ACH-000319,-0.12250259386286225
ACH-000320,0.13324249021889378
ACH-000322,0.0672772453182295
ACH-000323,0.29558477409614137
ACH-000324,0.0273174689061551
ACH-000329,0.0819165565417531
ACH-000330,0.038014060943410255
ACH-000331,-0.003210041002470394
ACH-000332,0.004657302884562854
ACH-000334,-0.027400013689535943
