,ARG2 (384)
ACH-000004,-0.05103972538531528
ACH-000005,-0.049490026011221835
ACH-000007,0.05884263677202441
ACH-000009,0.046449507204209615
ACH-000011,0.1534908801994794
ACH-000012,0.10198165444249876
ACH-000013,0.07580295914002345
ACH-000014,0.06728276569481231
ACH-000015,0.08616401028149859
ACH-000017,-0.07809499161318452
ACH-000018,-0.08145523296015575
ACH-000019,-0.0966163163734228
ACH-000021,0.07698049212323242
ACH-000022,0.0477393555577306
ACH-000025,0.02463996649141157
ACH-000028,0.12877049397535384
ACH-000030,-0.0010548036863322742
ACH-000035,-0.09523788237562644
ACH-000036,0.11872088549222355
ACH-000037,0.13087947543610626
ACH-000039,0.11176803050034342
ACH-000040,0.021039183128610618
ACH-000041,0.05632618072663676
ACH-000042,0.07678469587310152
ACH-000045,-0.0377755473824928
ACH-000047,0.06192414139596525
ACH-000052,0.000593111486409626
ACH-000053,-0.00908208271917364
ACH-000054,0.03708938444970978
ACH-000055,-0.0925977556963578
ACH-000060,-0.12654586768639678
ACH-000067,0.06086943585604514
ACH-000070,0.037003880009515384
ACH-000075,-0.01763389652788959
ACH-000078,0.1227586395908931
ACH-000082,-0.042948920318081035
ACH-000085,0.2096380979137185
ACH-000086,0.020847295127617373
ACH-000087,-0.06089074278363271
ACH-000092,0.005532538717312675
ACH-000095,0.0702214009031843
ACH-000097,0.12522062016647936
ACH-000098,-0.02633710391282077
ACH-000099,0.1524368152966198
ACH-000108,0.06509658832324611
ACH-000113,0.006248820545657276
ACH-000116,0.060333041725620574
ACH-000118,-0.003613553777206537
ACH-000120,0.010713888148896024
ACH-000123,0.052232396610573266
ACH-000127,0.0260269079917608
ACH-000128,0.0793878025636574
ACH-000132,-0.031213437189810518
ACH-000133,0.08202001493716482
ACH-000137,0.07397275576104691
ACH-000138,0.07918612163093107
ACH-000142,0.13657102988794326
ACH-000143,0.07474682201524606
ACH-000146,0.017669705275012833
ACH-000148,0.05572438212563405
ACH-000150,0.1485361522700155
ACH-000152,0.002477226713754007
ACH-000153,0.04490662570068157
ACH-000159,-0.03101407950259078
ACH-000160,-0.0036915048565450814
ACH-000163,0.22408971158133287
ACH-000167,-0.1251593951156395
ACH-000168,0.061938320126848974
ACH-000169,0.13517400379187802
ACH-000178,0.015006271794426866
ACH-000183,-0.003764000166657057
ACH-000188,0.06286454051425172
ACH-000189,0.08723058173735503
ACH-000190,-0.12583595411011927
ACH-000198,0.036006694408907566
ACH-000203,0.5438749148025132
ACH-000204,0.04118840883951178
ACH-000206,-0.16896646380084016
ACH-000207,-0.08216048938744328
ACH-000208,0.005838109016308738
ACH-000210,-0.16157372364487724
ACH-000211,-0.02374157662764445
ACH-000215,0.03636173200943768
ACH-000221,0.08238450293603979
ACH-000222,0.03297017305979398
ACH-000223,0.04662819577475653
ACH-000226,0.024023390707876013
ACH-000227,-0.04508942388363398
ACH-000228,0.009638839802216108
ACH-000231,0.00554232166157768
ACH-000232,-0.034819733996941236
ACH-000233,0.135596830354639
ACH-000234,0.060711860691260326
ACH-000235,0.0011504331458383828
ACH-000237,0.1306101749062844
ACH-000238,0.0820066167789494
ACH-000242,-0.029779259927994836
ACH-000243,0.030898926422470614
