,ELANE (1991)
ACH-000004,0.08193619345217283
ACH-000005,0.26587120253000124
ACH-000007,0.07883672665016525
ACH-000009,0.05484380770017178
ACH-000011,-0.020841230154045348
ACH-000012,0.03480877799161155
ACH-000013,0.08957220735984936
ACH-000014,0.0933831642065926
ACH-000015,-0.06652770995225554
ACH-000017,0.012510580993419234
ACH-000018,-0.059388654418286564
ACH-000019,0.14701169024185742
ACH-000021,0.018888100220309498
ACH-000022,-0.06629930460881507
ACH-000025,0.03366983409497258
ACH-000028,0.04105551278440535
ACH-000030,0.03865294483015756
ACH-000035,-0.09461062619311714
ACH-000036,0.008162731405173256
ACH-000037,0.055971240039583835
ACH-000039,0.20058182514125852
ACH-000040,0.10093714372676252
ACH-000041,0.0837083193113525
ACH-000042,0.06558774318846279
ACH-000045,0.07905836976938085
ACH-000047,-0.016887351369137743
ACH-000052,-0.1287086607311327
ACH-000053,0.03291453086370358
ACH-000054,-0.09312838252982658
ACH-000055,0.06675849349638223
ACH-000060,0.10962183316750053
ACH-000067,0.1484516096894243
ACH-000070,-0.04948252770341606
ACH-000075,-0.04164597192210271
ACH-000078,-0.0885913439780741
ACH-000082,0.12374207383591487
ACH-000085,-0.05622152739883832
ACH-000086,-0.04903404098142111
ACH-000087,0.17040272944047352
ACH-000092,0.09395802245458217
ACH-000095,-0.08858931423325475
ACH-000097,0.06065490887906369
ACH-000098,0.05230334230336673
ACH-000099,-0.18337159892038565
ACH-000108,0.14132407591101806
ACH-000113,-0.054093492746178085
ACH-000116,0.011680570588828612
ACH-000118,0.03427237636650355
ACH-000120,-0.17876763626296166
ACH-000123,0.10080920897243403
ACH-000127,-0.008877728219386547
ACH-000128,0.0240326776197339
ACH-000132,0.17644144810076415
ACH-000133,0.08764456455637479
ACH-000137,0.18988914807256632
ACH-000138,-0.017789461517870055
ACH-000142,-0.05828776828135311
ACH-000143,-0.018577674003640958
ACH-000146,0.12956711264242132
ACH-000148,0.003480764954348092
ACH-000150,-0.008435640936655844
ACH-000152,0.07764525877814246
ACH-000153,0.2765185530745039
ACH-000159,0.08719401435852937
ACH-000160,0.2686082035075066
ACH-000163,0.011098834427667228
ACH-000167,0.5441819009279524
ACH-000168,0.11926772502310005
ACH-000169,0.0849031489335949
ACH-000178,0.04111873995095125
ACH-000183,0.18718263683175068
ACH-000188,-0.029582246950101174
ACH-000189,-0.3933203845163493
ACH-000190,0.2359977675744431
ACH-000198,0.035889802246758834
ACH-000203,0.10931634085515032
ACH-000204,0.011077493462694812
ACH-000206,-0.003892101651606611
ACH-000207,0.05008070986758705
ACH-000208,0.24295446970842802
ACH-000210,-0.058937764198897374
ACH-000211,-0.02317653628902845
ACH-000215,0.07070424238485297
ACH-000221,0.05862504321024421
ACH-000222,0.07205219916588519
ACH-000223,0.036544405608534884
ACH-000226,0.11248567726783257
ACH-000227,0.1465769379391678
ACH-000228,-0.0106222063648496
ACH-000231,0.1343060457797592
ACH-000232,0.09815472510183056
ACH-000233,0.003008813725085236
ACH-000234,-0.08687376482113296
ACH-000235,0.0753542721669445
ACH-000237,-0.06686622343363355
ACH-000238,0.0691300090784159
ACH-000242,-0.1958153064553152
ACH-000243,0.10437264360319604
ACH-000244,0.010531668744151887
ACH-000246,0.037093677327801854
ACH-000248,-0.10699159171961367
ACH-000250,-0.010290131559313024
ACH-000251,0.12978256045404588
ACH-000252,-0.0075663187762870345
ACH-000253,-0.022346620919580937
ACH-000255,0.06071249956537107
