,SUN5 (140732)
ACH-000004,-0.22557630568683304
ACH-000005,-0.07168165425492512
ACH-000007,-0.1536905263414894
ACH-000009,-0.22280971016903228
ACH-000011,-0.07136604459396093
ACH-000012,-0.15144474459079404
ACH-000013,-0.10105436166305272
ACH-000014,-0.14707131582949068
ACH-000015,-0.07596248529144843
ACH-000017,-0.1183274497882224
ACH-000018,-0.06874999989071551
ACH-000019,-0.12875444810128536
ACH-000021,-0.3056802146408031
ACH-000022,-0.17926560329015134
ACH-000025,-0.15345473215224084
ACH-000028,-0.15875815407334803
ACH-000030,-0.2858296836775415
ACH-000035,-0.2880602084090179
ACH-000036,-0.2422549033105339
ACH-000037,-0.18562328726624544
ACH-000039,0.12363526549438547
ACH-000040,-0.09832611278486683
ACH-000041,-0.14837866514445586
ACH-000042,-0.3609594158393957
ACH-000045,-0.3118363108641141
ACH-000047,-0.17600518245652172
ACH-000052,-0.15451420728255286
ACH-000053,-0.2642758329312689
ACH-000054,-0.14408637485182732
ACH-000055,0.04812476075461609
ACH-000060,-0.16802197420278134
ACH-000067,-0.20273178183774346
ACH-000070,-0.07656521286137853
ACH-000075,-0.31361534726234325
ACH-000078,-0.018172096773215157
ACH-000082,-0.220427675391192
ACH-000085,-0.04629545270519035
ACH-000086,-0.10699587170765848
ACH-000087,-0.012523746632164304
ACH-000092,-0.184623205010107
ACH-000095,-0.22193094470667307
ACH-000097,-0.13887686015925746
ACH-000098,-0.11112275686658186
ACH-000099,-0.2269203157848325
ACH-000108,-0.24651089673529986
ACH-000113,-0.10987968508891298
ACH-000116,-0.21772880943276848
ACH-000118,-0.2235778155093859
ACH-000120,-0.22497534629515112
ACH-000123,-0.13311487365639274
ACH-000127,-0.2491891994736853
ACH-000128,-0.28849147675887593
ACH-000132,-0.3352047213764092
ACH-000133,-0.25102884257250924
ACH-000137,-0.2448625873502636
ACH-000138,-0.12432878322647475
ACH-000142,-0.13309480882753616
ACH-000143,-0.3356994373491206
ACH-000146,-0.1730267859947276
ACH-000148,-0.0895106970353341
ACH-000150,-0.1013028647026524
ACH-000152,-0.0789932317994691
ACH-000153,-0.10043473709508338
ACH-000159,-0.1615820525505802
ACH-000160,-0.031774957276033036
ACH-000163,-0.17600045893002111
ACH-000167,0.2175287548457677
ACH-000168,-0.2772078741925443
ACH-000169,-0.23171434133628205
ACH-000178,-0.02501044788745156
ACH-000183,-0.1252464093770912
ACH-000188,-0.2212685072633983
ACH-000189,-0.29790283508215426
ACH-000190,-0.07785011605852465
ACH-000198,-0.25549951071411964
ACH-000203,-0.2935185855288479
ACH-000204,-0.22774916856652816
ACH-000206,-0.2526469033689341
ACH-000207,-0.2802010692977548
ACH-000208,-0.08773163172409328
ACH-000210,-0.006959029585241158
ACH-000211,-0.186595304781126
ACH-000215,-0.2508329679810618
ACH-000221,-0.10787256797173013
ACH-000222,-0.2101521238213201
ACH-000223,-0.26283029067642777
ACH-000226,-0.19176046149590534
ACH-000227,-0.32381177023616364
ACH-000228,-0.23967275512922895
ACH-000231,-0.1810375537824088
ACH-000232,-0.23172507975417375
ACH-000233,-0.236140759557368
ACH-000234,-0.3713445749461409
ACH-000235,-0.18631022189364754
ACH-000237,-0.2578579918575689
ACH-000238,0.008232079657801275
ACH-000242,-0.2878588714772992
ACH-000243,-0.22301626840085345
ACH-000244,-0.02884197200070822
ACH-000246,-0.230056237499744
ACH-000248,-0.17083297259492955
ACH-000250,-0.2390744772918237
ACH-000251,-0.3199391731386817
ACH-000252,-0.09079733116609694
ACH-000253,-0.20471762333466031
ACH-000255,-0.3725732734513638
ACH-000256,-0.11432174543454734
ACH-000257,-0.2589561366805311
ACH-000258,-0.06758490264946856
ACH-000259,-0.2731026222676229
ACH-000260,-0.32727238295268235
ACH-000261,-0.238342947346468
ACH-000262,-0.16930861911720282
ACH-000263,-0.13724508832697085
ACH-000264,-0.2531660462670025
ACH-000265,-0.16028802984961615
ACH-000266,-0.186276524827906
ACH-000272,-0.3232991856559139
ACH-000274,-0.2694782307141049
ACH-000277,-0.3825026778203977
ACH-000278,-0.2720400687180365
ACH-000279,-0.031921650582372264
ACH-000280,-0.19657253363948302
ACH-000281,-0.1023580731921051
ACH-000288,-0.23180770853600546
ACH-000291,-0.225811367003136
ACH-000293,-0.20546571706228975
ACH-000294,-0.006783341546683803
