,RTBDN (83546)
ACH-000004,-0.10772973653363964
ACH-000005,0.2389462598206329
ACH-000007,-0.15490665397346254
ACH-000009,-0.11725798662916698
ACH-000011,0.055611502733060036
ACH-000012,-0.12966164518540751
ACH-000013,-0.25147675108134954
ACH-000014,0.02346818297242776
ACH-000015,-0.2578110798513724
ACH-000017,-0.09370444348101163
ACH-000018,-0.14036666465074787
ACH-000019,-0.2665231982961445
ACH-000021,-0.155694840804091
ACH-000022,-0.11165806647913314
ACH-000025,-0.2323814572951036
ACH-000028,-0.2731879452100371
ACH-000030,-0.09810587693609724
ACH-000035,-0.19909423407544247
ACH-000036,-0.231422025028996
ACH-000037,-0.1335178333694088
ACH-000039,-0.0755635479375107
ACH-000040,-0.004811399133386597
ACH-000041,-0.04391512346687999
ACH-000042,-0.06691949059555817
ACH-000045,0.03207403681874621
ACH-000047,-0.08089489632872915
ACH-000052,0.015650335559473275
ACH-000053,-0.1166880080076054
ACH-000054,-0.09264228927644344
ACH-000055,-0.03750243156213115
ACH-000060,-0.2066315484414201
ACH-000067,-0.3117777017344003
ACH-000070,-0.14602911603899704
ACH-000075,-0.009527616469589977
ACH-000078,-0.17996325099708702
ACH-000082,-0.043325392263332124
ACH-000085,-0.13779156990169025
ACH-000086,-0.13520434515117424
ACH-000087,0.006719294035068178
ACH-000092,-0.07982184033328961
ACH-000095,-0.24475603695662845
ACH-000097,-0.1405086549371202
ACH-000098,-0.12393969034490734
ACH-000099,-0.01998855046288471
ACH-000108,-0.16713137427341682
ACH-000113,-0.06099887610156893
ACH-000116,-0.21318278132719548
ACH-000118,-0.15091393095214245
ACH-000120,-0.03834807743699658
ACH-000123,-0.3006136552941401
ACH-000127,-0.1794279692995847
ACH-000128,-0.1815629989139366
ACH-000132,-0.12563252591596602
ACH-000133,-0.11508408860112347
ACH-000137,-0.05486477510681386
ACH-000138,-0.13978232274725258
ACH-000142,-0.2661643565235521
ACH-000143,-0.05010678372009048
ACH-000146,-0.04264643566233895
ACH-000148,-0.0887997957747072
ACH-000150,-0.2668429847049596
ACH-000152,-0.17061647304831534
ACH-000153,-0.14511778908751538
ACH-000159,-0.08428760381661123
ACH-000160,-0.0649051995923229
ACH-000163,-0.3639927923371095
ACH-000167,0.006936090118991754
ACH-000168,-0.04217193629521479
ACH-000169,-0.1558612622008942
ACH-000178,-0.2713315476203826
ACH-000183,-0.17798115463208095
ACH-000188,-0.2737728090131068
ACH-000189,-0.1209971651049028
ACH-000190,-0.019057536687763874
ACH-000198,-0.11798202265097175
ACH-000203,-0.28923217776880056
ACH-000204,-0.22062717319269304
ACH-000206,-0.060408695372897676
ACH-000207,0.031577706432498236
ACH-000208,-0.18050683571114265
ACH-000210,-0.00810559049506177
ACH-000211,-0.12609509178924408
ACH-000215,-0.11237453008864597
ACH-000221,-0.11339722781780585
ACH-000222,-0.030530656216244408
ACH-000223,-0.15529579012586814
ACH-000226,-0.07576885398408556
ACH-000227,0.008477243894349791
ACH-000228,-0.23218489170697054
ACH-000231,0.012096078092935492
ACH-000232,-0.13440215188627025
ACH-000233,-0.07086520605575669
ACH-000234,-0.07088251649531578
ACH-000235,-0.1883651758723336
ACH-000237,-0.1666815517134938
ACH-000238,-0.09864790347824152
ACH-000242,-0.08270775883006043
ACH-000243,-0.2021580951861927
ACH-000244,-0.22851702131169305
ACH-000246,-0.12243899882884547
ACH-000248,0.032264656789841466
ACH-000250,-0.13517845694034086
ACH-000251,-0.21277000961295064
ACH-000252,-0.13923040127146422
ACH-000253,-0.19187011744691232
ACH-000255,-0.19416012735956487
ACH-000256,-0.3270925840590423
ACH-000257,-0.10993759215859496
ACH-000258,-0.1284870408319254
ACH-000259,-0.05402058496184015
ACH-000260,-0.17008353037149618
ACH-000261,-0.1060239467791778
ACH-000262,-0.26965246315402863
ACH-000263,0.2237526136904116
ACH-000264,-0.04398604006376
ACH-000265,-0.13308763947417526
ACH-000266,-0.11437849998107863
ACH-000272,-0.07526150188673751
ACH-000274,-0.04750582975594248
ACH-000277,0.04341309997068627
ACH-000278,-0.2443788555663233
ACH-000279,-0.055722226391637035
ACH-000280,-0.201426504575362
ACH-000281,-0.1656774922712295
ACH-000288,-0.0018211770897558425
ACH-000291,-0.07980229391046982
ACH-000293,-0.2096509473017996
ACH-000294,-0.13797672523826812
ACH-000295,0.04469834771409748
ACH-000296,-0.19869763171052654
ACH-000302,-0.2734500962807437
ACH-000304,-0.05254143387086082
ACH-000307,-0.1930028766692745
ACH-000308,-0.08969604469011883
ACH-000310,-0.10310039942191332
ACH-000311,-0.13001236000663982
ACH-000312,-0.09788512471169077
ACH-000315,-0.2161558996788564
ACH-000316,0.020175413279592543
ACH-000317,0.0187879004448432
ACH-000318,-0.15572069327653554
ACH-000319,-0.2941097706595105
ACH-000320,-0.1334983736804852
ACH-000322,0.09860020528107856
ACH-000323,-0.02375780924548342
ACH-000324,-0.03315148996032173
ACH-000329,0.019432119003712816
ACH-000330,0.009118860986279105
ACH-000331,-0.08051896786286679
ACH-000332,-0.07394451619222561
ACH-000334,-0.1235588163678258
ACH-000335,0.10102952718955754
ACH-000336,-0.20267583337937875
ACH-000337,-0.1541561613037444
ACH-000338,0.20522383996804075
ACH-000339,-0.09462665589167668
ACH-000341,-0.27255300275414324
ACH-000348,-0.18452497791292427
ACH-000350,-0.017084625189577183
ACH-000352,-0.20291608239159314
ACH-000356,-0.23163243486009746
ACH-000361,-0.0034925521178697017
ACH-000362,-0.0994829822432911
ACH-000363,-0.13649802433843053
ACH-000364,-0.2660859124801948
ACH-000365,0.005476095716770589
ACH-000366,-0.1874932803620082
ACH-000368,-0.3242304312066349
ACH-000374,-0.15803235020664258
ACH-000375,-0.4566839478067069
ACH-000376,0.17224499018422995
ACH-000381,-0.08955920002178512
ACH-000383,-0.12977956356011625
ACH-000387,-0.04861143313662852
ACH-000389,0.05147549079506169
ACH-000390,-0.07893186490420377
ACH-000393,-0.15454645372805922
ACH-000395,-0.4254166057848586
ACH-000396,-0.186607353938142
ACH-000397,0.07791051525528002
ACH-000401,0.03194730836501411
ACH-000402,-0.4084190223925029
ACH-000403,-0.1980710201059366
ACH-000404,0.05660839835880342
ACH-000406,-0.09509311421500327
ACH-000407,0.006452401547701239
ACH-000408,-0.23004235146011245
ACH-000410,-0.19422371404438926
ACH-000411,-0.03824559889609715
ACH-000414,-0.06602141085717006
ACH-000415,-0.1678970805416713
ACH-000416,-0.1725006816034682
ACH-000420,-0.2042909379773435
ACH-000421,-0.0590020092254652
ACH-000424,0.10854148128046306
ACH-000425,-0.07662934846730164
ACH-000426,-0.09805975075783988
ACH-000427,-0.20392903804675525
ACH-000433,-0.17621112589000806
ACH-000435,-0.4533215508654099
ACH-000436,-0.06517183808917656
ACH-000444,-0.10604832234646916
ACH-000445,-0.1691327029872975
ACH-000448,-0.13807197285873346
ACH-000450,0.07269918166017816
ACH-000452,-0.23835210285862374
ACH-000454,-0.31708381035635824
ACH-000458,-0.22418584239507366
ACH-000459,-0.06442455513472786
ACH-000460,-0.040064544094192786
ACH-000461,-0.11462121302723405
ACH-000463,-0.1863392595398093
ACH-000464,-0.11975974728313887
ACH-000466,-0.20456058025130755
ACH-000467,-0.08963345753214677
ACH-000468,-0.14008781564122882
ACH-000469,-0.2081196389360513
ACH-000470,-0.08100621520642419
ACH-000471,-0.15481751779067202
ACH-000472,-0.06781596806180187
ACH-000473,-0.006801354569448829
ACH-000475,-0.030441475662217138
ACH-000476,-0.034648201191030535
ACH-000477,-0.02576679204942236
ACH-000479,-0.22249826973879225
ACH-000480,-0.08082105585418768
ACH-000481,-0.05184412842954895
ACH-000483,-0.07792738472083481
ACH-000484,0.001017029576311936
ACH-000485,-0.049929141442043655
ACH-000486,-0.058424309351233925
ACH-000487,-0.2349558987380245
ACH-000488,-0.1096003298231113
ACH-000490,-0.17276775098828315
ACH-000491,-0.176970440210382
ACH-000495,0.06341302154860126
ACH-000496,-0.011167441154278292
ACH-000499,-0.1923320124507078
ACH-000500,0.06317817340035073
ACH-000502,-0.08446549390451062
ACH-000503,-0.037749183167435016
ACH-000505,-0.13804380061902025
ACH-000507,-0.10013307649907437
ACH-000510,-0.10219386909338288
ACH-000511,0.048021923252025686
ACH-000512,-0.0622515529165949
ACH-000516,-0.1145719213103808
ACH-000517,-0.08286983168322652
ACH-000518,0.03632492863707217
ACH-000520,0.029000424973430007
ACH-000521,-0.13606848988851394
ACH-000522,-0.17798958091714354
ACH-000524,-0.060809136409281324
ACH-000527,-0.2270988313336867
ACH-000528,-0.044175442246752086
ACH-000537,-0.017878418871839056
ACH-000541,-0.12752121688607804
ACH-000542,-0.1324189461437077
ACH-000544,0.10570124981616463
ACH-000545,-0.14296930833094942
ACH-000547,-0.12902283512188306
ACH-000548,-0.14062522189238075
ACH-000549,-0.2938710149123163
ACH-000550,0.01565151843247619
ACH-000552,-0.12365192910631645
ACH-000556,-0.2779062201970245
ACH-000557,-0.06970255422827235
ACH-000569,0.07978545851586714
ACH-000570,-0.105172667877362
ACH-000571,-0.09578389928827656
ACH-000573,-0.1161804578400464
ACH-000576,0.1363358255551445
ACH-000579,-0.2722894119286497
ACH-000580,0.0674043886041053
ACH-000584,-0.09360845474069618
ACH-000585,-0.15800058056977487
ACH-000588,-0.046632072736156084
ACH-000589,-0.11830048729078825
ACH-000591,-0.2958081971383656
ACH-000593,-0.0288905307484121
ACH-000600,-0.07076520312464206
ACH-000601,-0.14711495938994096
ACH-000605,-0.05021597899133262
ACH-000606,-0.24224426376549515
ACH-000608,-0.117504785179691
ACH-000614,-0.0925405074698997
ACH-000616,-0.05629093110189588
ACH-000618,-0.2576234016147815
ACH-000619,-0.1535475181383764
ACH-000620,-0.11095710038042196
ACH-000621,-0.14707062148255692
ACH-000622,-0.24799534286658764
ACH-000623,-0.20529655493517607
ACH-000624,-0.08339291848777475
ACH-000627,-0.30681560042777345
ACH-000630,-0.16915694200044276
ACH-000631,-0.6522461361496161
ACH-000632,-0.018682175117986158
ACH-000633,-0.10608685827353348
ACH-000637,-0.239940446239608
ACH-000638,-0.10783540188173152
