,RTBDN (83546)
ACH-000646,0.03110896544400862
ACH-000647,-0.050891911056772016
ACH-000648,-0.13041474560362962
ACH-000649,-0.11025449481070494
ACH-000651,-0.060025970346448014
ACH-000652,-0.12344316039661656
ACH-000653,-0.25147435291562115
ACH-000657,-0.15057345276148038
ACH-000658,-0.2001002821150072
ACH-000661,-0.17727916428942775
ACH-000662,-0.2212544197206633
ACH-000663,0.025619567454001187
ACH-000665,-0.2402948919774977
ACH-000671,-0.1097385506128316
ACH-000672,0.2197141520969384
ACH-000673,-0.20365641659555667
ACH-000676,-0.17868298387813014
ACH-000677,-0.08342500939694188
ACH-000681,-0.1056109628825339
ACH-000683,-0.1381200879220595
ACH-000684,-0.01173514884387376
ACH-000688,-0.15051183186577535
ACH-000693,-0.15889219401278082
ACH-000694,-0.04297154030526428
ACH-000695,-0.26247511788303435
ACH-000696,-0.11302681977334893
ACH-000697,0.08128884071235387
ACH-000699,-0.12369154178781755
ACH-000701,-0.023727193764178124
ACH-000706,-0.1381158550365528
ACH-000711,-0.15100959862257515
ACH-000713,-0.07618463410320574
ACH-000714,0.007438090147611705
ACH-000718,-0.06527411109370873
ACH-000720,-0.21715362106779465
ACH-000721,-0.08543278329299821
ACH-000724,-0.21250294287898647
ACH-000725,-0.19048453452231487
ACH-000732,-0.11054433011791867
ACH-000734,-0.19293020751120274
ACH-000735,-0.11296146356287776
ACH-000736,0.12185010059661346
ACH-000738,-0.11583370951989437
ACH-000746,-0.21224098041901795
ACH-000747,-0.26805012756653795
ACH-000748,-0.22340991562890533
ACH-000753,-0.03134476330833628
ACH-000756,-0.2600005826847588
ACH-000757,-0.17345079246895606
ACH-000758,-0.22309320737151064
ACH-000760,-0.03616618331416535
ACH-000762,-0.0522449224457938
ACH-000763,-0.12197698750827445
ACH-000764,-0.4530786919002867
ACH-000765,-0.1290080088643311
ACH-000766,-0.04847000886314905
ACH-000767,-0.12071601119922915
ACH-000768,-0.2574524633963671
ACH-000769,-0.04702527837027198
ACH-000770,-0.0643282297833447
ACH-000771,-0.04943398155634862
ACH-000773,0.0069947300175476285
ACH-000776,-0.28063697787978353
ACH-000777,-0.010549409010809202
ACH-000778,-0.1673835466326624
ACH-000781,-0.16062768646486802
ACH-000782,-0.32590214008670626
ACH-000783,-0.06614619115907408
ACH-000784,-0.1753137622360418
ACH-000785,-0.18580400190706567
ACH-000787,-0.09400052254534648
ACH-000788,-0.24341448984664274
ACH-000791,-0.0505966247329371
ACH-000792,-0.184188691838962
ACH-000794,-0.1740899501422484
ACH-000796,-0.08138010531007192
ACH-000798,0.1745751870440619
ACH-000799,-0.2917719334536848
ACH-000800,-0.14260043433517003
ACH-000802,-0.2804444532389244
ACH-000804,-0.08727807030497482
ACH-000805,-0.09143940940831574
ACH-000809,-0.17915883620969636
ACH-000810,-0.3386945269723697
ACH-000811,-0.09233064117582407
ACH-000817,-0.20932564651919705
ACH-000819,-0.18555141184514765
ACH-000820,-0.11866254697162165
ACH-000821,-0.30300061253330685
ACH-000822,-0.1417303753456902
ACH-000823,-0.10473341339082573
ACH-000824,-0.07974697159435004
ACH-000827,-0.09518982263335184
ACH-000829,-0.04876381424165133
ACH-000831,-0.1753773057672564
ACH-000832,-0.06860136376702301
ACH-000833,-0.4748956757901746
ACH-000834,-0.2663245999009417
ACH-000835,-0.11222851791745124
ACH-000836,-0.2844455296318235
ACH-000837,-0.16407236916227294
ACH-000838,-0.03521249836184756
ACH-000839,0.033011416711138955
ACH-000840,0.17789464439594505
ACH-000841,-0.03874948618840296
ACH-000843,-0.1653874034268845
ACH-000846,-0.19776639178465014
ACH-000847,0.06347466332192661
ACH-000848,-0.1707864934165181
ACH-000849,0.0012028280742098388
ACH-000851,-0.08027181181036727
ACH-000855,-0.05979613153451725
ACH-000856,-0.21666216484371767
ACH-000858,-0.12590136860781087
ACH-000859,-0.27178780983416384
ACH-000861,-0.08509140159578947
ACH-000862,-0.024848749932245756
ACH-000865,-0.10226644311378573
ACH-000866,-0.09497361067930199
ACH-000867,-0.062357034943568465
ACH-000869,-0.13246477883965874
ACH-000872,-0.12643477890209673
ACH-000873,-0.019839228875119488
ACH-000876,-0.11803240691785735
ACH-000878,-0.16732349219634102
ACH-000880,-0.204665135235028
ACH-000881,-0.1307688859844053
ACH-000882,-0.1069936318533261
ACH-000884,0.003555708495657853
ACH-000885,0.014741218165967754
ACH-000887,-0.2061761278893028
ACH-000889,-0.03622179255424928
ACH-000896,-0.07694202797000342
ACH-000898,-0.1730388195142383
ACH-000900,-0.2306592366293511
ACH-000901,-0.05335821840001048
ACH-000905,-0.007576093372093319
ACH-000906,-0.09592629238742144
ACH-000907,-0.13268668093453445
ACH-000910,-0.016446626198752215
ACH-000911,-0.18797548012215076
ACH-000912,-0.10524151442009062
ACH-000913,-0.045079875255823146
ACH-000915,-0.0945322499712292
ACH-000916,-0.14063633208820012
ACH-000917,-0.30375291364572243
ACH-000920,-0.3696502175594974
ACH-000921,-0.020517771102465717
ACH-000924,-0.15896566660709235
ACH-000926,-0.08274377074803826
ACH-000928,-0.18452122781888125
ACH-000929,0.1859586705816274
ACH-000932,-0.1987280691547124
ACH-000935,-0.15406200193539174
ACH-000936,-0.2074696482695469
ACH-000937,-0.3356183694022133
ACH-000938,-0.028842851067451467
ACH-000939,-0.17660823869536518
ACH-000941,-0.25609813527739234
ACH-000943,-0.10832932029366142
ACH-000946,-0.10920402182960656
ACH-000947,-0.10424969784943457
ACH-000948,0.012158143590382177
ACH-000950,-0.2386816763305329
ACH-000953,-0.19355816864512415
ACH-000954,-0.26155051212320146
ACH-000957,-0.08458163916356623
ACH-000958,-0.0014224589217353488
ACH-000960,-0.040775402207781884
ACH-000963,-0.031479786898155344
ACH-000968,-0.06282664477119472
ACH-000969,-0.1261290768998288
ACH-000972,-0.2523883939300644
ACH-000973,-0.0645500308511268
ACH-000974,-0.12755726793377573
ACH-000978,-0.16744802013996685
ACH-000984,-0.12291608322556655
ACH-000986,-0.12995090300625656
ACH-000988,-0.14993451515810835
ACH-000993,-0.02975321514414402
ACH-000994,-0.12236661734599827
ACH-000996,0.04600301622445487
ACH-001001,-0.20005919745352968
ACH-001020,-0.2685836388788274
ACH-001028,-0.1040843255794564
ACH-001031,-0.12820376331919714
ACH-001038,-0.06584862540784693
ACH-001048,-0.134924317930003
ACH-001050,-0.16052297310411714
ACH-001053,-0.043416748579569765
ACH-001054,-0.13070694964149068
ACH-001061,-0.1753899934132645
ACH-001067,-0.1599046900680822
ACH-001075,-0.06170738846211037
ACH-001096,-0.16535400824000648
ACH-001111,-0.2104574762418669
ACH-001119,-0.16807157823625485
ACH-001128,-0.29249984628432
ACH-001134,-0.017214307139500586
ACH-001151,-0.05130532229310017
ACH-001163,0.03271014570122818
ACH-001164,0.026104720462045414
ACH-001183,-0.13540328338944094
ACH-001192,-0.2489880558699984
ACH-001193,-0.043819911353262186
ACH-001196,-0.08402889636460545
ACH-001197,-0.055852083667435035
ACH-001205,-0.08736776102733053
ACH-001211,-0.2407950897630762
ACH-001212,-0.16174816778911072
ACH-001228,-0.20242914835529105
ACH-001232,-0.05068490209426938
ACH-001239,-0.12515201043123084
ACH-001270,-0.0791238764422734
ACH-001274,-0.1291438910976234
ACH-001275,-0.00727750256074724
ACH-001277,-0.13702678287764491
ACH-001278,-0.0995704793575078
ACH-001280,-0.15789993788496373
ACH-001283,-0.033996110594373
ACH-001289,-0.10136416998236672
ACH-001300,-0.2710885723323964
ACH-001301,-0.18316719660026587
ACH-001302,-0.09624530259477557
ACH-001306,-0.2050430463206876
ACH-001318,-0.11311656063793415
ACH-001322,-0.19074998115166344
ACH-001328,-0.14392395768319685
ACH-001332,-0.10200961882859763
ACH-001336,-0.1404279426874024
ACH-001346,-0.17415325824628206
ACH-001353,-0.0693687438480818
ACH-001354,-0.060261114409010615
ACH-001367,-0.1167453956261396
ACH-001368,-0.259710870183124
ACH-001374,-0.310469508146837
ACH-001377,-0.2626580202820372
ACH-001380,-0.17778890187545515
ACH-001391,-0.09441946587562566
ACH-001408,0.0662206103550532
ACH-001430,-0.2562942941709839
ACH-001431,-0.1456804703562303
ACH-001450,0.11450886873202527
ACH-001496,-0.19702563068794032
ACH-001500,-0.02801541012844506
ACH-001523,-0.21609382105925845
ACH-001532,-0.08351992193298508
ACH-001550,-0.03984929189958709
ACH-001552,-0.3833668210711687
ACH-001554,-0.12970817231106846
ACH-001654,-0.2400070264172525
ACH-001735,-0.10063714043819344
ACH-001736,0.010584725490769371
ACH-001737,0.32853326613652845
ACH-001740,-0.0937753146099552
ACH-001745,-0.1873369951285398
ACH-001765,-0.14179128429894775
