,PCLO (27445)
ACH-000004,0.16225376532086866
ACH-000005,-0.011577086065140659
ACH-000007,0.02414634478253859
ACH-000009,0.12907822800560434
ACH-000011,0.024790254087275327
ACH-000012,0.09568839114680824
ACH-000013,0.20035288920930386
ACH-000014,-0.09094544081076904
ACH-000015,0.1538862281419282
ACH-000017,0.19951807392042514
ACH-000018,0.2173401953470568
ACH-000019,0.0916249824373256
ACH-000021,-0.0061125499056769676
ACH-000022,0.2527811180085841
ACH-000025,0.1351347737587642
ACH-000028,0.17009376814428218
ACH-000030,0.12808663223880734
ACH-000035,0.15482612716967875
ACH-000036,0.11878224199268644
ACH-000037,0.2017055962887775
ACH-000039,0.13489338724791924
ACH-000040,0.2419735205874949
ACH-000041,0.07377477834762287
ACH-000042,0.1828565254397502
ACH-000045,0.18444660989480224
ACH-000047,0.1375303879778017
ACH-000052,-0.16271132699973384
ACH-000053,0.12928413805248945
ACH-000054,0.2013794121694319
ACH-000055,0.20554644872569994
ACH-000060,0.09407230835362212
ACH-000067,-0.041314732370187485
ACH-000070,-0.016018718681324862
ACH-000075,0.06552040154196012
ACH-000078,0.1313019304219704
ACH-000082,0.16730641133290414
ACH-000085,0.1222829074542246
ACH-000086,0.15293409232879535
ACH-000087,0.10719674031612678
ACH-000092,0.18139961549880299
ACH-000095,0.1454292783714175
ACH-000097,0.09153490592153232
ACH-000098,0.163773816228421
ACH-000099,0.1709154413562597
ACH-000108,0.1795078067067284
ACH-000113,-0.0013213064721497626
ACH-000116,0.1453481645466748
ACH-000118,0.10695488161865964
ACH-000120,0.09478877614201976
ACH-000123,0.05785625754047405
ACH-000127,0.09179061021577127
ACH-000128,0.07261729685656076
ACH-000132,0.13358840152041848
ACH-000133,0.1088233151916013
ACH-000137,0.037718551038908484
ACH-000138,0.16354840391042771
ACH-000142,0.2499508578957061
ACH-000143,0.15611593893164474
ACH-000146,0.05035213544744871
ACH-000148,0.03437737549406196
ACH-000150,0.1148077791265978
ACH-000152,0.040002919258837435
