,TTLL11 (158135)
ACH-000004,-0.12589718422218127
ACH-000005,-0.91807889806147
ACH-000007,-0.0901230262360126
ACH-000009,-0.3189191678187535
ACH-000011,0.03873679304972158
ACH-000012,-0.23231981891755174
ACH-000013,-0.1041822696340138
ACH-000014,-0.17677552985588674
ACH-000015,-0.09468769419132056
ACH-000017,-0.11906315269425652
ACH-000018,-0.27724622041519165
ACH-000019,-0.3352231470501528
ACH-000021,-0.2259750375354549
ACH-000022,-0.11751555777705627
ACH-000025,-0.2312695514669117
ACH-000028,-0.1434135540451459
ACH-000030,-0.17146708185663465
ACH-000035,-0.287804842615108
ACH-000036,-0.19009986657553465
ACH-000037,-0.22118087602132205
ACH-000039,-0.15960031701664246
ACH-000040,-0.2720527682198618
ACH-000041,-0.1649491390917911
ACH-000042,-0.2821807334971166
ACH-000045,-0.24505558306071196
ACH-000047,-0.1645252579409764
ACH-000052,0.0016815758332881553
ACH-000053,-0.2314368624936683
ACH-000054,-0.2905365856230613
ACH-000055,-0.04597081266437997
ACH-000060,-0.1652726448980445
ACH-000067,-0.4062954220967797
ACH-000070,-0.008434808511426216
ACH-000075,-0.2936339404750182
ACH-000078,-0.2961371838584643
ACH-000082,-0.2325438691321661
ACH-000085,-0.17050186439512882
ACH-000086,-0.22094786126108948
ACH-000087,-0.3452362448161141
ACH-000092,-0.24334292540654096
ACH-000095,-0.2117697976336003
ACH-000097,-0.19333561171873986
ACH-000098,-0.237419209782622
ACH-000099,-0.2306022902616195
ACH-000108,-0.12257065044403608
ACH-000113,-0.18400485963870689
ACH-000116,-0.33803495604195016
ACH-000118,-0.2445438299945971
ACH-000120,-0.29610221460453245
ACH-000123,-0.12023477051615505
ACH-000127,-0.17651764690056915
ACH-000128,-0.16731630049945712
ACH-000132,-0.2346241814890355
ACH-000133,-0.3013719750883971
ACH-000137,-0.1956811140661256
ACH-000138,-0.19700979168122398
ACH-000142,-0.3901586729463166
ACH-000143,-0.1849312895052756
ACH-000146,-0.10497429731736492
ACH-000148,-0.3261568591213131
ACH-000150,-0.1179508100656229
ACH-000152,-0.2026611257005774
ACH-000153,-0.08763440461392155
ACH-000159,-0.2996725856806333
ACH-000160,-0.33069022289537336
ACH-000163,-0.08904948897350938
ACH-000167,-0.3220304141877726
ACH-000168,-0.3137922752231688
ACH-000169,-0.2737272000715381
ACH-000178,-0.2841888078543389
ACH-000183,-0.2366541075219765
ACH-000188,-0.10586796760680764
ACH-000189,-0.3250017760056393
ACH-000190,-0.06622187350201812
ACH-000198,-0.07313480865426789
ACH-000203,-0.7525359735552264
ACH-000204,-0.4361128544394152
ACH-000206,-0.16810619699387108
ACH-000207,-0.1605882954307889
ACH-000208,-0.3732735097848011
ACH-000210,-0.1971056894514616
ACH-000211,-0.16385268427715546
ACH-000215,-0.1288468630258709
ACH-000221,-0.12153210809114727
ACH-000222,-0.16354559532331284
ACH-000223,-0.30096339515421217
ACH-000226,-0.22339987508008846
ACH-000227,-0.22463145417971755
ACH-000228,-0.15549296640820778
ACH-000231,-0.2278875298892857
ACH-000232,-0.2619281125949849
ACH-000233,-0.1814415634447225
ACH-000234,-0.3409550732966763
ACH-000235,-0.16454121848035322
ACH-000237,-0.2891334312613652
ACH-000238,-0.267440013647473
ACH-000242,-0.7760296124173389
ACH-000243,-0.16228703919318074
ACH-000244,-0.20536246149593815
ACH-000246,-0.280018810981017
ACH-000248,-0.011917085441332909
ACH-000250,-0.2883988297213629
ACH-000251,-0.13318369255039028
ACH-000252,0.09237190476036733
ACH-000253,-0.3770466368489005
ACH-000255,-0.268660227133322
ACH-000256,-0.3862906540306793
ACH-000257,-0.0074123060388344405
ACH-000258,-0.21795326146961247
ACH-000259,-0.27676424765036245
ACH-000260,-0.24401795604627355
ACH-000261,-0.2025528196147787
ACH-000262,-0.2397442622443831
ACH-000263,-0.4618142367220066
ACH-000264,-0.2265741555189364
ACH-000265,-0.18035419002685468
ACH-000266,-0.3151138912371657
ACH-000272,-0.2948312391180936
ACH-000274,-0.28144159649686096
ACH-000277,-0.2350278101409016
ACH-000278,-0.2365941309079044
ACH-000279,-0.3577792549455853
ACH-000280,-0.14070812523401754
ACH-000281,-0.016148782438635413
ACH-000288,-0.16137234857610228
ACH-000291,-0.29719796754411765
ACH-000293,-0.20145101317275485
ACH-000294,-0.05795276530784318
ACH-000295,0.04223448129311854
ACH-000296,-0.3763396683256958
ACH-000302,-0.1888936758777368
ACH-000304,-0.3729181503372123
ACH-000307,-0.208951525998242
ACH-000308,-0.2076823920488944
ACH-000310,-0.3005604856307219
ACH-000311,-0.2111226035677324
ACH-000312,-0.16620848154441334
ACH-000315,0.18870728796923428
ACH-000316,-0.09996791863005867
ACH-000317,-0.0050593073543694755
ACH-000318,-0.32211628515245466
ACH-000319,-0.024803147560329617
ACH-000320,-0.2972978583535229
ACH-000322,-0.2931076698405983
ACH-000323,-0.030581236941356074
ACH-000324,-0.14110941570720964
ACH-000329,-0.29703955999834075
ACH-000330,-0.19701930941219867
ACH-000331,-0.301583390385242
ACH-000332,-0.2938111240442737
ACH-000334,-0.03869274913146239
ACH-000335,-0.22226275899148032
ACH-000336,-0.2558360850166008
ACH-000337,-0.26052738295496103
ACH-000338,-0.16660739159057544
ACH-000339,-0.21862412563578315
ACH-000341,-0.17459839811630914
ACH-000348,-0.0357046488054343
ACH-000350,-0.2482677556042034
ACH-000352,-0.14757033072688122
ACH-000356,-0.29871567810999794
ACH-000361,-0.265444829173804
ACH-000362,-0.16824972684945808
ACH-000363,-0.2590488070373297
ACH-000364,-0.19875158805924215
ACH-000365,-0.2363904997996929
ACH-000366,-0.3757256399432429
ACH-000368,-0.2675279702708806
ACH-000374,-0.05554421909387613
ACH-000375,-0.13422248701737854
ACH-000376,-0.25288515523417965
ACH-000381,-0.041630569555618994
ACH-000383,-0.2617081748419987
ACH-000387,-0.2777486288880697
ACH-000389,-0.164144715276048
ACH-000390,-0.3132764858430714
ACH-000393,-0.20231012252377328
ACH-000395,-0.06001013294524753
ACH-000396,0.332850148390164
ACH-000397,-0.2112230800338047
ACH-000401,-0.258148806320489
ACH-000402,-0.007871543025568176
ACH-000403,-0.3168622046056083
ACH-000404,-0.2333869430576717
ACH-000406,-0.2606576135145293
ACH-000407,-0.3926917418794121
ACH-000408,-0.14424702577988474
ACH-000410,-0.2493094601984587
ACH-000411,-0.05140423857217796
ACH-000414,-0.2800858597893272
ACH-000415,-0.31646785271310696
ACH-000416,-0.2285532124587417
ACH-000420,-0.1984994731271508
ACH-000421,-0.13406923841197185
ACH-000424,-0.3263413531533672
ACH-000425,-0.28795676284482874
ACH-000426,-0.16276284055252493
ACH-000427,-0.15826528635671486
ACH-000433,-0.18176232935998055
ACH-000435,-0.16888719695986873
ACH-000436,-0.04197058714816973
ACH-000444,-0.3118897648704576
ACH-000445,-0.3701469785081154
ACH-000448,-0.10182056714140847
ACH-000450,-0.1308997873615105
ACH-000452,-0.18022261412160756
ACH-000454,-0.27919610878277784
ACH-000458,-0.15062777198134494
ACH-000459,-0.2059935909261268
ACH-000460,-0.12214895959523
ACH-000461,-0.01399344481788996
ACH-000463,-0.3030334355397658
ACH-000464,-0.24316620510373385
ACH-000466,-0.12831265073414355
ACH-000467,-0.2816848649121809
ACH-000468,-0.2568209625329458
ACH-000469,-0.10729484164071322
ACH-000470,-0.28415043102392185
ACH-000471,-0.2345737744700801
ACH-000472,-0.14997182852927202
ACH-000473,-0.2000041017622253
ACH-000475,-0.22740179411674724
ACH-000476,-0.3054934420718189
ACH-000477,-0.30347682828096223
ACH-000479,-0.3052515269467202
ACH-000480,-0.17153121963759535
ACH-000481,-0.2981135515005892
ACH-000483,-0.4527528917813034
ACH-000484,-0.032629182248664935
ACH-000485,-0.21270636236318613
ACH-000486,-0.14646900765943435
ACH-000487,-0.20771438544860613
ACH-000488,-0.30445324352338604
ACH-000490,-0.36920221600939496
ACH-000491,-0.049740823422855164
ACH-000495,-0.20874584026929846
ACH-000496,-0.06558566194387175
ACH-000499,0.030473650953684445
ACH-000500,-0.3423385784161521
ACH-000502,-0.253131499388826
ACH-000503,-0.4798635996150507
ACH-000505,-0.3376728676957121
ACH-000507,-0.29386238041991125
ACH-000510,-0.12983164648893195
ACH-000511,-0.14573687563459234
ACH-000512,-0.1912444360515809
ACH-000516,-0.12367240596385032
ACH-000517,-0.20162065453643632
ACH-000518,-0.13164743119487288
ACH-000520,-0.14066274791408534
ACH-000521,-0.4923053443590814
ACH-000522,-0.1750830455841503
ACH-000524,-0.17928705276285245
ACH-000527,-0.19456203411166376
ACH-000528,-0.21255831670811895
ACH-000537,0.06845176219969504
ACH-000541,-0.3196675006019675
ACH-000542,-0.16604457980316967
ACH-000544,-0.19706794827633745
ACH-000545,-0.2390524220875587
ACH-000547,-0.3197632773931729
ACH-000548,-0.258211662494236
ACH-000549,-0.4112588864935577
ACH-000550,-0.3029057455223792
ACH-000552,-0.3852424068856674
ACH-000556,-0.2456872250750799
ACH-000557,-0.12990283482099207
ACH-000569,-0.4647410726194027
ACH-000570,-0.2921593653714289
ACH-000571,-0.09573914013195067
ACH-000573,-0.08613762320796242
ACH-000576,-0.04230400301649407
ACH-000579,-0.3496883276860848
ACH-000580,-0.23649933561050224
ACH-000584,-0.20694663827986415
ACH-000585,-0.16732947690025635
ACH-000588,-0.2946281544451958
ACH-000589,-0.2532477663603108
ACH-000591,-0.08755517059140079
ACH-000593,-0.20952338760481026
ACH-000600,-0.05193789251924818
ACH-000601,-0.2645321710957126
ACH-000605,-0.12274708798401175
ACH-000606,-0.2491264171636532
ACH-000608,-0.18665212000982773
ACH-000614,-0.3016847261123152
ACH-000616,-0.15185590952834754
ACH-000618,-0.06693743556326605
ACH-000619,-0.2128623211753156
ACH-000620,-0.2500044243816401
ACH-000621,-0.13232936540326745
ACH-000622,-0.3559435353813714
ACH-000623,-0.3120705260697257
ACH-000624,-0.13127615576205096
ACH-000627,-0.035169926804956085
ACH-000630,-0.18857443577977803
ACH-000631,0.2703560465056629
ACH-000632,-0.2661509863006696
ACH-000633,-0.15387076471471844
ACH-000637,-0.07759751547308286
ACH-000638,-0.1807661280380132
ACH-000646,-0.4359667027882268
ACH-000647,-0.1595634909010676
ACH-000648,-0.16246010641982075
ACH-000649,-0.2755287468366368
ACH-000651,-0.15349107079648106
ACH-000652,-0.2907557224951101
ACH-000653,-0.1851389721377234
ACH-000657,-0.23717089282118345
ACH-000658,-0.3209328988619042
ACH-000661,-0.3363655643926394
ACH-000662,-0.3872423835745005
ACH-000663,-0.10253959113690052
ACH-000665,-0.2659344272084233
ACH-000671,-0.18603566892817736
ACH-000672,-0.10123500633066114
ACH-000673,-0.2665176217259672
ACH-000676,-0.2505182000718542
ACH-000677,-0.2888919126806367
ACH-000681,-0.2787469966463358
ACH-000683,-0.1913081305889467
ACH-000684,-0.07308615062288595
ACH-000688,-0.3093473077546557
ACH-000693,-0.19091174205900066
ACH-000694,-0.20697735131554068
ACH-000695,-0.32722467091949764
ACH-000696,-0.3268253284410413
ACH-000697,-0.17958021792912882
ACH-000699,-0.2547950697894876
ACH-000701,-0.2480300977061139
ACH-000706,-0.09941007071437456
ACH-000711,-0.14727382386398094
ACH-000713,-0.13931310782364614
ACH-000714,-0.13432800434996495
ACH-000718,-0.3451337946706578
ACH-000720,-0.2535133933156176
ACH-000721,-0.2414978268222597
ACH-000724,-0.3167204645626013
ACH-000725,-0.1715976202386826
ACH-000732,-0.6085082231698117
ACH-000734,-0.26288261019773634
ACH-000735,-0.29913010842904497
ACH-000736,-0.2663173816280253
ACH-000738,-0.25482895723291105
ACH-000746,0.11153783293793047
ACH-000747,-0.24036026132819785
ACH-000748,-0.18478451462415665
ACH-000753,-0.1546687304059901
ACH-000756,-0.2446976921682541
ACH-000757,-0.18753034485356795
ACH-000758,-0.25432793411307997
ACH-000760,-0.1989378574504352
ACH-000762,-0.20439346843415288
ACH-000763,-0.4166817768363873
ACH-000764,-0.0802498186326744
ACH-000765,-0.3260233219907344
ACH-000766,-0.1609450129652289
ACH-000767,-0.15425169993004662
ACH-000768,-0.3056326337595305
ACH-000769,-0.15996050070746906
ACH-000770,-0.40264248670869496
ACH-000771,-0.2973210478138609
ACH-000773,-0.1917785831228065
ACH-000776,-0.3976979987259971
ACH-000777,-0.12173480405746763
ACH-000778,-0.1860911019998062
ACH-000781,-0.26663388951125544
ACH-000782,-0.3746273958456786
ACH-000783,-0.2555983200550043
