,MAT1A (4143)
ACH-000004,-0.18677293774466036
ACH-000005,0.014392855320819615
ACH-000007,-0.19624657974695445
ACH-000009,-0.12890649156257902
ACH-000011,-0.05389299666604614
ACH-000012,-0.04628987113084797
ACH-000013,0.07335272878724539
ACH-000014,-0.1880505346566828
ACH-000015,-0.11287823267048985
ACH-000017,-0.13954667861990924
ACH-000018,-0.023125515568832883
ACH-000019,-0.043972072458482336
ACH-000021,0.002517131900322211
ACH-000022,-0.0629789574341522
ACH-000025,-0.2329528467845156
ACH-000028,-0.18373924497623084
ACH-000030,-0.3495842866222982
ACH-000035,-0.10058849976500557
ACH-000036,-0.14168828475626175
ACH-000037,-0.10225179338152564
ACH-000039,-0.35745221716678344
ACH-000040,-0.3230787788476345
ACH-000041,-0.09189826652755956
ACH-000042,-0.0537286940738757
ACH-000045,0.0022878916737951948
ACH-000047,-0.18756601122747527
ACH-000052,-0.07803837972644392
ACH-000053,-0.01947558961742947
ACH-000054,-0.1279145528542822
ACH-000055,-0.0641472295157562
ACH-000060,-0.1642081978211017
ACH-000067,-0.19804318796540066
ACH-000070,-0.13201656637363074
ACH-000075,-0.18073308829290305
ACH-000078,0.14814198886547264
ACH-000082,0.042833313354793984
ACH-000085,0.09994674385458066
ACH-000086,-0.15194235813005316
ACH-000087,0.03868802021714829
ACH-000092,-0.0073504628239349345
ACH-000095,0.0040351527826696714
ACH-000097,0.0299128116384811
ACH-000098,-0.03130283388075626
ACH-000099,0.010036209631030359
ACH-000108,-0.05804649402181029
ACH-000113,-0.1856324768164293
ACH-000116,-0.050199620561360486
ACH-000118,0.010440242976723585
ACH-000120,-0.0085290016953893
ACH-000123,-0.013885392747091923
ACH-000127,-0.09485503934283553
ACH-000128,-0.1296766563002401
ACH-000132,0.0019381596813992442
ACH-000133,-0.1168715917730643
ACH-000137,-0.002599969750083038
ACH-000138,0.050979357613520376
ACH-000142,-0.0847133007540388
ACH-000143,-0.2046291486968248
ACH-000146,-0.043024537516265886
ACH-000148,-0.18922204783201424
ACH-000150,0.05089991991507674
ACH-000152,-0.12966310849410256
ACH-000153,-0.2043325320043851
ACH-000159,-0.13342104139043087
ACH-000160,-0.00841117762652846
ACH-000163,-0.15908050411428307
ACH-000167,-0.06512916657922417
ACH-000168,-0.1097903293417336
ACH-000169,-0.0804176744730507
ACH-000178,-0.07126713507632138
ACH-000183,-0.04723288475401898
ACH-000188,-0.13189422614787946
ACH-000189,-0.4479015113714968
ACH-000190,-0.06791762070126661
ACH-000198,-0.03703357073779743
ACH-000203,0.5912079999250951
ACH-000204,-0.19213792265597293
ACH-000206,-0.20023206860649306
ACH-000207,-0.03186175921223932
ACH-000208,-0.3937802970179089
ACH-000210,0.18021300892905087
ACH-000211,-0.03656661340810687
ACH-000215,0.06402372624417423
ACH-000221,0.12978166974069316
ACH-000222,0.0059693219424171535
ACH-000223,-0.002694683304896921
ACH-000226,-0.02207568290873146
ACH-000227,-0.21357868265336347
ACH-000228,-0.038639785720575685
ACH-000231,-0.27022391037780624
ACH-000232,-0.018809296754280714
ACH-000233,-0.10818842447427264
ACH-000234,0.04059193750364301
ACH-000235,-0.006622865831671029
ACH-000237,-0.13764367882746334
ACH-000238,-0.0047481583904665885
ACH-000242,0.12277133445190755
ACH-000243,-0.09553987973083902
ACH-000244,0.10416056469112007
ACH-000246,-0.061002100159277074
ACH-000248,-0.17321042560691646
ACH-000250,-0.11574733786922076
ACH-000251,-0.023457343084585733
ACH-000252,-0.21940369597886636
ACH-000253,-0.031685588936829524
ACH-000255,-0.07252518194526572
ACH-000256,-0.09906421721301333
ACH-000257,-0.24406181207244698
ACH-000258,-0.017975194089887583
ACH-000259,-0.010110423298488628
ACH-000260,-0.051661937878644405
ACH-000261,-0.040754605788939614
