,PAGR1 (79447)
ACH-000004,-0.29964889108133896
ACH-000005,-0.4012256373484342
ACH-000007,-0.4116935053265446
ACH-000009,-0.5521444624242788
ACH-000011,-0.7321413957649657
ACH-000012,-0.5407260038123369
ACH-000013,-0.5977354755577404
ACH-000014,-0.4689954755798359
ACH-000015,-0.5713411587525934
ACH-000017,-0.0657965391428973
ACH-000018,-0.531852846314999
ACH-000019,-0.1187431695945121
ACH-000021,-0.4116106778710865
ACH-000022,-0.4888232025800765
ACH-000025,0.3966716820758447
ACH-000028,-0.382697793874136
ACH-000030,-0.1612132732672695
ACH-000035,-0.3863579655073458
ACH-000036,-0.5613064146916196
ACH-000037,-0.1715022052410153
ACH-000039,-0.1736168767196443
ACH-000040,-0.4004979105480382
ACH-000041,-0.0005847347567825768
ACH-000042,0.00756435090003573
ACH-000045,-0.48496143461569
ACH-000047,-0.4602642680978196
ACH-000052,0.4761797467143407
ACH-000053,-0.21576034725512985
ACH-000054,-0.16510344903688853
ACH-000055,-0.12299280938111035
ACH-000060,-0.21029407616706255
ACH-000067,-0.2477250397229663
ACH-000070,-0.16943303374695454
ACH-000075,-0.30944981842247826
ACH-000078,0.018197812970681463
ACH-000082,-0.07169401011925429
ACH-000085,-0.19818563919537524
ACH-000086,-0.3301979071575488
ACH-000087,0.11318287746837424
ACH-000092,-0.3475489258577183
ACH-000095,-0.07609282217492583
ACH-000097,-0.2574799693072166
ACH-000098,-0.7642557062343764
ACH-000099,-0.5559975908768375
ACH-000108,-0.014341149976969541
ACH-000113,-0.5756585984964969
ACH-000116,-0.2624238560138529
ACH-000118,-0.5518498105580066
ACH-000120,-0.4530460566359454
ACH-000123,-0.6466047440744324
ACH-000127,-0.6515136401631262
ACH-000128,-0.19875274450859928
ACH-000132,-0.22383099103200974
ACH-000133,-0.12578534647481346
ACH-000137,0.0298212414810853
ACH-000138,-0.3078829605531113
ACH-000142,-0.7736055383181354
ACH-000143,-0.19340389916648504
ACH-000146,-0.4097608607039531
ACH-000148,-0.3038765126530133
ACH-000150,-0.29101110540511943
ACH-000152,-0.3700386496267746
ACH-000153,-0.17994143292368142
ACH-000159,-0.3525844350951636
ACH-000160,0.1478980902208726
ACH-000163,-0.12397824315354887
ACH-000167,0.8277450768410468
ACH-000168,-0.5331493905244397
ACH-000169,-0.13334794375661269
ACH-000178,-0.6940060991355574
ACH-000183,-0.8109630172266942
ACH-000188,-0.3822209338431802
ACH-000189,-0.0932838582721146
ACH-000190,-0.13509617480497738
ACH-000198,-0.7498016615561279
ACH-000203,-0.5865259343676977
ACH-000204,-0.1785148865643745
ACH-000206,-0.629566199690194
ACH-000207,-0.2974241666976541
ACH-000208,-0.7095069222824384
ACH-000210,-0.08724492246558807
ACH-000211,-0.1190469789739362
ACH-000215,-0.3923880361180461
ACH-000221,-0.008107718576432991
ACH-000222,-0.40830653773718906
ACH-000223,-0.2184480409853672
ACH-000226,-0.4386303925538102
ACH-000227,-0.2052262008653483
ACH-000228,-0.2409317127209584
ACH-000231,-0.30623150572056523
ACH-000232,-0.4347330848400665
ACH-000233,-0.12677182660066527
ACH-000234,-0.26497997671573864
ACH-000235,-0.002281558860244176
ACH-000237,0.13979648239559656
ACH-000238,-0.1868248077392096
ACH-000242,-0.24341641694231256
ACH-000243,-0.8131252356095201
ACH-000244,0.2258476815726264
ACH-000246,-0.2003479998902891
ACH-000248,-0.6276967818284629
ACH-000250,-0.2363030820621571
ACH-000251,-0.266849493226314
ACH-000252,-0.32940084522325025
ACH-000253,-0.39243384229208017
ACH-000255,0.26020775907684435
ACH-000256,-0.2157473400733307
ACH-000257,-0.20481413848002114
ACH-000258,-0.5726339324636561
ACH-000259,-0.4170850154844673
ACH-000260,-0.6419173178052859
ACH-000261,-0.5488942999228147
ACH-000262,-0.5188987834464294
ACH-000263,-0.5111918255121174
ACH-000264,-0.3458788312313483
ACH-000265,-0.6036062076275178
ACH-000266,0.0852870279908334
ACH-000272,-0.4085925617834689
ACH-000274,-0.3969050341348617
ACH-000277,-0.7351256193306359
ACH-000278,0.09275715207150584
ACH-000279,0.009700951703719988
ACH-000280,-0.7257681312864068
ACH-000281,-0.007974024420771914
ACH-000288,-0.2646563057405533
ACH-000291,-0.4360126758069225
ACH-000293,-0.4536587552643818
ACH-000294,-0.4210727927231469
ACH-000295,-0.11672981990458063
ACH-000296,-0.26782881779261203
ACH-000302,-0.4086589560899636
ACH-000304,-0.5733348651460645
ACH-000307,-0.22349674520044133
ACH-000308,-0.4412276536961314
ACH-000310,-0.21289581983666647
ACH-000311,-0.5628393259171132
ACH-000312,-0.34248375446807666
ACH-000315,-0.5949959096322015
ACH-000316,-0.36471790595648995
ACH-000317,-0.11659546443854273
ACH-000318,-0.3862583412766957
ACH-000319,-0.26794350473195105
ACH-000320,-0.4031345733703291
ACH-000322,-0.1452188626051862
ACH-000323,-0.4415433141051432
ACH-000324,-0.6885553396669359
ACH-000329,-0.05456059039003488
ACH-000330,-0.5686943679761747
ACH-000331,-0.3825277020108693
ACH-000332,-0.17626868571856127
ACH-000334,-0.3533482705622425
ACH-000335,-0.2641440409959532
ACH-000336,0.4909907888277278
ACH-000337,-0.4591414811601025
ACH-000338,-0.30758441311378026
ACH-000339,-0.3932697820301908
ACH-000341,-0.2519445677353597
ACH-000348,-0.14592272669946854
ACH-000350,-0.3110005153526586
ACH-000352,-0.6828830826274909
ACH-000356,-0.5753421639010536
ACH-000361,-0.3670302559429226
ACH-000362,-0.6719347156773683
ACH-000363,-0.4451767838986285
ACH-000364,-0.07808630610456943
ACH-000365,-0.3561162783901153
ACH-000366,-0.4215628046547365
ACH-000368,-0.2573880465953327
ACH-000374,-0.15735969911806666
ACH-000375,-0.2935841883759169
ACH-000376,-0.1270048087643283
ACH-000381,-0.2534105082482482
ACH-000383,-0.17280093100994
ACH-000387,-0.905862397945157
ACH-000389,-0.24257644258885105
ACH-000390,-0.3917813625629354
ACH-000393,-0.4832560388585437
ACH-000395,-0.2374892886926025
ACH-000396,-0.4625781843211218
ACH-000397,-0.5324938386505247
ACH-000401,0.07795807067487201
ACH-000402,-0.7494137215921675
ACH-000403,0.17649271385329304
ACH-000404,-0.2479548719369259
ACH-000406,-0.13734039856002647
ACH-000407,-0.2894737113272688
ACH-000408,-0.20050277069926575
ACH-000410,0.3131416331922211
ACH-000411,-0.2314666921667297
ACH-000414,-0.4624996528426685
ACH-000415,-0.5260635530657198
ACH-000416,-0.6297778398521711
ACH-000420,-0.31005616805708336
ACH-000421,-0.04041218928778372
ACH-000424,-0.5834905756282136
ACH-000425,-0.5817939705801447
ACH-000426,-0.6111435406144349
ACH-000427,-0.07189065843143537
ACH-000433,-0.3409097735912635
ACH-000435,-0.5340064355080169
ACH-000436,-0.6962364912745693
ACH-000444,-0.269839029939165
ACH-000445,-0.5292897734335307
ACH-000448,-0.2509303112827957
ACH-000450,-0.4510091870402028
ACH-000452,-0.36091376114668017
ACH-000454,-0.03172935884422669
ACH-000458,-0.3108024645984381
ACH-000459,-0.465384548323063
ACH-000460,0.054684899197279487
ACH-000461,-0.13265147907648625
ACH-000463,-0.2663490655923692
ACH-000464,-0.465062418081161
ACH-000466,-0.7392594788471256
ACH-000467,-0.3435871093117193
ACH-000468,-0.3755932229641412
ACH-000469,0.006826176019146732
ACH-000470,-0.0067786100883415
