,PARS2 (25973)
ACH-000720,-0.7124824372688253
ACH-000721,-0.5411953006232785
ACH-000724,-0.5165050644208459
ACH-000725,-0.2894999444658749
ACH-000732,-0.5543417818761021
ACH-000734,-0.8594705892907091
ACH-000735,-0.4878609392277386
ACH-000736,-0.7135038760590455
ACH-000738,-0.4453991944927945
ACH-000746,-0.4652240386838685
ACH-000747,-0.8739643700803649
ACH-000748,-0.3383277102335885
ACH-000753,-0.4165465005902607
ACH-000756,-0.3692569090031918
ACH-000757,-0.8110597942049907
ACH-000758,-1.0146712144982082
ACH-000760,-0.3576418039582391
ACH-000762,-0.7797622162847365
ACH-000763,-0.4299817722945225
ACH-000764,-0.3541768910407179
ACH-000765,-0.6095359939401671
ACH-000766,-0.4622993546147133
ACH-000767,-0.508202162161271
ACH-000768,-0.602503645311669
ACH-000769,-0.6835171237724124
ACH-000770,-0.5574662358591395
ACH-000771,-0.3170350059079714
ACH-000773,-0.6239285550323773
ACH-000776,-0.2919002628744242
ACH-000777,-0.3416848868615552
ACH-000778,-0.5774160811014437
ACH-000781,-0.5262027998106791
ACH-000782,-0.7789859135626027
ACH-000783,-0.4194204324763224
ACH-000784,-0.43827992467553817
ACH-000785,-0.6199045880228737
ACH-000787,-0.5986456705493611
ACH-000788,-0.38207631506771794
ACH-000791,-0.484529147139993
ACH-000792,-0.4972534653187991
ACH-000794,-0.643820972380381
ACH-000796,-0.4739669049179672
ACH-000798,-0.5227983263217031
ACH-000799,-0.5388755800619285
ACH-000800,-0.4743478331507555
ACH-000802,-0.8187478302782363
ACH-000804,-0.7680002320974433
ACH-000805,-0.4117118691830641
ACH-000809,-0.5844607773645977
ACH-000810,-0.2974622339172453
ACH-000811,-0.3781864265711035
ACH-000817,-0.6578223114173135
ACH-000819,-0.4531419271778373
ACH-000820,-0.4312348481699284
ACH-000821,-0.4895306422881952
ACH-000822,-0.41819950812546
ACH-000823,-0.8552964092975984
ACH-000824,-0.2340664135598606
ACH-000827,-0.3102899243806237
ACH-000829,-0.5502724104957452
ACH-000831,-0.7442359877538159
ACH-000832,-0.7858213977564401
ACH-000833,-0.6768623828185036
ACH-000834,-0.5262477876748561
ACH-000835,-0.7057946722784638
ACH-000836,-0.4306284838475681
ACH-000837,-0.8700779905290067
ACH-000838,-0.2503187256165257
ACH-000839,-0.4553072025201677
ACH-000840,-0.4226747164877678
ACH-000841,-0.2331794933749037
ACH-000843,-0.8082846169704019
ACH-000846,-0.4616123655215194
ACH-000847,-0.7931848561721285
ACH-000848,-0.5638292509912723
ACH-000849,-0.8186105563213288
ACH-000851,-0.5225662452306498
ACH-000855,-0.894805978642226
ACH-000856,-0.4416508640921013
ACH-000858,-0.8860040261582369
ACH-000859,-0.4841898982617117
ACH-000861,-0.4827504383527154
ACH-000862,-0.5831784264233282
ACH-000865,-0.4854384006209695
ACH-000866,-0.5695930924556916
ACH-000867,-0.4298552644378383
ACH-000869,-0.39391439241520293
ACH-000872,-0.5248845747557808
ACH-000873,-0.5874440498039474
ACH-000876,-0.5225016699516739
ACH-000878,-0.4679782946799394
ACH-000880,-0.714554421783828
ACH-000881,-0.5804294493353731
ACH-000882,-0.4408890113803428
ACH-000884,-0.5134530846547299
ACH-000885,-0.5819798493318511
ACH-000887,-0.5879807927404068
ACH-000889,-0.4814014279675984
ACH-000896,-0.6015277800309385
ACH-000898,-0.3408791436398224
ACH-000900,-0.5552117654253559
ACH-000901,-0.3698547470516054
ACH-000905,-0.4571725025322246
ACH-000906,-0.6176932360958001
ACH-000907,-0.6324422697272724
ACH-000910,-0.7164869061507322
ACH-000911,-0.6221406934465941
ACH-000912,-0.4225242871555805
ACH-000913,-0.692597735437157
ACH-000915,-0.716321077773707
ACH-000916,-0.7733012079254149
ACH-000917,-0.4783681788179783
ACH-000920,-0.953012214281448
ACH-000921,-0.4295696772788545
ACH-000924,-0.7565188455270766
ACH-000926,-0.424982237831571
ACH-000928,-0.31747974726704514
ACH-000929,-0.4751479097372912
ACH-000932,-0.3671998589047618
ACH-000935,-0.8933422977794893
ACH-000936,-0.5216367624298794
ACH-000937,-0.5136899168825863
ACH-000938,-0.8173143320126529
ACH-000939,-0.680222848641994
ACH-000941,-0.4895482264591925
ACH-000943,-0.6977155577060573
ACH-000946,-0.27223261045542746
ACH-000947,-0.7616415862959071
ACH-000948,-0.469205944665593
ACH-000950,-0.3909427982525877
ACH-000953,-0.2594022944865583
ACH-000954,-0.849863754231191
ACH-000957,-0.4777806252911162
ACH-000958,-0.3819774137070722
ACH-000960,-0.3967811353797748
ACH-000963,-0.4946279630810453
ACH-000968,-0.8937818906988327
ACH-000969,-0.6869467518231176
ACH-000972,-0.6481322968413178
ACH-000973,-0.5980908685596961
ACH-000974,-0.4860916142938443
ACH-000978,-0.9370332987460986
ACH-000984,-0.31288161180750723
ACH-000986,-0.4784274616741355
ACH-000988,-0.2044163987051169
ACH-000993,-0.19262276653244206
ACH-000994,-0.6633069948816632
ACH-000996,-0.15680005554932727
ACH-001001,-0.7869205583793156
ACH-001020,-0.667409474213223
ACH-001028,-0.6757898231503046
ACH-001031,-0.6617782825277081
ACH-001038,-0.5322242871764334
ACH-001048,-0.4176437321567967
ACH-001050,-0.4370995555704445
ACH-001053,-0.6438711034272342
ACH-001054,-0.8610564738681129
ACH-001061,-0.5839947944317873
ACH-001067,-0.4743076528528146
ACH-001075,-0.5987770154525552
ACH-001096,-0.2720364844984491
ACH-001111,-0.2418519107028645
ACH-001119,-0.5210619929087582
ACH-001128,-0.5358366512864395
ACH-001134,-0.4417789887736149
ACH-001151,-0.3149349973543465
ACH-001163,-0.4834075668621712
ACH-001164,-0.5165253399535322
ACH-001183,-0.7737751790864441
ACH-001192,-0.4552284782262509
ACH-001193,-0.4970308589962526
ACH-001196,-0.5943350425675583
ACH-001197,-0.3462415488801951
ACH-001205,-0.06901092314487556
ACH-001211,-0.2295728613818209
ACH-001212,-0.5362197768427998
ACH-001228,-0.21863586390131964
ACH-001232,-0.5861436427072102
ACH-001239,-0.5156838540100468
ACH-001270,-0.4651167952392297
ACH-001274,-0.4266198036628339
ACH-001275,-0.6854199790500207
ACH-001277,-0.5043040881025247
ACH-001278,-0.8191943801395891
ACH-001280,-0.5285108653096969
ACH-001283,-0.5089958432058814
ACH-001289,-0.4064441691343447
ACH-001300,-0.7069670297903856
ACH-001301,-0.4502504058305493
ACH-001302,-0.6745041925343391
ACH-001306,-0.4325576704042781
ACH-001318,-0.8157444052355763
ACH-001322,-0.5709397292311715
ACH-001328,-0.5440313380100471
ACH-001332,-0.5518245762650711
ACH-001336,-0.5709038215501758
ACH-001346,-0.5484635353678528
ACH-001353,-0.2345523082038304
ACH-001354,-0.09564221041605506
ACH-001367,-0.5553486372138653
ACH-001368,-0.5278170055274068
ACH-001374,-0.3776880683149412
ACH-001377,-0.3210941520354966
ACH-001380,-0.5907938959394565
ACH-001391,-0.5129845797058433
ACH-001408,-0.4403298208489587
ACH-001430,-0.12963259812349415
ACH-001431,0.08441573506385393
ACH-001450,-0.7362460455525291
ACH-001496,-0.4512158401605025
ACH-001500,-0.8810266537767418
ACH-001523,-0.7907222325630207
ACH-001532,-0.23592037089285045
ACH-001550,-0.464089289184088
ACH-001552,-0.34789796375389004
ACH-001554,-0.4607553698636153
ACH-001654,-0.4376230356808447
ACH-001735,-0.43729233484507657
ACH-001736,-0.6633407569931491
ACH-001737,-0.19041085787767148
ACH-001740,-0.5309057226546937
ACH-001745,-0.4538773864498967
ACH-001765,-0.4800345183061721
