,CCNB1IP1 (57820)
ACH-000004,-0.06286412610722156
ACH-000005,-0.10429159103313444
ACH-000007,-0.2573518021045077
ACH-000009,-0.28607526223809504
ACH-000011,-0.04014795264527441
ACH-000012,-0.308897623972024
ACH-000013,-0.2133220549203582
ACH-000014,-0.4633391824962895
ACH-000015,-0.2306765944366337
ACH-000017,-0.21935354646948532
ACH-000018,-0.18968583990632826
ACH-000019,-0.35161449151576984
ACH-000021,-0.1226349376006123
ACH-000022,-0.18559337017787206
ACH-000025,-0.3001260432102108
ACH-000028,-0.32368608543657845
ACH-000030,-0.3234064791429534
ACH-000035,-0.22548383941782355
ACH-000036,-0.4016754235375419
ACH-000037,-0.07295888119436528
ACH-000039,-0.2946461530722773
ACH-000040,-0.33430081284972785
ACH-000041,-0.24759603992375226
ACH-000042,-0.0944116612273964
ACH-000045,-0.22704572640665396
ACH-000047,-0.2026566418581872
ACH-000052,-0.4653542414161601
ACH-000053,-0.19669169501364145
ACH-000054,-0.28840217708290394
ACH-000055,-0.22547485659121816
ACH-000060,-0.2462041145112986
ACH-000067,-0.36301665125260896
ACH-000070,-0.3349769630638913
ACH-000075,-0.22762367661089525
ACH-000078,-0.32552211223301497
ACH-000082,-0.28288687483164066
ACH-000085,-0.3219430242251478
ACH-000086,-0.38877865577943743
ACH-000087,-0.0009676605655310039
ACH-000092,-0.1907300312917139
ACH-000095,-0.19990616247301327
ACH-000097,-0.19554965934309346
ACH-000098,-0.25664455800150265
ACH-000099,-0.2781504142612617
ACH-000108,-0.16233751082549644
ACH-000113,-0.1511892163484317
ACH-000116,-0.15223056505765226
ACH-000118,-0.18564941968000606
ACH-000120,-0.08663145060097928
ACH-000123,-0.3608135964519617
ACH-000127,-0.2605353624741074
ACH-000128,-0.04765328857140176
ACH-000132,-0.2214705416418168
ACH-000133,-0.2434735526413441
ACH-000137,-0.2049308854144248
ACH-000138,-0.07146592777743525
ACH-000142,-0.2827859329152897
ACH-000143,-0.26302401988008706
ACH-000146,-0.10773346651948887
ACH-000148,-0.1326855701178847
ACH-000150,-0.2907621696721162
ACH-000152,-0.3375975030799512
ACH-000153,-0.3738216267794852
ACH-000159,-0.3131862186234765
ACH-000160,-0.41345509962758986
ACH-000163,-0.1824855680468244
ACH-000167,0.002181935249997816
ACH-000168,-0.2386975815069519
ACH-000169,-0.16854235832684458
ACH-000178,-0.2593689340517081
ACH-000183,-0.12124024031602545
ACH-000188,-0.07760867439570426
ACH-000189,-0.3215340774945742
ACH-000190,-0.23992697395349746
ACH-000198,-0.2450100507882401
ACH-000203,0.4376034469116552
ACH-000204,-0.021766751415142987
ACH-000206,-0.2092679191102339
ACH-000207,-0.28043104249449385
ACH-000208,-0.14890401660796287
ACH-000210,-0.2841965283438144
ACH-000211,-0.17023820978148496
ACH-000215,-0.14069261550327156
ACH-000221,-0.25005155578567395
ACH-000222,-0.1332607351599217
ACH-000223,-0.21829422822050612
ACH-000226,-0.3933485852863648
ACH-000227,-0.16142142784456845
ACH-000228,-0.3757300804827941
ACH-000231,-0.32546123916641445
ACH-000232,-0.36914623968169
ACH-000233,-0.1269708547339886
ACH-000234,-0.07838753995484785
ACH-000235,-0.11788981173062205
ACH-000237,-0.12737471882713913
ACH-000238,-0.3233299239652884
ACH-000242,-0.16225655958781454
ACH-000243,-0.17366712149540434
ACH-000244,-0.2767692601223509
ACH-000246,-0.2483449855497788
ACH-000248,-0.3034202719099414
ACH-000250,-0.21941297380069025
ACH-000251,-0.1991810877975624
ACH-000252,-0.2062539515413269
ACH-000253,-0.14732186096997213
ACH-000255,-0.17485377009225173
ACH-000256,-0.18340636241745012
ACH-000257,-0.2946813540994202
ACH-000258,-0.05446381818072943
ACH-000259,-0.17500889856607554
ACH-000260,-0.16435435042156066
ACH-000261,-0.16724166960232306
ACH-000262,-0.33180993298713063
ACH-000263,-0.27672033360447706
ACH-000264,-0.2091871464107306
ACH-000265,-0.049603215166644975
ACH-000266,-0.15036492972375107
ACH-000272,-0.37564690424113023
ACH-000274,-0.20285310845021964
ACH-000277,-0.2763297599652915
ACH-000278,-0.22367180745459425
ACH-000279,-0.2828527695619248
ACH-000280,-0.29311905551202744
ACH-000281,-0.10211463431839744
ACH-000288,-0.22377987639029925
ACH-000291,-0.3134275386982021
ACH-000293,-0.22164626798938386
ACH-000294,-0.12764086429445
ACH-000295,-0.047232721676440485
ACH-000296,-0.3050686232015984
ACH-000302,-0.2056426251540908
ACH-000304,-0.18759742308789976
ACH-000307,-0.1950958743126697
ACH-000308,-0.15210102884843002
ACH-000310,-0.2516080026738508
ACH-000311,-0.16609617834985518
ACH-000312,0.02264711040482295
ACH-000315,-0.17446210030794487
ACH-000316,-0.06472769644930518
ACH-000317,-0.3206429986898481
ACH-000318,-0.31882990927053695
ACH-000319,-0.11085062064595252
ACH-000320,0.0444507942183108
ACH-000322,-0.4030425198212776
ACH-000323,-0.2618293090761766
ACH-000324,-0.2233429697651246
ACH-000329,-0.2407971440616375
ACH-000330,-0.2964506443249701
ACH-000331,-0.12993434912200286
ACH-000332,-0.10352765568729136
ACH-000334,-0.3408547918648553
ACH-000335,0.06491583514570326
ACH-000336,-0.15123960325583688
ACH-000337,-0.25906839248026803
ACH-000338,0.08963716308431631
ACH-000339,-0.2280777743311596
ACH-000341,-0.3275482318510859
ACH-000348,-0.2050448888697116
ACH-000350,-0.060359103585905814
ACH-000352,-0.3608010677106933
ACH-000356,-0.19130425437915
ACH-000361,-0.4829189838599146
ACH-000362,-0.23556143685364356
ACH-000363,-0.25148011520053914
ACH-000364,-0.33891275762527073
ACH-000365,-0.2814607021816693
ACH-000366,-0.12124889976283013
ACH-000368,-0.3143507762911971
ACH-000374,-0.2963786184328369
ACH-000375,-0.2605222265887686
ACH-000376,-0.25271493867392675
ACH-000381,-0.3525999575433944
ACH-000383,-0.1986633260846547
ACH-000387,-0.34409634214380186
ACH-000389,-0.27322400594575336
ACH-000390,-0.4053623818389045
ACH-000393,-0.28909286155715697
ACH-000395,-0.17891521358295254
ACH-000396,-0.020135052287163592
ACH-000397,-0.2300751807813821
ACH-000401,-0.1866417458238839
ACH-000402,-0.04217224879008179
ACH-000403,-0.23298168340499484
ACH-000404,-0.12369680314795785
ACH-000406,-0.2513876625737691
ACH-000407,-0.24628282245459185
ACH-000408,-0.3162860191812044
ACH-000410,-0.2167323802518995
ACH-000411,-0.34826973756971696
ACH-000414,-0.05600273890866237
ACH-000415,-0.1557271335729612
ACH-000416,-0.17677527999469994
ACH-000420,-0.3149271874065033
ACH-000421,-0.21893203810366044
ACH-000424,-0.467780041404333
ACH-000425,-0.30784504749009983
ACH-000426,-0.14919862513579565
ACH-000427,-0.25485525028614203
ACH-000433,-0.5000160103828108
ACH-000435,-0.4980451222431875
ACH-000436,-0.16661305971156148
ACH-000444,0.07534007491036353
ACH-000445,-0.2701758851891973
ACH-000448,-0.3222743548134024
ACH-000450,-0.3117654404898655
ACH-000452,-0.0419285187910232
ACH-000454,-0.10999523589469463
ACH-000458,-0.2870179828837605
ACH-000459,-0.5143372459603147
ACH-000460,-0.16432619685596225
ACH-000461,-0.1885266503303548
ACH-000463,-0.233196930512884
ACH-000464,-0.25552647252394706
ACH-000466,-0.281361200160019
ACH-000467,-0.2389052996812769
ACH-000468,-0.07651679823908257
ACH-000469,-0.2633213083711058
ACH-000470,0.08729173609270681
ACH-000471,-0.2514625137031324
ACH-000472,-0.18931272573059085
ACH-000473,-0.1396400469911041
ACH-000475,-0.22127479249119547
ACH-000476,-0.16231074198854464
ACH-000477,-0.2440856847930032
ACH-000479,-0.24219962640628645
ACH-000480,-0.2490796354029325
ACH-000481,-0.3469116429424197
ACH-000483,-0.315764968472586
ACH-000484,-0.1800773235973598
ACH-000485,-0.24023615738898305
ACH-000486,-0.4375919346652112
ACH-000487,-0.0966104702151088
ACH-000488,-0.17134587504087326
ACH-000490,-0.16068942573362674
ACH-000491,-0.2315702501265253
ACH-000495,-0.4653384256749404
ACH-000496,-0.09518546706512077
ACH-000499,-0.3469624289984603
ACH-000500,-0.20235302136423816
ACH-000502,-0.19687132411180916
ACH-000503,-0.0565667228858544
ACH-000505,-0.198855204437108
ACH-000507,-0.29246851249894623
ACH-000510,-0.22483008114841446
ACH-000511,-0.2751753973279867
ACH-000512,-0.3294236944070717
ACH-000516,-0.3433153081580609
ACH-000517,-0.17792555184686734
ACH-000518,-0.33380074593141745
ACH-000520,-0.369348882280935
ACH-000521,-0.058796179402284585
ACH-000522,-0.12088280722292175
ACH-000524,-0.16126371576753315
ACH-000527,-0.17879193416077513
ACH-000528,-0.14536534167226972
ACH-000537,-0.07354620900275984
ACH-000541,0.10145309669019482
ACH-000542,-0.2360538498831812
ACH-000544,-0.3626004501830142
ACH-000545,-0.2428538996429596
ACH-000547,-0.16995258329997348
ACH-000548,-0.2735363211361922
ACH-000549,-0.2941407917203146
ACH-000550,-0.1327574947493174
ACH-000552,-0.2278970975271846
ACH-000556,-0.2366048101425492
ACH-000557,-0.2348326088747776
ACH-000569,-0.28324491955075204
ACH-000570,-0.3103572573794048
ACH-000571,-0.37470224855311773
ACH-000573,-0.2286634489134417
ACH-000576,-0.13651856600170514
ACH-000579,-0.29053248895972866
ACH-000580,-0.08207639148595625
ACH-000584,-0.12758608386584902
ACH-000585,-0.2117685525056463
ACH-000588,-0.15968833783575506
ACH-000589,-0.13800626707826355
ACH-000591,-0.30190124312714195
ACH-000593,-0.10013318375355043
ACH-000600,-0.2899258469981814
ACH-000601,-0.17483341883495593
ACH-000605,-0.10415764360033897
ACH-000606,-0.21838991939949687
ACH-000608,-0.2221562300568866
ACH-000614,-0.2464393146367815
