,CWF19L2 (143884)
ACH-000316,-0.6979025819155183
ACH-000317,-0.8002976379126332
ACH-000318,-0.6390846614208139
ACH-000319,-0.7993547535935471
ACH-000320,-0.6333210624843653
ACH-000322,-0.6553678822450998
ACH-000323,-0.6488571424088603
ACH-000324,-0.5226846211231633
ACH-000329,-0.538555429609034
ACH-000330,-0.8247196297595435
ACH-000331,-0.6506324488930084
ACH-000332,-0.4831305914217702
ACH-000334,-0.35738405974826554
ACH-000335,-0.4820503310017492
ACH-000336,-0.6058210337817832
ACH-000337,-0.6502982802064639
ACH-000338,-0.3398526997206429
ACH-000339,-0.5997527113455836
ACH-000341,-0.7673067865776788
ACH-000348,-0.5246367167995295
ACH-000350,-0.6196338587552199
ACH-000352,-0.6959899456808807
ACH-000356,-0.6136251761435239
ACH-000361,-0.719412412005877
ACH-000362,-0.5130618748982753
ACH-000363,-0.4765231894433338
ACH-000364,-0.6609063181057878
ACH-000365,-0.6083837964861784
ACH-000366,-0.942117875566
ACH-000368,-0.6938193173335245
ACH-000374,-0.7622897965882564
ACH-000375,-0.5469910418656632
ACH-000376,-0.5724945009798956
ACH-000381,-0.31350044786834513
ACH-000383,-0.3755577371569892
ACH-000387,-0.705257486066908
ACH-000389,-0.6027671092678953
ACH-000390,-0.4822906874950987
ACH-000393,-0.3894254070578863
ACH-000395,-0.5084655962051873
ACH-000396,-0.9871055310531908
ACH-000397,-0.3610720244089519
ACH-000401,-0.7940999583607805
ACH-000402,-0.7404598306209735
ACH-000403,-0.5884391609732585
ACH-000404,-0.5232328005434915
ACH-000406,-0.6769338158321111
ACH-000407,-0.6532134329450797
ACH-000408,-0.5691799520930159
ACH-000410,-0.7172854833019594
ACH-000411,-1.0145213815574912
ACH-000414,-0.6206006697582604
ACH-000415,-0.8690578689537866
ACH-000416,-0.648054408250369
ACH-000420,-0.6778601733439785
ACH-000421,-0.5655502739317564
ACH-000424,-0.5848390325124299
ACH-000425,-0.6469805490475896
ACH-000426,-0.6296992356263451
ACH-000427,-0.5790588756942866
ACH-000433,-0.5894720145424085
ACH-000435,-0.5720734100419227
ACH-000436,-0.5276034327935304
ACH-000444,-0.8386970606363932
ACH-000445,-0.5380108348583302
ACH-000448,-0.624977236956224
ACH-000450,-0.8047989767671757
ACH-000452,-0.8970415347199546
ACH-000454,-0.4780842854586119
ACH-000458,-0.8198654144047423
ACH-000459,-0.6920241037527373
ACH-000460,-0.6783587789050027
ACH-000461,-0.7792816870229633
ACH-000463,-0.6948540994013837
ACH-000464,-0.7047830380785142
ACH-000466,-0.437180139481367
ACH-000467,-0.6268284597974983
ACH-000468,-0.4271976095299547
ACH-000469,-0.6032363543183271
ACH-000470,-0.700134225642776
ACH-000471,-0.7459974971246441
ACH-000472,-0.4162806336014183
ACH-000473,-0.4700287745382657
ACH-000475,-0.3954407098742027
ACH-000476,-0.31921527239893105
ACH-000477,-0.4783891827814991
ACH-000479,-0.6510163990177206
ACH-000480,-0.685946490178223
ACH-000481,-0.4903301755316434
ACH-000483,-0.612269849228143
ACH-000484,-0.6755117751429959
ACH-000485,-0.4945732105910421
ACH-000486,-0.6877071554436519
ACH-000487,-0.5188401236990559
ACH-000488,-0.7124948118181973
ACH-000490,-0.7502927866483479
ACH-000491,-0.6612295204565992
ACH-000495,-0.9053370322662468
ACH-000496,-0.6426282627228862
ACH-000499,-0.4927770456306158
ACH-000500,-0.32044459450718604
ACH-000502,-0.8374055188456135
ACH-000503,-0.6797267725770885
ACH-000505,-0.5858838610059097
ACH-000507,-0.4649185563527803
ACH-000510,-0.39433329818797386
ACH-000511,-0.6016173603896612
ACH-000512,-0.6513198401876407
ACH-000516,-0.7129223293507805
ACH-000517,-0.7161603179621857
ACH-000518,-0.5624488479775624
ACH-000520,-0.5079598819152282
ACH-000521,-0.44637330841260797
ACH-000522,-0.4533347826907643
ACH-000524,-0.5794129959883516
ACH-000527,-0.8303835222678251
ACH-000528,-0.4671787356455111
ACH-000537,-0.8647601304839855
ACH-000541,-0.8475516209017373
ACH-000542,-0.5688231119548296
ACH-000544,-0.6644718343030903
ACH-000545,-0.6738959355617141
ACH-000547,-0.5603348757535268
ACH-000548,-0.7660596419410141
ACH-000549,-0.5998425207167409
ACH-000550,-0.784331409644623
ACH-000552,-0.4860245722178035
ACH-000556,-0.6791045971893417
ACH-000557,-0.3855461411372437
ACH-000569,-0.4798237288092445
ACH-000570,-0.7612877491754624
ACH-000571,-0.4644399615754756
ACH-000573,-0.7846838422168242
ACH-000576,-0.5682939026483045
ACH-000579,-0.6772609397768705
ACH-000580,-0.779282267816498
ACH-000584,-0.59036093767162
ACH-000585,-0.7274118468313401
ACH-000588,-0.4842483964204544
ACH-000589,-0.593164822180028
ACH-000591,-0.6927759938367459
ACH-000593,-0.5736035844809098
ACH-000600,-0.5786890538886609
ACH-000601,-0.7000132694135314
ACH-000605,-0.9847536181686676
ACH-000606,-0.9220089087173292
ACH-000608,-0.4884613750559358
ACH-000614,-0.6466456160344332
ACH-000616,-0.4946022853290627
ACH-000618,-1.0153504804991398
ACH-000619,-0.7468771568260466
ACH-000620,-0.4386744694118596
ACH-000621,-0.6581909699110697
ACH-000622,-0.6116170961660434
ACH-000623,-0.8480205807774556
ACH-000624,-0.5174064263950661
ACH-000627,-0.5453207969522882
ACH-000630,-0.7959025330215826
ACH-000631,-0.4441793334798208
ACH-000632,-0.8449805581927055
ACH-000633,-0.4662496666936866
ACH-000637,-0.503882544225028
ACH-000638,-0.5788016708428152
ACH-000646,-0.5595918064902067
ACH-000647,-0.5898716180346442
ACH-000648,-0.29006540578108203
ACH-000649,-0.5881168115093293
ACH-000651,-0.44341536217823335
ACH-000652,-0.7335787170172021
ACH-000653,-0.5796856831082448
ACH-000657,-0.5456752248055277
ACH-000658,-0.6296725040323778
ACH-000661,-0.7272674724232956
ACH-000662,-0.4361990065731531
ACH-000663,-0.8459407363172364
ACH-000665,-1.0288095090455922
ACH-000671,-0.6291483099736243
ACH-000672,-0.3567067557412368
ACH-000673,-0.8064878994029788
ACH-000676,-0.6065644427948106
ACH-000677,-0.637512961462945
ACH-000681,-0.662704994456937
ACH-000683,-0.6544701092873194
ACH-000684,-0.5544945846567657
ACH-000688,-0.3045756454257001
ACH-000693,-0.538127752066779
ACH-000694,-0.7996318820520826
ACH-000695,-0.8308358887907215
ACH-000696,-0.5308718991799215
ACH-000697,-0.39483205909561175
ACH-000699,-0.8778639124115761
ACH-000701,-0.7309368655711562
ACH-000706,-0.2640352827556549
ACH-000711,-0.5354261067861743
ACH-000713,-0.4528453712858584
ACH-000714,-0.6572586061068535
ACH-000718,-0.7165548056917195
ACH-000720,-0.6521016488228232
ACH-000721,-0.5727773907200501
ACH-000724,-0.4620567229692697
ACH-000725,-0.8051170196897081
ACH-000732,-0.8325912651887607
ACH-000734,-0.4881597794001958
ACH-000735,-0.4209509874492967
ACH-000736,-0.6377132440551115
ACH-000738,-0.7680853835324997
ACH-000746,-0.3568119235483773
ACH-000747,-0.7046353572422934
ACH-000748,-0.7139061007954545
ACH-000753,-0.6962105951650909
ACH-000756,-0.632355542257473
ACH-000757,-0.7397298304576159
ACH-000758,-0.5340864665581572
ACH-000760,-0.7598217306141748
ACH-000762,-0.5852641808271272
ACH-000763,-0.7848289130438408
ACH-000764,-0.6015551552919289
ACH-000765,-0.9706628125187041
ACH-000766,-0.5021703295457588
ACH-000767,-0.4714489026240661
ACH-000768,-0.6449240187435399
ACH-000769,-0.5437363808789545
ACH-000770,-0.7905668586010783
ACH-000771,-0.7232870104691564
ACH-000773,-0.638251323035579
ACH-000776,-1.1732246573405776
ACH-000777,-0.7725614884774274
ACH-000778,-0.6312668992809317
ACH-000781,-0.5853322774662444
ACH-000782,-0.7160028132716216
ACH-000783,-0.6923891162696
ACH-000784,-0.5259683320573081
ACH-000785,-0.3440005616609336
ACH-000787,-0.5547923816297482
ACH-000788,-0.6388080048249264
ACH-000791,-0.6465573211376692
ACH-000792,-0.8035864798665725
ACH-000794,-0.7350085704681272
ACH-000796,-0.4944298914428393
ACH-000798,-0.6456321755394646
ACH-000799,-0.7301764162946041
ACH-000800,-0.6606797271868414
ACH-000802,-0.7220844211988622
ACH-000804,-0.7022389171749487
ACH-000805,-0.6628525104347075
ACH-000809,-0.4760875396848749
ACH-000810,-0.8758333172903592
ACH-000811,-0.5582450580681251
ACH-000817,-0.559673582882134
ACH-000819,-0.6269018757589747
ACH-000820,-0.6407700498373361
ACH-000821,-0.6041215867487751
ACH-000822,-0.4833662027460346
ACH-000823,-0.6963357889659897
ACH-000824,-0.6722433201569624
ACH-000827,-0.7364858306063945
ACH-000829,-0.3433432522253966
ACH-000831,-0.5715755145202313
ACH-000832,-0.8185633513897718
ACH-000833,-0.8655541039600024
ACH-000834,-0.4996354013540344
ACH-000835,-0.4685259975678549
ACH-000836,-0.4755571791721518
ACH-000837,-0.6821052199399167
ACH-000838,-0.6662556594279051
ACH-000839,-0.5119109685492115
ACH-000840,-0.29177833668504505
ACH-000841,-0.4307630185231564
ACH-000843,-0.6935149874029303
ACH-000846,-0.3063546244925279
ACH-000847,-0.40661705080775495
ACH-000848,-0.5323361905274397
ACH-000849,-0.354993738410536
ACH-000851,-0.3821089778754148
ACH-000855,-0.45578826933110705
ACH-000856,-0.6614501935884461
ACH-000858,-0.5150800428659914
ACH-000859,-0.7998912963357858
ACH-000861,-0.5933098856560652
ACH-000862,-0.7358814849278321
ACH-000865,-0.7170133944668388
ACH-000866,-0.8830399839257423
ACH-000867,-0.4923172304317681
ACH-000869,-0.4924365348324819
ACH-000872,-0.6371675743689013
ACH-000873,-0.6809130207135764
ACH-000876,-0.6739324669139616
ACH-000878,-0.5133735495221344
ACH-000880,-0.6440559389344177
ACH-000881,-0.7081292048887707
ACH-000882,-0.7071269115739304
ACH-000884,-0.6644418257071366
ACH-000885,-0.653262514461583
ACH-000887,-0.6085322092788471
ACH-000889,-0.5486063635602574
ACH-000896,-0.6301461092200518
ACH-000898,-0.7544873421410733
ACH-000900,-0.3919645974615672
ACH-000901,-0.7058821205569944
ACH-000905,-0.3569422547754193
ACH-000906,-0.6663467712578507
ACH-000907,-0.910895195920167
ACH-000910,-0.5701562502175914
ACH-000911,-0.3920129776316649
ACH-000912,-0.6504386262810379
ACH-000913,-0.4735670113793617
ACH-000915,-0.6573080441149695
ACH-000916,-0.4391948320782236
ACH-000917,-0.6997208514472039
ACH-000920,-0.6367942780060716
ACH-000921,-0.6042374108931969
ACH-000924,-0.4103840590526383
ACH-000926,-0.5402947736609051
ACH-000928,-0.2200134369186518
ACH-000929,-0.8624654665329168
ACH-000932,-0.4978601186486055
ACH-000935,-0.7464871520771955
ACH-000936,-0.4655721206272198
ACH-000937,-0.6365223429923563
ACH-000938,-0.6298791161617874
ACH-000939,-0.6895373703392405
ACH-000941,-0.6040167957128291
ACH-000943,-0.4831224762497199
ACH-000946,-0.5710144904620607
ACH-000947,-0.7339181629985976
ACH-000948,-0.9163712184697468
ACH-000950,-0.7391817883091575
ACH-000953,-0.2876173687919929
ACH-000954,-0.541823367525325
ACH-000957,-0.5201044186749315
ACH-000958,-0.6072496218956236
ACH-000960,-0.6467458064592408
ACH-000963,-0.5131547904121867
ACH-000968,-0.5990019646603976
ACH-000969,-0.6509167203626708
ACH-000972,-0.6938717699442232
ACH-000973,-0.5300751177308988
ACH-000974,-0.6482050923445374
ACH-000978,-0.688074990947655
ACH-000984,-1.0959929780632809
ACH-000986,-0.4632593499102754
ACH-000988,-0.5647823817799627
ACH-000993,-0.92904288468224
ACH-000994,-0.5826663521127409
ACH-000996,-0.7159435002765666
ACH-001001,-0.4174451459724325
ACH-001020,-0.6911609183847829
ACH-001028,-0.4024489931611643
ACH-001031,-0.7121620216661919
ACH-001038,-0.6889916360978668
ACH-001048,-0.6982829118962322
ACH-001050,-0.6404195726657511
ACH-001053,-0.4858366006178492
ACH-001054,-0.7125055506409209
ACH-001061,-0.6693813504262867
ACH-001067,-0.5526728517564967
ACH-001075,-0.678471772560606
ACH-001096,-0.678025274176551
ACH-001111,-0.5697144566501743
ACH-001119,-0.6170312591667211
ACH-001128,-0.43648902814012197
ACH-001134,-0.6670244754933808
ACH-001151,-0.5581811366038316
ACH-001163,-0.5903734840449466
ACH-001164,-0.7249407987638244
ACH-001183,-0.6241428477629866
ACH-001192,-0.4606198260650346
ACH-001193,-0.5610492546993271
ACH-001196,-0.6493730077696378
ACH-001197,-0.4987604763011565
ACH-001205,-0.8695449810175332
ACH-001211,-0.7143223705488595
ACH-001212,-0.5369303368172256
ACH-001228,-0.9906097368611192
ACH-001232,-0.8733941355306477
ACH-001239,-0.5120011529933474
ACH-001270,-0.6956801949404847
ACH-001274,-0.5353697448730581
ACH-001275,-0.3946701684294306
ACH-001277,-0.5228407199423492
ACH-001278,-0.5026995949731057
ACH-001280,-0.4591824156083428
ACH-001283,-0.9274412682871774
ACH-001289,-0.19825368511769734
ACH-001300,-0.80804556650598
ACH-001301,-0.7658205580052926
ACH-001302,-0.460776846120925
ACH-001306,-0.730336145874611
ACH-001318,-0.3598632931815405
ACH-001322,-0.6071933167136827
ACH-001328,-0.7160614644960204
ACH-001332,-0.7179401979654929
ACH-001336,-0.7937857494240709
ACH-001346,-1.040417913781165
ACH-001353,-0.5406078034183963
ACH-001354,-0.8308633420521935
ACH-001367,-0.5543083387498411
ACH-001368,-0.4856862207845525
ACH-001374,-0.5841433604826133
ACH-001377,-0.6521404312063781
ACH-001380,-0.5981244729538172
ACH-001391,-0.5349235869657349
ACH-001408,-0.7061852381726326
ACH-001430,-0.6636740200923196
ACH-001431,-0.9292378951042534
ACH-001450,-0.7803878552345702
ACH-001496,-0.7317861277435488
ACH-001500,-0.525003173924712
ACH-001523,-0.6150879280903393
ACH-001532,-0.6973813751868798
ACH-001550,-0.7795224016612569
ACH-001552,-0.6224963700501371
ACH-001554,-0.7048769320738343
ACH-001654,-0.6651445765779332
ACH-001735,-0.6382670903372847
ACH-001736,-0.6502531385788496
ACH-001737,-0.5018276273250613
ACH-001740,-0.6891749861048659
ACH-001745,-0.5001687491607417
ACH-001765,-0.5018445569221316
