,RFX6 (222546)
ACH-000004,-0.09116158138179736
ACH-000005,-0.24917357110265226
ACH-000007,-0.04756436061221336
ACH-000009,-0.0013112872831778856
ACH-000011,-0.04075650639753483
ACH-000012,-0.015292013705041373
ACH-000013,-0.022575256017406384
ACH-000014,-0.2743120486379354
ACH-000015,-0.014688935563248169
ACH-000017,-0.07467559557732971
ACH-000018,-0.031355766745037324
ACH-000019,0.002253776870936957
ACH-000021,-0.13823646196937567
ACH-000022,-0.012992726203476905
ACH-000025,0.04639691882117114
ACH-000028,-0.10647929124355808
ACH-000030,-0.11597164731903167
ACH-000035,0.04917440451505778
ACH-000036,-0.036593563744093824
ACH-000037,0.03547806944082115
ACH-000039,-0.3059690286459828
ACH-000040,-0.07273209909290666
ACH-000041,-0.02288858374771169
ACH-000042,0.03909399907250731
ACH-000045,-0.11789065991825234
ACH-000047,-0.17006573805902808
ACH-000052,0.10132803812041292
ACH-000053,-0.16878056685364298
ACH-000054,-0.072304360748306
ACH-000055,-0.16501552441049133
ACH-000060,-0.30746822855523764
ACH-000067,0.026614859491131185
ACH-000070,-0.009692456510088262
ACH-000075,-0.0006485815608461423
ACH-000078,0.13806353973169844
ACH-000082,-0.1852227665790996
ACH-000085,-0.2849409142242732
ACH-000086,-0.12744058523486476
ACH-000087,-0.06062900057615015
ACH-000092,-0.12202087724452525
ACH-000095,-0.19580876789352705
ACH-000097,-0.0700653112536394
ACH-000098,-0.12992431415589067
ACH-000099,-0.046511367863530384
ACH-000108,-0.04726097183343708
ACH-000113,-0.057284798904006035
ACH-000116,-0.07617293360967001
ACH-000118,-0.10952801620374204
ACH-000120,-0.05307300090976624
ACH-000123,-0.2777886581018149
ACH-000127,-0.09209615368305114
ACH-000128,-0.13224422738068028
ACH-000132,-0.040283369699716985
ACH-000133,0.06860319811557943
ACH-000137,-0.02869494965017013
ACH-000138,-0.09777953294329816
ACH-000142,0.14617195041511327
ACH-000143,-0.00537788990186945
ACH-000146,-0.0008382569745287995
ACH-000148,-0.0397271227167853
ACH-000150,-0.378850000680427
ACH-000152,-0.028851582033980007
ACH-000153,-0.2732424405175796
ACH-000159,-0.0109377303837825
ACH-000160,-0.15706581306775266
ACH-000163,0.08692840130965684
ACH-000167,0.14631381397256954
ACH-000168,0.07074635419704554
ACH-000169,-0.15034617076141946
ACH-000178,-0.18449446394373306
ACH-000183,0.10048661882025063
ACH-000188,0.06993815936450001
ACH-000189,-0.02038534768879955
ACH-000190,-0.11733767576528367
ACH-000198,0.14960064842556986
ACH-000203,0.11578568543776513
ACH-000204,-0.0248956426144885
ACH-000206,-0.3716243585788048
ACH-000207,-0.02081250539825119
ACH-000208,-0.19486486868352387
ACH-000210,0.1320632167742313
ACH-000211,-0.03831487009646009
ACH-000215,-0.08686448225932948
ACH-000221,0.034542898319569755
ACH-000222,0.16203558722093922
ACH-000223,-0.01227222936242372
ACH-000226,-0.2925320096249492
ACH-000227,0.25550705384149514
ACH-000228,-0.006382112876278236
ACH-000231,-0.03522367139974632
ACH-000232,0.0009390782136360749
ACH-000233,0.0618755048495768
ACH-000234,-0.052300503099115034
ACH-000235,-0.03884810232945913
ACH-000237,0.08403273013512058
ACH-000238,-0.12736439376447076
ACH-000242,-0.5593983772351626
ACH-000243,-0.010119829661448036
ACH-000244,-0.22713857986615604
ACH-000246,-0.07003533204362945
ACH-000248,-0.02163077867264177
ACH-000250,-0.08003229281011573
ACH-000251,-0.2877129671099572
ACH-000252,-0.15860911084618454
ACH-000253,-0.013503659634387207
ACH-000255,-0.060962495754727127
ACH-000256,-0.04397104660453035
ACH-000257,-0.32645748771379623
ACH-000258,0.0548726978168584
ACH-000259,-0.04775365545577163
ACH-000260,-0.20700478390645852
ACH-000261,-0.06286283149127346
ACH-000262,0.07685912659067327
ACH-000263,-0.06829127134774522
ACH-000264,-0.0604671850573548
ACH-000265,-0.03973059733493247
ACH-000266,-0.04756629961482599
ACH-000272,-0.07614184514197322
ACH-000274,-0.08236392612127114
ACH-000277,-0.2518144603370813
ACH-000278,-0.05170611776369125
ACH-000279,-0.0057238785594747365
ACH-000280,0.02600305756847979
ACH-000281,0.08531979227340306
ACH-000288,-0.02544679695844741
ACH-000291,-0.05460186592236749
ACH-000293,-0.10798176138063542
ACH-000294,-0.21589954408852907
ACH-000295,-0.2014883787443009
ACH-000296,-0.03201751207757212
ACH-000302,-0.05160910460155894
ACH-000304,0.0
ACH-000307,-0.15224872897107028
ACH-000308,-0.017527008985781592
ACH-000310,0.10022120065689123
ACH-000311,-0.0722326665141795
ACH-000312,0.03516017888833818
ACH-000315,-0.4611438652616798
ACH-000316,0.047008957323092584
ACH-000317,-0.2312319526996639
ACH-000318,-0.2694412442776235
ACH-000319,-0.08670060873325271
ACH-000320,-0.05892666311399829
ACH-000322,0.1405376028021938
ACH-000323,-0.08269787813938569
ACH-000324,-0.09609151770803202
ACH-000329,0.0016281095773071654
ACH-000330,-0.07085540322312239
ACH-000331,-0.1290105237215048
ACH-000332,0.0351505047848782
ACH-000334,0.10277123027150352
ACH-000335,-0.16014172620795955
ACH-000336,0.09736238869856256
ACH-000337,0.04333908961678975
ACH-000338,0.01854768798883591
ACH-000339,-0.18438718434201293
ACH-000341,-0.13328010264409929
ACH-000348,0.020280645453878005
ACH-000350,0.10339562528266788
ACH-000352,0.08807868029070763
ACH-000356,-0.1681243694034374
ACH-000361,-0.1254425973118646
ACH-000362,-0.1717963660870018
ACH-000363,-0.14871577045969933
ACH-000364,0.06349451246269533
ACH-000365,-0.03452720169851859
ACH-000366,-0.05706987040652897
ACH-000368,0.053647382570800636
ACH-000374,0.0007925374957482102
ACH-000375,-0.26834694327598496
ACH-000376,-0.08441020416185788
ACH-000381,-0.0077555041042600015
ACH-000383,-0.12326767730797898
ACH-000387,-0.10287314491433877
ACH-000389,-0.17758680207427427
