,NTS (4922)
ACH-000004,-0.16471181402220034
ACH-000005,-0.10629995758283604
ACH-000007,-0.003948854281918636
ACH-000009,-0.027892546018472884
ACH-000011,-0.03615893672509314
ACH-000012,0.04668842649723462
ACH-000013,0.026374510404067627
ACH-000014,0.0760226309714612
ACH-000015,-0.03679429988385948
ACH-000017,0.002064735552346369
ACH-000018,-0.10660134693105268
ACH-000019,0.01759053986477083
ACH-000021,-0.045669899130088766
ACH-000022,-0.01747891323124211
ACH-000025,-0.1621993029177598
ACH-000028,0.07070242427959983
ACH-000030,0.0290957415239736
ACH-000035,0.061944893621196886
ACH-000036,-0.04787044058610213
ACH-000037,0.10401868614897264
ACH-000039,-0.08255805767645859
ACH-000040,0.03529020433527153
ACH-000041,-0.17365695100096748
ACH-000042,-0.029947688179688563
ACH-000045,-0.09693278645940016
ACH-000047,-0.009621457890164073
ACH-000052,-0.002476724897613157
ACH-000053,-0.046305805194602784
ACH-000054,9.868420471182612e-05
ACH-000055,0.07564246932946261
ACH-000060,0.01823381263778246
ACH-000067,-0.1590875019368392
ACH-000070,0.13806776962665654
ACH-000075,-0.1351717949549498
ACH-000078,0.033521121687111466
ACH-000082,-0.07452753594525009
ACH-000085,-0.047829760838412984
ACH-000086,-0.1140580356976622
ACH-000087,-0.07069157376243282
ACH-000092,-0.033929128318788505
ACH-000095,-0.010321773325408635
ACH-000097,0.07258255468298007
ACH-000098,-0.031038490224569414
ACH-000099,-0.006326839948400671
ACH-000108,0.016903239913725603
ACH-000113,-0.012925690185031213
ACH-000116,0.013979295910095366
ACH-000118,0.009857888971038828
ACH-000120,0.01869523484626412
ACH-000123,-0.02028406533410603
ACH-000127,-0.031044269087293394
ACH-000128,-0.10295144513277267
ACH-000132,0.09159978674700373
ACH-000133,-0.02189165689504328
ACH-000137,-0.03040077042343793
ACH-000138,0.005629998978836283
ACH-000142,0.0772384535051129
ACH-000143,-0.17729540953211315
ACH-000146,-0.0018332665506818851
ACH-000148,-0.0018572365338799094
ACH-000150,-0.008441877607986533
ACH-000152,-0.02094870520849309
ACH-000153,-0.18841816396722197
ACH-000159,0.08221052922564911
ACH-000160,-0.07907192526181317
ACH-000163,-0.0876845792172727
ACH-000167,-0.3875033560022229
ACH-000168,-0.049848768521439615
ACH-000169,0.058207859810109924
ACH-000178,0.05840829756450482
ACH-000183,0.05384516295779295
ACH-000188,0.012273931202495222
ACH-000189,0.020855037960301567
ACH-000190,-0.027402802443943882
ACH-000198,0.05385486819336457
ACH-000203,0.1362829730876257
ACH-000204,-0.026006975798473272
ACH-000206,0.1653917706807554
ACH-000207,0.10945043970803998
ACH-000208,0.12104775191898452
ACH-000210,0.10789892726813227
ACH-000211,-0.10131656111540667
ACH-000215,-0.03219576500339573
ACH-000221,0.020791371145986937
ACH-000222,0.11935714198541747
ACH-000223,-0.092667007654772
ACH-000226,-0.08953237543255169
ACH-000227,0.06846063648360147
ACH-000228,0.103259211687804
ACH-000231,-0.010766762809038271
ACH-000232,-0.03994465034814384
ACH-000233,0.07190199787456443
ACH-000234,-0.1420558917168115
ACH-000235,-0.03030730541426032
ACH-000237,-0.0608376900983723
ACH-000238,0.017487063758085942
ACH-000242,0.07072485802583375
ACH-000243,0.0735191065845077
ACH-000244,0.1587167479517217
ACH-000246,-0.15192301250386836
ACH-000248,-0.0037982534739417827
ACH-000250,0.0002327702148666485
ACH-000251,-0.05252226448780101
ACH-000252,-0.16730761746847367
ACH-000253,-0.033960282069687084
ACH-000255,0.011907910400793252
ACH-000256,-0.0920859772148775
ACH-000257,-0.21302427151272552
ACH-000258,0.1299219658630271
ACH-000259,0.020921936808793267
ACH-000260,-0.04399057657534134
ACH-000261,-0.05188791881295859
ACH-000262,0.08698133688461193
ACH-000263,-0.06075092600729937
ACH-000264,0.008169291735914156
ACH-000265,0.12137550587374032
ACH-000266,-0.021490790934566826
ACH-000272,-0.04771033896857965
ACH-000274,0.005845431358307774
ACH-000277,-0.06376383827101482
ACH-000278,-0.05996307037510638
ACH-000279,0.031134323817381543
ACH-000280,0.031975192132388135
ACH-000281,0.04065325033233922
ACH-000288,-0.07445605696104471
ACH-000291,0.07381216093106599
ACH-000293,0.0291058524566101
ACH-000294,-0.15321987427789424
ACH-000295,-0.1142206648739358
ACH-000296,-0.0006884903673986597
ACH-000302,-0.038765859068908656
ACH-000304,0.03695043604857457
ACH-000307,-0.03658192191434092
ACH-000308,-0.04603883374601375
ACH-000310,-0.044754336357618836
ACH-000311,0.04703763390303643
ACH-000312,0.07375121351148559
ACH-000315,0.2482066357793153
ACH-000316,-0.08386155740073155
ACH-000317,0.1181218418867588
ACH-000318,-0.08861396030238611
ACH-000319,-0.0410349705723381
ACH-000320,0.1093753903209191
ACH-000322,-0.07756485959987344
ACH-000323,0.012866197371837066
ACH-000324,-0.06103372423258995
ACH-000329,0.012096927954481806
ACH-000330,-0.045131729766961344
ACH-000331,0.009851537005399877
ACH-000332,0.015759483480412003
ACH-000334,-0.04030348991184977
