,UACA (55075)
ACH-000004,0.02101557773791816
ACH-000005,-0.22396455652993932
ACH-000007,-0.167603729812307
ACH-000009,-0.1813538424381501
ACH-000011,0.02851136986585979
ACH-000012,-0.1992365340901132
ACH-000013,-0.026990591380256918
ACH-000014,-0.03719073271540428
ACH-000015,-0.02345085181362117
ACH-000017,0.008818897148327686
ACH-000018,-0.038601582314826126
ACH-000019,-0.06549544358010588
ACH-000021,0.036013456315744014
ACH-000022,-0.0929731972331692
ACH-000025,-0.053134999172771466
ACH-000028,0.08638533573156554
ACH-000030,-0.17292033586389874
ACH-000035,-0.008001709899141658
ACH-000036,-0.11575063849777815
ACH-000037,-0.1705414630148792
ACH-000039,-0.1140246432226303
ACH-000040,-0.015016771674848212
ACH-000041,-0.03386965877385067
ACH-000042,-0.049753587972211286
ACH-000045,0.061402749505967476
ACH-000047,-0.032753230672573665
ACH-000052,-0.33089624872291884
ACH-000053,-0.009414898537435278
ACH-000054,-0.193837128281866
ACH-000055,0.07358045600306991
ACH-000060,0.03396563411184296
ACH-000067,-0.1003407496434914
ACH-000070,0.11469776921739926
ACH-000075,-0.16819580579546625
ACH-000078,-0.16843073949586632
ACH-000082,0.003914686756583684
ACH-000085,0.08504263799788063
ACH-000086,-0.2289161064297594
ACH-000087,-0.06884350624858925
ACH-000092,-0.04931875810592619
ACH-000095,-0.09178491517163727
ACH-000097,0.054958582435921895
ACH-000098,0.03529338675710701
ACH-000099,-0.10554465488471916
ACH-000108,-0.07245962319371839
ACH-000113,-0.15128329908879148
ACH-000116,-0.12541514858292954
ACH-000118,0.11544831465015899
ACH-000120,-0.0905460324924898
ACH-000123,0.05208833883717015
ACH-000127,-0.020740042567353126
ACH-000128,-0.017996259905036914
ACH-000132,-0.29165664629376475
ACH-000133,-0.08403315305537383
ACH-000137,-0.028756105562797774
ACH-000138,0.09713245625504986
ACH-000142,-0.09625938191694608
ACH-000143,0.05550221565898057
ACH-000146,-0.13517975438086444
ACH-000148,-0.08770736141080362
ACH-000150,-0.06584240079629
ACH-000152,0.053237734294914775
ACH-000153,-0.19284446876916275
ACH-000159,-0.06322472365357218
ACH-000160,-0.007554441934827663
ACH-000163,-0.08124169364810586
ACH-000167,-0.3275009566821629
ACH-000168,0.12030012463992
ACH-000169,-0.07161909842324732
ACH-000178,-0.03999465129362067
ACH-000183,0.03437503348791858
ACH-000188,0.03506348146332515
ACH-000189,-0.4537280041538614
ACH-000190,0.21452911824814036
ACH-000198,-0.100929085697539
ACH-000203,-0.15953931121426432
ACH-000204,-0.0679300926932344
ACH-000206,-0.04217459755124242
