,LCE1B (353132)
ACH-000004,-0.03942089972275652
ACH-000005,-0.06236218718773455
ACH-000007,-0.2488067594605885
ACH-000009,-0.1759223780494617
ACH-000011,-0.005041191826233701
ACH-000012,-0.1984018504037672
ACH-000013,0.013693864317560584
ACH-000014,-0.12769019093214554
ACH-000015,-0.06983716599430162
ACH-000017,-0.04577853514728497
ACH-000018,-0.17999079991709488
ACH-000019,-0.33468703413992856
ACH-000021,-0.04179013755964111
ACH-000022,-0.09027775695072188
ACH-000025,-0.19667175528559852
ACH-000028,-0.049784957887778786
ACH-000030,-0.08515470101067739
ACH-000035,-0.01169377811548933
ACH-000036,-0.26903845296399465
ACH-000037,-0.07906389390193128
ACH-000039,-0.16621389470748654
ACH-000040,-0.18797939846541434
ACH-000041,-0.02819278149886828
ACH-000042,-0.0601545283509918
ACH-000045,-0.11994102925401573
ACH-000047,0.06399479607257907
ACH-000052,-0.2452060662154877
ACH-000053,-0.00802477757981569
ACH-000054,-0.19680964759149294
ACH-000055,-0.024785227939816214
ACH-000060,-0.07303673102064859
ACH-000067,-0.13357817491955898
ACH-000070,0.06011326536288283
ACH-000075,-0.35125087994929244
ACH-000078,-0.1963985836183229
ACH-000082,-0.08620776333388505
ACH-000085,-0.22028983941332048
ACH-000086,-0.09466612561988608
ACH-000087,-0.11213359586698242
ACH-000092,-0.2590030631730622
ACH-000095,-0.26779745990742365
ACH-000097,-0.2441758336423885
ACH-000098,-0.0892079215714378
ACH-000099,-0.058628800127656734
ACH-000108,-0.03794186729580324
ACH-000113,-0.11369007346870864
ACH-000116,-0.2534200146445172
ACH-000118,-0.07324198408830078
ACH-000120,-0.03650077505533403
ACH-000123,-0.11223946656373847
ACH-000127,-0.07648767170423097
ACH-000128,-0.17117748741640276
ACH-000132,0.034929894227908376
ACH-000133,-0.18044963394274866
ACH-000137,-0.08973139439351736
ACH-000138,-0.018371146280932074
ACH-000142,-0.10712556309460512
ACH-000143,-0.010007651591388772
ACH-000146,-0.11780764687510176
ACH-000148,-0.12905792149957224
ACH-000150,-0.03796886479442258
ACH-000152,-0.09968523120360114
ACH-000153,-0.1945937242827196
ACH-000159,-0.32570118403510795
ACH-000160,-0.08229814252739942
ACH-000163,-0.1445199723759778
ACH-000167,0.2488780673068133
ACH-000168,-0.1634916020006803
ACH-000169,-0.1254652104001109
ACH-000178,-0.06659161939369837
ACH-000183,0.001933795298646746
ACH-000188,-0.0876273602582143
ACH-000189,-0.4396255852284026
ACH-000190,0.03965691097046159
