,QRSL1 (55278)
ACH-000527,-0.3287228939483324
ACH-000528,-0.802659684477166
ACH-000537,-0.5924377675551344
ACH-000541,-0.3634941520857477
ACH-000542,-0.2946308126454153
ACH-000544,-0.7621412605010526
ACH-000545,-0.6303450323251081
ACH-000547,-0.21863619285619987
ACH-000548,-0.2594589896875265
ACH-000549,-0.5789276872657083
ACH-000550,-0.5635891835403871
ACH-000552,-0.7473430182910924
ACH-000556,-0.6676851431564966
ACH-000557,-0.13417472411542758
ACH-000569,-0.6099619521356185
ACH-000570,-0.4895142964084499
ACH-000571,-0.4954403531727643
ACH-000573,-0.38863915280663947
ACH-000576,-0.30306556240355564
ACH-000579,-0.8769183287070571
ACH-000580,-0.4396944738264064
ACH-000584,-0.4594443820969999
ACH-000585,-0.4102917251493221
ACH-000588,-0.2883249083930753
ACH-000589,-0.7216165742328483
ACH-000591,-0.573127870209112
ACH-000593,-0.6168022690353505
ACH-000600,-0.3762980435659559
ACH-000601,-0.6527541698054651
ACH-000605,-0.5430708965223576
ACH-000606,-0.56527083343381
ACH-000608,-0.25124416248250103
ACH-000614,-0.8905294761026447
ACH-000616,-0.38253360895573935
ACH-000618,-0.8040532597381863
ACH-000619,-0.8111292910042942
ACH-000620,-0.7123857228673941
ACH-000621,-0.2187578783483026
ACH-000622,-0.3973918218124791
ACH-000623,-0.4120877560023497
ACH-000624,-0.4473618898391348
ACH-000627,-0.52905367793112
ACH-000630,-0.7056235976196759
ACH-000631,-0.4536893074710166
ACH-000632,-0.5082668573561094
ACH-000633,-0.6688813578430638
ACH-000637,-0.651067671948295
ACH-000638,-0.6201644637889309
ACH-000646,-0.4852317149141354
ACH-000647,-0.4785765709965578
ACH-000648,-0.34040995590681805
ACH-000649,-0.6614880994260938
ACH-000651,-0.9009183780383876
ACH-000652,-0.7566684699992134
ACH-000653,-0.3900371777062584
ACH-000657,-0.4485665655013005
ACH-000658,-0.477373227322069
ACH-000661,-0.481228730727052
ACH-000662,-0.540024217539752
ACH-000663,-0.5785324071689781
ACH-000665,-0.2015604227654641
ACH-000671,-0.6295337924231506
ACH-000672,-0.4599547760244039
ACH-000673,-0.07034523245885428
ACH-000676,-0.8121047488516967
ACH-000677,-0.8616845377057255
ACH-000681,-0.5275412438396438
ACH-000683,-0.5687012597885949
ACH-000684,-0.4787021309280263
ACH-000688,-0.5102931914215197
ACH-000693,-0.7928520889473528
ACH-000694,-0.7391586206995904
ACH-000695,-0.7908499883865328
ACH-000696,-0.5170681093278046
ACH-000697,-0.2600206921129058
ACH-000699,-0.4904500821321865
ACH-000701,-0.4037507082962966
ACH-000706,-0.8475459328973527
ACH-000711,-0.5393900139407855
ACH-000713,-0.5987894596247872
ACH-000714,-0.12855860400065142
ACH-000718,-0.3498727351315997
ACH-000720,-0.6575840985596604
ACH-000721,-0.8402943908971948
ACH-000724,-0.5277934445252093
ACH-000725,-0.5408061206074102
ACH-000732,-0.5274360319444658
ACH-000734,-0.8148893203571366
ACH-000735,-0.4435138844039129
ACH-000736,-0.4399011202587236
ACH-000738,-0.8115634817686782
ACH-000746,-0.7030812560422094
ACH-000747,-0.5335227625795279
ACH-000748,-0.17240282002010998
ACH-000753,-0.6102843347188063
ACH-000756,-0.2780256925370748
ACH-000757,-0.5708363349414763
ACH-000758,-0.7173203308237053
ACH-000760,-0.4462349783097218
ACH-000762,-0.7221448152735388
ACH-000763,-0.3169727729754307
ACH-000764,-0.5274539288347307
ACH-000765,-0.7263109698608943
ACH-000766,-0.14710679820511235
ACH-000767,-0.5841929086519128
ACH-000768,-0.5778174279966095
ACH-000769,-0.6079664218361904
ACH-000770,-0.5322951473485998
ACH-000771,-0.6156493516629584
ACH-000773,-0.2854822331701455
ACH-000776,-0.6504057026468487
ACH-000777,-0.5293517048413943
ACH-000778,-0.5336729840870277
ACH-000781,-0.3372349747773289
ACH-000782,-0.4987049973039584
ACH-000783,-0.12623159064478415
ACH-000784,-0.7987543104614879
ACH-000785,-0.3192241158159498
ACH-000787,-0.51320383920904
ACH-000788,-0.18849268398575253
ACH-000791,-0.3997523117062505
ACH-000792,-0.24020465976986904
ACH-000794,-0.5048576650132558
ACH-000796,-0.691054484853885
ACH-000798,-0.5310568035021107
ACH-000799,-0.3790695182193072
ACH-000800,-0.53342192530496
ACH-000802,-0.6165929882712479
ACH-000804,-0.4331169360056747
ACH-000805,-0.5786253916353089
ACH-000809,-0.652233340346826
ACH-000810,-0.5211111130139856
ACH-000811,-0.26142826022279986
ACH-000817,-0.5514176878597122
ACH-000819,-0.6964516087781136
ACH-000820,-0.5954220892925961
ACH-000821,-0.4146284002589616
ACH-000822,-0.4663749229468503
ACH-000823,-0.5746890389167505
ACH-000824,-0.19754901863447624
ACH-000827,-0.22982263413522386
ACH-000829,-0.3820466923059907
ACH-000831,-0.43034664660936656
ACH-000832,-0.8162676233828513
ACH-000833,-0.3888667811789325
ACH-000834,-0.6781334850211032
ACH-000835,-0.6849845396643733
ACH-000836,-0.79534777120086
ACH-000837,-0.6894716246182847
ACH-000838,-0.20686421194065696
ACH-000839,-0.2765351114932032
ACH-000840,-0.3348631349817789
ACH-000841,-0.5444699053131533
ACH-000843,-0.6497478130117499
ACH-000846,-0.5598182587222624
ACH-000847,-0.7139646216940713
ACH-000848,-0.5459213061235704
ACH-000849,-0.5151457069286498
ACH-000851,-0.6053678079832021
ACH-000855,-0.8253679463577708
ACH-000856,-0.4957324643111645
ACH-000858,-0.8199740496643154
ACH-000859,-0.4264544459991837
ACH-000861,-0.5562743230987172
ACH-000862,-0.6947473939370142
ACH-000865,-0.7510681118262649
ACH-000866,-0.5577678183265017
ACH-000867,-0.1543275528925865
ACH-000869,-0.4541795675597274
ACH-000872,-0.5325161244286541
ACH-000873,-0.7480218935941191
ACH-000876,-0.9005570352553167
ACH-000878,-0.5837233519709983
ACH-000880,-0.5690889267146384
ACH-000881,-0.4617838916296551
ACH-000882,-0.4864900522099214
ACH-000884,-0.7709672778786736
ACH-000885,-0.6181441153071074
ACH-000887,-0.5293269461298591
ACH-000889,-0.6367101846479394
ACH-000896,-0.5282955361068972
ACH-000898,-0.5265036609613887
ACH-000900,-0.4551179900333232
ACH-000901,-0.30208425915499537
ACH-000905,-0.5391495914115628
ACH-000906,-0.6997819355765856
ACH-000907,-0.5113761649709655
ACH-000910,-0.9111516454849804
ACH-000911,-0.6409213128177814
ACH-000912,-0.4607653953782741
ACH-000913,-0.8045460052731976
ACH-000915,-0.7338594254058517
ACH-000916,-0.3443595428449339
ACH-000917,-0.6799286064862186
ACH-000920,-0.5177741332078066
ACH-000921,-0.6414416473029401
ACH-000924,-0.7748178655613595
ACH-000926,-0.5094537044897726
ACH-000928,-0.20918254031791272
ACH-000929,-0.4643162583361983
ACH-000932,-0.5279499246709182
ACH-000935,-0.597205842743326
ACH-000936,-0.6077924993307203
ACH-000937,-0.6576330242734583
ACH-000938,-0.6247848196167904
ACH-000939,-0.6463531136752598
ACH-000941,-0.7477179430373411
ACH-000943,-0.5928725777132131
ACH-000946,-0.5778401384563929
ACH-000947,-0.7479775663313102
ACH-000948,-0.36134509231448414
ACH-000950,-0.3982637830209678
ACH-000953,-0.43873286550499796
ACH-000954,-0.29603195450159064
ACH-000957,-0.631085786928704
ACH-000958,-0.3701431550281888
ACH-000960,-0.446368967786676
ACH-000963,-0.623517880466082
ACH-000968,-0.9324748762193792
ACH-000969,-0.6296133182891159
ACH-000972,-0.6820589777087622
ACH-000973,-0.8589836369289773
ACH-000974,-0.6563579805078387
ACH-000978,-0.3373737597699339
ACH-000984,-0.4404405039419278
ACH-000986,-0.5296826706928799
ACH-000988,-0.3194294063446808
ACH-000993,-0.29237025753677204
ACH-000994,-0.6954916959380839
ACH-000996,-0.10219969896448193
ACH-001001,-0.8644517988482974
ACH-001020,-0.4028582310398843
ACH-001028,-0.62233227088612
ACH-001031,-0.4432453179729956
ACH-001038,-0.6472789618437387
ACH-001048,-0.4867594984070413
ACH-001050,-0.1588029004610541
ACH-001053,-0.38218254779744104
ACH-001054,-0.5304196199509169
ACH-001061,-0.6189001109449351
ACH-001067,-0.4155580599655868
ACH-001075,-0.4577247677650038
ACH-001096,-0.5061585419194509
ACH-001111,-0.6449731461589356
ACH-001119,-0.3658098968494887
ACH-001128,-0.5064339303696727
ACH-001134,-0.4444581479502113
ACH-001151,-0.3481580524700448
ACH-001163,-0.6979483661413579
ACH-001164,-0.4347720742830269
ACH-001183,-0.4766850600401695
ACH-001192,-0.4734143415577123
ACH-001193,-0.6276462034564121
ACH-001196,-0.3243179925431937
ACH-001197,-0.20324169844874027
ACH-001205,-0.5039746627440316
ACH-001211,-0.3448889452716802
ACH-001212,-0.4969151948192971
ACH-001228,-0.3471267338103784
ACH-001232,-0.6081399128172992
ACH-001239,-0.6149708966657531
ACH-001270,-0.7282134743500064
ACH-001274,-0.5522722754367818
ACH-001275,-0.5391823568143053
ACH-001277,-0.4533308208875983
ACH-001278,-0.6682286933823548
ACH-001280,-0.2860358611478297
ACH-001283,-0.650670717004592
ACH-001289,-0.24672963716208055
ACH-001300,-0.5124131902826484
ACH-001301,-0.14679135547769598
ACH-001302,-0.6474723611419599
ACH-001306,-0.4647784552952449
ACH-001318,-0.6756356391749527
ACH-001322,-0.6436842564016708
ACH-001328,-0.4881477418601344
ACH-001332,-0.7357828114551278
ACH-001336,-0.6999984189092002
ACH-001346,-0.5761669590613113
ACH-001353,-0.2595021248059214
ACH-001354,-0.6854526546727084
ACH-001367,-0.517988225403929
ACH-001368,-0.5550678849817549
ACH-001374,-0.3977246233030481
ACH-001377,-0.3872318728689255
ACH-001380,-0.5779027291632602
ACH-001391,-0.3449991894155772
ACH-001408,-0.39965631322919215
ACH-001430,-0.5335259606744237
ACH-001431,-0.4708127713778798
ACH-001450,-0.6906333168323229
ACH-001496,-0.7149194010216577
ACH-001500,-0.6680724126201177
ACH-001523,-0.7561003050393025
ACH-001532,-0.28229876804493925
ACH-001550,-0.6341816154591253
ACH-001552,-0.4187353623885613
ACH-001554,-0.5758616460827563
ACH-001654,-0.3762151562882837
ACH-001735,-0.4474337148335199
ACH-001736,-0.5957811854721168
ACH-001737,0.09299467834024007
ACH-001740,-0.4055650483127696
ACH-001745,-0.3354724570560864
ACH-001765,-0.4317929532249101
