,CTRC (11330)
ACH-000004,-0.07423650207462512
ACH-000005,-0.028812262960101705
ACH-000007,0.009732986779494092
ACH-000009,0.03868805147623963
ACH-000011,0.03448029756240194
ACH-000012,-0.08608279131529936
ACH-000013,-0.06302106362476569
ACH-000014,-0.01608958672406699
ACH-000015,-0.014740975522916757
ACH-000017,-0.07754976146236743
ACH-000018,-0.0758061187968447
ACH-000019,0.014995325168044875
ACH-000021,0.014230385461167325
ACH-000022,0.05327335255497288
ACH-000025,-0.019267365222518984
ACH-000028,0.1950464619387766
ACH-000030,0.00017560444009899706
ACH-000035,-0.18731942169351493
ACH-000036,-0.06543923890992602
ACH-000037,-0.1283221907985746
ACH-000039,-0.09975697210742876
ACH-000040,0.005271193458825725
ACH-000041,0.043786879310464835
ACH-000042,0.03814469104256665
ACH-000045,0.03295154612710533
ACH-000047,-0.2288976173281947
ACH-000052,0.047591050074896835
ACH-000053,0.0017680702721520594
ACH-000054,0.005609923676073426
ACH-000055,-0.08281155397368721
ACH-000060,-0.0048593866806013325
ACH-000067,0.11428495357326075
ACH-000070,-0.051116644654366335
ACH-000075,-0.052149870913647915
ACH-000078,-0.0001316480770832973
ACH-000082,0.0309587573000378
ACH-000085,0.0398937362560461
ACH-000086,-0.14318432522141214
ACH-000087,-0.16030341510310506
ACH-000092,-0.08330311478196202
ACH-000095,-0.07450133314736218
ACH-000097,-0.10221329897013398
ACH-000098,0.03463364667851132
ACH-000099,0.02768082318806615
ACH-000108,-0.2572877360042908
ACH-000113,-0.09523737502099304
ACH-000116,-0.0654299804199572
ACH-000118,-0.06664073837102544
ACH-000120,-0.12555524566699414
ACH-000123,0.028611194487801486
ACH-000127,-0.004197225635432731
ACH-000128,-0.12566136933002944
ACH-000132,0.08870543090203252
ACH-000133,0.00849431082284507
ACH-000137,-0.10213430997419297
ACH-000138,0.05239875981286704
ACH-000142,-0.12940324412860374
ACH-000143,0.042982201064351716
ACH-000146,-0.01818033856221481
ACH-000148,-0.0012161700056816315
ACH-000150,-0.26929156848125124
ACH-000152,-0.03273574114733645
ACH-000153,0.07027359116599959
ACH-000159,0.04920583148063831
ACH-000160,-0.06014239629819495
ACH-000163,-0.09640308312772744
ACH-000167,-0.13457310807656436
ACH-000168,-0.10973171196787343
ACH-000169,0.05074117149212254
ACH-000178,-0.05797673325293246
ACH-000183,0.11247523704912388
ACH-000188,-0.1971373402294298
ACH-000189,-0.1701691748058913
ACH-000190,-0.17045682735219
ACH-000198,0.03997921875867976
ACH-000203,0.13922614371643835
ACH-000204,-0.13800189218420694
ACH-000206,-0.02151622584816976
ACH-000207,-0.1409964561684336
ACH-000208,0.14994371681776672
ACH-000210,-0.07148377087632056
