,POLR3A (11128)
ACH-000169,-1.3778860440111438
ACH-000178,-1.3488523852287646
ACH-000183,-1.5480600912101519
ACH-000188,-1.3317254223906425
ACH-000189,-1.1275597700065696
ACH-000190,-1.1316546552947728
ACH-000198,-1.4984710981658411
ACH-000203,-1.3426983729430493
ACH-000204,-1.2236512302075404
ACH-000206,-1.2960564711279692
ACH-000207,-1.760377622008598
ACH-000208,-1.4301521847911118
ACH-000210,-1.4317846320478893
ACH-000211,-1.3312858020998022
ACH-000215,-1.4376094776831283
ACH-000221,-1.614369449188222
ACH-000222,-1.4055776342079236
ACH-000223,-1.6222439632700194
ACH-000226,-1.387887042074457
ACH-000227,-0.8666833640689655
ACH-000228,-1.5438000483104606
ACH-000231,-1.3483154921908262
ACH-000232,-1.4532994742455256
ACH-000233,-1.4822674625414305
ACH-000234,-1.0997111388402647
ACH-000235,-1.4245589204429467
ACH-000237,-1.4438156668072106
ACH-000238,-1.298956538428219
ACH-000242,-1.4385243222253357
ACH-000243,-1.3748208507606308
ACH-000244,-1.1743849225188552
ACH-000246,-1.0737233987398016
ACH-000248,-1.4992053353452583
ACH-000250,-1.326037214268153
ACH-000251,-1.5310016518802692
ACH-000252,-1.4342407283993166
ACH-000253,-1.3198654511462442
ACH-000255,-1.259251024806852
ACH-000256,-1.5233754513313418
ACH-000257,-1.5155283004426752
ACH-000258,-1.2463693579348578
ACH-000259,-1.4609979576601058
ACH-000260,-1.3114754929508592
ACH-000261,-1.3432192512593095
ACH-000262,-1.5061714395391106
ACH-000263,-1.5391842025974896
ACH-000264,-1.4553027043402198
ACH-000265,-1.492499312217114
ACH-000266,-1.4772101514666325
ACH-000272,-1.2518447749721615
ACH-000274,-1.3354395397545484
ACH-000277,-1.479544629117555
ACH-000278,-1.439811802117854
ACH-000279,-1.5213276389074082
ACH-000280,-1.4643850310943587
ACH-000281,-1.5249580115089518
ACH-000288,-1.4294554378197444
ACH-000291,-1.3044288371509802
ACH-000293,-1.2062784351778026
ACH-000294,-1.6099949400049347
ACH-000295,-1.4454894517119894
ACH-000296,-1.4873530711780565
ACH-000302,-1.414487700083985
ACH-000304,-1.221077632191301
ACH-000307,-1.2730783900714788
ACH-000308,-1.6515626950661952
ACH-000310,-1.014728321976489
ACH-000311,-1.246115765922032
ACH-000312,-1.3988089438296727
ACH-000315,-1.5497084194932689
ACH-000316,-1.3850476953690674
ACH-000317,-1.4206784683904472
ACH-000318,-1.2987461847023931
ACH-000319,-1.3642954100429872
ACH-000320,-1.4539367669508392
ACH-000322,-1.6502905144479758
ACH-000323,-1.374141341165661
ACH-000324,-1.3982729155869569
ACH-000329,-1.4729576348995446
ACH-000330,-1.011308130871819
ACH-000331,-1.2462140689462364
ACH-000332,-1.2639098618482525
ACH-000334,-1.4806015461105273
ACH-000335,-1.5457620832346866
ACH-000336,-1.2976878156696208
ACH-000337,-1.5442457653449064
ACH-000338,-1.4099144862775592
ACH-000339,-1.4628823491476681
ACH-000341,-1.0439416811883315
ACH-000348,-1.237557742222798
ACH-000350,-1.3145946711893763
ACH-000352,-1.2845801884532595
ACH-000356,-1.2593666140509163
ACH-000361,-1.4523279621740686
ACH-000362,-1.4010219342994965
ACH-000363,-1.2420539537470434
ACH-000364,-1.3792483357613774
ACH-000365,-1.5067148246214876
ACH-000366,-1.3533018104349623
ACH-000368,-1.3885942577586168
ACH-000374,-1.706294289873334
ACH-000375,-1.245707930641107
ACH-000376,-1.2652785598589142
ACH-000381,-1.3201809622480087
ACH-000383,-1.3504485983410972
ACH-000387,-1.3859732591283718
ACH-000389,-1.3561046998843125
ACH-000390,-1.6792849436977488
ACH-000393,-1.5975401582550557
ACH-000395,-1.2797627324893257
ACH-000396,-1.6618691456530017
ACH-000397,-1.323187921524967
ACH-000401,-1.4427784772565344
ACH-000402,-1.3023194048650213
ACH-000403,-1.518643457913287
ACH-000404,-1.3804522555910896
ACH-000406,-1.7157565416838194
ACH-000407,-1.3707991337672976
ACH-000408,-1.3010080205519825
ACH-000410,-1.368625397154549
ACH-000411,-1.3503172835849662
ACH-000414,-1.372867943220672
ACH-000415,-1.5832192064334034
ACH-000416,-1.4158963896499617
ACH-000420,-1.2642489355876656
ACH-000421,-1.2704885704827769
ACH-000424,-1.2923626617980175
ACH-000425,-1.6421070730295513
ACH-000426,-1.222394866428049
ACH-000427,-1.5639943289563634
ACH-000433,-1.3588195118659632
ACH-000435,-1.51956059809863
ACH-000436,-1.4199781136590075
ACH-000444,-1.1990888812094156
ACH-000445,-1.5004581229688043
ACH-000448,-1.2436354295223375
ACH-000450,-1.346417849732407
ACH-000452,-1.3620969807549843
ACH-000454,-1.3784195830009658
ACH-000458,-1.4335167662132309
ACH-000459,-2.1069782334832
ACH-000460,-1.2809060081620216
ACH-000461,-1.2844965423406034
ACH-000463,-1.3174811390133758
ACH-000464,-1.353418507703548
ACH-000466,-1.478391076707203
ACH-000467,-1.3747639350638632
ACH-000468,-1.5642929797534235
ACH-000469,-1.5523525802675875
ACH-000470,-1.6224329407450415
ACH-000471,-1.430411261741486
ACH-000472,-1.411167694744622
ACH-000473,-1.3654696862455995
ACH-000475,-1.3618427115116891
ACH-000476,-1.3489257719534729
ACH-000477,-1.223763723191066
ACH-000479,-1.5520816078666368
ACH-000480,-1.2715237164235684
ACH-000481,-1.4274686155934344
ACH-000483,-1.3461160441980464
ACH-000484,-1.5633983940715046
ACH-000485,-1.335857375350042
ACH-000486,-1.328280784924435
ACH-000487,-1.3998786029602677
ACH-000488,-1.3707837554223634
ACH-000490,-1.080011747221947
ACH-000491,-1.2448240920163354
ACH-000495,-1.3407115976635329
ACH-000496,-1.399358299970059
ACH-000499,-1.496019666585696
ACH-000500,-1.34545087142959
ACH-000502,-1.3333189605185651
ACH-000503,-1.269922466765443
ACH-000505,-1.3836454694210951
ACH-000507,-1.401520588020163
ACH-000510,-1.4297385889201235
ACH-000511,-1.258985166645632
ACH-000512,-1.4480447256154214
ACH-000516,-1.384671517589753
ACH-000517,-1.3479265143624344
ACH-000518,-1.6122215129246729
ACH-000520,-1.3071896717180174
ACH-000521,-1.3279516278251335
ACH-000522,-1.5547587591810348
ACH-000524,-1.4560964210316782
ACH-000527,-1.344897577835567
ACH-000528,-1.401306045543387
ACH-000537,-1.480495440441939
ACH-000541,-1.4899624206028286
ACH-000542,-1.3806732131643042
ACH-000544,-1.3036869384468248
ACH-000545,-1.4450146979641043
ACH-000547,-1.3594816534885514
ACH-000548,-1.4178057779675688
ACH-000549,-1.2675165240530966
ACH-000550,-1.3977922230104824
ACH-000552,-1.476031266190756
ACH-000556,-1.4368443710506853
ACH-000557,-1.2209810581077922
ACH-000569,-1.4895171389134627
ACH-000570,-1.4102220792449738
ACH-000571,-1.6685089904527992
ACH-000573,-1.5039221967361038
ACH-000576,-1.304240743602855
ACH-000579,-1.4938453047696612
ACH-000580,-1.5426309468719064
ACH-000584,-1.4322045416074496
ACH-000585,-1.4772480483873305
ACH-000588,-1.175845941397102
ACH-000589,-1.3743361029776855
ACH-000591,-1.3182330868211078
ACH-000593,-1.459627921106924
ACH-000600,-1.3352832632454643
ACH-000601,-1.4523232067606504
ACH-000605,-1.6904235920084956
ACH-000606,-1.5050667644930589
ACH-000608,-1.2528601425116086
ACH-000614,-1.6278310775365177
ACH-000616,-1.1531476841482426
ACH-000618,-1.264207352935497
ACH-000619,-1.3325368671068372
ACH-000620,-1.3564483023803025
ACH-000621,-1.4230402059870393
ACH-000622,-1.674493674035603
ACH-000623,-1.4102571254044367
ACH-000624,-1.4825064336394354
ACH-000627,-1.3362894831950791
ACH-000630,-1.2299879810720586
ACH-000631,-1.6699974571910332
ACH-000632,-1.3587995273115543
ACH-000633,-1.210150089795313
ACH-000637,-1.2869928971960671
ACH-000638,-1.4569147976571375
ACH-000646,-1.190541864552099
ACH-000647,-1.2175693449683644
ACH-000648,-1.3792644399407938
ACH-000649,-1.3751038325349116
ACH-000651,-1.5601141393365932
ACH-000652,-1.5645274466671153
ACH-000653,-1.5345939117732812
ACH-000657,-1.5964101092439456
ACH-000658,-1.5805263740566802
ACH-000661,-1.3718764322780528
ACH-000662,-1.2872036304244652
ACH-000663,-1.3582921955265277
ACH-000665,-1.3080172222582238
ACH-000671,-1.14356032616796
ACH-000672,-1.4599687943221298
ACH-000673,-1.3835799565624165
ACH-000676,-1.4198618408761166
ACH-000677,-1.2497552595421169
ACH-000681,-1.428339833090776
ACH-000683,-1.374714947233714
ACH-000684,-1.4684090820475844
ACH-000688,-1.7162925004915877
ACH-000693,-1.4174728412361035
ACH-000694,-1.457519317733692
ACH-000695,-1.6087329949767768
ACH-000696,-1.3561740465078722
ACH-000697,-1.2293818761984872
ACH-000699,-1.6795374477502252
ACH-000701,-1.3778755290394868
ACH-000706,-1.3181652858196888
ACH-000711,-1.4213815133664431
ACH-000713,-1.33147396549797
ACH-000714,-1.3551331621007696
ACH-000718,-1.503100784470807
ACH-000720,-1.3209758455684673
ACH-000721,-1.45097055944468
ACH-000724,-1.29523012392231
ACH-000725,-1.066857549728511
ACH-000732,-1.1804153724413184
ACH-000734,-1.4496694207768068
ACH-000735,-1.2457389500135496
ACH-000736,-1.4731948831378383
ACH-000738,-1.2510790053062883
ACH-000746,-1.295291502558372
ACH-000747,-1.6006767296616216
ACH-000748,-1.3738267257852692
ACH-000753,-1.4707814321464232
ACH-000756,-1.2957664944392868
ACH-000757,-1.4453373072275195
ACH-000758,-1.2866117806914399
ACH-000760,-1.4585260811051508
ACH-000762,-1.4124167608598144
ACH-000763,-1.199630994804861
ACH-000764,-1.2654997218968345
ACH-000765,-1.4059441948101192
ACH-000766,-1.5308562764239573
ACH-000767,-1.272630699897867
ACH-000768,-1.4437177893815565
ACH-000769,-1.349253486025146
ACH-000770,-1.4581135261870106
ACH-000771,-1.3174162691116755
ACH-000773,-1.1732402734358216
ACH-000776,-1.2686860452752118
ACH-000777,-1.3477096015049936
ACH-000778,-1.7244475455511468
ACH-000781,-1.3704294265960375
ACH-000782,-1.0227692734073552
ACH-000783,-1.6669997020742715
ACH-000784,-1.2331501094863206
ACH-000785,-1.5704249533318058
ACH-000787,-1.2620913635235171
ACH-000788,-1.5029832410511172
ACH-000791,-1.356050344813789
ACH-000792,-1.3677322124652518
ACH-000794,-1.2484633133573593
ACH-000796,-1.5132634017005349
ACH-000798,-1.1748150442736451
ACH-000799,-1.5713706423063303
ACH-000800,-1.5820530029262656
ACH-000802,-1.4124758643054933
ACH-000804,-1.5519281457654643
ACH-000805,-1.3265383742185533
ACH-000809,-1.33742367134787
ACH-000810,-1.2822929261042844
ACH-000811,-1.3846224497417263
ACH-000817,-1.3641324195745317
ACH-000819,-1.4684408827009188
ACH-000820,-1.8829883555558689
ACH-000821,-1.19747858711154
ACH-000822,-1.732740792535601
ACH-000823,-1.3223729194580816
ACH-000824,-1.4671617018081833
ACH-000827,-1.3626987116322835
ACH-000829,-1.4826128012356743
ACH-000831,-1.291864454547507
ACH-000832,-1.4212311387271033
ACH-000833,-1.1609105113426683
ACH-000834,-1.3284012690658291
ACH-000835,-1.3796434059483345
ACH-000836,-0.9029359853285958
ACH-000837,-1.4327732589044186
ACH-000838,-1.2906944134921008
ACH-000839,-1.3391587186363252
ACH-000840,-1.1956138199879645
ACH-000841,-1.0777303077978393
ACH-000843,-1.4787448340626383
ACH-000846,-1.3988580239887614
ACH-000847,-1.3566499404121644
ACH-000848,-1.483234334230067
ACH-000849,-1.4994081856694883
ACH-000851,-1.2610500614248066
ACH-000855,-1.4735804036394582
ACH-000856,-1.6474965085027466
ACH-000858,-1.2676598303960904
ACH-000859,-1.6289476587239935
ACH-000861,-1.3651700045483268
ACH-000862,-1.662517541479722
ACH-000865,-1.366838335657013
ACH-000866,-1.5785747502996648
ACH-000867,-1.3861394970792609
ACH-000869,-1.0739452391486648
ACH-000872,-1.3160129302216497
ACH-000873,-1.4635993911472671
ACH-000876,-1.3578903793593755
ACH-000878,-1.2283615146194056
ACH-000880,-1.3130644626971446
ACH-000881,-1.3965445851448426
ACH-000882,-1.3440398188770035
ACH-000884,-1.4890424672122846
ACH-000885,-1.2727442332167105
ACH-000887,-1.340692807254838
ACH-000889,-1.5315035327755369
ACH-000896,-1.4882448211340928
ACH-000898,-1.5264986768725657
ACH-000900,-1.034725553919673
ACH-000901,-1.490541645409494
ACH-000905,-1.1707258032761358
ACH-000906,-1.3591654709050975
ACH-000907,-1.524500486642452
ACH-000910,-1.4227362766015748
ACH-000911,-1.448151953833239
ACH-000912,-1.4222880127679325
ACH-000913,-1.3733013793969395
ACH-000915,-1.456255985455814
ACH-000916,-1.573785128568434
ACH-000917,-1.4215334793364443
ACH-000920,-1.4697621990754808
ACH-000921,-1.4517223240173212
ACH-000924,-1.3787484511730974
ACH-000926,-1.4618076059549336
ACH-000928,-1.5647509346379989
ACH-000929,-1.3339337220313459
ACH-000932,-1.3479838158511477
ACH-000935,-1.5128585119909064
ACH-000936,-1.3804708668018288
ACH-000937,-1.4892827707523706
ACH-000938,-1.3739930876123134
ACH-000939,-1.2004723172336602
ACH-000941,-1.3843415726261554
ACH-000943,-1.555004905803971
ACH-000946,-1.340023499309637
ACH-000947,-1.3563489564230762
ACH-000948,-1.385128147073378
ACH-000950,-1.5556529281614138
ACH-000953,-1.420249249372046
ACH-000954,-1.5690178428959165
ACH-000957,-1.227173951399425
ACH-000958,-1.1675327422083135
ACH-000960,-1.5424779984439916
ACH-000963,-0.7905863947600911
ACH-000968,-1.4236535827982923
ACH-000969,-1.6198953581637434
ACH-000972,-1.4098465497673802
ACH-000973,-1.4582647657700711
ACH-000974,-1.298538481343408
ACH-000978,-1.3343802341615725
ACH-000984,-1.3812639868922278
ACH-000986,-1.4228156506756262
ACH-000988,-1.4337323552861283
ACH-000993,-1.4429104076150308
ACH-000994,-1.2386133462248334
ACH-000996,-1.4474485534164134
ACH-001001,-1.4640055729001635
ACH-001020,-1.4767829869758966
ACH-001028,-1.4889125037958983
ACH-001031,-1.5125146988990965
ACH-001038,-1.373774138676078
ACH-001048,-1.5345204259833736
ACH-001050,-1.3527546152840737
ACH-001053,-1.476402620028133
ACH-001054,-1.4454538021539642
ACH-001061,-1.4083636990438997
ACH-001067,-1.5315522639569483
ACH-001075,-1.3901901157330474
ACH-001096,-1.6019374416497505
ACH-001111,-1.3675548944538272
ACH-001119,-1.3702933078404882
ACH-001128,-0.644773999558795
ACH-001134,-1.3028232403146212
ACH-001151,-1.4381612897561888
ACH-001163,-1.5301590701097705
ACH-001164,-1.5413015568112505
ACH-001183,-1.4132428721972596
ACH-001192,-1.565383648252206
ACH-001193,-1.3345913692460891
ACH-001196,-1.3591013289309206
ACH-001197,-1.6453353314936934
ACH-001205,-1.5554240153492631
ACH-001211,-1.1941048472545046
ACH-001212,-1.5100385540488857
ACH-001228,-1.4219386934584977
ACH-001232,-1.5755307621056858
ACH-001239,-1.3463142862653064
ACH-001270,-1.2338994135207095
ACH-001274,-1.2739199243497672
ACH-001275,-1.3840579731887472
ACH-001277,-1.580868404323981
ACH-001278,-1.3305105791299745
ACH-001280,-1.7628056437057729
ACH-001283,-1.5301649855860668
ACH-001289,-1.391776109398838
ACH-001300,-1.6555062604143087
ACH-001301,-1.3312305219184153
ACH-001302,-1.2568723845373797
ACH-001306,-1.3624120097062515
ACH-001318,-1.4523986926044472
ACH-001322,-1.5291494499281495
ACH-001328,-1.264722750146236
ACH-001332,-1.4449622801167472
ACH-001336,-1.4209666935127758
ACH-001346,-1.2987868896134047
ACH-001353,-1.5103865440213071
ACH-001354,-1.2628344875072954
ACH-001367,-1.388549182804428
ACH-001368,-1.5621572517138482
ACH-001374,-1.5305926583597278
ACH-001377,-1.380845581692128
ACH-001380,-1.361237023142938
ACH-001391,-1.613556370008482
ACH-001408,-1.3456268482813551
ACH-001430,-1.2978873519881144
ACH-001431,-1.2653731984735317
ACH-001450,-1.2147968339763306
ACH-001496,-0.9020374027166128
ACH-001500,-1.1670969918028768
ACH-001523,-1.2723182113952771
ACH-001532,-1.4780813077674249
ACH-001550,-1.1025456046540838
ACH-001552,-1.3409805950602989
ACH-001554,-1.5283326019848384
ACH-001654,-1.5073480111415685
ACH-001735,-1.5109362271573232
ACH-001736,-1.508418791060003
ACH-001737,-1.7752436555597635
ACH-001740,-1.2692319636753064
ACH-001745,-1.4826260070344393
ACH-001765,-1.1913928193136312
