,PON2 (5445)
ACH-000004,0.15456740827925464
ACH-000005,-0.14642325184978655
ACH-000007,-0.2267075512714083
ACH-000009,0.01706837251868832
ACH-000011,0.05218542088887986
ACH-000012,-0.12330238875059216
ACH-000013,0.07712854256755082
ACH-000014,-0.04578697365472367
ACH-000015,-0.01704557087490477
ACH-000017,0.017516388712328426
ACH-000018,-0.2299590925783545
ACH-000019,0.10907022979967387
ACH-000021,-0.12726123612721213
ACH-000022,0.0061653457591160634
ACH-000025,-0.04771265710705794
ACH-000028,-0.10633358768727692
ACH-000030,-0.044514325601869034
ACH-000035,-0.12453132387516655
ACH-000036,0.10350831768898544
ACH-000037,-0.10594325272460267
ACH-000039,0.09581764478830172
ACH-000040,-0.08034181848826627
ACH-000041,-0.1154590009921756
ACH-000042,-0.014087479088054402
ACH-000045,0.11717917757441225
ACH-000047,-0.07037620893013685
ACH-000052,-0.04397639552770618
ACH-000053,-0.1136564858331736
ACH-000054,-0.183039808710788
ACH-000055,-0.14899993109619492
ACH-000060,-0.13426944403713356
ACH-000067,0.036172571952670034
ACH-000070,-0.1423136772324871
ACH-000075,-0.13201825593349173
ACH-000078,-0.02210379509333248
ACH-000082,-0.02508777257557552
ACH-000085,0.13197731783116393
ACH-000086,0.16959452386576776
ACH-000087,-0.4417622051562763
ACH-000092,-0.025336339154531973
ACH-000095,0.0592290840704751
ACH-000097,0.012883206016929832
ACH-000098,-0.06633995213120243
ACH-000099,-0.10867439412153204
ACH-000108,0.09747642678386756
ACH-000113,-0.0633178725361853
ACH-000116,0.04001875032084764
ACH-000118,0.12876098203394376
ACH-000120,0.10523308692502782
ACH-000123,-0.08443800920819704
ACH-000127,-0.028664802175648388
ACH-000128,0.09529943190801583
ACH-000132,-0.1960403660387603
ACH-000133,-0.07389113619203691
ACH-000137,0.011455526861619408
ACH-000138,-0.047309141477879096
ACH-000142,-0.0811791693979415
ACH-000143,-0.07211568930684635
ACH-000146,-0.0902376519368139
ACH-000148,-0.0869159461189608
ACH-000150,0.10543624781665964
ACH-000152,0.024667536327690108
ACH-000153,0.08522563713049737
ACH-000159,-0.09627826073932093
ACH-000160,-0.08007807088280068
ACH-000163,0.02031424825591284
ACH-000167,0.12020073603502192
ACH-000168,-0.2105947473298196
ACH-000169,-0.13426369542119931
ACH-000178,0.002183533165402264
ACH-000183,-0.03464183171909915
ACH-000188,-0.002645630229312669
ACH-000189,0.08235832921006153
ACH-000190,-0.14698989238441046
ACH-000198,-0.10499260779068016
ACH-000203,-0.35681004187147525
ACH-000204,-0.0453959331546379
ACH-000206,-0.05276086031865202
ACH-000207,0.10264906549371024
ACH-000208,0.09780142127252556
ACH-000210,0.0998820894942256
ACH-000211,-0.06827972096240656
ACH-000215,0.04249330262844471
ACH-000221,-0.14811874849214324
ACH-000222,-0.2522942171158586
ACH-000223,0.018608241016747986
ACH-000226,-0.0007511516528951336
ACH-000227,-0.014816977754830644
ACH-000228,-0.05840055612908949
ACH-000231,-0.0743903069905212
ACH-000232,-0.0052501799122439755
ACH-000233,0.05509034380251841
ACH-000234,-0.043834439818054696
ACH-000235,-0.05309050596091828
ACH-000237,-0.14251166818506142
ACH-000238,-0.07746505946455391
ACH-000242,0.012216373854098718
ACH-000243,-0.03240598894596864
ACH-000244,-0.1806607738669868
ACH-000246,-0.03061553977094606
ACH-000248,-0.20233019517317088
ACH-000250,0.003950779726286432
ACH-000251,-0.18951792319536365
ACH-000252,0.0037306150274260884
ACH-000253,-0.1060823405449668
ACH-000255,0.09847107884147642
ACH-000256,0.04588004626043896
ACH-000257,-0.05041862706863052
ACH-000258,-0.12476753924543167
ACH-000259,-0.040121813034115335
ACH-000260,-0.08267535649048062
ACH-000261,-0.021258019946634368
ACH-000262,-0.10864647286438972
ACH-000263,-0.012628981309999095
ACH-000264,-0.04846722392861346
ACH-000265,0.03011197894345723
ACH-000266,-0.042303761611144144
ACH-000272,0.05355868588585784
ACH-000274,-0.04945607510316003
ACH-000277,0.07085086564540861
ACH-000278,-0.10166955642647682
ACH-000279,-0.03608965319939693
ACH-000280,0.011972738592887562
ACH-000281,-0.1236660020686868
ACH-000288,-0.01275812650817312
ACH-000291,-0.0692083977457957
ACH-000293,0.07465171421638518
ACH-000294,0.0368413755376054
ACH-000295,-0.02245255792423826
ACH-000296,-0.2142753721717449
ACH-000302,-0.1008185888238187
ACH-000304,-0.1856889448905494
ACH-000307,0.04136604224225268
ACH-000308,-0.07161888082609459
ACH-000310,-0.026303899455704185
ACH-000311,-0.11821282420722995
ACH-000312,0.02902649587296265
ACH-000315,0.07350859113589006
ACH-000316,-0.012379520604333692
ACH-000317,0.0923972822582314
ACH-000318,-0.0408521128724338
ACH-000319,-0.07995951809952209
ACH-000320,-0.01248143300286828
ACH-000322,-0.02811047029737428
ACH-000323,0.035798271752906785
ACH-000324,-0.07303747816123128
ACH-000329,0.004978630096721636
ACH-000330,0.0665081710977181
ACH-000331,-0.08910369384547387
ACH-000332,-0.008614008027379797
ACH-000334,0.053660834120018056
ACH-000335,0.060408881922869126
ACH-000336,-0.048806116377412695
ACH-000337,0.05916661862991001
ACH-000338,-0.3816204600089279
ACH-000339,-0.018032806861318355
ACH-000341,0.2342482010501413
ACH-000348,-0.07668478139959657
ACH-000350,-0.046490509172217136
ACH-000352,0.03362455789870082
ACH-000356,0.08520000921187561
ACH-000361,0.038030092034598624
ACH-000362,-0.08810371094171751
ACH-000363,-0.10738482989098436
ACH-000364,-0.08882970483379526
ACH-000365,-0.011854207464818635
ACH-000366,-0.05227561144017125
ACH-000368,-0.02731521231572361
ACH-000374,-0.08156105458209195
ACH-000375,-0.0010950346522236515
ACH-000376,-0.053719443579787036
ACH-000381,-0.056696564289359735
ACH-000383,-0.1260637208573246
ACH-000387,-0.037525187625487934
ACH-000389,0.024991207509502088
ACH-000390,-0.033991221396037004
ACH-000393,-0.22118352710304826
ACH-000395,0.0016898499964863054
ACH-000396,0.13639213399525893
ACH-000397,0.055555911988256
ACH-000401,0.008280231139289777
ACH-000402,0.5131390394918055
ACH-000403,-0.034081593616619686
ACH-000404,-0.2858007944905249
ACH-000406,-0.09939697396958427
ACH-000407,0.05686273730956363
ACH-000408,-0.1231446298591998
ACH-000410,-0.04248238215898778
ACH-000411,-3.5268397820585544e-05
ACH-000414,0.014498228620417712
ACH-000415,-0.08470943312633923
ACH-000416,0.016566782972705536
ACH-000420,-0.021950404211767312
ACH-000421,0.0162526281568076
ACH-000424,0.29556980979025005
ACH-000425,-0.22862805116479856
ACH-000426,0.10933755441154733
ACH-000427,-0.02443910110650579
ACH-000433,-0.2479246791719466
ACH-000435,-0.10900869276858527
ACH-000436,0.011903972294232566
ACH-000444,0.0709436737585654
ACH-000445,0.06316004239227394
ACH-000448,-0.3055406051660562
ACH-000450,-0.2958401690474218
ACH-000452,-0.12264377432355822
ACH-000454,0.1917618178920162
ACH-000458,-0.14169326746978275
ACH-000459,-0.0632605859826333
ACH-000460,-0.01984095261041385
ACH-000461,0.01524545750466882
ACH-000463,-0.1480803902471252
ACH-000464,0.02280237533869254
ACH-000466,0.03427097278486136
ACH-000467,0.006031512524948715
ACH-000468,-0.2001083479921472
ACH-000469,-0.1325059225257847
ACH-000470,0.011080601261001207
ACH-000471,-0.020045847580791885
ACH-000472,0.016043552767404063
ACH-000473,0.04859262446055824
ACH-000475,-0.06294025222654412
ACH-000476,-0.11771693881516974
ACH-000477,-0.014330872383543755
ACH-000479,0.14682374709034318
ACH-000480,0.016379690465780743
ACH-000481,0.10843262758247288
ACH-000483,-0.1754300052745035
ACH-000484,0.18407133417363075
ACH-000485,-0.07620232734365456
ACH-000486,0.09615450006558188
ACH-000487,-0.030416755512819364
ACH-000488,0.029145871801097338
ACH-000490,-0.08672007621411339
ACH-000491,-0.20570725686550445
ACH-000495,-0.14742928528296756
ACH-000496,0.1174118778649481
ACH-000499,-0.12473701509839252
ACH-000500,-0.2955562084416766
ACH-000502,0.004828180764523115
ACH-000503,0.036686489544436165
ACH-000505,-0.1164967205431244
ACH-000507,0.00639172736076785
ACH-000510,-0.17453310650097797
ACH-000511,-0.08786432505203152
ACH-000512,0.3029103041107813
ACH-000516,-0.04438994243078321
ACH-000517,-0.061646526615212575
ACH-000518,0.115516285903651
ACH-000520,-0.11279113021517598
ACH-000521,-0.0908498654894604
ACH-000522,-0.15490045309307887
ACH-000524,-0.10847926243872494
ACH-000527,-0.08040376431671871
ACH-000528,-0.17476536498383005
ACH-000537,-0.0048714937634926035
ACH-000541,0.3667041417242357
ACH-000542,-0.06543246234189709
ACH-000544,-0.20784821691280295
ACH-000545,0.004908382573974822
ACH-000547,0.15057142784289446
ACH-000548,-0.003383981968819849
ACH-000549,0.15160236348301945
ACH-000550,-0.183270200287396
ACH-000552,-0.11178865396804216
ACH-000556,0.04605788366890208
ACH-000557,-0.09848561009937014
ACH-000569,0.14078752339530007
ACH-000570,0.0375394611680735
ACH-000571,-0.04723130525353168
ACH-000573,-0.019405363145833462
ACH-000576,-0.14077295507537446
ACH-000579,-0.1905410466202274
ACH-000580,-0.2300819615661394
ACH-000584,-0.036489808216833834
ACH-000585,-0.030793234177588825
ACH-000588,0.1314690172329937
ACH-000589,0.1420350696246952
ACH-000591,-0.15820368945487318
ACH-000593,0.10796062392842948
ACH-000600,0.013507005933867907
ACH-000601,0.029231343199491742
ACH-000605,-0.29502010972852905
ACH-000606,-0.06721449182808632
ACH-000608,0.0011772895289845515
ACH-000614,-0.35605207100988034
ACH-000616,-0.028823507514291483
ACH-000618,0.07956650385758339
ACH-000619,-0.28704118809555795
ACH-000620,-0.06586491753679463
ACH-000621,-0.030012495259602607
ACH-000622,-0.1317815513072472
ACH-000623,-0.045602044397844384
ACH-000624,-0.0604673444608514
ACH-000627,-0.10310569531290037
ACH-000630,-0.16040400035247568
ACH-000631,-0.09255113442423524
ACH-000632,-0.10109743920976176
ACH-000633,-0.18883584054427552
ACH-000637,-0.16843171081879765
ACH-000638,-0.15434656602672034
ACH-000646,0.056025200064629216
ACH-000647,0.0377559667239948
ACH-000648,-0.0696853357074584
ACH-000649,-0.06360448956816488
ACH-000651,-0.144730488268176
ACH-000652,-0.08694767747620162
ACH-000653,-0.0668918000842672
ACH-000657,-0.1202336439826342
ACH-000658,-0.03303636727864648
ACH-000661,-0.011542427190892223
ACH-000662,-0.3500343381482072
ACH-000663,-0.015551120923702972
ACH-000665,-0.08009885545698878
ACH-000671,-0.28898185111492963
ACH-000672,0.17198976163115726
ACH-000673,0.015733444647594155
ACH-000676,-0.1311514363428532
ACH-000677,-0.030498752491223025
ACH-000681,-0.24486469396425894
ACH-000683,-0.02705731108883014
ACH-000684,-0.18186359625436044
