,CYCS (54205)
ACH-000004,-0.7204353710124282
ACH-000005,-0.8857854154582903
ACH-000007,-0.5523549897429679
ACH-000009,-0.7270903280838199
ACH-000011,-0.7330725710961034
ACH-000012,-0.6265464879754952
ACH-000013,-0.7380382642976471
ACH-000014,-0.9051338648204068
ACH-000015,-0.8834646376554184
ACH-000017,-0.61397297045756
ACH-000018,-0.8655362543216432
ACH-000019,-0.927772807031196
ACH-000021,-0.8416121159301018
ACH-000022,-0.7838110073095067
ACH-000025,-0.7480954616959555
ACH-000028,-0.600546755401826
ACH-000030,-0.7918143325468199
ACH-000035,-0.7281139489393275
ACH-000036,-0.5371223857822212
ACH-000037,-0.7215146468380873
ACH-000039,-0.5187791009239912
ACH-000040,-0.5675658857496613
ACH-000041,-0.8099207365970151
ACH-000042,-0.8079637554313527
ACH-000045,-0.6327472602025811
ACH-000047,-0.906041040527748
ACH-000052,-0.6547336441566799
ACH-000053,-0.8025913770233608
ACH-000054,-0.6704881071816204
ACH-000055,-0.7607329155472419
ACH-000060,-0.9612651879423374
ACH-000067,-0.7615972647706077
ACH-000070,-0.72078355968629
ACH-000075,-0.7172437263539425
ACH-000078,-0.7230937618114517
ACH-000082,-0.5926074983293538
ACH-000085,-0.8689120879263476
ACH-000086,-0.7332057693283484
ACH-000087,-0.8622323574075471
ACH-000092,-0.5554314090461023
ACH-000095,-0.7020515722093834
ACH-000097,-0.6695623171615124
ACH-000098,-0.5992694973341343
ACH-000099,-0.7538310677094616
ACH-000108,-0.6241863115563054
ACH-000113,-0.5522923897033414
ACH-000116,-0.866730043078039
ACH-000118,-0.8930064984516841
ACH-000120,-0.6510120405381263
ACH-000123,-0.631757675693566
ACH-000127,-0.9823710319903368
ACH-000128,-1.0043524976735676
ACH-000132,-0.6905686609262693
ACH-000133,-0.5450571163690338
ACH-000137,-0.6199924460022564
ACH-000138,-1.0051916504707163
ACH-000142,-0.6888640739850876
ACH-000143,-0.8966579551832544
ACH-000146,-0.9006853547950661
ACH-000148,-0.6019717326974934
ACH-000150,-0.8298903805708577
ACH-000152,-0.7181741799936601
ACH-000153,-0.8315454713721545
ACH-000159,-0.8066928229247131
ACH-000160,-0.8364259129980964
ACH-000163,-0.4904840489384764
ACH-000167,-0.4611684801128513
ACH-000168,-0.40455996527059546
ACH-000169,-0.8884643316863035
ACH-000178,-0.807811576012581
ACH-000183,-1.0521996409656909
ACH-000188,-0.8172161355807263
ACH-000189,-0.6312481847630468
ACH-000190,-0.3928140488745592
ACH-000198,-0.553074787406406
ACH-000203,-0.5291455164636337
ACH-000204,-0.6837334747880579
ACH-000206,-0.8127766973882644
ACH-000207,-0.8691628213516488
ACH-000208,-0.8828064908365377
ACH-000210,-0.90384759844794
ACH-000211,-0.8252675044276684
ACH-000215,-0.6405606973941737
ACH-000221,-1.1025317318539647
ACH-000222,-0.7092639315030028
ACH-000223,-0.8234345197412846
ACH-000226,-0.7324574657643375
ACH-000227,-0.7543885610611912
ACH-000228,-0.6886533406459924
ACH-000231,-0.5673764959767426
ACH-000232,-0.7503733127617221
ACH-000233,-0.7399758199702876
ACH-000234,-0.5919794807675038
ACH-000235,-0.8221142090550033
ACH-000237,-0.5478312712806191
ACH-000238,-0.5041269422347838
ACH-000242,-1.0201286368191995
ACH-000243,-0.652153962848343
ACH-000244,-0.7059651847511018
ACH-000246,-0.9070480952893218
ACH-000248,-0.8004753472677163
ACH-000250,-0.6590782555656653
ACH-000251,-0.7496321498227143
ACH-000252,-0.9338444986325376
ACH-000253,-0.7944395181781819
ACH-000255,-0.6421990491232018
ACH-000256,-0.8289866281672637
ACH-000257,-0.909127518436264
ACH-000258,-0.4093251494220688
ACH-000259,-0.8281327811331884
ACH-000260,-0.5382131945107804
ACH-000261,-0.6492934295867424
ACH-000262,-0.4892029776361584
ACH-000263,-1.0669400107447222
ACH-000264,-0.6925600327798781
ACH-000265,-0.8593212949234589
ACH-000266,-0.5972756236870134
ACH-000272,-0.8331140402376616
ACH-000274,-0.7971796662006653
ACH-000277,-1.0124307611275392
ACH-000278,-0.7558165835622533
ACH-000279,-0.8426093497195979
ACH-000280,-0.7467299228791097
ACH-000281,-0.5912874151899282
ACH-000288,-0.7989819359452782
ACH-000291,-0.6879298793506059
ACH-000293,-0.6972992694401284
ACH-000294,-0.9909231336446112
ACH-000295,-0.8170582235929084
ACH-000296,-0.7226141267793802
ACH-000302,-0.8082166711943664
ACH-000304,-1.0246415760531586
ACH-000307,-0.8276922449200359
ACH-000308,-0.7253890056591494
ACH-000310,-0.8341825607113121
ACH-000311,-0.8819153749586123
ACH-000312,-0.7500472868574801
ACH-000315,-0.9304889699680474
ACH-000316,-0.4481818261272805
ACH-000317,-0.9992161395503903
ACH-000318,-0.8136703476864002
ACH-000319,-0.5993855290337784
ACH-000320,-0.7223713788148501
ACH-000322,-0.9174280276078902
ACH-000323,-0.6936334402293606
ACH-000324,-0.4802132036529614
ACH-000329,-0.7787118016240986
ACH-000330,-0.8112470998436805
ACH-000331,-0.5722874266848288
ACH-000332,-0.5745412441926869
ACH-000334,-0.7537320311409758
ACH-000335,-0.4890606286345105
ACH-000336,-0.969287763902248
ACH-000337,-0.6719246692516583
ACH-000338,-0.9643018596268862
ACH-000339,-1.0076425080848868
ACH-000341,-0.8064979562192164
ACH-000348,-0.5769312420796027
ACH-000350,-0.917745861241064
ACH-000352,-0.8648631151639292
ACH-000356,-0.7012507041585652
ACH-000361,-0.8694544264669235
ACH-000362,-0.7225246339645888
ACH-000363,-0.9475538202132756
ACH-000364,-0.8712027476124545
ACH-000365,-0.8602947169875226
ACH-000366,-0.6348760096758594
ACH-000368,-0.6387721180221589
ACH-000374,-0.890157025941389
ACH-000375,-0.6397361517739367
ACH-000376,-0.7441489969460551
ACH-000381,-0.8594197436339912
ACH-000383,-0.9598997810868148
