,CTSD (1509)
ACH-000004,0.0010124169499679825
ACH-000005,0.2570240169751107
ACH-000007,0.09974123568244007
ACH-000009,0.055774600483725095
ACH-000011,0.0761024678102256
ACH-000012,0.19769940253164292
ACH-000013,0.162756546865107
ACH-000014,0.14822190114646044
ACH-000015,0.2646778869237132
ACH-000017,-0.0020624204247286686
ACH-000018,0.3089644910403787
ACH-000019,-0.08622230604587583
ACH-000021,0.02294000658074644
ACH-000022,0.1247889931084944
ACH-000025,0.1958240637342048
ACH-000028,0.17526446241051336
ACH-000030,0.025774764181641787
ACH-000035,0.09471093964681826
ACH-000036,0.11887906827732107
ACH-000037,0.10788564240283732
ACH-000039,0.25075513626811
ACH-000040,0.0975532347069249
ACH-000041,0.16227490633911995
ACH-000042,0.1400967239714046
ACH-000045,0.04966349052655797
ACH-000047,0.060940259856761984
ACH-000052,0.30096280705050177
ACH-000053,0.15685926410672302
ACH-000054,0.1856429513054684
ACH-000055,0.07221383068068797
ACH-000060,0.038133514442992775
ACH-000067,0.0047023475682082825
ACH-000070,0.150579644259117
ACH-000075,0.3187271970621583
ACH-000078,0.2387323966376166
ACH-000082,0.11409611771456155
ACH-000085,0.183790809832358
ACH-000086,0.20960666775709952
ACH-000087,-0.0616610702186076
ACH-000092,0.2278645757327873
ACH-000095,0.10434003901531433
ACH-000097,0.10305880392826093
ACH-000098,0.12126622471587592
ACH-000099,0.13354551753883995
ACH-000108,0.009772749218303914
ACH-000113,0.03473109180225183
ACH-000116,0.1628659404122631
ACH-000118,0.1205092126989378
ACH-000120,0.15604316127249118
ACH-000123,0.11556057184782148
ACH-000127,0.14468189464569708
ACH-000128,0.05288337697888462
ACH-000132,0.1322440726701976
ACH-000133,0.06853024162502162
ACH-000137,0.031317033348292424
ACH-000138,0.010408096947684922
ACH-000142,0.12548347244991626
ACH-000143,0.10545020117202376
ACH-000146,0.22056554669125195
ACH-000148,0.1872429512419754
ACH-000150,0.07936073293958723
ACH-000152,0.2404272981206895
ACH-000153,0.18993568698823965
ACH-000159,0.08923969434500302
ACH-000160,0.05879101255638326
ACH-000163,0.15212563716568986
ACH-000167,0.08152562918964036
ACH-000168,-0.2022316737907487
ACH-000169,0.18509147668484416
ACH-000178,0.12140475393830852
ACH-000183,0.15732857848483675
ACH-000188,0.09097820292327173
