,CSNK1G1 (53944)
ACH-000004,0.02848187720599215
ACH-000005,-0.0976801351883587
ACH-000007,-0.08796064808441392
ACH-000009,-0.007071077148890535
ACH-000011,-0.12763321781958728
ACH-000012,-0.08826280994031932
ACH-000013,-0.056572308301627725
ACH-000014,-0.032799433123454236
ACH-000015,0.03857096105790901
ACH-000017,-0.2372786979959738
ACH-000018,-0.08703912762763487
ACH-000019,0.10604547723852344
ACH-000021,0.01649285652694329
ACH-000022,-0.07303504483103998
ACH-000025,-0.07271940239193779
ACH-000028,0.05903376541381299
ACH-000030,0.012229716370412464
ACH-000035,-0.2693452491601988
ACH-000036,0.05998770378559936
ACH-000037,-0.053694555497171635
ACH-000039,-0.14805687675882526
ACH-000040,-0.005239098627809157
ACH-000041,-0.3363002207175889
ACH-000042,-0.07028372266592725
ACH-000045,-0.10861744231942347
ACH-000047,0.02104437386807638
ACH-000052,-0.03652075309709918
ACH-000053,-0.009753617631448884
ACH-000054,0.039819679454511536
ACH-000055,-0.01764334319489189
ACH-000060,-0.009965333336348149
ACH-000067,-0.13160931877281976
ACH-000070,-0.20817360055693487
ACH-000075,-0.04050749804058063
ACH-000078,0.08148051363758656
ACH-000082,-0.10532529457273948
ACH-000085,0.09923281905785067
ACH-000086,0.04787582614363168
ACH-000087,-0.001997533511146871
ACH-000092,-0.11636262104958014
ACH-000095,-0.15181252817822988
ACH-000097,0.014734040073329537
ACH-000098,-0.005682798314904932
ACH-000099,0.028910779785812475
ACH-000108,-0.1881367392494778
ACH-000113,0.05207568987877717
ACH-000116,-0.17658861118952845
ACH-000118,-0.04967645114776645
ACH-000120,-0.131453631545612
ACH-000123,-0.004298020795769964
ACH-000127,-0.07391320744570518
ACH-000128,0.040467803416202916
ACH-000132,-0.2276363460596833
ACH-000133,0.04511905586847227
ACH-000137,-0.24358541674736744
ACH-000138,0.01548741120726185
ACH-000142,-0.007468788713535116
ACH-000143,-0.058366008936656034
ACH-000146,-0.032267728494607184
ACH-000148,-0.001477381773234052
ACH-000150,-0.04375762524631226
ACH-000152,0.021112463778492248
ACH-000153,0.0037060708700899455
ACH-000159,-0.06592160273659038
ACH-000160,-0.10646719052284204
ACH-000163,-0.03161013387037048
ACH-000167,-0.11020617287559993
ACH-000168,-0.2174828834549077
ACH-000169,-0.06998459618263413
ACH-000178,-0.016357311837312184
ACH-000183,-0.048435215292584564
ACH-000188,-0.16619682561598376
ACH-000189,0.0579478148449866
ACH-000190,-0.11787474840542925
ACH-000198,-0.04489867948544092
ACH-000203,-0.4689576673011037
ACH-000204,-0.006477336337600625
ACH-000206,0.19674322970020375
ACH-000207,-0.05368726922478049
