,RPIA (22934)
ACH-000259,-0.6966010016229883
ACH-000260,-0.3332388307168781
ACH-000261,-0.2412369858621794
ACH-000262,-0.6474255169175454
ACH-000263,-0.21127797117365668
ACH-000264,-0.2866126080051197
ACH-000265,-0.4513925734635413
ACH-000266,-0.32279036602939026
ACH-000272,-0.41203237924265856
ACH-000274,-0.2911699594125779
ACH-000277,-0.5850542897511258
ACH-000278,-0.3613394535799365
ACH-000279,-0.4876022785568976
ACH-000280,-0.1938007136996457
ACH-000281,-0.5757722130895555
ACH-000288,-0.4267584509778439
ACH-000291,-0.09415996534636926
ACH-000293,-0.4485642413398189
ACH-000294,-0.4938535202466011
ACH-000295,-0.3978877035703765
ACH-000296,-0.1927723309344392
ACH-000302,-0.25216367823670743
ACH-000304,-0.4017854414560713
ACH-000307,-0.8250332826040354
ACH-000308,-0.3558183633225481
ACH-000310,-0.06850534407856844
ACH-000311,-0.8576084920347764
ACH-000312,-0.5049077402850412
ACH-000315,-0.2688615430481438
ACH-000316,-0.2655536578732562
ACH-000317,-0.8219930503058758
ACH-000318,-0.5806292650506797
ACH-000319,-0.1917466382466308
ACH-000320,-0.4000058954494339
ACH-000322,-0.486540189903432
ACH-000323,-0.14647142314805547
ACH-000324,-0.3143328563949172
ACH-000329,-0.13107606047846462
ACH-000330,-0.4409311225678745
ACH-000331,-0.15328811140666293
ACH-000332,-0.3527690889191404
ACH-000334,-0.3588101096836823
ACH-000335,-0.7110552005663723
ACH-000336,-0.7024035874642822
ACH-000337,-0.6150359730482455
ACH-000338,-0.9873157278006496
ACH-000339,-0.7264683120297136
ACH-000341,-0.5607923174624746
ACH-000348,-0.336458387446339
ACH-000350,-0.23183974248899625
ACH-000352,-0.4983341801189968
ACH-000356,-0.31708837761377273
ACH-000361,-0.25954771196614623
ACH-000362,-0.5614592899655181
ACH-000363,-0.05892109307962976
ACH-000364,-0.13146620516894922
ACH-000365,-0.3203598905934341
ACH-000366,-0.5795851772542772
ACH-000368,-0.39182416354584615
ACH-000374,-0.21506803156483106
ACH-000375,-0.4782204598895584
ACH-000376,-0.3575912595042981
ACH-000381,-0.4817660575827828
ACH-000383,-0.3572709457874586
ACH-000387,-0.3119567104845648
ACH-000389,-0.030438605542145693
ACH-000390,-0.5557981437382512
ACH-000393,-0.42009170701514986
ACH-000395,-0.5296655524525786
ACH-000396,-0.22572711381178245
ACH-000397,-0.2494375072520049
ACH-000401,-0.8364340524722655
ACH-000402,-0.5425404111775393
ACH-000403,-0.11581432686250295
ACH-000404,-0.4480029544079758
ACH-000406,-0.5589392356535512
ACH-000407,-0.21217181625790185
ACH-000408,-0.6513498934659194
ACH-000410,-0.2440281297149473
ACH-000411,-0.5960836586451811
ACH-000414,-0.4165719925107175
ACH-000415,-0.2368066651869841
ACH-000416,-0.7520588561967738
ACH-000420,-0.18557178202888308
ACH-000421,-0.337590767763544
ACH-000424,-0.28317165466606703
ACH-000425,-0.4694600470051899
ACH-000426,-0.3419430260598124
ACH-000427,-0.4382082336099856
ACH-000433,0.019570798557171254
ACH-000435,-0.2897685563682039
ACH-000436,-0.16245774272519226
ACH-000444,-0.28339230746258154
ACH-000445,-0.3253065137409915
ACH-000448,-0.6291981866818308
ACH-000450,-0.4232368884729973
ACH-000452,-0.4735153761897867
ACH-000454,-0.9346789609293512
ACH-000458,-0.9668511172178592
ACH-000459,-0.8243875594142234
ACH-000460,-0.7299503466111349
ACH-000461,-0.4053946749477665
ACH-000463,-0.26709236444890305
ACH-000464,-0.5697520703989671
ACH-000466,-0.4313870082749908
ACH-000467,-0.22791539873583044
ACH-000468,-0.4103176883424159
ACH-000469,0.043386781524065096
ACH-000470,-0.3902200211605513
ACH-000471,-0.6432806267911327
ACH-000472,-0.19889981611696325
ACH-000473,-0.1125586540550848
ACH-000475,-0.5025211938411512
ACH-000476,-0.11196838877230576
ACH-000477,-0.7050634144903442
ACH-000479,-0.12118913608716755
ACH-000480,-0.0577606867232101
ACH-000481,-0.3763292024849435
ACH-000483,-0.4131724644022668
ACH-000484,-0.6621780186999413
ACH-000485,-0.19850973231873012
ACH-000486,-0.5476584073577979
ACH-000487,-0.44232774753816295
ACH-000488,-0.10219923856700117
ACH-000490,-0.2872027680328004
ACH-000491,-0.363812151193445
ACH-000495,-0.4921494986375105
ACH-000496,-0.6847195430895487
ACH-000499,-0.3200312150548959
ACH-000500,-0.7222671304889674
ACH-000502,-0.544015215891014
ACH-000503,-0.2543189107412753
ACH-000505,-0.45012023414519575
ACH-000507,-0.6893571793248765
ACH-000510,-0.4406655446213349
ACH-000511,-0.6051302182432157
ACH-000512,-0.7021096895414561
ACH-000516,-0.1958378706347052
ACH-000517,-0.2823640015426265
ACH-000518,-0.1992487730728994
ACH-000520,-0.5480987537655952
ACH-000521,-0.4029360950970795
ACH-000522,-0.6152280154491091
ACH-000524,-0.16160297587405587
ACH-000527,-0.20937133069599725
ACH-000528,0.061248969804433326
ACH-000537,-0.2228921791869901
ACH-000541,-0.2644627991345786
ACH-000542,-0.5221033185726726
ACH-000544,-0.3484443856015295
ACH-000545,-0.4239441753373775
ACH-000547,-0.2846352611504821
ACH-000548,-0.5277654598739022
ACH-000549,-0.3927198765537546
ACH-000550,-0.4649079053829595
ACH-000552,-0.5460375269492819
ACH-000556,-0.6199905355161732
ACH-000557,-0.18869837812702134
ACH-000569,-0.035573387086560784
ACH-000570,-0.3004433911625168
ACH-000571,-0.4659897075442535
ACH-000573,-0.4544790705139948
ACH-000576,-0.2290622038606628
ACH-000579,-0.2702863495742881
ACH-000580,-0.4468725234510601
ACH-000584,-0.6869909622141219
ACH-000585,-0.3461481868552081
ACH-000588,-0.5181475059801001
ACH-000589,-0.2324459101954305
ACH-000591,-0.5334416630058477
ACH-000593,-0.7513847655773331
ACH-000600,-0.2307793167438489
ACH-000601,-0.5951545310954299
ACH-000605,-0.40982171125181455
ACH-000606,-0.3756840530179832
ACH-000608,-0.4268730527939454
ACH-000614,-0.5987373506882231
ACH-000616,-0.38420646056005736
ACH-000618,-0.8082274890302675
ACH-000619,-0.5778537331749357
ACH-000620,-0.24868718952558
ACH-000621,-0.35520819225054545
ACH-000622,-0.2761596828620844
ACH-000623,-0.27815973199387595
ACH-000624,-0.7188730965195077
ACH-000627,-0.36556186321225903
ACH-000630,-0.21747789204468154
ACH-000631,-0.09769663352561096
ACH-000632,-0.36869534639424195
ACH-000633,-0.4760305889983608
ACH-000637,-0.30645884441461113
ACH-000638,-0.4136411904606181
ACH-000646,-0.3499046101438502
ACH-000647,-0.33986930128009074
ACH-000648,-0.6924501685144056
ACH-000649,-0.5634920501500918
ACH-000651,-0.495345872522768
ACH-000652,-0.523567309479092
ACH-000653,-0.3405685763817869
ACH-000657,-0.06844711518221286
ACH-000658,-0.23009417803104276
ACH-000661,-0.9548221271720841
ACH-000662,-0.3375425752969165
ACH-000663,-0.3776296094005641
ACH-000665,-0.454951281899845
ACH-000671,-0.14512264308792622
ACH-000672,-0.2368990412999146
ACH-000673,-0.29091598039862115
ACH-000676,-0.8644560521298272
ACH-000677,-0.3518276317334497
ACH-000681,-0.2317540511105244
ACH-000683,-0.2551244997267441
ACH-000684,-0.6953051606796375
ACH-000688,-0.3123361641627662
ACH-000693,-0.5139549690835227
ACH-000694,-0.4496855490596287
ACH-000695,-0.1045773265107794
ACH-000696,-0.5421661005218236
ACH-000697,-0.2062809854590188
ACH-000699,-0.5223688417009306
ACH-000701,-0.32196056570112674
ACH-000706,-0.6502504334096689
ACH-000711,-0.5397980319739897
ACH-000713,-0.737660001753005
ACH-000714,-0.13469440533688531
ACH-000718,-0.16166108026458978
ACH-000720,-0.23667084862922916
ACH-000721,-0.4367266910993773
ACH-000724,-0.5513822264218101
ACH-000725,-0.464421917969901
ACH-000732,-0.3033843471575309
ACH-000734,-0.4941171115399534
ACH-000735,-0.5142892715622225
ACH-000736,-0.6096645357058971
ACH-000738,-0.19083724198136076
ACH-000746,-0.3079618752402697
ACH-000747,-0.7035603780335749
ACH-000748,-0.23437760590424486
ACH-000753,-0.7048988179625114
ACH-000756,-0.10583092730918507
ACH-000757,-0.2615046194096789
ACH-000758,-0.4731615184619099
ACH-000760,-0.44001822936880575
ACH-000762,-0.5032449372516742
ACH-000763,-0.4096160282315511
ACH-000764,-0.6122766586429094
ACH-000765,-0.7308796078382144
ACH-000766,-0.5146964449504369
ACH-000767,-0.1311440874241016
ACH-000768,-0.7990143774225967
ACH-000769,-0.3904860778986428
ACH-000770,-0.3516697904070681
ACH-000771,-0.10404158701851994
ACH-000773,-0.15010396148860908
ACH-000776,-0.6975992931345991
ACH-000777,-0.5885683769037087
ACH-000778,-0.3670272410010035
ACH-000781,-0.7850296837645739
ACH-000782,-0.6612692717661602
ACH-000783,-0.1092279268490698
ACH-000784,-0.3501231933933489
ACH-000785,-0.6478337405876559
ACH-000787,-0.6330409433137067
ACH-000788,-0.3117454023463023
ACH-000791,-0.5026080929019634
ACH-000792,-0.24937002745497114
ACH-000794,-0.320946911296855
ACH-000796,-0.1373621544511321
ACH-000798,0.013042246391261385
ACH-000799,-0.6275291098397192
ACH-000800,-0.5321001066128299
ACH-000802,-0.29425216661484443
ACH-000804,-0.5165413990123083
ACH-000805,-0.4030057794390687
ACH-000809,-0.5555915779120785
ACH-000810,-0.4621970262175135
ACH-000811,-0.33000456795949995
ACH-000817,-0.4787579403319041
ACH-000819,-0.27661920184320343
ACH-000820,-0.3895503875458049
ACH-000821,-0.3722307497565677
ACH-000822,-0.6946733411283532
ACH-000823,-0.6119018350011899
ACH-000824,-0.09588097759966137
ACH-000827,-0.7198342939403434
ACH-000829,-0.4179157915704553
ACH-000831,-0.5911074238908721
ACH-000832,-0.6888770616605057
ACH-000833,-0.5114964709653188
ACH-000834,-0.05002379842736775
ACH-000835,-0.6899465660895716
ACH-000836,-0.5674581854143919
ACH-000837,-0.5775041270172219
ACH-000838,-0.1910614910616456
ACH-000839,-0.007913618401063405
ACH-000840,-0.3535501263602718
ACH-000841,-0.5341960532490029
ACH-000843,-0.936009819998467
ACH-000846,-0.25984438788623765
ACH-000847,-0.35056035438128386
ACH-000848,-0.4295888707129068
ACH-000849,-0.6681568419280967
ACH-000851,-0.5024025422140906
ACH-000855,-0.42346337735625816
ACH-000856,-0.5326932490477218
ACH-000858,-0.07891035540616143
ACH-000859,-0.6436951244586546
ACH-000861,-0.30383359474155003
ACH-000862,-0.12268455626224573
ACH-000865,-0.3513170788399643
ACH-000866,-0.6834960183684271
ACH-000867,-0.6242142334653321
ACH-000869,-0.3364462708500868
ACH-000872,-0.6944187359937081
ACH-000873,-0.5812615579481399
ACH-000876,-0.7932215192476166
ACH-000878,-0.8886264836737162
ACH-000880,-0.5597146987486558
ACH-000881,-0.4045767610879441
ACH-000882,-0.7488561385372471
ACH-000884,-0.5006019606737255
ACH-000885,-0.23613210284376884
ACH-000887,-0.4332683021133688
ACH-000889,-0.6370724595638834
ACH-000896,-0.8274433399563025
ACH-000898,-0.13505504811082225
ACH-000900,-0.3379988089005015
ACH-000901,-0.2588673867908684
ACH-000905,-0.3347149393843057
ACH-000906,-0.4327796979888871
ACH-000907,-0.4110390610603236
ACH-000910,-0.679259970392361
ACH-000911,-0.4382423475958225
ACH-000912,-0.6279458676002865
ACH-000913,-0.3430481883971264
ACH-000915,-0.5202820444031068
ACH-000916,-0.4316860050320314
ACH-000917,-0.6192481781633355
ACH-000920,-0.525955392689352
ACH-000921,-0.6762157612031648
ACH-000924,-0.5726632020435911
ACH-000926,-0.22809235513369944
ACH-000928,-0.5473146562012584
ACH-000929,-0.40338985978261205
ACH-000932,-0.6279340942170301
ACH-000935,-0.3827168070934207
ACH-000936,-0.6694309695860204
ACH-000937,-0.5835761780601797
ACH-000938,-0.3255540228778868
ACH-000939,-0.31388547101956243
ACH-000941,-0.4629674208930246
ACH-000943,-0.5716780106265383
ACH-000946,-0.5726170717161571
ACH-000947,-0.22818145393635186
ACH-000948,-0.6286426123376697
ACH-000950,-0.4697328678406526
ACH-000953,-0.01821516182645404
ACH-000954,-0.7930842420872569
ACH-000957,-0.43015799593758375
ACH-000958,-0.42616305391307546
ACH-000960,-0.5508504565169726
ACH-000963,-0.27731854634457714
ACH-000968,-0.4663941791504481
ACH-000969,-0.09724325002989018
ACH-000972,-0.024949164601736358
ACH-000973,-0.6408707808934478
ACH-000974,-0.4899677425676878
ACH-000978,-0.5640348073336174
ACH-000984,-0.16872658094711684
ACH-000986,-0.6678772240599758
ACH-000988,-0.4433722643964109
ACH-000993,-0.5132510712686804
ACH-000994,-0.7068438255925673
ACH-000996,0.1562407885465365
ACH-001001,0.17045836278873153
ACH-001020,-0.3332240217459261
ACH-001028,-0.4852061889174523
ACH-001031,-0.4198301452038132
ACH-001038,-0.4744350009937029
ACH-001048,-0.6439078540794673
ACH-001050,-0.5490070665485428
ACH-001053,-0.5353101760602745
ACH-001054,-0.5248548380732789
ACH-001061,-0.7340007583953896
ACH-001067,-0.3155199956095339
ACH-001075,-0.6262043216105893
ACH-001096,-0.5197520350443547
ACH-001111,-0.4652861423534948
ACH-001119,-0.6041304435695103
ACH-001128,-0.8294088508216652
ACH-001134,-0.2893777204591896
ACH-001151,-0.6070826776517837
ACH-001163,-0.5204712823755845
ACH-001164,-0.5079245922099521
ACH-001183,-0.06937857048321543
ACH-001192,-0.37261567523978784
ACH-001193,-0.2912340542714524
ACH-001196,-0.4714275504541678
ACH-001197,-0.4668919355628344
ACH-001205,-0.4311485874678815
ACH-001211,-0.26235836663263834
ACH-001212,-0.320365155631447
ACH-001228,-0.3621457148396334
ACH-001232,-0.1834685095017042
ACH-001239,-0.4465673101783657
ACH-001270,-0.4771686861593117
ACH-001274,-0.7263467607406018
ACH-001275,-0.27180095532322235
ACH-001277,-0.3030007565508365
ACH-001278,-0.5015990678543811
ACH-001280,-0.12450747375329554
ACH-001283,-0.10529345244130847
ACH-001289,-0.5032373675650227
ACH-001300,-0.38697920445365774
ACH-001301,-0.05140763696426341
ACH-001302,-0.3275858895406216
ACH-001306,-0.4047135224964282
ACH-001318,-0.21086896179054326
ACH-001322,-0.2672358341953745
ACH-001328,-0.2445840097340284
ACH-001332,-0.7118681264625316
ACH-001336,-0.2540502209884747
ACH-001346,-0.4099745526466567
ACH-001353,-0.5288431838662958
ACH-001354,-0.2811097417897604
ACH-001367,-0.7710641798254859
ACH-001368,-0.6570209683601209
ACH-001374,-0.1859830413064485
ACH-001377,-0.10485863079995872
ACH-001380,-0.7932563892285422
ACH-001391,-0.3329416232895893
ACH-001408,-0.3022897666612161
ACH-001430,-0.13242203124262525
ACH-001431,-0.6783265278511271
ACH-001450,-0.6016340242403889
ACH-001496,-0.5187934820458017
ACH-001500,-0.5608046835858734
ACH-001523,-0.5174785077060954
ACH-001532,-0.279074204767192
ACH-001550,-0.445045273228459
ACH-001552,-0.2857339844835932
ACH-001554,-0.49671376987375604
ACH-001654,-0.1525944808821501
ACH-001735,-0.4889219320016722
ACH-001736,-0.3215209387103946
ACH-001737,-0.17970953838205878
ACH-001740,-0.7102376313293319
ACH-001745,-0.5657192396522732
ACH-001765,-0.5595850915498435
