,RALGAPA1 (253959)
ACH-000004,0.1392165042230865
ACH-000005,-0.3299070224964439
ACH-000007,0.14217564015804413
ACH-000009,-0.007469538972439016
ACH-000011,0.29417355318933586
ACH-000012,-0.20345038041619895
ACH-000013,-0.00777645125076454
ACH-000014,0.08000447058956782
ACH-000015,-0.018867973395668345
ACH-000017,0.042314375462001404
ACH-000018,-0.041391765670505135
ACH-000019,-0.4029607303098343
ACH-000021,-0.07328099718644443
ACH-000022,-0.0486147924956889
ACH-000025,-0.02694255384492911
ACH-000028,-0.04098958654375311
ACH-000030,0.06320222785751882
ACH-000035,-0.007900982722810156
ACH-000036,-0.0612467854602093
ACH-000037,-0.1290900474321278
ACH-000039,0.027780651072479217
ACH-000040,0.028008856189696944
ACH-000041,-0.2277953271897359
ACH-000042,-0.042442504948159716
ACH-000045,-0.1334823366691626
ACH-000047,-0.0802269028857447
ACH-000052,-0.16173853802213148
ACH-000053,-0.04230707176823237
ACH-000054,0.10560309250937297
ACH-000055,0.016594377080037692
ACH-000060,0.0003349289194923999
ACH-000067,0.12045824201927655
ACH-000070,-0.1727097848733205
ACH-000075,-0.22946887803881094
ACH-000078,-0.0039311652580247755
ACH-000082,0.09577646315553252
ACH-000085,-0.16789740279452958
ACH-000086,-0.11517741843970128
ACH-000087,-0.1976691453648568
ACH-000092,0.03799697998792767
ACH-000095,-0.07821815368410212
ACH-000097,-0.08314868640966955
ACH-000098,-0.03144490133491392
ACH-000099,-0.0443159870749735
ACH-000108,-0.17281918689359896
ACH-000113,-0.20899737749760505
ACH-000116,0.011899832609573485
ACH-000118,-0.20106014997761787
ACH-000120,-0.006751023601998293
ACH-000123,-0.17611671093421555
ACH-000127,0.0703346632223828
ACH-000128,-0.1587464222926892
ACH-000132,-0.14820195918692095
ACH-000133,-0.08773019365751054
ACH-000137,-0.02426649889523568
ACH-000138,0.027464722230173225
ACH-000142,-0.10570592087399004
ACH-000143,-0.0325913657457683
ACH-000146,-0.14401996914936074
ACH-000148,-0.1725470100094378
ACH-000150,0.3135896190762961
ACH-000152,-0.09136423227036354
ACH-000153,-0.1557688563723216
ACH-000159,-0.1701677418437032
ACH-000160,-0.21504548593042508
ACH-000163,-0.1929521413445448
ACH-000167,-0.014871967189887574
ACH-000168,-0.15913857164359574
ACH-000169,-0.008469883349618136
ACH-000178,-0.06568466933665937
ACH-000183,-0.07950055458930468
ACH-000188,0.01596622378586099
ACH-000189,0.0106841831467429
ACH-000190,-0.2611369855891537
ACH-000198,0.03196400779319375
ACH-000203,0.15504310635418772
ACH-000204,0.1621702578197418
ACH-000206,-0.17795831748091298
ACH-000207,-0.045540130082718386
ACH-000208,0.07918502691762283
ACH-000210,0.013996668630852452
ACH-000211,-0.11064928123312176
ACH-000215,-0.17289480999929932
ACH-000221,-0.17974971937229264
ACH-000222,-0.12230193671419586
ACH-000223,-0.007942752642234856
ACH-000226,-0.2835556458873844
ACH-000227,-0.12928708402417766
ACH-000228,0.11663660138040324
ACH-000231,-0.17689803099572798
ACH-000232,0.010835861183003986
ACH-000233,0.020768915575412272
ACH-000234,0.059868709547361974
ACH-000235,0.03031191566208687
ACH-000237,0.11581755888093295
ACH-000238,-0.09137305883513093
ACH-000242,-0.14685232728527514
ACH-000243,-0.24776145042020345
ACH-000244,0.2413448040249136
ACH-000246,0.029543225012250988
ACH-000248,-0.25250328458854243
ACH-000250,-0.07690049794802166
ACH-000251,0.26670037086199705
ACH-000252,-0.2681894131259117
ACH-000253,-0.09213003483126772
ACH-000255,-0.050635766198320616
ACH-000256,-0.12033880320041952
ACH-000257,-0.2595624238380702
ACH-000258,0.3345496895209076
ACH-000259,0.07655344434441519
ACH-000260,-0.17161098342093498
ACH-000261,-0.08939671598993232
ACH-000262,-0.03175804161819872
ACH-000263,-0.3174897924360707
ACH-000264,-0.03410012222164065
ACH-000265,-0.09600095689334397
ACH-000266,0.010265312825973377
ACH-000272,-0.13422906108170365
ACH-000274,-0.07905146491771238
ACH-000277,-0.08724335342203625
ACH-000278,-0.00685075895477154
ACH-000279,-0.09080453095505676
ACH-000280,0.004799193123004425
ACH-000281,0.003157861949151697
ACH-000288,0.009741545171876516
ACH-000291,-0.012856557278811413
ACH-000293,-0.048605597616517005
ACH-000294,-0.1626417346254923
ACH-000295,-0.21086942141528453
ACH-000296,0.022227197186137804
ACH-000302,0.007374441607583238
ACH-000304,0.1336474889000428
ACH-000307,-0.02336929844421593
ACH-000308,-0.020389867089386098
ACH-000310,0.04123233407734545
ACH-000311,-0.007759134884095209
ACH-000312,0.09243918252992923
ACH-000315,-0.2492062392967559
ACH-000316,-0.05415397990031856
ACH-000317,0.06818871275880464
ACH-000318,-0.004385610777163243
ACH-000319,0.0756129084158848
