,BCKDHB (594)
ACH-000208,0.16477392446331302
ACH-000210,0.13150847683184338
ACH-000211,-0.08502871293783222
ACH-000215,-0.0960567095257855
ACH-000221,-0.29541119838342594
ACH-000222,0.07367701055975083
ACH-000223,-0.2898955290367051
ACH-000226,-0.16027933671498745
ACH-000227,-0.18462949378854046
ACH-000228,-0.06891794561533929
ACH-000231,-0.2674160038137371
ACH-000232,-0.16190376898911898
ACH-000233,-0.027709618617707297
ACH-000234,-0.13092150828677002
ACH-000235,-0.07690301134803458
ACH-000237,-0.05437045933296216
ACH-000238,-0.05813680915796796
ACH-000242,-0.3437539867972708
ACH-000243,-0.10538053859487992
ACH-000244,-0.2858296549407907
ACH-000246,-0.07524473536082907
ACH-000248,-0.3754146351783621
ACH-000250,-0.08690754618694012
ACH-000251,-0.12422483253467713
ACH-000252,0.18860460398284468
ACH-000253,-0.0680282702483975
ACH-000255,-0.08557755127032053
ACH-000256,-0.17724187916024944
ACH-000257,-0.16761442177632954
ACH-000258,-0.07392132208109957
ACH-000259,-0.08092017722579127
ACH-000260,-0.12975922668360498
ACH-000261,-0.19263247932646366
ACH-000262,-0.02491727560273953
ACH-000263,-0.2230831010154371
ACH-000264,-0.1937778990569532
ACH-000265,-0.08529045540519703
ACH-000266,-0.18324300567610646
ACH-000272,-0.08348127434206913
ACH-000274,-0.14642133211015712
ACH-000277,-0.4416421504896586
ACH-000278,-0.13124232432763847
ACH-000279,-0.2424193700059872
ACH-000280,-0.05624313990050881
ACH-000281,-0.001910371243559916
ACH-000288,-0.1195060813036047
ACH-000291,0.031659577451796435
ACH-000293,-0.12009514925540388
ACH-000294,0.10546583816337146
ACH-000295,-0.1716877246638468
ACH-000296,-0.4067836438828931
ACH-000302,-0.14583448828306148
ACH-000304,-0.1588035148676842
ACH-000307,0.07033863711316422
ACH-000308,-0.15814517310092688
ACH-000310,-0.21036275458187545
ACH-000311,-0.18099096277709906
ACH-000312,-0.03534588413008423
ACH-000315,-0.14193696668133912
ACH-000316,-0.12264112180536114
ACH-000317,-0.2240309430212348
ACH-000318,-0.1016215215985107
ACH-000319,-0.1966601724192539
ACH-000320,-0.2420150672985797
ACH-000322,-0.1780390984304514
ACH-000323,-0.13457125247647805
ACH-000324,-0.09352813495436953
ACH-000329,-0.12610136095114624
ACH-000330,-0.3514189770031941
ACH-000331,-0.03332789850463062
ACH-000332,-0.13741769668411774
ACH-000334,-0.26446193826170833
ACH-000335,-0.12730902382209952
ACH-000336,-0.19943478975815004
ACH-000337,0.06661855420636548
ACH-000338,-0.3933796476820524
ACH-000339,-0.18892808853305784
ACH-000341,-0.050832466690697464
ACH-000348,-0.18196372260734764
ACH-000350,-0.13401618253361733
ACH-000352,-0.08692806962653038
ACH-000356,-0.24397821328416186
ACH-000361,-0.2666210165891097
ACH-000362,-0.14448376739086774
ACH-000363,-0.10333460193358096
ACH-000364,-0.08284566377870171
ACH-000365,-0.13539758958684758
ACH-000366,-0.20666471194970545
ACH-000368,-0.25383409272527685
ACH-000374,-0.22809056414587506
ACH-000375,-0.18483405861616434
ACH-000376,-0.35349142252528626
ACH-000381,0.05233189145098483
ACH-000383,-0.1310535341327869
ACH-000387,-0.14931511395040725
ACH-000389,-0.038907739407433466
ACH-000390,-0.12209993430295628
ACH-000393,-0.26328328565112186
ACH-000395,-0.045804383183959546
ACH-000396,-0.11758901534395585
ACH-000397,-0.20344575950267585
ACH-000401,0.03929865103889833
ACH-000402,-0.127551934611084
ACH-000403,-0.18202560080209412
ACH-000404,-0.2424221996558883
ACH-000406,-0.0955620394178304
ACH-000407,-0.09567296118792737
ACH-000408,-0.2750015384323677
ACH-000410,-0.26118076771617954
ACH-000411,-0.10415769002936466
ACH-000414,-0.28504905747398723
ACH-000415,-0.21533102161166068
ACH-000416,-0.044549326858828266
ACH-000420,-0.0845849962246569
ACH-000421,-0.1667258465781868
ACH-000424,-0.01327198471022859
ACH-000425,-0.10396474932738714
ACH-000426,-0.22705632773209306
ACH-000427,-0.1879032632518048
ACH-000433,-0.1698332887331885
ACH-000435,-0.12127971162322215
ACH-000436,0.07024061827918845
ACH-000444,-0.2243493938598506
ACH-000445,-0.17826500212109492
ACH-000448,-0.1221848312058014
ACH-000450,-0.04763990784389679
ACH-000452,-0.1639216259393224
ACH-000454,-0.32647768645538633
ACH-000458,-0.1241558803178981
ACH-000459,-0.15857349686277258
ACH-000460,-0.1145228933111308
ACH-000461,-0.020904867593975883
ACH-000463,-0.12332652069443545
ACH-000464,-0.1255572764029748
ACH-000466,-0.05505567366220683
ACH-000467,-0.23620873761367436
ACH-000468,-0.11709919189395247
ACH-000469,-0.13729129891015066
ACH-000470,-0.0788829023260487
ACH-000471,-0.10119503838576713
ACH-000472,-0.05890967129772559
ACH-000473,-0.19532311336304545
ACH-000475,-0.08436327228179262
ACH-000476,-0.20498412684360112
ACH-000477,-0.29433091132186034
ACH-000479,-0.311557405245273
ACH-000480,-0.14485058619481067
ACH-000481,-0.10474802935681472
ACH-000483,-0.3907228572086633
ACH-000484,-0.03525982783223438
ACH-000485,-0.2482585331851331
ACH-000486,-0.037649809904392186
ACH-000487,-0.08237983273368768
ACH-000488,-0.13332668981192292
ACH-000490,-0.15919123459618642
ACH-000491,-0.25940871262684106
ACH-000495,0.012285997379565157
ACH-000496,-0.15273915358816548
ACH-000499,-0.11127814188569256
ACH-000500,-0.3648646351863041
ACH-000502,-0.0765252482342098
ACH-000503,-0.17465360405539732
ACH-000505,-0.14492931928740638
ACH-000507,-0.05171949898328399
ACH-000510,-0.05549509150933712
ACH-000511,-0.1958573013137669
ACH-000512,-0.03870353100484236
ACH-000516,-0.17546417572399714
ACH-000517,-0.1425408934971439
ACH-000518,0.2163949049220088
ACH-000520,-0.09391846240500068
ACH-000521,-0.12145014270656238
ACH-000522,-0.09004989739451741
ACH-000524,-0.13546804535351453
ACH-000527,-0.11153940878016268
ACH-000528,-0.1954621131380509
ACH-000537,-0.15243156011038855
ACH-000541,-0.040397688534953416
ACH-000542,-0.1569799332740152
ACH-000544,-0.07914184396031207
ACH-000545,-0.2785350095684747
ACH-000547,0.014386483552323222
ACH-000548,-0.10738389544088732
ACH-000549,0.033969054967852866
ACH-000550,-0.0809776822773636
ACH-000552,-0.2427273938712096
ACH-000556,-0.2007601842786215
ACH-000557,-0.07522084302026931
ACH-000569,0.11876811473084595
ACH-000570,-0.2093324873708674
ACH-000571,-0.3422281765715979
ACH-000573,-0.1875914138002152
ACH-000576,-0.005043249024832729
ACH-000579,-0.08817513921494101
ACH-000580,-0.20611386368657966
ACH-000584,-0.12466110135130082
ACH-000585,-0.21421830935034225
ACH-000588,0.021402219733457302
ACH-000589,-0.0889711924395698
ACH-000591,-0.05418159641455845
ACH-000593,-0.13840432035519482
ACH-000600,-0.08660953534831126
ACH-000601,-0.13460126358868946
ACH-000605,-0.16969853493585704
ACH-000606,-0.18139133877163766
ACH-000608,-0.10067958936462296
ACH-000614,-0.19070829400820305
ACH-000616,-0.029855846153974342
ACH-000618,-0.13289094078396388
ACH-000619,-0.1324118400942769
ACH-000620,-0.17651325912387306
ACH-000621,-0.009287888501053092
ACH-000622,-0.17185526188929298
ACH-000623,-0.16488458204473636
ACH-000624,-0.06759600248731462
ACH-000627,-0.09250573670524262
ACH-000630,-0.2029110895519859
ACH-000631,-0.4368224891688967
ACH-000632,-0.2039426141839515
ACH-000633,0.03441803197280605
ACH-000637,-0.2501004773622105
ACH-000638,-0.15090077438165322
ACH-000646,0.018382724574309273
ACH-000647,-0.11163944721016332
ACH-000648,-0.11207617809029677
ACH-000649,-0.0032986215957075547
ACH-000651,-0.05007639165994041
ACH-000652,-0.153119966748398
ACH-000653,-0.16715889529271358
ACH-000657,-0.011435339894806024
ACH-000658,-0.2160744919754278
ACH-000661,-0.39860493630692334
ACH-000662,0.1940051393059725
ACH-000663,-0.008967938721415674
ACH-000665,-0.15175994769827508
ACH-000671,-0.1770278108925839
ACH-000672,-0.06793279254240309
ACH-000673,-0.20796020394314327
ACH-000676,-0.11641780206126165
ACH-000677,-0.07951650230796448
ACH-000681,-0.04143539094531913
ACH-000683,-0.08241945135149098
ACH-000684,-0.3087773883117552
ACH-000688,-0.12862843514810612
ACH-000693,-0.054019572024995716
ACH-000694,-0.11002459655815587
ACH-000695,-0.3800855200882753
ACH-000696,-0.14483949366719512
ACH-000697,0.02074927153352665
ACH-000699,-0.2267186305715171
ACH-000701,-0.02474013450229105
ACH-000706,-0.1662753704956954
ACH-000711,-0.10188720855821354
ACH-000713,-0.3885330904290947
ACH-000714,-0.1284672082009422
ACH-000718,-0.12139008511508115
ACH-000720,-0.1386233799631797
ACH-000721,-0.2528602825671861
ACH-000724,-0.0429453318678159
ACH-000725,-0.20768795533162696
ACH-000732,0.02254316229981466
ACH-000734,-0.1380826004440704
ACH-000735,-0.14376147906322234
ACH-000736,-0.2517773851963687
ACH-000738,-0.20966029241925047
ACH-000746,-0.1065309376397207
ACH-000747,-0.14701543764425068
ACH-000748,-0.10644056872736446
ACH-000753,-0.09565638122441472
ACH-000756,-0.1373506060161374
ACH-000757,-0.03926099324155837
ACH-000758,-0.2320096454726817
ACH-000760,-0.049257656651123374
ACH-000762,-0.16720805901836627
ACH-000763,-0.2787774209262746
ACH-000764,-0.13912492161926102
ACH-000765,-0.0796816558035567
ACH-000766,-0.2265914925359001
ACH-000767,-0.15118574080393898
ACH-000768,-0.1553714314521744
ACH-000769,-0.10072440070701688
ACH-000770,-0.18385075530533693
ACH-000771,-0.1271609009107962
ACH-000773,-0.1350802304607989
ACH-000776,-0.3153841014046911
ACH-000777,-0.029240431587602443
ACH-000778,-0.0905949825159214
ACH-000781,-0.1788790272610091
ACH-000782,0.008966090214254758
ACH-000783,-0.12578146044423869
ACH-000784,-0.06512096605225012
ACH-000785,-0.0748061495641645
ACH-000787,-0.1992724852681989
ACH-000788,-0.16550201281988794
ACH-000791,-0.13334857473999406
ACH-000792,-0.2648384503898105
ACH-000794,-0.2759661663661494
ACH-000796,-0.08818738966589867
ACH-000798,-0.1214053946021665
ACH-000799,-0.3121212453150993
ACH-000800,-0.15289464018834303
ACH-000802,-0.1748162286656973
ACH-000804,-0.2215005046631256
ACH-000805,0.19707061621980526
ACH-000809,-0.06387187460073522
ACH-000810,-0.1528267137023095
ACH-000811,-0.0461757375103137
ACH-000817,-0.3744606084208741
ACH-000819,-0.07776945195033162
ACH-000820,-0.14803057347663762
ACH-000821,-0.12571875206938252
ACH-000822,-0.3534120361143101
ACH-000823,-0.17024588127062196
ACH-000824,-0.07058999792513855
ACH-000827,-0.23482919266319704
ACH-000829,0.03739267364511651
ACH-000831,-0.06567731340538074
ACH-000832,-0.16186648533907186
ACH-000833,-0.16142292085352875
ACH-000834,-0.2637976497256696
ACH-000835,-0.07849230017930342
ACH-000836,-0.02355929874847443
ACH-000837,-0.1394340303064974
ACH-000838,-0.22138190944799455
ACH-000839,-0.16190424665835634
ACH-000840,-0.3205610185556191
ACH-000841,-0.1758313600004625
ACH-000843,-0.2108974163915668
ACH-000846,-0.20051196631846152
ACH-000847,-0.18868727957796755
ACH-000848,-0.15320113764329069
ACH-000849,-0.08467349871227131
ACH-000851,-0.15510664110805447
ACH-000855,-0.2068966383837531
ACH-000856,-0.1690251863853322
ACH-000858,-0.18631552435786988
ACH-000859,-0.20942675734603947
ACH-000861,-0.12977811797573638
ACH-000862,-0.2422877249067908
ACH-000865,-0.10319359868911916
ACH-000866,-0.18821579573175848
ACH-000867,-0.1404883359045745
ACH-000869,-0.09120997048374256
ACH-000872,-0.16607350540152993
ACH-000873,-0.01998854152255337
ACH-000876,-0.17032609575294885
ACH-000878,-0.0458375184417355
ACH-000880,-0.1979390941438425
ACH-000881,-0.15725429622193646
ACH-000882,-0.14421835204538516
ACH-000884,-0.11084121908521563
ACH-000885,-0.053046618004065904
ACH-000887,-0.15374648322495274
ACH-000889,-0.04245801207510642
ACH-000896,-0.18609214803760546
ACH-000898,-0.09395652062624987
ACH-000900,-0.1713408587772592
ACH-000901,-0.17590400007720147
ACH-000905,-0.11525623924469178
ACH-000906,-0.14538681807618176
ACH-000907,-0.15559750714340698
ACH-000910,-0.1343462263921698
ACH-000911,-0.1451196263587848
ACH-000912,-0.060798150540437836
ACH-000913,-0.15468773058975288
ACH-000915,-0.2703641268118938
ACH-000916,0.008562524151777641
ACH-000917,-0.06186288075167488
ACH-000920,-0.3420452239144781
ACH-000921,-0.22231793792411253
ACH-000924,-0.009541329742768384
ACH-000926,-0.17974550381659124
ACH-000928,0.06656575184189586
ACH-000929,0.04213521610979296
ACH-000932,-0.09110244164858207
ACH-000935,-0.1926107373168131
ACH-000936,-0.10451786329989364
ACH-000937,-0.1880873796996427
ACH-000938,-0.19851638187197015
ACH-000939,-0.052930864148169415
ACH-000941,-0.14010990577457927
ACH-000943,-0.0680744147988235
ACH-000946,-0.24585023480486395
ACH-000947,-0.12375173667603882
ACH-000948,-0.08516429104010034
ACH-000950,-0.03452924787317647
ACH-000953,-0.19769324059562024
ACH-000954,0.015554571184377596
ACH-000957,0.03401552684555766
ACH-000958,-0.1596686427659988
ACH-000960,-0.07663833733601329
ACH-000963,0.10723157226538464
ACH-000968,-0.1599957293964071
ACH-000969,-0.2726863402905094
ACH-000972,-0.3532967356699803
ACH-000973,-0.18907290454161305
ACH-000974,-0.11634948747296882
ACH-000978,-0.011458005157925126
ACH-000984,-0.016067941665768453
ACH-000986,-0.27336094597627963
ACH-000988,-0.03748246029711392
ACH-000993,-0.10315876978259997
ACH-000994,-0.1276775230305444
ACH-000996,-0.1877927088211725
ACH-001001,-0.11114095995388153
ACH-001020,-0.0148158904151763
ACH-001028,-0.1970185344329785
ACH-001031,0.02038622917998376
ACH-001038,-0.04893549459854827
ACH-001048,-0.08386119775702483
ACH-001050,-0.1000277365303734
ACH-001053,-0.20751057583440552
ACH-001054,-0.15453386328340696
ACH-001061,-0.1395838838271676
ACH-001067,-0.0939193971113732
ACH-001075,0.030054746050201295
ACH-001096,-0.16250856047766307
ACH-001111,-0.06975056145642082
ACH-001119,-0.12921694865467284
ACH-001128,-0.04399537584325968
ACH-001134,-0.20623577641685584
ACH-001151,-0.16400411550693636
ACH-001163,-0.20010694665453052
ACH-001164,0.06210595361476514
ACH-001183,-0.0705777877940065
ACH-001192,-0.3217254707888307
ACH-001193,-0.13874129800859766
ACH-001196,0.0410696224415943
ACH-001197,0.026249408105965225
ACH-001205,-0.2766204535041793
ACH-001211,-0.025114856541130364
ACH-001212,-0.22088539320131906
ACH-001228,-0.21106708752059566
ACH-001232,-0.2537514890218611
ACH-001239,-0.112953844272164
ACH-001270,-0.20956115960472452
ACH-001274,0.02152067014122446
ACH-001275,-0.10905426391618307
ACH-001277,0.042769809429687285
ACH-001278,-0.016307451374123906
ACH-001280,-0.020224226248088974
ACH-001283,-0.02325140426759864
ACH-001289,-0.12946606812903416
ACH-001300,-0.012449173727444543
ACH-001301,-0.026453533812673558
ACH-001302,-0.402875772224454
ACH-001306,-0.09982042821065193
ACH-001318,-0.07863576720270242
ACH-001322,0.037776820393696835
ACH-001328,-0.16796752628741954
ACH-001332,0.2533931677705434
ACH-001336,-0.1850409986803691
ACH-001346,-0.17707517141137774
ACH-001353,-0.18749578934081984
ACH-001354,-0.21782617024356266
ACH-001367,-0.10665467390401599
ACH-001368,-0.13655997415869842
ACH-001374,-0.18294393639072887
ACH-001377,-0.06367583357895731
ACH-001380,-0.10693049996185404
ACH-001391,-0.29101474148821194
ACH-001408,-0.15227615263852678
ACH-001430,-0.4112175344411961
ACH-001431,-0.14382683885388906
ACH-001450,-0.016447636355549505
ACH-001496,-0.16782232780727616
ACH-001500,-0.002277858361535433
ACH-001523,-0.1743595587475298
ACH-001532,-0.09220543211915648
ACH-001550,-0.10158593830402536
ACH-001552,-0.2090592652374131
ACH-001554,-0.15528808847288836
ACH-001654,-0.034703627895346936
ACH-001735,-0.10372993027913194
ACH-001736,-0.051393630303767784
ACH-001737,-0.6382678288531632
ACH-001740,0.04783876185251919
ACH-001745,-0.11028076843379746
ACH-001765,-0.21029583618700465
