,RBFA (79863)
ACH-000402,-0.3165289997341197
ACH-000403,-0.2468320673183367
ACH-000404,-0.592374003840968
ACH-000406,-0.31613405487430524
ACH-000407,-0.1666333766831826
ACH-000408,-0.3720390773028254
ACH-000410,-0.19537329007107088
ACH-000411,-0.004776070262163287
ACH-000414,-0.2184877311546956
ACH-000415,-0.30074456361679225
ACH-000416,-0.2395075858068809
ACH-000420,-0.189779043457428
ACH-000421,-0.3715930792484905
ACH-000424,-0.328738736261421
ACH-000425,-0.2883698788384067
ACH-000426,-0.20647824601393236
ACH-000427,-0.19102679538379266
ACH-000433,-0.19018419920739152
ACH-000435,-0.279406407437065
ACH-000436,-0.11713711114353258
ACH-000444,-0.29491670216556404
ACH-000445,-0.22196471947294008
ACH-000448,-0.05913074151981226
ACH-000450,-0.1283151370364262
ACH-000452,-0.2838410611236484
ACH-000454,-0.4919447148281801
ACH-000458,-0.271345165425307
ACH-000459,-0.366758490980448
ACH-000460,-0.15572801607357842
ACH-000461,-0.4299029836041914
ACH-000463,-0.27351068495656883
ACH-000464,-0.020755391713393644
ACH-000466,-0.12143583935088754
ACH-000467,-0.5619095798944304
ACH-000468,-0.2845967838892252
ACH-000469,-0.2539161860881331
ACH-000470,-0.2850210052873529
ACH-000471,-0.1837045443283128
ACH-000472,-0.2157963275751688
ACH-000473,-0.2938881939874207
ACH-000475,-0.3630453322949265
ACH-000476,-0.3462192442777811
ACH-000477,-0.2079762171486479
ACH-000479,-0.0879340230138457
ACH-000480,-0.3107833223274209
ACH-000481,-0.22487492821755867
ACH-000483,-0.2692684370370344
ACH-000484,-0.3631802291829275
ACH-000485,-0.21877906502809166
ACH-000486,-0.0969297292837054
ACH-000487,-0.2846243555098581
ACH-000488,-0.3144046989782918
ACH-000490,-0.2941027210891533
ACH-000491,-0.3168799724698249
ACH-000495,-0.3121158877550572
ACH-000496,-0.18159882508302366
ACH-000499,-0.43955104838008574
ACH-000500,-0.6223125495160297
ACH-000502,-0.11411028569229513
ACH-000503,-0.2444752976464585
ACH-000505,-0.2550368116294237
ACH-000507,-0.5668265452109305
ACH-000510,-0.22399907265261607
ACH-000511,-0.1747121493078174
ACH-000512,-0.5167308126418627
ACH-000516,-0.07691938334103253
ACH-000517,-0.2654418530853801
ACH-000518,-0.4131703582498988
ACH-000520,-0.20608133780378468
ACH-000521,-0.25090820161050903
ACH-000522,-0.2568758608825815
ACH-000524,-0.30993242325484904
ACH-000527,-0.22461765184178226
ACH-000528,-0.3119060829998133
ACH-000537,-0.3552820786871987
ACH-000541,0.05343104437573718
ACH-000542,-0.17809773781908236
ACH-000544,-0.4515722916117326
ACH-000545,-0.2977932721877631
ACH-000547,-0.5745473298781204
ACH-000548,-0.2494015212997551
ACH-000549,-0.21117190297630986
ACH-000550,-0.17435498319883275
ACH-000552,-0.3218965087471101
ACH-000556,-0.3211129767830275
ACH-000557,-0.1538958786860774
ACH-000569,-0.1362095646728935
ACH-000570,-0.3920859230634311
ACH-000571,-0.20989638535500216
ACH-000573,-0.1645950413791103
ACH-000576,0.021096951806586762
ACH-000579,-0.43021971742594667
ACH-000580,-0.25912903180058144
ACH-000584,-0.07931858759806415
ACH-000585,-0.17602814218558346
ACH-000588,-0.2904218776794432
ACH-000589,-0.4041030632489118
ACH-000591,-0.10363432839773146
ACH-000593,-0.3263121626897946
ACH-000600,-0.2893771668575022
ACH-000601,-0.2765431985176597
ACH-000605,-0.2774673258229069
ACH-000606,-0.5190087024368992
ACH-000608,-0.2353990363833592
ACH-000614,-0.3108622225842453
ACH-000616,-0.18751472134143135
ACH-000618,-0.38526213619710586
ACH-000619,-0.4068360381090141
ACH-000620,-0.22662384135540176
ACH-000621,-0.1777900483137641
ACH-000622,-0.14362216805072353
ACH-000623,-0.3081873909097625
ACH-000624,-0.2756521094968601
ACH-000627,-0.2393750283180324
ACH-000630,-0.33303648353761833
ACH-000631,-0.6897896095986983
ACH-000632,-0.2315813999014143
ACH-000633,-0.22418039281931365
ACH-000637,-0.2802899225397267
ACH-000638,-0.19085040331675254
ACH-000646,-0.11822705535445133
ACH-000647,-0.4172304755995334
ACH-000648,-0.20461024721075025
ACH-000649,-0.2958046463016834
ACH-000651,-0.8026306631777237
ACH-000652,-0.3155347188960501
ACH-000653,-0.16674948216513066
ACH-000657,-0.2380828484607088
ACH-000658,-0.18552220462964486
ACH-000661,-0.2253093156523353
ACH-000662,0.28298187986865314
ACH-000663,-0.2200764103039228
ACH-000665,-0.20990710973680385
ACH-000671,-0.1722770712424954
ACH-000672,-0.18836125096416614
ACH-000673,-0.111587229387332
ACH-000676,-0.248032999841653
ACH-000677,-0.3832124779856558
ACH-000681,-0.20422210064713706
ACH-000683,-0.2561861440288697
ACH-000684,-0.17013353290394406
ACH-000688,-0.42413660144449744
ACH-000693,-0.4500397816755528
ACH-000694,-0.4885712978705389
ACH-000695,-0.15703694872648613
ACH-000696,-0.5196663814349847
ACH-000697,-0.5713160451197097
ACH-000699,-0.395086049157398
ACH-000701,-0.2327488988573677
ACH-000706,-0.4057989319641081
ACH-000711,-0.2465167325632797
ACH-000713,-0.14721782158658842
ACH-000714,-0.06810228894453738
ACH-000718,-0.2093767345116592
ACH-000720,-0.2634495900464271
ACH-000721,-0.0944891131941214
ACH-000724,-0.031931124141087966
ACH-000725,-0.3387912496656425
ACH-000732,-0.4960278527408935
ACH-000734,-0.3212244306537631
ACH-000735,-0.19107414380616825
ACH-000736,-0.10636552588144887
ACH-000738,-0.4431356466260817
ACH-000746,-0.27345407133116595
ACH-000747,-0.3157168246361025
ACH-000748,-0.25139962843747976
ACH-000753,-0.27989939259381497
ACH-000756,-0.21267872219598005
ACH-000757,-0.13983948971056076
ACH-000758,-0.5924541629599106
ACH-000760,-0.3235579676663552
ACH-000762,-0.17540534184409096
ACH-000763,-0.19908993873378986
ACH-000764,-0.26834220982343104
ACH-000765,-0.3376930404664397
ACH-000766,-0.25125394355165553
ACH-000767,-0.2637417579597773
ACH-000768,-0.22853959987275915
ACH-000769,-0.2598909099430445
ACH-000770,-0.2995708769025877
ACH-000771,-0.4107486106888682
ACH-000773,-0.2582425631496436
ACH-000776,-0.2098425741889772
ACH-000777,-0.16009873099805322
ACH-000778,-0.3456490218826145
ACH-000781,-0.174184119379693
ACH-000782,-0.3641472799861559
ACH-000783,-0.2340264645046815
ACH-000784,-0.6500512318344404
ACH-000785,-0.34894488344628066
ACH-000787,-0.4074647017728894
ACH-000788,-0.18256590181662746
ACH-000791,-0.2209550991443868
ACH-000792,-0.2329694276860788
ACH-000794,-0.35391089464760483
ACH-000796,-0.2762195849097245
ACH-000798,-0.17291669883338684
ACH-000799,-0.1519620764627058
ACH-000800,-0.1972086974175733
ACH-000802,-0.40240372631850574
ACH-000804,-0.13958822539036644
ACH-000805,-0.3802048083315691
ACH-000809,-0.2935262254718153
ACH-000810,-0.05142537893779345
ACH-000811,-0.2816354396798605
ACH-000817,-0.08048409914273516
ACH-000819,-0.3372015566375669
ACH-000820,0.04365932305635035
ACH-000821,-0.006693842584358797
ACH-000822,-0.19932046026187555
ACH-000823,-0.4229266886916071
ACH-000824,-0.1497681245699296
ACH-000827,-0.10142016710769527
ACH-000829,-0.12686998179233394
ACH-000831,-0.5293038296120568
ACH-000832,-0.4243683389203917
ACH-000833,-0.4454144140873888
ACH-000834,-0.21927101747017555
ACH-000835,-0.44848138444362107
ACH-000836,-0.20927327409805765
ACH-000837,-0.3028218998782869
ACH-000838,-0.0772794105370707
ACH-000839,-0.24989700422637945
ACH-000840,-0.08885817720322473
ACH-000841,-0.3395816806354166
ACH-000843,-0.6050031268269233
ACH-000846,-0.3141458127905605
ACH-000847,-0.4673716049559422
ACH-000848,-0.22971216296603986
ACH-000849,-0.14946361532348126
ACH-000851,-0.3729510686233705
ACH-000855,-0.3640068885513709
ACH-000856,-0.3205579897441272
ACH-000858,-0.6978204607765806
ACH-000859,-0.16341484685489244
ACH-000861,-0.2299625209725359
ACH-000862,-0.4346070181943854
ACH-000865,-0.5253046932766009
ACH-000866,-0.1625255312141331
ACH-000867,-0.16166723726166374
ACH-000869,-0.35019178962086256
ACH-000872,-0.049023992648240436
ACH-000873,-0.3167511624237344
ACH-000876,-0.4152826848797325
ACH-000878,-0.4188258251983096
ACH-000880,-0.16368257088301588
ACH-000881,-0.29702488577605546
ACH-000882,-0.2529962895843936
ACH-000884,-0.29276691629292895
ACH-000885,-0.4282263872477539
ACH-000887,-0.2422551281855533
ACH-000889,-0.03643959458462198
ACH-000896,-0.2726702539769475
ACH-000898,-0.06865777750360477
ACH-000900,-0.19065133898881406
ACH-000901,-0.1491589206479897
ACH-000905,-0.14848663811719945
ACH-000906,-0.3178117894415256
ACH-000907,-0.1780645024146188
ACH-000910,-0.3919893279956255
ACH-000911,-0.389202484780824
ACH-000912,-0.14947694108671042
ACH-000913,-0.145492336476293
ACH-000915,-0.5122022388078699
ACH-000916,-0.13296746631549566
ACH-000917,-0.34311005335600586
ACH-000920,-0.16052865181506565
ACH-000921,-0.4237571776856817
ACH-000924,-0.3446712588345446
ACH-000926,-0.2821550241323153
ACH-000928,-0.2274128081456044
ACH-000929,-0.43290291842770573
ACH-000932,-0.2392258724756392
ACH-000935,-0.1063646339393038
ACH-000936,-0.4436081213348135
ACH-000937,-0.2765803457168643
ACH-000938,-0.2248852115436175
ACH-000939,-0.4784934714119643
ACH-000941,-0.2879333753564849
ACH-000943,-0.3620261640389764
ACH-000946,-0.22191498624837455
ACH-000947,-0.3052727317862416
ACH-000948,-0.42353294977060413
ACH-000950,-0.1400371630163983
ACH-000953,-0.09405556338878694
ACH-000954,-0.15480847766957376
ACH-000957,-0.2090996380413664
ACH-000958,-0.2288626566552649
ACH-000960,-0.07287707382091088
ACH-000963,-0.18450242004713213
ACH-000968,-0.3644117025099409
ACH-000969,-0.5605878144296007
ACH-000972,-0.2753507944344696
ACH-000973,-0.422837548829984
ACH-000974,-0.1307475071835532
ACH-000978,-0.17731985546992302
ACH-000984,-0.3165954379541288
ACH-000986,-0.2784426068256877
ACH-000988,-0.16558915884931438
ACH-000993,0.02793361405720634
ACH-000994,-0.5614242255475876
ACH-000996,-0.054143566880555466
ACH-001001,-0.26790435932609946
ACH-001020,-0.3314483225392121
ACH-001028,-0.2891237602688089
ACH-001031,-0.23418562620617756
ACH-001038,-0.264872719475704
ACH-001048,-0.2480735240749333
ACH-001050,-0.03717304702348328
ACH-001053,-0.010850163544636205
ACH-001054,-0.2915176488491291
ACH-001061,-0.31895058729342457
ACH-001067,-0.07195711671216164
ACH-001075,-0.3761116424340045
ACH-001096,-0.4326406221036398
ACH-001111,-0.3795790107233848
ACH-001119,-0.011247040442314928
ACH-001128,-0.3524115027255826
ACH-001134,-0.16271510410105994
ACH-001151,-0.3334185943533228
ACH-001163,-0.3815905714308431
ACH-001164,-0.190258692137586
ACH-001183,-0.14652699550313925
ACH-001192,-0.3665999157603789
ACH-001193,-0.027228245631186348
ACH-001196,-0.3542205992553486
ACH-001197,-0.2461173929514688
ACH-001205,-0.12313491452817253
ACH-001211,-0.08784089346327349
ACH-001212,-0.10110943441048878
ACH-001228,-0.20033269585079494
ACH-001232,-0.28145943051141553
ACH-001239,-0.25836630111804404
ACH-001270,-0.5818623590849674
ACH-001274,-0.4351643241945943
ACH-001275,-0.25557587222030553
ACH-001277,-0.10231724468624656
ACH-001278,-0.25392233781500073
ACH-001280,-0.32229089807012745
ACH-001283,-0.1650879741759491
ACH-001289,-0.14082764831945407
ACH-001300,-0.1729103434529079
ACH-001301,-0.24159993283522824
ACH-001302,-0.27618462983540626
ACH-001306,-0.23001867544493546
ACH-001318,-0.41579539573713625
ACH-001322,-0.24235347739794685
ACH-001328,-0.17685856507821426
ACH-001332,-0.2052783501947211
ACH-001336,-0.3229301198784831
ACH-001346,-0.4355709802343552
ACH-001353,-0.052993286048512944
ACH-001354,-0.4703274436464099
ACH-001367,-0.3023802120034483
ACH-001368,-0.4044928786664605
ACH-001374,0.04623933699237287
ACH-001377,-0.18583489530385688
ACH-001380,-0.4034396378019695
ACH-001391,-0.1243390073744349
ACH-001408,-0.11930706971936858
ACH-001430,-0.3645405969709575
ACH-001431,-0.1674001363903855
ACH-001450,-0.4514246819037698
ACH-001496,-0.5753287785589678
ACH-001500,-0.4793072553591501
ACH-001523,-0.5447129180623871
ACH-001532,-0.273466369307937
ACH-001550,-0.4206976079310599
ACH-001552,-0.21266029445022025
ACH-001554,-0.3620857821943792
ACH-001654,-0.2607019026599937
ACH-001735,-0.06475119922606233
ACH-001736,-0.16766585431211709
ACH-001737,-0.2887735207905921
ACH-001740,-0.07775187249506944
ACH-001745,-0.11984889910988447
ACH-001765,-0.2750483473624579
