,DCPS (28960)
ACH-000198,-0.5104751481569131
ACH-000203,-0.8229774968556115
ACH-000204,-0.0554815309507412
ACH-000206,-0.12334865141125648
ACH-000207,-0.5397427752801721
ACH-000208,-0.15093415448042236
ACH-000210,-0.34322402996070234
ACH-000211,-0.1407770497809385
ACH-000215,-0.1673229995077605
ACH-000221,0.012227413310825304
ACH-000222,-0.3217201260078177
ACH-000223,-0.2477220415492704
ACH-000226,-0.4393269286217496
ACH-000227,-0.30213193701194985
ACH-000228,-0.3897695385004163
ACH-000231,-0.24657296187515984
ACH-000232,-0.2799056736147173
ACH-000233,-0.5900716753071344
ACH-000234,-0.407591601284924
ACH-000235,-0.3098737316490897
ACH-000237,-0.3071607820617815
ACH-000238,-0.5081931271476655
ACH-000242,-0.3202650524387198
ACH-000243,-0.41352979671683976
ACH-000244,-0.323069350811413
ACH-000246,-0.4438378787842407
ACH-000248,-0.00991313705615812
ACH-000250,-0.2614440414225424
ACH-000251,-0.3233176287783622
ACH-000252,-0.5161751133819796
ACH-000253,-0.2148554743158507
ACH-000255,-0.5717578263357234
ACH-000256,-0.2813506619790964
ACH-000257,-0.5610601096704793
ACH-000258,-0.4182133844905331
ACH-000259,-0.5201737379112336
ACH-000260,-0.2369757192909529
ACH-000261,-0.2284437553332253
ACH-000262,-0.6563845534483275
ACH-000263,-0.21413962171515985
ACH-000264,-0.16099352012706308
ACH-000265,-0.4844966498310901
ACH-000266,-0.2338368999092027
ACH-000272,-0.3273181700874156
ACH-000274,-0.08787553483634143
ACH-000277,-0.07889739006223619
ACH-000278,-0.3528582292843586
ACH-000279,-0.6399061147995533
ACH-000280,-0.439844736082747
ACH-000281,-0.6898770123768355
ACH-000288,-0.5222701481102451
ACH-000291,-0.14772617058492754
ACH-000293,-0.2813975642170625
ACH-000294,-0.3803087543475809
ACH-000295,-0.5732322928035979
ACH-000296,-0.5443059221393961
ACH-000302,0.007559171121681919
ACH-000304,-0.3514709777618711
ACH-000307,-0.5897391637880386
ACH-000308,-0.16856724610221455
ACH-000310,-0.3866577707981904
ACH-000311,-0.1435870475150093
ACH-000312,-0.3224406452545137
ACH-000315,-0.8407892343307178
ACH-000316,-0.6073126183376824
ACH-000317,-0.4075764627942022
ACH-000318,-0.3491952804035237
ACH-000319,-0.3473783783072093
ACH-000320,-0.4554949144689863
ACH-000322,-0.3011753264490608
ACH-000323,-0.15204788731834085
ACH-000324,-0.4073555822091121
ACH-000329,-0.08268752472539732
ACH-000330,-0.36203950759610215
ACH-000331,-0.29514056598119004
ACH-000332,-0.19536838946565052
ACH-000334,-0.3262048862938969
ACH-000335,-0.7942861133421484
ACH-000336,0.051210662776816886
ACH-000337,-0.3476175295576836
ACH-000338,-0.5282898547158205
ACH-000339,-0.41257669009081854
ACH-000341,-0.3438465547655343
ACH-000348,-0.14252418450882806
ACH-000350,-0.2475381574976409
ACH-000352,-0.1917168995218795
ACH-000356,-0.4512548052042558
ACH-000361,-0.4709433945463323
ACH-000362,-0.409716427397252
ACH-000363,0.032747482089801716
ACH-000364,-0.5679182946917607
ACH-000365,-0.6623399959593141
ACH-000366,-0.36865323353279417
ACH-000368,-0.24602852363199595
ACH-000374,-0.901902237453698
ACH-000375,-0.5857082307954127
ACH-000376,-0.21597081310291644
ACH-000381,-0.408938482608722
ACH-000383,-0.2574278863564272
ACH-000387,-0.4160861394870855
ACH-000389,-0.15438255312282806
ACH-000390,-0.21789438816383755
ACH-000393,-0.3132360522204841
ACH-000395,-0.29128466864023106
ACH-000396,-0.34794422254684115
ACH-000397,-0.11196325542748732
ACH-000401,-0.20582310394113246
ACH-000402,-0.4014752820127359
ACH-000403,-0.11483992204508475
ACH-000404,-0.42025379776544414
ACH-000406,-0.059962912415197814
ACH-000407,-0.3403308449552673
ACH-000408,-0.6090443268859422
ACH-000410,-0.1936456438284256
ACH-000411,-0.5655416804702251
ACH-000414,-0.17459043336392446
ACH-000415,-0.3874538234831635
ACH-000416,-0.10156607014735412
ACH-000420,-0.31696713785254804
ACH-000421,-0.1606292662778772
ACH-000424,-0.4612950861129858
ACH-000425,-0.21628465505202654
ACH-000426,-0.2124111387573953
ACH-000427,-0.4487780059228428
ACH-000433,-0.2932493728245679
ACH-000435,-0.18535811178837705
ACH-000436,-0.2246727186584292
ACH-000444,-0.3037688138231053
ACH-000445,-0.5138381536106893
ACH-000448,-0.16595518786096247
ACH-000450,-0.20491153533387405
ACH-000452,-0.3849472987901785
ACH-000454,-0.6252402454870593
ACH-000458,-0.5104223004873489
ACH-000459,-0.4562844129275401
ACH-000460,-0.4986916107164654
ACH-000461,-0.3760258626527663
ACH-000463,-0.12258916662808488
ACH-000464,-0.21452135157822388
ACH-000466,-0.2585876324070772
ACH-000467,-0.2129122173915429
ACH-000468,-0.41749920066772617
ACH-000469,-0.0707083345002335
ACH-000470,-0.2438344772925861
ACH-000471,-0.29942914719432884
ACH-000472,-0.2719971087414434
ACH-000473,-0.3227742519633787
ACH-000475,-0.22309353778414295
ACH-000476,-0.17990563163167272
ACH-000477,-0.2645636514799189
ACH-000479,-0.273112500644597
ACH-000480,-0.2968940444095303
ACH-000481,-0.32229505822782484
ACH-000483,-0.2789379256487113
ACH-000484,-0.32705520718334624
ACH-000485,-0.3039498245541259
ACH-000486,-0.4004682510766974
ACH-000487,-0.4778663562629959
ACH-000488,-0.326213856148254
ACH-000490,-0.4631804234457499
ACH-000491,-0.07762611042022922
ACH-000495,-0.6374336820284829
ACH-000496,-0.4594447183970289
ACH-000499,-0.4026014347196377
ACH-000500,-0.49902806147548706
ACH-000502,-0.5193073415974548
ACH-000503,-0.5998363927030178
ACH-000505,-0.3268038507437753
ACH-000507,-0.1647768659183466
ACH-000510,-0.3606452774211473
ACH-000511,-0.1141504650742953
ACH-000512,-0.266920793449547
ACH-000516,-0.12083475428039267
ACH-000517,-0.20296613842554456
ACH-000518,-0.4710809535943805
ACH-000520,-0.3721773701242684
ACH-000521,-0.3294472311520628
ACH-000522,-0.4536010509181623
ACH-000524,-0.18890832438237387
ACH-000527,-0.17391950910790446
ACH-000528,-0.08696687346703945
ACH-000537,-0.3348815322666451
ACH-000541,0.10116314456937156
ACH-000542,-0.626452038933001
ACH-000544,-0.6276415355704887
ACH-000545,-0.5585859980353315
ACH-000547,-0.2622939801502839
ACH-000548,-0.6278074404558882
ACH-000549,-0.3453063927074885
ACH-000550,-0.18819454510336944
ACH-000552,-0.5957844850300477
ACH-000556,-0.12135697994203692
ACH-000557,-0.11057287714329027
ACH-000569,-0.22590167071989614
ACH-000570,-0.31937948511530434
ACH-000571,-0.17807783162250004
ACH-000573,-0.5689294893343771
ACH-000576,-0.3125855832016812
ACH-000579,-0.0012470057480232705
ACH-000580,-0.2882047506155211
ACH-000584,-0.4618018124139111
ACH-000585,-0.6647790092384434
ACH-000588,-0.6679170326564837
ACH-000589,-0.05828119436827112
ACH-000591,-0.2917533492664501
ACH-000593,-0.5611660688508014
ACH-000600,-0.2442565689616143
ACH-000601,-0.5606504956146989
ACH-000605,-0.3878181786061177
ACH-000606,-0.5534269205848368
ACH-000608,-0.3408412322416852
ACH-000614,-0.4119458714171924
ACH-000616,-0.45018539868129387
ACH-000618,-0.4762779311174353
ACH-000619,-0.7987386398920459
ACH-000620,-0.4032273150607493
ACH-000621,-0.26623179938766184
ACH-000622,-0.2272905380808804
ACH-000623,-0.27574456431807115
ACH-000624,-0.5249009708125291
ACH-000627,-0.5308952039338101
ACH-000630,-0.6741848013210997
ACH-000631,-0.43340331949770494
ACH-000632,-0.3588985396644213
ACH-000633,-0.13454153317172932
ACH-000637,-0.2236017287951679
ACH-000638,-0.3135334732592668
ACH-000646,-0.3091017915944637
ACH-000647,-0.3375484406379521
ACH-000648,-0.3830303181748619
ACH-000649,-0.4949137980083239
ACH-000651,-0.5020306885962028
ACH-000652,-0.5140807861905828
ACH-000653,-0.1422401340662835
ACH-000657,-0.14331118818621116
ACH-000658,-0.20407947167510693
ACH-000661,-0.2276516760877534
ACH-000662,-0.15852283854585394
ACH-000663,-0.3922875696059184
ACH-000665,-0.272249358351323
ACH-000671,-0.5315371461041858
ACH-000672,-0.05579646715218809
ACH-000673,-0.16058043681532128
ACH-000676,-0.6137842112878263
ACH-000677,-0.4002786411554985
ACH-000681,-0.4689978842011101
ACH-000683,-0.2937159425286486
ACH-000684,-0.8323315538681609
ACH-000688,-0.29847014517217113
ACH-000693,-0.6354309849403119
ACH-000694,-0.4248170481348016
ACH-000695,-0.217125978293298
ACH-000696,-0.4071608837620767
ACH-000697,-0.14626382315257264
ACH-000699,-0.18760909627702
ACH-000701,-0.3135106961949713
ACH-000706,-0.3539732986305252
ACH-000711,-0.38625957379482745
ACH-000713,-0.6376146810504605
ACH-000714,-0.3462469040242127
ACH-000718,-0.05503173479687961
ACH-000720,-0.4691716278538415
ACH-000721,-0.7344671832445494
ACH-000724,-0.4533243799284973
ACH-000725,-0.2864372705980685
ACH-000732,-0.7018898331122356
ACH-000734,-0.4190963052569723
ACH-000735,-0.7653650802295382
ACH-000736,-0.5115795908847183
ACH-000738,-0.11784297688506686
ACH-000746,0.02173092303729461
ACH-000747,-0.4646369729886136
ACH-000748,-0.5307339106203817
ACH-000753,-0.5263066757730358
ACH-000756,-0.0950631982644741
ACH-000757,-0.3344824557062888
ACH-000758,-0.22108170937692614
ACH-000760,-0.387843449407644
ACH-000762,-0.6649374905799658
ACH-000763,0.004718480634458962
ACH-000764,-0.7297852240113014
ACH-000765,-0.5651846131267113
ACH-000766,-0.2037049307874878
ACH-000767,-0.0949371991337356
ACH-000768,-0.5079080302302559
ACH-000769,-0.3339557888355126
ACH-000770,-0.4746252671693381
ACH-000771,-0.5570964337319415
ACH-000773,-0.4477833730398737
ACH-000776,-0.5515967443280534
ACH-000777,-0.9592396285475376
ACH-000778,-0.2911453733383453
ACH-000781,-0.4713798528900873
ACH-000782,-0.5685551269670372
ACH-000783,-0.08416938192327382
ACH-000784,-0.35660178137074233
ACH-000785,-0.23972444429957865
ACH-000787,-0.5020721786175882
ACH-000788,-0.4604694741539337
ACH-000791,-0.21019200598060456
ACH-000792,-0.5474560994500896
ACH-000794,-0.8219038620187463
ACH-000796,-0.30418265026704466
ACH-000798,-0.12462884635669468
ACH-000799,-0.16802876185545124
ACH-000800,-0.3124402688879807
ACH-000802,-0.4770732550863241
ACH-000804,-0.4831726780278896
ACH-000805,-0.10701284768572054
ACH-000809,-0.4698489432078501
ACH-000810,-0.7724103743007905
ACH-000811,-0.25343574185362583
ACH-000817,-0.5036490849922398
ACH-000819,-0.4123786656995775
ACH-000820,-0.5264306765029333
ACH-000821,-0.07519565562500323
ACH-000822,-0.09203269022943364
ACH-000823,-0.5611348216520821
ACH-000824,-0.3023122222369652
ACH-000827,-0.34080888428016176
ACH-000829,-0.4565997528062372
ACH-000831,-0.6987437699940486
ACH-000832,-0.9026156239086104
ACH-000833,-0.6869641669576196
ACH-000834,-0.5129685993258211
ACH-000835,-0.5049628633548469
ACH-000836,-0.600020578126785
ACH-000837,-0.3482956544523516
ACH-000838,-0.21532646619589088
ACH-000839,-0.4520064345764188
ACH-000840,-0.40502674971128816
ACH-000841,-0.13710109698113426
ACH-000843,-0.2988808315429861
ACH-000846,-0.2390903207785005
ACH-000847,-0.4635076297652098
ACH-000848,-0.5288462345731308
ACH-000849,-0.08368118157954535
ACH-000851,-0.3884822986062272
ACH-000855,-0.3920367762092535
ACH-000856,-0.37192745942060906
ACH-000858,-0.03906586432326173
ACH-000859,-0.5232128219633102
ACH-000861,-0.12254818689827822
ACH-000862,-0.23433463022325104
ACH-000865,-0.21629595910945884
ACH-000866,-0.3004021561476921
ACH-000867,0.039448792794169414
ACH-000869,-0.31437093083425355
ACH-000872,-0.5082876629488119
ACH-000873,-0.7575450895182873
ACH-000876,-0.2460968332859378
ACH-000878,-0.5026888396807285
ACH-000880,-0.3688015593182309
ACH-000881,-0.2719987068794556
ACH-000882,-0.7105968712655392
ACH-000884,-0.3109942430224074
ACH-000885,-0.1822727926494337
ACH-000887,-0.5654305077884614
ACH-000889,-0.5309083687225682
ACH-000896,-0.5279396131437486
ACH-000898,-0.05773381419752713
ACH-000900,-0.3333080524088654
ACH-000901,-0.20548477530234854
ACH-000905,-0.4253061550916452
ACH-000906,-0.6481067569219745
ACH-000907,-0.39965280222869054
ACH-000910,-0.18729290227752324
ACH-000911,-0.29983768552763657
ACH-000912,-0.6511818489277362
ACH-000913,-0.3506334263174041
ACH-000915,-0.15332759173685775
ACH-000916,-0.5307663879302777
ACH-000917,-0.5170588107728308
ACH-000920,-0.2780851618150241
ACH-000921,-0.3032490852895138
ACH-000924,-0.4908006024751324
ACH-000926,-0.20835405286176506
ACH-000928,-0.08130067859519477
ACH-000929,-0.5454395956107749
ACH-000932,-0.3477288127762791
ACH-000935,-0.4424145728925252
ACH-000936,-0.4440347255266151
ACH-000937,-0.9375413851936459
ACH-000938,-0.7211677555723572
ACH-000939,-0.43619661725084496
ACH-000941,-0.26373395399976435
ACH-000943,-0.4018687481839132
ACH-000946,-0.4702062255784829
ACH-000947,-0.0013713319615024856
ACH-000948,-0.33703194808542075
ACH-000950,-0.360970573909437
ACH-000953,-0.4464782508985353
ACH-000954,-0.3880881989574357
ACH-000957,-0.35125230966830473
ACH-000958,-0.5022171565684659
ACH-000960,-0.5669859167601113
ACH-000963,-0.3555060293498314
ACH-000968,-0.5587568743237438
ACH-000969,-0.12954616479325187
ACH-000972,-0.5655354600064556
ACH-000973,-0.4789026890515162
ACH-000974,-0.18076176791055096
ACH-000978,-0.39906413369835214
ACH-000984,-0.3156930025315601
ACH-000986,-0.5438973097829201
ACH-000988,-0.2578213562163568
ACH-000993,-0.20054595930630192
ACH-000994,-0.021478218307918233
ACH-000996,-0.21744124764919429
ACH-001001,-0.14585547651824654
ACH-001020,-0.3009101990345083
ACH-001028,-0.2531700492469717
ACH-001031,-0.2938664301091983
ACH-001038,-0.10689324288060564
ACH-001048,-0.5970671969661917
ACH-001050,-0.2304526712419326
ACH-001053,-0.5595221129546575
ACH-001054,-0.6737262294334361
ACH-001061,-0.6849660181876812
ACH-001067,-0.34519759654257715
ACH-001075,-0.5844406429302057
ACH-001096,-0.5419690038431322
ACH-001111,-0.4889589046081946
ACH-001119,-0.4085385002699628
ACH-001128,-0.577575024584851
ACH-001134,-0.35595237236204297
ACH-001151,-0.3110970938961011
ACH-001163,-0.1711509830214347
ACH-001164,-0.3694618886549721
ACH-001183,-0.2953029012062336
ACH-001192,-0.39207093348776817
ACH-001193,-0.520933695526121
ACH-001196,-0.42117215672602976
ACH-001197,-0.5387195149388245
ACH-001205,-0.4270154393568769
ACH-001211,-0.44219888163813065
ACH-001212,0.24982932162273835
ACH-001228,-0.2346498219323581
ACH-001232,-0.05949734260891348
ACH-001239,-0.27876377780897593
ACH-001270,-0.10184052906245536
ACH-001274,-0.4453209728675519
ACH-001275,-0.4402949673504468
ACH-001277,-0.3339588069861067
ACH-001278,-0.22139979528805084
ACH-001280,-0.2338076860424016
ACH-001283,-0.6819750151837831
ACH-001289,-0.3730716491224478
ACH-001300,-0.1959743053256265
ACH-001301,-0.09280411948586073
ACH-001302,-0.29692030464490504
ACH-001306,-0.416798194302995
ACH-001318,-0.5026590162439748
ACH-001322,-0.260204439386724
ACH-001328,-0.5564207394975619
ACH-001332,-0.6498815545923191
ACH-001336,-0.5378508573183485
ACH-001346,-0.5910248266361284
ACH-001353,-0.22755917403492354
ACH-001354,-0.1719298953675855
ACH-001367,-0.6211901209735226
ACH-001368,-0.28208263351357393
ACH-001374,-0.5665330490577667
ACH-001377,-0.20724694381463385
ACH-001380,-0.4331413075612876
ACH-001391,-0.19478337123819325
ACH-001408,-0.3469888312203654
ACH-001430,-0.4672401728484842
ACH-001431,-0.2620290699767294
ACH-001450,-0.8548986361260653
ACH-001496,-0.4981564413640636
ACH-001500,-0.3336150119741123
ACH-001523,-0.4954272197623994
ACH-001532,-0.2710971005216369
ACH-001550,-0.2521159090957919
ACH-001552,-0.20344114782124556
ACH-001554,-0.35763156828381554
ACH-001654,-0.4399144052620205
ACH-001735,-0.32800402086403224
ACH-001736,-0.5968217765943897
ACH-001737,-0.3227805277541751
ACH-001740,-0.4106097318407299
ACH-001745,-0.4462108369596202
ACH-001765,-0.5457118804975869
