,TPI1 (7167)
ACH-000004,-0.7073206589198664
ACH-000005,-0.6864493884961143
ACH-000007,-0.4939772636089231
ACH-000009,-0.8161595993236365
ACH-000011,-0.7298544551679119
ACH-000012,-0.7074900486406241
ACH-000013,-0.4899110520531461
ACH-000014,-1.01520392708988
ACH-000015,-0.7070422364371545
ACH-000017,-0.5641120181354347
ACH-000018,-0.8948114352430824
ACH-000019,-0.5188421069253031
ACH-000021,-0.9555149405614816
ACH-000022,-0.5985277204368343
ACH-000025,-0.9394343763995094
ACH-000028,-0.8105916028875192
ACH-000030,-0.8697290594305138
ACH-000035,-0.9323075966145664
ACH-000036,-0.9193423805342054
ACH-000037,-0.5947343758084768
ACH-000039,-0.6900770113746262
ACH-000040,-0.5136582387963102
ACH-000041,-0.5935940826569926
ACH-000042,-0.8005585718694698
ACH-000045,-0.6586537763497724
ACH-000047,-0.4334485475473367
ACH-000052,-0.678833409337371
ACH-000053,-0.3544178403519995
ACH-000054,-0.5304304038770982
ACH-000055,-1.039398708502176
ACH-000060,-0.7058024431237281
ACH-000067,-0.5686452387517008
ACH-000070,-0.8493495968958553
ACH-000075,-0.5992753907906063
ACH-000078,-0.4444526464314955
ACH-000082,-0.4410279571665234
ACH-000085,-0.8115503398902741
ACH-000086,-0.623774308134063
ACH-000087,-0.6316370496494954
ACH-000092,-0.4104209396784058
ACH-000095,-0.6768547410132882
ACH-000097,-0.4068704153881142
ACH-000098,-0.7491031632286358
ACH-000099,-0.8435188678222212
ACH-000108,-0.9567965961653052
ACH-000113,-0.6417163083609162
ACH-000116,-0.7761795308141333
ACH-000118,-0.6964994901059096
ACH-000120,-0.3469783059314574
ACH-000123,-0.6053160545316699
ACH-000127,-0.920293539389213
ACH-000128,-0.5127871570935845
ACH-000132,-0.4637011272524539
ACH-000133,-0.8201236395746289
ACH-000137,-0.6432249022680699
ACH-000138,-0.9918341636427058
ACH-000142,-1.0402690998941309
ACH-000143,-0.7980518654633206
ACH-000146,-0.5353831200441074
ACH-000148,-0.7980483281511553
ACH-000150,-0.7903326485025641
ACH-000152,-0.5363584488492984
ACH-000153,-0.4268826562252716
ACH-000159,-0.6425410835668224
ACH-000160,-0.8500277440073919
ACH-000163,-1.0133238231136954
ACH-000167,-0.2194179617548524
ACH-000168,-0.4842920876190529
ACH-000169,-0.7050160236338333
ACH-000178,-0.9106861679491804
ACH-000183,-0.9201468088167106
ACH-000188,-0.8700012175377712
ACH-000189,-0.9658988664426248
ACH-000190,-0.8964530486109031
ACH-000198,-0.6853221452424537
ACH-000203,-0.9970529331956188
ACH-000204,-0.7231802139178675
ACH-000206,-0.9362989805008448
ACH-000207,-0.8459783371786594
ACH-000208,-1.056772358882023
ACH-000210,-0.7061415658987272
ACH-000211,-0.5603686401348476
ACH-000215,-0.6514248453238232
ACH-000221,-0.839277555156682
ACH-000222,-0.6549821272250561
ACH-000223,-0.6225623746326882
ACH-000226,-0.7483249212062465
ACH-000227,-0.7888456401895118
ACH-000228,-0.9503826786917696
ACH-000231,-0.7183004315810259
ACH-000232,-0.7841337554805126
ACH-000233,-0.7113770020785425
ACH-000234,-0.6364726036801529
ACH-000235,-0.7873121311715535
ACH-000237,-0.8911422759652791
ACH-000238,-0.9063788491312916
ACH-000242,-0.7895128677357071
ACH-000243,-1.0248751467606143
ACH-000244,-0.6925736786038911
ACH-000246,-0.7241742103832751
ACH-000248,-0.7493129286947262
ACH-000250,-0.8917729878502935
ACH-000251,-0.7967250465790068
ACH-000252,-0.6614249354539822
ACH-000253,-0.66084008013459
ACH-000255,-0.8921112972864947
ACH-000256,-0.7548610165905718
ACH-000257,-0.8245582480725078
ACH-000258,-0.6521439538179425
ACH-000259,-0.9700621068925698
ACH-000260,-0.9094017202433984
ACH-000261,-0.9024277675698652
ACH-000262,-0.7293023476272871
ACH-000263,-0.7695141868088762
ACH-000264,-0.489839627643558
ACH-000265,-0.7517519506197398
ACH-000266,-0.5052513852092954
ACH-000272,-0.5502464999027665
ACH-000274,-0.7097580912844634
ACH-000277,-0.3888061851087067
ACH-000278,-0.7898366538830636
ACH-000279,-0.9407087692991646
ACH-000280,-0.8929744803976981
ACH-000281,-0.9518685971281172
ACH-000288,-0.8145464017197911
ACH-000291,-0.2951101859664032
ACH-000293,-0.5207074865671659
ACH-000294,-1.3806614060049416
ACH-000295,-0.9484693336070604
ACH-000296,-0.8740653330412886
ACH-000302,-0.8200398759926567
ACH-000304,-0.4476283545454808
ACH-000307,-0.7591331345734649
ACH-000308,-0.37399163789098494
ACH-000310,-0.2596062777155208
ACH-000311,-0.5791337338809468
ACH-000312,-0.7088363172368823
ACH-000315,-0.8387653239439621
ACH-000316,-1.0907730286443325
ACH-000317,-1.2367000675993836
ACH-000318,-0.6838636314096658
ACH-000319,-0.9191101588067362
ACH-000320,-0.9200219693196968
ACH-000322,-1.0298314095609349
ACH-000323,-0.828597028823455
ACH-000324,-0.7474705522730832
ACH-000329,-0.3690104031870934
ACH-000330,-0.551483473004952
ACH-000331,-0.8296723914985823
ACH-000332,-0.5514136130936829
ACH-000334,-0.7541348902938002
ACH-000335,-0.7005310770599198
ACH-000336,-0.7384218025130523
ACH-000337,-0.36916444751068
ACH-000338,-1.3109480908141804
ACH-000339,-0.8291316109082422
ACH-000341,-0.7564542101153855
ACH-000348,-0.6641177506167284
ACH-000350,-0.6519022791038548
ACH-000352,-0.557615467914924
ACH-000356,-0.4624436110494809
ACH-000361,-0.7691036245092224
ACH-000362,-0.5439247228522125
ACH-000363,-0.2288265823522495
ACH-000364,-0.7600324399093679
ACH-000365,-0.7835574338497008
ACH-000366,-1.0541145138217474
ACH-000368,-0.5904201512195905
ACH-000374,-0.9223663978494678
ACH-000375,-0.8138868190636095
ACH-000376,-0.5163134196382442
ACH-000381,-0.9370382092978418
ACH-000383,-0.5480383194115771
ACH-000387,-0.7928246970825004
ACH-000389,-0.6715465528396624
ACH-000390,-0.466889913828828
ACH-000393,-0.5413960333557832
ACH-000395,-1.1047079240969948
ACH-000396,-0.7164573196632613
ACH-000397,-0.3910416179548162
ACH-000401,-0.8245658256134933
ACH-000402,-0.753987731949583
ACH-000403,-0.6592002640992758
ACH-000404,-0.9456894637351472
ACH-000406,-0.9667629197364234
ACH-000407,-1.0881872360522091
ACH-000408,-0.8057529837528447
ACH-000410,-0.7683134577114155
ACH-000411,-0.6780768348535237
ACH-000414,-0.5118566356374463
ACH-000415,-0.9819052651202944
ACH-000416,-0.7576943471550579
ACH-000420,-0.4936055662942938
ACH-000421,-0.7871139275427406
ACH-000424,-0.9356633585730164
ACH-000425,-0.5974880832067476
ACH-000426,-0.6634898743913497
ACH-000427,-0.4102348260775271
ACH-000433,-0.7314227838325369
ACH-000435,-0.8876615720353381
ACH-000436,-0.4046280877810319
ACH-000444,-0.8910121739920129
ACH-000445,-0.9887101109033386
ACH-000448,-0.5432784099273839
ACH-000450,-0.5306738999639455
ACH-000452,-0.6475311701480114
ACH-000454,-0.99448780779212
ACH-000458,-0.8930070352476495
ACH-000459,-0.9867185722615432
ACH-000460,-0.7987516824930964
ACH-000461,-0.8825791976039753
ACH-000463,-0.88254619737715
ACH-000464,-0.9662571832896834
ACH-000466,-0.5465967279379573
ACH-000467,-0.6037817365432692
ACH-000468,-0.7776899226812874
ACH-000469,-0.4745826588512215
ACH-000470,-0.9989811369679104
ACH-000471,-0.7847885163295027
ACH-000472,-0.5592561000887601
ACH-000473,-0.4575189277438031
ACH-000475,-0.6407285852500353
ACH-000476,-0.3680941216436587
ACH-000477,-0.8516844811734711
ACH-000479,-0.6164689188898226
ACH-000480,-0.6091826621487393
ACH-000481,-0.7442079460358415
ACH-000483,-0.6841218336430083
ACH-000484,-0.5980618502319666
ACH-000485,-0.6810715729208721
ACH-000486,-0.7315773125196205
ACH-000487,-0.7608402319013912
ACH-000488,-0.7619005856764496
ACH-000490,-0.5848504866080986
ACH-000491,-0.4996841674849061
ACH-000495,-0.8800375508736996
ACH-000496,-1.208698964421318
ACH-000499,-1.0025912546708375
ACH-000500,-0.8162138339725934
ACH-000502,-0.8537321747738853
ACH-000503,-0.8422297282429294
ACH-000505,-0.7438638594213551
ACH-000507,-0.5527765815978405
ACH-000510,-0.7262973470525556
ACH-000511,-1.02850309618925
ACH-000512,-0.8083963786946163
ACH-000516,-0.2997324335247004
ACH-000517,-0.6439368846819433
ACH-000518,-0.5810980486706055
ACH-000520,-0.8212702778973722
ACH-000521,-0.6768713164495392
ACH-000522,-0.973458697990381
ACH-000524,-0.34472268345185936
ACH-000527,-0.6946475854626101
ACH-000528,-0.2835678981430337
ACH-000537,-0.9328791296974996
ACH-000541,-0.4330351026799275
ACH-000542,-0.9030649989206704
ACH-000544,-0.7967639260207376
ACH-000545,-0.9590413701816212
ACH-000547,-0.6754018746029046
ACH-000548,-0.7572367381631774
ACH-000549,-0.9732763301577922
ACH-000550,-0.8226216705881417
ACH-000552,-0.5590260950679102
ACH-000556,-0.4620031857435524
ACH-000557,-0.44873405700829344
ACH-000569,-0.3480881246929536
ACH-000570,-0.7390148591081233
ACH-000571,-0.5626663544549482
ACH-000573,-0.4924780152341295
ACH-000576,-0.47595591265723397
ACH-000579,-0.7806693280703187
ACH-000580,-0.6739102688002332
ACH-000584,-1.0045476034755219
ACH-000585,-0.6157104548927931
ACH-000588,-0.9498527340128036
ACH-000589,-0.7356456898345146
ACH-000591,-0.8059693399922865
ACH-000593,-0.6633010576159338
ACH-000600,-0.5855219065087675
ACH-000601,-0.7052241438416215
ACH-000605,-0.501351749404465
ACH-000606,-1.069013684497809
ACH-000608,-0.5783178442670526
ACH-000614,-0.768469223673818
ACH-000616,-0.717466687808606
ACH-000618,-0.7013948011676308
ACH-000619,-0.7504272122730798
ACH-000620,-0.657165432589645
ACH-000621,-0.6349006506384497
ACH-000622,-0.6448357442440568
ACH-000623,-0.5861405989101132
ACH-000624,-0.7341400382142552
ACH-000627,-1.028302177941132
ACH-000630,-0.9344470613179142
ACH-000631,-0.8346471913360385
ACH-000632,-1.2169572688193022
ACH-000633,-0.7439263526946709
ACH-000637,-0.8402040437830551
ACH-000638,-0.8248206753456787
ACH-000646,-0.5390600902794926
ACH-000647,-0.5702326060642612
ACH-000648,-0.8156158456507419
ACH-000649,-1.0102167649912432
ACH-000651,-0.4471447373566221
ACH-000652,-0.9747741336855478
ACH-000653,-0.7436961035254962
ACH-000657,-0.527587163063598
ACH-000658,-0.43396500635239343
ACH-000661,-1.0656177726136742
ACH-000662,-1.003468989229918
ACH-000663,-0.8122782722651206
ACH-000665,-1.0515794953986801
ACH-000671,-0.5104880015884127
ACH-000672,-1.0780242187145896
