,HEPHL1 (341208)
ACH-000004,0.10806079473943077
ACH-000005,-0.034618880701678574
ACH-000007,0.2175879311264337
ACH-000009,-0.04092236327274307
ACH-000011,0.24499946073699014
ACH-000012,0.09888223182700577
ACH-000013,0.04338564090541034
ACH-000014,0.16400130991519588
ACH-000015,0.10462444327166068
ACH-000017,0.04981454572276922
ACH-000018,0.07143152553917585
ACH-000019,0.03035731385742737
ACH-000021,0.038913210401000764
ACH-000022,0.08633692286557854
ACH-000025,0.08673687120212081
ACH-000028,0.034835950870145294
ACH-000030,0.14974073605748325
ACH-000035,0.19152445360324705
ACH-000036,0.16875454098236234
ACH-000037,0.1385217491870591
ACH-000039,0.09482553484257207
ACH-000040,0.002694845032182487
ACH-000041,0.08962171488180408
ACH-000042,-0.17214835618491858
ACH-000045,0.24548320282405306
ACH-000047,0.1493823459671593
ACH-000052,-0.020508380983309142
ACH-000053,0.03019062841796288
ACH-000054,0.13519203795544613
ACH-000055,-0.04760746514607735
ACH-000060,0.2876410124405693
ACH-000067,0.16334320004312186
ACH-000070,-0.0205649962065198
ACH-000075,0.0953322954703773
ACH-000078,0.014883526197700324
ACH-000082,0.042930875132232885
ACH-000085,0.13360966420526865
ACH-000086,0.02970889367956997
ACH-000087,-0.07603387183116575
ACH-000092,0.12159136674685116
ACH-000095,0.15810128880399674
ACH-000097,0.11716864842504668
ACH-000098,0.11009468845415593
ACH-000099,0.05259625353642533
ACH-000108,0.005182519701563197
ACH-000113,0.17688917079501432
ACH-000116,-0.01508127017576752
ACH-000118,-0.07940864570716291
ACH-000120,0.08181164546143736
ACH-000123,0.14014654493707945
ACH-000127,0.11198947824008508
ACH-000128,0.038255274754768386
ACH-000132,0.029802996384422964
ACH-000133,0.05073489930493552
ACH-000137,-0.10230580458303483
ACH-000138,0.03982947419756925
ACH-000142,0.11532514778507465
ACH-000143,0.12368850322498096
ACH-000146,0.03404178556270091
ACH-000148,0.01634593284211947
ACH-000150,0.07160363675576815
ACH-000152,0.109551214099229
ACH-000153,0.020223199899158297
ACH-000159,0.10182560408880978
ACH-000160,0.1723495389901842
ACH-000163,0.07743236673458502
ACH-000167,-0.2120756276055852
ACH-000168,-0.030270940027919867
ACH-000169,0.07369642218219308
ACH-000178,-0.018953793776428585
ACH-000183,0.04962757268439506
ACH-000188,0.16621321937132208
ACH-000189,0.1682822599095762
ACH-000190,0.058796882351446075
ACH-000198,0.09097868916354296
ACH-000203,-0.06752760364845084
ACH-000204,0.13401410524743046
ACH-000206,-0.048819153652808436
ACH-000207,-0.0724181558333472
ACH-000208,0.061848659422831666
ACH-000210,0.34948326869135354
ACH-000211,0.1085028452661149
ACH-000215,-0.0022561255051587923
ACH-000221,0.15703346466960472
ACH-000222,-0.020239615900866682
ACH-000223,0.16878796639140692
ACH-000226,0.04916719483001653
ACH-000227,-0.006050365491359844
ACH-000228,0.01070930196026622
ACH-000231,0.10088166982005008
ACH-000232,0.05687153131430736
ACH-000233,0.106130371698172
ACH-000234,0.17118806059918804
ACH-000235,0.07571129006310433
ACH-000237,-0.011172710910091735
ACH-000238,0.2050999943952865
ACH-000242,0.2506258200030841
ACH-000243,0.15420407635895247
ACH-000244,0.004459849597867168
ACH-000246,-0.0027396238055797874
ACH-000248,-0.011661490715242265
ACH-000250,0.027778409007009414
ACH-000251,0.21805239962163214
ACH-000252,0.14699702106006582
ACH-000253,0.1231464825728499
ACH-000255,0.05281349469097476
ACH-000256,-0.07558252440656373
ACH-000257,0.2387441489452111
ACH-000258,0.15927830818459104
ACH-000259,0.00843343000339696
ACH-000260,0.032054109047964595
ACH-000261,0.036769882889783334
ACH-000262,-0.01777926767750625
ACH-000263,0.03663350795974393
ACH-000264,0.10220312154747883
ACH-000265,-0.0105606752434012
ACH-000266,0.05673951697056054
ACH-000272,0.0938006964307874
ACH-000274,0.004028600714009329
ACH-000277,0.03230619882443559
ACH-000278,-0.09470419905459213
ACH-000279,0.0285645135927017
ACH-000280,0.1681691608533433
ACH-000281,-0.2017893809677618
ACH-000288,0.0246749228654798
ACH-000291,-0.0038346145737257202
ACH-000293,0.12330760310406078
ACH-000294,-0.11431305355635255
ACH-000295,0.1329356506493847
ACH-000296,0.07685487360278004
ACH-000302,0.0282248408093006
ACH-000304,-0.03569052260513838
ACH-000307,0.11193888808075264
ACH-000308,0.045979661930520624
ACH-000310,-0.07040513142459524
ACH-000311,0.14327844412856364
ACH-000312,0.06715756250821066
ACH-000315,-0.04398145900938247
ACH-000316,0.054803026376685236
ACH-000317,0.07808651377779287
ACH-000318,0.09894415111026418
ACH-000319,0.050699917743358
ACH-000320,0.1963398473275797
ACH-000322,0.1660064744570725
ACH-000323,0.015363969078991478
ACH-000324,0.10322685165221196
ACH-000329,0.13504888277431168
ACH-000330,0.19162613081124466
ACH-000331,0.17620451816063146
ACH-000332,0.07921756862400746
ACH-000334,0.03821863337141385
ACH-000335,0.15941784539890316
ACH-000336,0.10014286942653583
ACH-000337,-0.07184865732180071
ACH-000338,-0.4829934767855745
ACH-000339,0.008290396999343691
ACH-000341,0.1027106615180475
ACH-000348,0.060752789265241136
ACH-000350,-0.09496073969099844
ACH-000352,0.10099969192490717
ACH-000356,0.0919494643358178
ACH-000361,0.07713380702131839
ACH-000362,-0.0453060069630644
ACH-000363,-0.13137813542467924
ACH-000364,0.1524449475859984
ACH-000365,0.060018298169216285
ACH-000366,0.004036961178106164
ACH-000368,0.06771187207777332
ACH-000374,-0.013085571574899629
ACH-000375,-0.06570463460041373
ACH-000376,0.08158929320686015
ACH-000381,0.03357667527745147
ACH-000383,0.06645914833024175
