,PHOX2A (401)
ACH-000004,-0.06886539164549682
ACH-000005,-0.3876101383552775
ACH-000007,0.028446944555502007
ACH-000009,-0.004319852791047915
ACH-000011,-0.2207488171509311
ACH-000012,-0.17782378212900046
ACH-000013,-0.10588059207650603
ACH-000014,-0.11249251895586984
ACH-000015,-0.06653163769309821
ACH-000017,-0.17420362185021634
ACH-000018,-0.04555023438573918
ACH-000019,-0.06931161988363198
ACH-000021,-0.08898077188455801
ACH-000022,-0.04867874936004032
ACH-000025,-0.003102570576544699
ACH-000028,-0.3002139403976462
ACH-000030,-0.13558107980454742
ACH-000035,-0.08519806669212956
ACH-000036,-0.13660345254344472
ACH-000037,-0.19540094088533272
ACH-000039,-0.18889212091194305
ACH-000040,-0.1106019064832664
ACH-000041,-0.12519092818944594
ACH-000042,-0.15914663269670806
ACH-000045,-0.07960437616475413
ACH-000047,-0.13965340516371658
ACH-000052,-0.03134135964502139
ACH-000053,-0.13389626016588468
ACH-000054,-0.0010139609033523909
ACH-000055,-0.464224572806124
ACH-000060,-0.04965866573432373
ACH-000067,0.15050796657395207
ACH-000070,-0.1984379694728276
ACH-000075,0.1259013387107797
ACH-000078,-0.5948986507132429
ACH-000082,-0.05024976936635628
ACH-000085,-0.34831873075977265
ACH-000086,-0.17567612795361262
ACH-000087,0.08289435123558002
ACH-000092,-0.02251614938574153
ACH-000095,-0.021093040305446408
ACH-000097,-0.13354618675850052
ACH-000098,0.019185848603521315
ACH-000099,-0.0781182899872217
ACH-000108,-0.11939786947795235
ACH-000113,-0.18009792658469556
ACH-000116,-0.29952142456456143
ACH-000118,-0.07525663465763681
ACH-000120,-0.1287521841356332
ACH-000123,-0.1011208995917256
ACH-000127,-0.06549495838730827
ACH-000128,-0.2222069192611424
ACH-000132,-0.3239852579848707
ACH-000133,-0.2249540473708924
ACH-000137,-0.23013553458229716
ACH-000138,-0.20153307264792591
ACH-000142,-0.19518879668479766
ACH-000143,0.1167489159795675
ACH-000146,-0.19374211912593226
ACH-000148,-0.06993595202553671
ACH-000150,-0.2608786768484383
ACH-000152,-0.1118950794569377
ACH-000153,-0.09882079552287776
ACH-000159,-0.11624232045983905
ACH-000160,-0.3215247557968648
ACH-000163,-0.07046339943165801
ACH-000167,-0.08107857307664151
ACH-000168,-0.05154858183025208
ACH-000169,-0.10033139388363592
ACH-000178,-0.06288207265455631
ACH-000183,-0.2548597426954968
ACH-000188,-0.2841871748203522
ACH-000189,-0.3781069022068168
ACH-000190,-0.11721789000751764
ACH-000198,-0.11588158317867407
ACH-000203,-0.4963364847782161
ACH-000204,-0.04722232526226697
ACH-000206,-0.21344564409497613
ACH-000207,-0.21678433839542666
ACH-000208,-0.1670608328459983
ACH-000210,0.1601890091901161
ACH-000211,-0.057583421074464125
ACH-000215,-0.09539524144234317
ACH-000221,-0.08510464860066544
ACH-000222,-0.048339845740742335
ACH-000223,-0.08682390827025191
ACH-000226,-0.21986250464381452
ACH-000227,0.007093480223997446
ACH-000228,-0.19766376329116175
ACH-000231,-0.15973790182397732
ACH-000232,-0.020937125952723058
ACH-000233,-0.06751183830438612
ACH-000234,-0.11211848791760996
ACH-000235,-0.16791786655400018
ACH-000237,-0.11870891979098605
ACH-000238,-0.13521907945402162
ACH-000242,-0.23221337962345195
ACH-000243,-0.0033343349755223122
ACH-000244,-0.12273371682784795
ACH-000246,-0.07495243159856486
ACH-000248,-0.0691286392420996
ACH-000250,-0.15671240767664527
ACH-000251,-0.2044228505354392
ACH-000252,-0.376297407000678
ACH-000253,-0.0417305125182656
ACH-000255,-0.13933446680271785
ACH-000256,-0.2972616427908213
ACH-000257,-0.033773171347883525
ACH-000258,-0.17814160875819576
ACH-000259,-0.7033865525257078
ACH-000260,-0.2815695724478617
ACH-000261,-0.2123508926979284
ACH-000262,-0.08993360002729263
ACH-000263,-0.007659989780587566
ACH-000264,-0.15735481356226727
ACH-000265,-0.14505917367809076
ACH-000266,-0.13926504985107918
ACH-000272,0.03832411653647736
ACH-000274,-0.04388430404496725
ACH-000277,-0.164896314577853
ACH-000278,-0.20436153824562653
ACH-000279,-0.09968461435990666
ACH-000280,-0.2398395500309769
ACH-000281,-0.15854941540346676
ACH-000288,-0.1349120154914534
ACH-000291,-0.08751008335203098
ACH-000293,-0.16775801633536475
ACH-000294,-0.26768677924722545
ACH-000295,-0.050144072014291566
ACH-000296,-0.1769459143314101
ACH-000302,-0.20560338092536826
ACH-000304,0.0901274416758744
ACH-000307,-0.07746105748930858
ACH-000308,-0.19770191813499988
ACH-000310,-0.244274792123934
ACH-000311,-0.10203278236494648
ACH-000312,-0.41221380252826
ACH-000315,-0.1697226128573721
ACH-000316,-0.23251237576588754
ACH-000317,-0.17491048993330888
ACH-000318,-0.08610147547650382
ACH-000319,-0.2018649403406869
ACH-000320,0.03639999576617922
ACH-000322,-0.0969252062757597
ACH-000323,-0.0952841764588491
ACH-000324,-0.11436068627535195
ACH-000329,-0.052712694099725114
ACH-000330,-0.2253755936074037
ACH-000331,-0.2325047756213083
ACH-000332,-0.1714362366444081
ACH-000334,-0.01966558787487728
ACH-000335,-0.14505824690629224
ACH-000336,0.08552827712099094
ACH-000337,-0.1060045642980411
ACH-000338,-0.08813456370436706
ACH-000339,-0.15040650538132455
ACH-000341,-0.23005079415543414
ACH-000348,0.015724640704039842
ACH-000350,-0.3273519791107565
ACH-000352,-0.053781432696708036
ACH-000356,-0.06893467365709226
ACH-000361,-0.1268740504295297
ACH-000362,-0.12582666599799885
ACH-000363,-0.15514773382560762
ACH-000364,-0.285702683393012
ACH-000365,-0.14348634505236693
ACH-000366,-0.6869591820889398
ACH-000368,-0.1235058103589918
ACH-000374,-0.17042285673820948
ACH-000375,-0.1015726760504721
ACH-000376,-0.2067370853262753
ACH-000381,-0.0899705902389696
ACH-000383,-0.19331620361345106
ACH-000387,-0.0242308114300807
ACH-000389,-0.013628847602319036
ACH-000390,-0.19744991949966528
ACH-000393,-0.1249631705935288
ACH-000395,-0.2312271508881448
ACH-000396,-0.18437785009298124
ACH-000397,-0.2299612205104637
ACH-000401,-0.124907147751578
ACH-000402,-0.2502534709582698
ACH-000403,-0.06980720370462773
ACH-000404,0.20028486064724602
ACH-000406,-0.2520251115914321
ACH-000407,-0.3230415974593425
ACH-000408,-0.25623408989633456
ACH-000410,-0.08796148786246677
ACH-000411,-0.13830284644040072
ACH-000414,-0.08512283990369111
ACH-000415,-0.3309323920369214
ACH-000416,-0.08017515558664208
ACH-000420,-0.07071027670709525
ACH-000421,-0.15954291730654327
ACH-000424,0.02775076660239014
ACH-000425,-0.18289215799379835
ACH-000426,-0.24660666749852603
ACH-000427,-0.1860684185725863
ACH-000433,-0.266123643243796
ACH-000435,0.1247265166371286
ACH-000436,-0.13149468148615945
ACH-000444,-0.14043441267396534
ACH-000445,-0.008844756719214383
ACH-000448,-0.08363561623585009
ACH-000450,-0.19542743632606274
ACH-000452,-0.15652063477411338
ACH-000454,-0.030289968820509137
ACH-000458,-0.13355934591588894
ACH-000459,0.008710289556736703
ACH-000460,-0.2632149392085477
ACH-000461,-0.4578964826893995
ACH-000463,-0.17295416916246795
ACH-000464,-0.2397816917315703
ACH-000466,-0.07864678807788321
ACH-000467,-0.1282489437766475
ACH-000468,-0.0940024329915503
ACH-000469,-0.11995227446255292
ACH-000470,-0.2148002226068548
ACH-000471,-0.16447195020556274
ACH-000472,-0.161576801623956
ACH-000473,-0.1660118265484197
ACH-000475,-0.04488504009848149
ACH-000476,-0.2408877088775497
ACH-000477,-0.15455639278584402
ACH-000479,-0.0009634829740555193
ACH-000480,0.039717416068891225
ACH-000481,-0.09847684244815616
ACH-000483,-0.16774542088381586
ACH-000484,-0.06609226504560489
ACH-000485,-0.004045354703587792
ACH-000486,-0.11700618907344648
ACH-000487,-0.15332662570766026
ACH-000488,-0.12495257395576095
ACH-000490,-0.25670426077622016
ACH-000491,-0.2721922540721862
ACH-000495,-0.14681297398875967
ACH-000496,-0.1482794851759895
ACH-000499,-0.0067723032715724645
ACH-000500,-0.2812486976501368
ACH-000502,-0.12504674671058394
ACH-000503,-0.18122583331406286
ACH-000505,-0.1633171857981185
ACH-000507,-0.16744653656053707
ACH-000510,-0.054691024301201666
ACH-000511,-0.11066731478764227
ACH-000512,-0.2677332445002393
ACH-000516,-0.1645496382418589
ACH-000517,-0.19780222511893011
ACH-000518,-0.20330315603904933
ACH-000520,-0.1548733858984921
ACH-000521,-0.1354742921030479
ACH-000522,-0.15530655150860626
ACH-000524,-0.18142954078240048
ACH-000527,-0.17828455207399194
ACH-000528,-0.119532784934233
ACH-000537,-0.3567113624087772
ACH-000541,-0.2922179277838061
ACH-000542,-0.12789733086410154
ACH-000544,-0.3692527079822204
ACH-000545,-0.3100749239056196
ACH-000547,0.03214326194853926
ACH-000548,-0.460487652478901
ACH-000549,-0.1356915798903086
ACH-000550,-0.14172597503033765
ACH-000552,-0.004897747153303562
ACH-000556,-0.2779624738833892
ACH-000557,-0.11147873608979553
ACH-000569,0.1063129987580442
ACH-000570,0.011379506851584098
ACH-000571,-0.16591364383536705
ACH-000573,-0.14315151170415594
ACH-000576,-0.20566452560395546
ACH-000579,-0.0227752863811915
ACH-000580,-0.08005852542933091
ACH-000584,-0.3212862905885253
ACH-000585,-0.2886761077452318
ACH-000588,-0.1534275510429055
ACH-000589,-0.10372948417727933
ACH-000591,-0.13969816577162575
ACH-000593,-0.1946710012242865
ACH-000600,-0.3103754213514215
ACH-000601,-0.08766836062179519
ACH-000605,-0.3096011939498653
ACH-000606,-0.17658467972020453
ACH-000608,-0.2042725699350061
ACH-000614,-0.2959819474358659
ACH-000616,0.021780602917311872
ACH-000618,-0.2116842065382195
ACH-000619,-0.1173694272525717
ACH-000620,-0.07741876083406693
ACH-000621,-0.12749167460378202
ACH-000622,-0.15732272955588444
ACH-000623,0.04316976371134488
ACH-000624,-0.18684834721241306
ACH-000627,-0.13418102082765038
ACH-000630,-0.20688867226323465
ACH-000631,-0.1899042851658793
ACH-000632,-0.1396300618726463
ACH-000633,-0.2545240403216265
ACH-000637,-0.3823998816126377
ACH-000638,-0.19536611420859967
ACH-000646,-0.250675793665829
ACH-000647,-0.3630674695220271
ACH-000648,-0.3232559361470027
ACH-000649,-0.0974595201374408
ACH-000651,-0.10792469007658308
ACH-000652,-0.2019444492734537
ACH-000653,-0.20092575450759295
ACH-000657,-0.11099689716371874
ACH-000658,-0.2418808166667427
ACH-000661,-0.3588691168541808
ACH-000662,-0.08301125301476242
ACH-000663,-0.15980365088223136
ACH-000665,-0.4584983816657141
ACH-000671,-0.15544113795557354
ACH-000672,-0.6007587480480567
ACH-000673,-0.14817468239279866
ACH-000676,-0.05150908317461948
ACH-000677,-0.21436345301611084
ACH-000681,-0.11632751090195778
ACH-000683,-0.27491864417642364
ACH-000684,-0.03364789871986863
ACH-000688,-0.09641111199398604
ACH-000693,-0.12427230661943407
ACH-000694,-0.2064302827114619
ACH-000695,-0.11764007635760508
ACH-000696,-0.07073656238127278
ACH-000697,-0.1545400149830224
ACH-000699,-0.0984356424559625
ACH-000701,-0.2209332606219249
ACH-000706,-0.11770343664989245
ACH-000711,-0.07360936617489759
ACH-000713,-0.13319477211349384
ACH-000714,-0.1427182071800551
ACH-000718,0.075320373427953
ACH-000720,-0.07236523868173028
ACH-000721,-0.08744652868727705
ACH-000724,-0.01276087137201262
ACH-000725,-0.14080424348983253
ACH-000732,-0.30422296734730964
ACH-000734,-0.3191681948101238
ACH-000735,-0.0962235424905112
ACH-000736,-0.1341426592812164
ACH-000738,-0.11661797070351232
ACH-000746,-0.21555689897593944
ACH-000747,-0.21506655447171155
ACH-000748,-0.09766017046679364
ACH-000753,-0.12592213564156846
ACH-000756,-0.1341489035620017
ACH-000757,-0.14322756148997834
ACH-000758,-0.2353841795399936
ACH-000760,-0.2225191121177886
ACH-000762,-0.3119278990433096
ACH-000763,-0.1820850703407488
ACH-000764,-0.15996189842697092
ACH-000765,-0.3795164265373521
ACH-000766,-0.12593631421713833
ACH-000767,-0.2171784734458858
ACH-000768,0.06398378279602687
ACH-000769,-0.05314505517261179
ACH-000770,-0.24153640361391715
ACH-000771,-0.15985255921730646
ACH-000773,-0.31126953212257513
ACH-000776,-0.20855168896276471
ACH-000777,-0.16465221985142903
ACH-000778,-0.547953131818684
ACH-000781,-0.2138248001310873
ACH-000782,-0.16754016798026167
ACH-000783,-0.20058565509319634
ACH-000784,-0.15619540401962476
ACH-000785,-0.1129271932616284
ACH-000787,-0.11054553965059716
ACH-000788,-0.19203969632928689
ACH-000791,-0.05556984789445756
ACH-000792,-0.12242447559113895
ACH-000794,-0.17024090129433656
ACH-000796,-0.04277316268278075
ACH-000798,-0.33892767173624005
ACH-000799,0.028759370160858437
ACH-000800,0.07514693627235347
ACH-000802,-0.33964837986378466
ACH-000804,-1.3078714930454582
ACH-000805,-0.06273402286823458
ACH-000809,-0.02889679633087088
ACH-000810,-0.5638988825323932
ACH-000811,-0.12109258466959863
ACH-000817,-0.10531264851467284
ACH-000819,-0.2157055672678487
ACH-000820,-0.2400128461209151
ACH-000821,-0.2923554205895821
ACH-000822,-0.22147414675102176
ACH-000823,-0.037429025520354035
ACH-000824,-0.1322041778098789
ACH-000827,-0.26482700165144385
ACH-000829,-0.11389896910125565
ACH-000831,-0.1970640148280217
ACH-000832,-0.2181692435131473
ACH-000833,-0.19000099374580076
ACH-000834,-0.15179253093574627
ACH-000835,0.04312755480804872
ACH-000836,-0.07156702039082713
ACH-000837,-0.08771983151379141
ACH-000838,-0.3067114885140363
ACH-000839,-0.21951764608130647
ACH-000840,-0.3513710594025992
ACH-000841,-0.06746754431159191
ACH-000843,-0.301336982947095
ACH-000846,-0.31324378887491616
ACH-000847,-0.17813395596358794
ACH-000848,-0.20869452432538785
ACH-000849,-0.1562007706052231
ACH-000851,-0.24593917766697415
ACH-000855,-0.08843741441014094
ACH-000856,-0.1596859202738409
ACH-000858,-0.0553072209310651
ACH-000859,-0.16548666714933466
ACH-000861,-0.15069430280339902
ACH-000862,-0.1609081880284979
ACH-000865,-0.25614249850251297
ACH-000866,-0.12353865082986795
ACH-000867,-0.16221960260771814
ACH-000869,0.05286013186122169
ACH-000872,-0.1815519002337516
ACH-000873,0.018149045551874347
ACH-000876,-0.1970174815171348
ACH-000878,-0.07422554521097813
ACH-000880,-0.14587339609083436
ACH-000881,0.03241694399866935
ACH-000882,-0.2867906472602434
ACH-000884,-0.18120860218212476
ACH-000885,-0.06431956059220682
ACH-000887,-0.1566889969132763
ACH-000889,-0.07739460105242099
ACH-000896,-0.1977199753263708
ACH-000898,-0.24433632627174906
ACH-000900,-0.1363023870714229
ACH-000901,-0.3278668445035135
ACH-000905,-0.06515538491190387
ACH-000906,-0.2265457836222345
ACH-000907,-0.024055258778750168
ACH-000910,-0.2030937751145494
ACH-000911,-0.10141079172145008
ACH-000912,-0.21601112659822852
ACH-000913,-0.1212272619620046
ACH-000915,-0.0249800927967766
ACH-000916,-0.04476183281236168
ACH-000917,-0.2780848979620922
ACH-000920,0.20786095006926594
ACH-000921,-0.14578145507862025
ACH-000924,-0.13999866067131314
ACH-000926,-0.09717053311064663
ACH-000928,0.12193629503577805
ACH-000929,-0.44592782077463855
ACH-000932,-0.07068155937737126
ACH-000935,-0.21669566515459565
ACH-000936,-0.1414551253147875
ACH-000937,-0.1565495912745571
ACH-000938,-0.0576459214044689
ACH-000939,-0.062419258870568574
ACH-000941,-0.19312258154894468
ACH-000943,-0.15245403644425476
ACH-000946,-0.0727336188956994
ACH-000947,-0.06152452871036771
ACH-000948,-0.04132339418946935
ACH-000950,0.011189931848317116
ACH-000953,-0.23560409739915894
ACH-000954,-0.1866232990907684
ACH-000957,-0.22344122853363668
ACH-000958,-0.3295671922184425
ACH-000960,-0.17958146852076154
ACH-000963,-0.04923610698626455
ACH-000968,-0.2075311216496746
ACH-000969,-0.2538524426329713
ACH-000972,-0.08971945963959335
ACH-000973,-0.11787735634549396
ACH-000974,-0.1274083906459468
ACH-000978,0.03295114186002498
ACH-000984,-0.18755317877604707
ACH-000986,-0.3076715846367475
ACH-000988,-0.2512862193965173
ACH-000993,-0.2476190770670024
ACH-000994,-0.2848275049943009
ACH-000996,0.003887034615274811
ACH-001001,-0.06859466979268629
ACH-001020,-0.004372432968901108
ACH-001028,-0.16618645643905475
ACH-001031,-0.08904534348569232
ACH-001038,-0.07685663268401907
ACH-001048,-0.1180246640362885
ACH-001050,-0.15267104232418555
ACH-001053,-0.06578550247669426
ACH-001054,-0.11173884327727594
ACH-001061,-0.2812591852993556
ACH-001067,-0.16611063817512575
ACH-001075,-0.1208757365120678
ACH-001096,-0.04147204640275965
ACH-001111,-0.25159682977895353
ACH-001119,-0.2407808284160689
ACH-001128,-0.07088931034259158
ACH-001134,-0.12447189773703793
ACH-001151,-0.2034425541867824
ACH-001163,-0.17280611656796555
ACH-001164,-0.172631233945755
ACH-001183,-0.1354946846394283
ACH-001192,-0.15736562969245907
ACH-001193,-0.16532294031443398
ACH-001196,-0.17733881733981574
ACH-001197,-0.2174285194495788
ACH-001205,0.11064045925133292
ACH-001211,-0.3113251235706531
ACH-001212,-0.12494206560490775
ACH-001228,-0.10680107437398018
ACH-001232,-0.07865184451330325
ACH-001239,-0.06172354771636086
ACH-001270,0.11792536673424606
ACH-001274,-0.10403986914929883
ACH-001275,-0.08461604137469711
ACH-001277,-0.2217296755316342
ACH-001278,-0.017074506146251632
ACH-001280,-0.06687671016215496
ACH-001283,-0.1551439394450091
ACH-001289,-0.22234240052807336
ACH-001300,-0.3057197524327607
ACH-001301,-0.7403287422781557
ACH-001302,-0.852068324330761
ACH-001306,-0.10265273482547868
ACH-001318,0.0004863443216098923
ACH-001322,-0.018466530583866683
ACH-001328,-0.1887443946949072
ACH-001332,0.1569003108976739
ACH-001336,-0.17133371395116348
ACH-001346,-0.2333702690950609
ACH-001353,-0.15542498678799505
ACH-001354,-0.7398004449708601
ACH-001367,-0.49862855460930294
ACH-001368,-0.11190635779669636
ACH-001374,0.012788087833751129
ACH-001377,0.05441861363504105
ACH-001380,-0.13670885709754296
ACH-001391,0.02985297175413702
ACH-001408,-0.2718071382354123
ACH-001430,0.10397187569671623
ACH-001431,-0.05250021833602469
ACH-001450,-0.2496243560176115
ACH-001496,-0.2713102455176012
ACH-001500,-0.05523885318115949
ACH-001523,-0.1895604436536308
ACH-001532,-0.11310156947330485
ACH-001550,-0.30542873013608696
ACH-001552,-0.1931877427242706
ACH-001554,-0.1158013229092464
ACH-001654,-0.13652401174471726
ACH-001735,-0.22042472482252087
ACH-001736,-0.2275262845581921
ACH-001737,-0.3199108248696165
ACH-001740,-0.05937750513979601
ACH-001745,-0.04244723865745343
ACH-001765,-0.12109832448858647
