,SPATA5L1 (79029)
ACH-000329,-0.9506452340688252
ACH-000330,-1.0447308598282443
ACH-000331,-1.0374359081508775
ACH-000332,-1.1643907262492
ACH-000334,-0.6125945569688066
ACH-000335,-0.9305982593848976
ACH-000336,-1.1466241263178356
ACH-000337,-1.1561363116007108
ACH-000338,-1.2570386109036706
ACH-000339,-1.0204216220310829
ACH-000341,-0.5667478891173031
ACH-000348,-0.9660984822074236
ACH-000350,-1.170245406786483
ACH-000352,-1.06242564575954
ACH-000356,-1.3559166772270372
ACH-000361,-1.3522393517787124
ACH-000362,-1.1226079877019914
ACH-000363,-0.7658303998586748
ACH-000364,-1.0955594057237878
ACH-000365,-0.9562384466931132
ACH-000366,-1.1671015797476665
ACH-000368,-1.4039789301776426
ACH-000374,-1.1799659850486344
ACH-000375,-0.9915830691567956
ACH-000376,-1.1458092819987618
ACH-000381,-1.1175275345837656
ACH-000383,-1.0988372945356908
ACH-000387,-1.1284371038404406
ACH-000389,-1.2462493693355907
ACH-000390,-0.9880573778659728
ACH-000393,-0.9557957717854022
ACH-000395,-1.012125977664702
ACH-000396,-0.7199698310215383
ACH-000397,-0.9599491147602583
ACH-000401,-1.1718720498934572
ACH-000402,-1.0675611679706607
ACH-000403,-0.9033105145176404
ACH-000404,-1.0277914620750401
ACH-000406,-1.2536806176208568
ACH-000407,-1.0690344753794967
ACH-000408,-1.542548522151986
ACH-000410,-1.306406546490494
ACH-000411,-1.2349023149128695
ACH-000414,-1.1205477055619233
ACH-000415,-1.369400022596952
ACH-000416,-1.120917486221939
ACH-000420,-1.1039759696920797
ACH-000421,-1.1042361021862497
ACH-000424,-0.974532145662379
ACH-000425,-1.2097989111655891
ACH-000426,-0.9903076019073136
ACH-000427,-0.6742783661093331
ACH-000433,-1.0127277881002517
ACH-000435,-0.9887888978636888
ACH-000436,-0.9424741158339472
ACH-000444,-0.9427864414642908
ACH-000445,-1.017953349245168
ACH-000448,-1.1182363883686344
ACH-000450,-1.4006181041324228
ACH-000452,-1.244997309849812
ACH-000454,-1.26289879865393
ACH-000458,-1.4320368099205147
ACH-000459,-1.3415431883355666
ACH-000460,-1.0471022922065762
ACH-000461,-0.9742923582059592
ACH-000463,-1.0106330398699557
ACH-000464,-1.1857921569297836
ACH-000466,-1.1127409742483143
ACH-000467,-1.3573205978039389
ACH-000468,-1.0519572195827256
ACH-000469,-1.023321869250958
ACH-000470,-1.1879515553102973
ACH-000471,-1.1283333818105248
ACH-000472,-1.1785258898814015
ACH-000473,-1.677258742910836
ACH-000475,-1.0743121885402211
ACH-000476,-1.0444344859779426
ACH-000477,-1.1334271813227317
ACH-000479,-1.0974975241979892
ACH-000480,-1.4211442432756682
ACH-000481,-1.1795790142770832
ACH-000483,-1.144117463848174
ACH-000484,-1.0179748943117175
ACH-000485,-1.0067769033435892
ACH-000486,-1.2716573820580086
ACH-000487,-1.0278843239322206
ACH-000488,-1.071865358200537
ACH-000490,-0.9603867340769748
ACH-000491,-0.8343346273938886
ACH-000495,-1.0587502072238644
ACH-000496,-1.1244393801798096
ACH-000499,-1.1553491649554362
ACH-000500,-1.1639068844868854
ACH-000502,-1.2164938429009664
ACH-000503,-1.254130600488827
ACH-000505,-1.0788506290592697
ACH-000507,-1.1926577035211074
ACH-000510,-1.0038707988457671
ACH-000511,-1.1861600983106113
ACH-000512,-0.8357300614065641
ACH-000516,-0.6601849253827534
ACH-000517,-1.0387026557856998
ACH-000518,-1.652412920994098
ACH-000520,-1.0465678355594847
ACH-000521,-0.9834010845886776
ACH-000522,-1.2104254809826591
ACH-000524,-0.9536611217810608
ACH-000527,-1.1969213394074003
ACH-000528,-1.1563071708518275
ACH-000537,-1.152784204893876
ACH-000541,-0.7865615748462877
ACH-000542,-1.1242713965810391
ACH-000544,-1.173626579304936
ACH-000545,-1.0718274794671945
ACH-000547,-1.4967574987874668
ACH-000548,-1.1983527072960996
ACH-000549,-1.200943570774473
ACH-000550,-1.2789417504229197
ACH-000552,-1.4125121775966354
ACH-000556,-1.1384017459092812
ACH-000557,-0.8672537479554792
ACH-000569,-1.2594759227921992
ACH-000570,-1.2672808451026565
ACH-000571,-1.1835537877810396
ACH-000573,-1.0288234242691041
ACH-000576,-1.1874006450350203
ACH-000579,-0.88748829085052
ACH-000580,-1.099172760629856
ACH-000584,-1.2145738851015015
ACH-000585,-1.1487066683124487
ACH-000588,-1.3636127410076309
ACH-000589,-1.1392152918071288
ACH-000591,-1.1275533719318602
ACH-000593,-1.161446410311758
ACH-000600,-1.2056883698633072
ACH-000601,-1.028041257302537
ACH-000605,-1.1538425513989816
ACH-000606,-1.222326030478958
ACH-000608,-0.7666034112860253
ACH-000614,-1.2110931798273623
ACH-000616,-1.1588976595519571
ACH-000618,-1.4544459064065804
ACH-000619,-1.307481813367718
ACH-000620,-1.1876600638825825
ACH-000621,-0.8256349614745075
ACH-000622,-1.117208622952634
ACH-000623,-1.1484469210871746
ACH-000624,-1.0807394861581543
ACH-000627,-1.038806967017246
ACH-000630,-1.1263848050688643
ACH-000631,-1.0242761398509246
ACH-000632,-1.334795804809793
ACH-000633,-0.9331931801292054
ACH-000637,-1.2172972658806025
ACH-000638,-1.2970131174898414
ACH-000646,-0.7003334195564959
ACH-000647,-1.034541134629302
ACH-000648,-0.906726590913304
ACH-000649,-1.2254899271002748
ACH-000651,-1.0325238513375927
ACH-000652,-1.1416575960580335
ACH-000653,-1.0406539511031598
ACH-000657,-0.8665903043590291
ACH-000658,-0.8050054893928377
ACH-000661,-1.297569914165445
ACH-000662,-0.7514339761012998
ACH-000663,-1.555696854189873
ACH-000665,-1.0439924210046625
ACH-000671,-1.3496834245204536
ACH-000672,-1.3273328507405755
ACH-000673,-0.915984045675356
ACH-000676,-1.1588702336470258
ACH-000677,-1.247337724734044
ACH-000681,-1.2898126527987082
ACH-000683,-1.1419246179412663
ACH-000684,-1.3661790113233607
ACH-000688,-0.938776335599574
ACH-000693,-1.1439444189944412
ACH-000694,-1.089456126764201
ACH-000695,-0.5777069954566375
ACH-000696,-1.1987224204918103
ACH-000697,-0.8044627549552673
ACH-000699,-0.8413861286061973
ACH-000701,-0.9052694292415616
ACH-000706,-1.0017580591500341
ACH-000711,-1.0628195420162108
ACH-000713,-1.1450341394605452
ACH-000714,-1.1796975250575237
ACH-000718,-0.8945180607095766
ACH-000720,-1.262623589438275
ACH-000721,-1.0104216656023584
ACH-000724,-0.6330952106296294
ACH-000725,-0.74518455660251
ACH-000732,-1.4286274904795653
ACH-000734,-1.0682372738318953
ACH-000735,-1.1520820555455644
ACH-000736,-1.0823199651297724
ACH-000738,-0.9874893406872646
ACH-000746,-0.8320552666819907
ACH-000747,-1.1718888852251914
ACH-000748,-1.0870929233227296
ACH-000753,-1.3889834385488022
ACH-000756,-1.0332092422712484
ACH-000757,-1.2525391541938198
ACH-000758,-0.8115875187523344
ACH-000760,-1.1277977395198822
ACH-000762,-1.1647202993312886
ACH-000763,-0.3953149506542848
ACH-000764,-1.0221609349307543
ACH-000765,-1.258921865547691
ACH-000766,-1.0037734559820015
ACH-000767,-0.6621839910482962
ACH-000768,-1.2948870133238992
ACH-000769,-1.1826524821017406
ACH-000770,-1.2048154276731222
ACH-000771,-1.227020207336836
ACH-000773,-1.0854628683150256
ACH-000776,-1.0850101714547429
ACH-000777,-1.3310315547347589
ACH-000778,-0.9608250820037848
ACH-000781,-1.3691644175595779
ACH-000782,-1.0988886579695445
ACH-000783,-0.5564906400529179
ACH-000784,-1.281992681717261
ACH-000785,-0.7143751607415681
ACH-000787,-1.2977924304171364
ACH-000788,-1.0445348293829289
ACH-000791,-1.1218795962653092
ACH-000792,-1.2009482697783846
ACH-000794,-1.028334994905268
ACH-000796,-0.998412031697418
ACH-000798,-1.4941689129389208
ACH-000799,-0.7971482949079997
ACH-000800,-1.4791422865795645
ACH-000802,-1.2823080675445728
ACH-000804,-1.2832343001236357
ACH-000805,-1.2006459473578608
ACH-000809,-0.9358154283883716
ACH-000810,-1.3102771973914071
ACH-000811,-1.0624035212070468
ACH-000817,-1.0954128541145274
ACH-000819,-1.241107547903231
ACH-000820,-1.399519337639355
ACH-000821,-1.5091482676161527
ACH-000822,-0.9477544788782188
ACH-000823,-1.25747287989138
ACH-000824,-1.181134050220919
ACH-000827,-1.2877176106075523
ACH-000829,-0.8538346579904407
ACH-000831,-1.200102390410811
ACH-000832,-1.1684441682453033
ACH-000833,-1.3967188655399485
ACH-000834,-0.6005191914081021
ACH-000835,-1.103319582673986
ACH-000836,-1.2835236263583387
ACH-000837,-1.2134993937280438
ACH-000838,-1.322796971942658
ACH-000839,-0.8266318512897193
ACH-000840,-1.4137549486743044
ACH-000841,-1.1371963552418125
ACH-000843,-1.0790248337844544
ACH-000846,-1.0482795210293037
ACH-000847,-1.3032583900079453
ACH-000848,-0.8857539016136392
ACH-000849,-1.2535102696350169
ACH-000851,-0.9985118136606936
ACH-000855,-1.5521941390285232
ACH-000856,-1.191447367826432
ACH-000858,-0.8995948370712286
ACH-000859,-1.2269642146942146
ACH-000861,-1.1657269062452251
ACH-000862,-0.9320071853620296
ACH-000865,-1.3077911691092006
ACH-000866,-1.0077590902428102
ACH-000867,-0.8681100099461156
ACH-000869,-0.9149587404792466
ACH-000872,-1.5974103577038492
ACH-000873,-1.2905975802705822
ACH-000876,-0.8259253448782238
ACH-000878,-1.3135316500726608
ACH-000880,-0.9555605821486546
ACH-000881,-1.4084721970431944
ACH-000882,-1.2347410626329958
ACH-000884,-1.0732413110550567
ACH-000885,-0.7549800010297921
ACH-000887,-1.0197876626166171
ACH-000889,-1.1947137528740472
ACH-000896,-1.4337443337208986
ACH-000898,-0.9626610144557112
ACH-000900,-0.6944856016198004
ACH-000901,-0.8647989178216696
ACH-000905,-0.8368645083206043
ACH-000906,-1.1330844035881744
ACH-000907,-1.1056641260139193
ACH-000910,-1.0279775097037298
ACH-000911,-1.0649904244046662
ACH-000912,-1.2326105363925384
ACH-000913,-1.38643448328769
ACH-000915,-1.0163265923362792
ACH-000916,-0.710492059744189
ACH-000917,-0.8702689125526991
ACH-000920,-0.6745882619501944
ACH-000921,-0.9366567742345846
ACH-000924,-0.7955746728855099
ACH-000926,-1.034958653354297
ACH-000928,-0.9929448496616362
ACH-000929,-1.1899580202968387
ACH-000932,-0.9718437418735211
ACH-000935,-0.9699407975798444
ACH-000936,-1.0811191841467822
ACH-000937,-1.089055720783152
ACH-000938,-1.0580859078804858
ACH-000939,-1.5723152973153949
ACH-000941,-1.113152759315215
ACH-000943,-1.0964397186049308
ACH-000946,-1.1689014402411366
ACH-000947,-1.2391904163484555
ACH-000948,-1.2599295328260205
ACH-000950,-1.3591049073913786
ACH-000953,-0.9277452629998368
ACH-000954,-1.078665473504186
ACH-000957,-0.8167131285527085
ACH-000958,-1.0978641097864459
ACH-000960,-0.9392837711093504
ACH-000963,-0.5450158128584176
ACH-000968,-1.334617694991452
ACH-000969,-1.0210665406238162
ACH-000972,-0.4571094439980632
ACH-000973,-1.0708574660486792
ACH-000974,-1.081702691972615
ACH-000978,-1.4203595510385167
ACH-000984,-0.955595497843972
ACH-000986,-0.9802421101113936
ACH-000988,-1.4366662930333798
ACH-000993,-1.0020250151800618
ACH-000994,-1.2928789123797253
ACH-000996,-0.9261443117742304
ACH-001001,-1.0177784939572625
ACH-001020,-1.3040281576984738
ACH-001028,-1.02680028905865
ACH-001031,-1.1777048958035492
ACH-001038,-1.0782547251667902
ACH-001048,-1.0716431353423548
ACH-001050,-1.1005850871224507
ACH-001053,-1.1448512710509695
ACH-001054,-1.1397785970418823
ACH-001061,-0.9327861096651152
ACH-001067,-0.7379936525831805
ACH-001075,-1.0197523687153471
ACH-001096,-1.0855926503817042
ACH-001111,-1.147757530480283
ACH-001119,-1.202963185453361
ACH-001128,-0.8443143140545218
ACH-001134,-1.1230717863717643
ACH-001151,-1.1505263387088955
ACH-001163,-1.1664993131755879
ACH-001164,-1.2645269917755635
ACH-001183,-1.2944276201741551
ACH-001192,-0.8488357860386934
ACH-001193,-1.4455392309106474
ACH-001196,-1.2297216099404755
ACH-001197,-1.0105773024147608
ACH-001205,-0.8726313673220745
ACH-001211,-1.0529928561488435
ACH-001212,-0.8710840426818133
ACH-001228,-1.1261460724779906
ACH-001232,-1.269966567235706
ACH-001239,-0.9539581005744738
ACH-001270,-0.934715716841283
ACH-001274,-1.154449595104993
ACH-001275,-0.8209682236171497
ACH-001277,-0.8997707203259059
ACH-001278,-1.2410634385245871
ACH-001280,-0.7554404803645238
ACH-001283,-1.217442735165703
ACH-001289,-1.1325455448057329
ACH-001300,-1.0243651712891726
ACH-001301,-1.2202460669167314
ACH-001302,-0.8881093355478191
ACH-001306,-1.0898317490520693
ACH-001318,-1.1486671433488818
ACH-001322,-1.0235545677743485
ACH-001328,-1.0112200307406762
ACH-001332,-1.190244226576007
ACH-001336,-0.982855931998128
ACH-001346,-1.0740899365773204
ACH-001353,-1.1286239704413368
ACH-001354,-1.127355678318667
ACH-001367,-1.0416711724405705
ACH-001368,-0.985895840541308
ACH-001374,-1.3574244512285925
ACH-001377,-1.2177025241356394
ACH-001380,-1.2092432442047416
ACH-001391,-0.8509170311906289
ACH-001408,-1.4829539172322042
ACH-001430,-0.8473059647156248
ACH-001431,-1.2028798605873865
ACH-001450,-1.1827034760931066
ACH-001496,-1.110215949743233
ACH-001500,-1.2197265093605012
ACH-001523,-1.2174829971073329
ACH-001532,-0.8399874514539883
ACH-001550,-1.087441119649299
ACH-001552,-0.8569559332346433
ACH-001554,-1.3061301598842976
ACH-001654,-1.4666710341322422
ACH-001735,-1.000391533394581
ACH-001736,-0.8119463820991714
ACH-001737,-1.3305396451980185
ACH-001740,-1.2715944486840385
ACH-001745,-1.1605091106664644
ACH-001765,-1.1715142229695108
