,POLR2A (5430)
ACH-000004,-1.570832642382501
ACH-000005,-1.1958908296333413
ACH-000007,-1.3929492778765566
ACH-000009,-1.3411953944418282
ACH-000011,-0.8876657530841447
ACH-000012,-1.1099775870223845
ACH-000013,-1.4323443076113782
ACH-000014,-1.1813724875930862
ACH-000015,-1.1009641346471106
ACH-000017,-1.2898844787924673
ACH-000018,-1.2722221070138624
ACH-000019,-1.2403221968964062
ACH-000021,-1.070279902871335
ACH-000022,-1.1689447252526461
ACH-000025,-1.2059603027867054
ACH-000028,-0.9804317924031476
ACH-000030,-1.2070208014435628
ACH-000035,-1.4619161573179684
ACH-000036,-1.2311136572246335
ACH-000037,-1.6471148721548312
ACH-000039,-1.2577331679106638
ACH-000040,-1.1319840443933302
ACH-000041,-1.0390796780920981
ACH-000042,-1.2648475607218417
ACH-000045,-1.169495110452988
ACH-000047,-1.1726665929257485
ACH-000052,-1.195483377632068
ACH-000053,-1.230995946712138
ACH-000054,-1.2849216199564109
ACH-000055,-1.105332262730002
ACH-000060,-1.3672019329895622
ACH-000067,-1.3905976484191918
ACH-000070,-1.2222333557804972
ACH-000075,-1.2318591307269808
ACH-000078,-1.2267185874085067
ACH-000082,-1.1800682601064758
ACH-000085,-1.3124170601197598
ACH-000086,-1.1580910654647594
ACH-000087,-1.3671865709163151
ACH-000092,-0.9883348118496303
ACH-000095,-1.3377135912910387
ACH-000097,-1.321947660655124
ACH-000098,-1.3334771427125418
ACH-000099,-1.265036009993093
ACH-000108,-1.1850143093260246
ACH-000113,-1.2081797165383328
ACH-000116,-1.3505167893549117
ACH-000118,-1.1543677957335776
ACH-000120,-1.2648895498267831
ACH-000123,-1.213969796739368
ACH-000127,-1.2065958709578186
ACH-000128,-0.9191711026421496
ACH-000132,-1.1868949953453412
ACH-000133,-1.1032698507643968
ACH-000137,-1.3399063356531624
ACH-000138,-1.2352324861824953
ACH-000142,-1.1877303786222129
ACH-000143,-1.4253960717592198
ACH-000146,-1.5516783258751867
ACH-000148,-1.3255520473203757
ACH-000150,-1.1457576288840765
ACH-000152,-1.2803375571857654
ACH-000153,-1.1953045256237422
ACH-000159,-1.232866042774814
ACH-000160,-0.9148800663762656
ACH-000163,-1.1811053512099317
ACH-000167,-1.7306087750680068
ACH-000168,-1.22504976445962
ACH-000169,-1.1525195249010862
ACH-000178,-1.1810197567348386
ACH-000183,-1.4575428141745688
ACH-000188,-1.129841389160494
ACH-000189,-1.1476875615573212
ACH-000190,-0.9526700225683548
ACH-000198,-1.3894885209478105
ACH-000203,-1.1277378834087892
ACH-000204,-1.098094736824718
ACH-000206,-1.0891909615103896
ACH-000207,-1.5006705612568774
ACH-000208,-0.9209191642700856
ACH-000210,-1.221047802883955
ACH-000211,-1.015655330741971
ACH-000215,-1.0592520090820172
ACH-000221,-1.3306050502355602
ACH-000222,-1.2113990731970758
ACH-000223,-1.294897704021846
ACH-000226,-0.9974787053828842
ACH-000227,-1.3730238154546697
ACH-000228,-1.2547937198003007
ACH-000231,-1.1691288612541375
ACH-000232,-1.202762133660707
ACH-000233,-1.1846523317298998
ACH-000234,-1.3182187458350445
ACH-000235,-1.2500194246239598
ACH-000237,-1.3099014778553912
ACH-000238,-1.2312585985314777
ACH-000242,-0.9764277832563414
ACH-000243,-1.2628843807632342
ACH-000244,-1.2947486409555955
ACH-000246,-1.1261722945717998
ACH-000248,-1.2422112546813482
ACH-000250,-1.425994010925777
ACH-000251,-1.072388741529208
ACH-000252,-1.2702169791904423
ACH-000253,-1.3158581119436634
ACH-000255,-1.0860228447565277
ACH-000256,-1.0945463071351325
ACH-000257,-1.3162100017122773
ACH-000258,-1.1686206201331957
ACH-000259,-1.1154948458639222
ACH-000260,-1.3382859885840894
ACH-000261,-1.15564573766036
ACH-000262,-1.139327111179072
ACH-000263,-1.1545688798475342
ACH-000264,-1.0686090695922006
ACH-000265,-1.1454685434254974
ACH-000266,-1.2477960825782284
ACH-000272,-1.0080401807183286
ACH-000274,-1.216421216875544
ACH-000277,-1.1530220951428236
ACH-000278,-1.284899097611382
ACH-000279,-1.151381404919788
ACH-000280,-1.277140602671574
ACH-000281,-1.4532622943222548
ACH-000288,-1.1990447062546097
ACH-000291,-1.0843154390343657
ACH-000293,-1.3197262192941692
ACH-000294,-1.5228961358820972
ACH-000295,-1.3426932711868456
ACH-000296,-1.1319126934560113
ACH-000302,-1.261737670289364
ACH-000304,-1.064562845173689
ACH-000307,-0.9708272961952374
ACH-000308,-1.2119184920191879
ACH-000310,-1.371569077686163
ACH-000311,-1.166266106425845
ACH-000312,-1.2221487646208111
ACH-000315,-1.3309435281302493
ACH-000316,-1.2178599986857868
ACH-000317,-0.9655464584179151
ACH-000318,-1.289512469032227
ACH-000319,-1.4348229652768851
ACH-000320,-1.240216441319483
ACH-000322,-1.3569509398792503
ACH-000323,-1.1902980764180051
ACH-000324,-1.325250031814236
ACH-000329,-1.3131407944946465
ACH-000330,-1.3269142642480365
ACH-000331,-1.2561874662449302
ACH-000332,-1.1015081952287449
ACH-000334,-1.9539096571866867
ACH-000335,-1.2245101253762196
ACH-000336,-1.3071227486016808
ACH-000337,-1.4106620555278455
ACH-000338,-0.954183543564292
ACH-000339,-1.2101060539966253
ACH-000341,-1.1335398278322382
ACH-000348,-1.289267612986517
ACH-000350,-1.0643292295649969
ACH-000352,-1.4892757503879368
ACH-000356,-1.2359559349297735
ACH-000361,-1.1018040865724348
ACH-000362,-1.323465959355566
ACH-000363,-1.3607101969775786
ACH-000364,-1.4118094894228934
ACH-000365,-1.4238683898356628
ACH-000366,-1.237670013391303
ACH-000368,-1.2022318694631406
ACH-000374,-1.1698960042524351
ACH-000375,-1.2194849171573239
ACH-000376,-1.1844549478778346
ACH-000381,-1.3358245719915942
ACH-000383,-1.2661690755306962
ACH-000387,-1.3129594143345558
ACH-000389,-1.321856327451802
ACH-000390,-1.2740946511205384
ACH-000393,-1.1925069161173276
ACH-000395,-1.4157332401202722
ACH-000396,-1.238757648389693
ACH-000397,-1.280414025289032
ACH-000401,-1.2121555311441483
ACH-000402,-1.727363776769508
ACH-000403,-1.4776531109545081
ACH-000404,-1.4689808615246196
ACH-000406,-1.3722326188670395
ACH-000407,-1.1058244810030795
ACH-000408,-1.113355470751428
ACH-000410,-1.063023213616598
ACH-000411,-1.1518766854906186
ACH-000414,-1.2445858033123849
ACH-000415,-1.4376121359015692
ACH-000416,-1.2513600352334806
ACH-000420,-1.1172932555746848
ACH-000421,-1.1997090223217388
ACH-000424,-0.9967972625139416
ACH-000425,-1.136599348481193
ACH-000426,-1.201783266223594
ACH-000427,-1.3100756619185707
ACH-000433,-1.0684856322561342
ACH-000435,-1.3904855335846904
ACH-000436,-1.3652578322565918
ACH-000444,-1.145522224529054
ACH-000445,-1.104499800939042
ACH-000448,-0.9335075209131408
ACH-000450,-1.0082451164378676
ACH-000452,-1.2353469890327422
ACH-000454,-0.9816783114579348
ACH-000458,-1.198901480704956
ACH-000459,-1.8795925108003928
ACH-000460,-1.2638803564680887
ACH-000461,-1.1257995087499295
ACH-000463,-1.0956557538297609
