,ADCYAP1 (116)
ACH-000004,0.10634444175134328
ACH-000005,0.196562589372909
ACH-000007,0.3622960598229295
ACH-000009,0.238419456635916
ACH-000011,0.2277121922242468
ACH-000012,0.2760786079494344
ACH-000013,0.23083398021275944
ACH-000014,0.14577540488278587
ACH-000015,0.3208030109187629
ACH-000017,0.07288662578507743
ACH-000018,0.25630460456819565
ACH-000019,0.21322083196912692
ACH-000021,0.20746380382291296
ACH-000022,0.2643178898795464
ACH-000025,0.2809516960517216
ACH-000028,0.16802956473856506
ACH-000030,0.2268904139509529
ACH-000035,0.13108939757929844
ACH-000036,0.17938518358309047
ACH-000037,0.17165816731672512
ACH-000039,0.2566822154197324
ACH-000040,0.15603218670328886
ACH-000041,0.11556960339485985
ACH-000042,0.11031257891812186
ACH-000045,0.15392484060893433
ACH-000047,0.18270516196660952
ACH-000052,0.13076086595673125
ACH-000053,0.18257580913147495
ACH-000054,0.14121619022440438
ACH-000055,0.3187917225106561
ACH-000060,0.13831802213530525
ACH-000067,0.23671035582709
ACH-000070,0.17286129105041773
ACH-000075,0.3463710413408241
ACH-000078,0.1756104727045403
ACH-000082,0.26454218570131105
ACH-000085,0.319215774282589
ACH-000086,0.2165769419660856
ACH-000087,-0.0021561260977063725
ACH-000092,0.18997919045069908
ACH-000095,0.2743474214318805
ACH-000097,0.1648852641880637
ACH-000098,0.2759572583273509
ACH-000099,0.0939696654752031
ACH-000108,0.08499879116830046
ACH-000113,0.18786640630452586
ACH-000116,0.3177890681623498
ACH-000118,0.1739008472824762
ACH-000120,0.2394094754151933
ACH-000123,0.2494716150474574
ACH-000127,0.2114645605690778
ACH-000128,0.16009001879612053
ACH-000132,0.04862181440792677
ACH-000133,0.2540290016580098
ACH-000137,0.1844452162838916
ACH-000138,0.05549726145540887
ACH-000142,0.054451211512307335
ACH-000143,-0.03504502926418394
ACH-000146,0.08911606773675422
ACH-000148,0.15673223227727925
ACH-000150,0.023891814216948103
ACH-000152,0.2483499515717381
ACH-000153,0.10300519791027513
ACH-000159,0.09506242941379853
ACH-000160,0.00879106956642078
ACH-000163,0.24394728587426096
ACH-000167,0.13433302317260268
ACH-000168,0.434340233615197
ACH-000169,0.2741348341100713
ACH-000178,0.14934777870226787
ACH-000183,0.2706908447547504
ACH-000188,0.2374626319065127
ACH-000189,-0.027627796867503773
ACH-000190,0.04802819111523714
ACH-000198,0.1850889231661547
ACH-000203,0.06680732696070289
ACH-000204,0.014444994191989647
ACH-000206,-0.03994066873671909
ACH-000207,0.1737320708836986
ACH-000208,0.062669736467605
ACH-000210,0.4596633960239589
ACH-000211,0.17917030592227773
ACH-000215,0.08409181955123743
ACH-000221,0.10161435041568853
ACH-000222,-0.02143550994284138
ACH-000223,0.2451742987890021
ACH-000226,0.16336328138658107
ACH-000227,0.2845781964776105
ACH-000228,0.08757274911523266
ACH-000231,0.2438151623691157
ACH-000232,0.1466533307939162
ACH-000233,0.2402602896281192
ACH-000234,0.3203590480721724
ACH-000235,0.14888262500049046
ACH-000237,0.07175089712907998
ACH-000238,0.2516373066864772
ACH-000242,0.0066960865687767405
ACH-000243,0.1732041837645375
ACH-000244,0.21794084668750568
ACH-000246,-0.009693389969505544
ACH-000248,0.054502297011543084
ACH-000250,0.1036053707874156
ACH-000251,-0.14539969576502895
ACH-000252,0.2337711091563553
ACH-000253,0.1892687459385793
ACH-000255,0.21763798113885924
ACH-000256,0.2532917777058933
ACH-000257,0.2812493414885981
ACH-000258,0.2859916723564407
ACH-000259,0.1889455370109211
ACH-000260,0.21139235685453445
ACH-000261,0.2772974504289641
ACH-000262,0.2357472930842889
ACH-000263,0.0453219960090208
ACH-000264,0.14615678414202
ACH-000265,0.27880517609573896
ACH-000266,0.1388696923199173
ACH-000272,0.20389873750695225
