,SRCAP (10847)
ACH-000584,-0.499507422217644
ACH-000585,-0.6869956562493191
ACH-000588,-0.6055989253471783
ACH-000589,-0.7489045042202832
ACH-000591,-0.4715177682298172
ACH-000593,-0.3896986173323554
ACH-000600,-0.4768599445247448
ACH-000601,-0.8279910528907971
ACH-000605,-0.7002739597109123
ACH-000606,-0.6032506471950909
ACH-000608,-0.4665826581155158
ACH-000614,-0.675554747881961
ACH-000616,-0.7577507895529538
ACH-000618,-0.7104399056391659
ACH-000619,-0.6560906549140066
ACH-000620,-0.5338410314747271
ACH-000621,-0.888700263931316
ACH-000622,-0.7708582247145356
ACH-000623,-0.3184530496756833
ACH-000624,-0.6831641895359984
ACH-000627,-0.4697091579674728
ACH-000630,-0.5204922851836847
ACH-000631,-0.7194215125679904
ACH-000632,-0.8480098743816493
ACH-000633,-0.39427084030742826
ACH-000637,-0.583826458904854
ACH-000638,-0.7493822732644613
ACH-000646,-0.8587412928738276
ACH-000647,-0.5540585369731437
ACH-000648,-0.866100686179588
ACH-000649,-0.4759492953924376
ACH-000651,-0.5269576483896475
ACH-000652,-0.4520085992298169
ACH-000653,-0.7670567188417211
ACH-000657,-0.655691257329134
ACH-000658,-0.5329854891695154
ACH-000661,-0.7566534134318684
ACH-000662,-0.6705563139325531
ACH-000663,-0.716706701510478
ACH-000665,-0.6307160734651441
ACH-000671,-0.7483177049713226
ACH-000672,-0.4823462356640122
ACH-000673,-0.5768680474024094
ACH-000676,-0.5447582043179159
ACH-000677,-0.6758812481829735
ACH-000681,-0.4329910372011342
ACH-000683,-0.5552589251099631
ACH-000684,-0.6331955378749935
ACH-000688,-0.9714585832304036
ACH-000693,-0.4112985181623173
ACH-000694,-0.5035431392981659
ACH-000695,-0.4450541364392835
ACH-000696,-0.7418951229472535
ACH-000697,-0.7106580827847634
ACH-000699,-0.6207491765300747
ACH-000701,-0.4997132851439717
ACH-000706,-0.6035598504081359
ACH-000711,-0.6848541529618707
ACH-000713,-0.7193921174735892
ACH-000714,-0.5014499979781023
ACH-000718,-0.7066688176613954
ACH-000720,-0.4357997677939604
ACH-000721,-0.6145934146727904
ACH-000724,-0.7444384864661359
ACH-000725,-0.6640718051203194
ACH-000732,-0.7662860359506493
ACH-000734,-0.4798437174636486
ACH-000735,-0.4733238365837769
ACH-000736,-0.5189484203288685
ACH-000738,-0.6291244338523112
ACH-000746,-0.5825757447280793
ACH-000747,-0.8195134493781722
ACH-000748,-0.4888268955159682
ACH-000753,-0.7531012713569049
ACH-000756,-0.5607967664026395
ACH-000757,-0.8827562458305381
ACH-000758,-0.6543143940576838
ACH-000760,-0.5918060121802788
ACH-000762,-0.8942370274558952
ACH-000763,-0.6824553892635828
ACH-000764,-0.7915065494339159
ACH-000765,-0.7905166744060641
ACH-000766,-0.6775685016662868
ACH-000767,-0.5610390743585585
ACH-000768,-0.6840905161209856
ACH-000769,-0.4145061967476719
ACH-000770,-0.5206464630652989
ACH-000771,-0.6290904022193503
ACH-000773,-0.5185671074069116
ACH-000776,-0.6056101628708804
ACH-000777,-0.5682675048950824
ACH-000778,-0.6575318650971256
ACH-000781,-0.4986095078311396
ACH-000782,-0.6502112800242053
ACH-000783,-0.7000827002380758
ACH-000784,-0.4919894254275046
ACH-000785,-0.8870899160642838
ACH-000787,-0.6326746336010792
ACH-000788,-0.7308264113809435
ACH-000791,-0.5621325567109909
ACH-000792,-0.7654974342498524
ACH-000794,-0.6408800339843789
ACH-000796,-0.5644882636583837
ACH-000798,-0.7619370677074028
ACH-000799,-0.7346032121701912
ACH-000800,-0.7038345808069024
ACH-000802,-0.7559870692893829
ACH-000804,-0.4587036255712912
ACH-000805,-0.6834720783017103
ACH-000809,-0.5691485071420526
ACH-000810,-0.4941451011969212
ACH-000811,-0.5706108457676706
ACH-000817,-0.6002900302091825
ACH-000819,-0.7633767123360435
ACH-000820,-0.8673240853875855
ACH-000821,-0.7166390898459936
ACH-000822,-0.8692580180477231
ACH-000823,-0.3679512254112988
ACH-000824,-0.48436658313889297
ACH-000827,-0.636502949023674
ACH-000829,-0.7156836535142229
ACH-000831,-0.7170314149091461
ACH-000832,-0.7437937884918342
ACH-000833,-0.4874909427447196
ACH-000834,-0.8141592094076788
ACH-000835,-0.5134076174111987
ACH-000836,-0.38732220122780303
ACH-000837,-0.5633171048059687
ACH-000838,-0.6762703003818787
ACH-000839,-0.6246983234405694
ACH-000840,-0.7456207133896153
ACH-000841,-0.6816004037561589
ACH-000843,-0.6060445912545307
ACH-000846,-0.4285601502163171
ACH-000847,-0.4808603712604786
ACH-000848,-0.7993624195528201
ACH-000849,-0.7291550581840734
ACH-000851,-0.4966632755535031
ACH-000855,-0.4231318989956476
ACH-000856,-0.7471816874137693
ACH-000858,-0.44779833915182
ACH-000859,-0.6890315953121092
ACH-000861,-0.6622367930304754
ACH-000862,-0.2948287224395657
ACH-000865,-0.3283094541215183
ACH-000866,-0.7451257854875356
ACH-000867,-0.6981576249858611
ACH-000869,-0.925336700242166
ACH-000872,-0.7876566073662888
ACH-000873,-0.6307268722435664
ACH-000876,-0.532488759135776
ACH-000878,-0.3992649173355196
ACH-000880,-0.7220288144571997
ACH-000881,-0.4875182115266933
ACH-000882,-0.6784456387339114
ACH-000884,-0.8438544819736695
ACH-000885,-0.6016404366749408
ACH-000887,-0.4186329852906771
ACH-000889,-0.44599214282312427
ACH-000896,-0.6397657986237043
ACH-000898,-0.5395594373780989
ACH-000900,-0.8627381463207582
ACH-000901,-0.7157399832049478
ACH-000905,-0.7831003348259407
ACH-000906,-0.4763565632408162
ACH-000907,-0.8186173400773877
ACH-000910,-0.5396043184518241
ACH-000911,-0.7645793625239221
ACH-000912,-0.6948505416923215
ACH-000913,-0.6113904331965943
ACH-000915,-0.6821460055545906
ACH-000916,-0.9683838931297352
ACH-000917,-0.669957448835456
ACH-000920,-0.8181713703090183
ACH-000921,-0.7273360954610978
ACH-000924,-0.5232353985518045
ACH-000926,-0.5557528850199336
ACH-000928,-1.063997849024529
ACH-000929,-0.8524662645056741
ACH-000932,-0.7529965924718821
ACH-000935,-0.8618466668346833
ACH-000936,-0.7559318390747046
ACH-000937,-0.5448500043632853
ACH-000938,-0.6935968561197611
ACH-000939,-0.5898561540193688
ACH-000941,-1.1269430410423773
ACH-000943,-0.6645520877096838
ACH-000946,-0.7248788988558343
ACH-000947,-0.6612807744933447
ACH-000948,-0.5880995685467011
ACH-000950,-0.5119920878382044
ACH-000953,-0.689806230065224
ACH-000954,-0.5917087659083436
ACH-000957,-0.6160189518774405
ACH-000958,-0.824706340029235
ACH-000960,-0.558156159832891
ACH-000963,-0.6184929087270037
ACH-000968,-1.0363473141364798
ACH-000969,-0.7334203131297053
ACH-000972,-0.7267212867276027
ACH-000973,-0.6303150306350221
ACH-000974,-0.7327086165671035
ACH-000978,-0.5073865005414239
ACH-000984,-0.6587069339995295
ACH-000986,-0.6338787112472519
ACH-000988,-0.6688993691952684
ACH-000993,-0.8182290855615025
ACH-000994,-0.6300698202174965
ACH-000996,-0.68677032971721
ACH-001001,-0.4003371505610712
ACH-001020,-0.61989799845601
ACH-001028,-0.425190263832604
ACH-001031,-0.6280915633805116
ACH-001038,-0.6369603053936699
ACH-001048,-0.4713951365215695
ACH-001050,-0.8992556527730742
ACH-001053,-0.4207389783550336
ACH-001054,-0.6722365644655838
ACH-001061,-0.7942996579221391
ACH-001067,-0.8745141980508636
ACH-001075,-0.5479009226598376
ACH-001096,-0.7453836243811504
ACH-001111,-0.620251186337212
ACH-001119,-0.5040318722047656
ACH-001128,0.00894257410141889
ACH-001134,-0.8721417502622156
ACH-001151,-0.44245874180533856
ACH-001163,-0.8906206524521383
ACH-001164,-0.6815618782660631
ACH-001183,-0.5409783261335886
ACH-001192,-0.7197737721962195
ACH-001193,-0.8528190730566607
ACH-001196,-0.5848351537875871
ACH-001197,-0.5335327639882016
ACH-001205,-0.5176247927639299
ACH-001211,-0.5593608892506196
ACH-001212,-0.6501356578008229
ACH-001228,-0.5805276191141705
ACH-001232,-0.5971699896199807
ACH-001239,-0.7040260229822057
ACH-001270,-0.3828451214592741
ACH-001274,-0.4283034495974644
ACH-001275,-0.5866735378029666
ACH-001277,-0.524462378062945
ACH-001278,-0.7473701941403361
ACH-001280,-0.4260585110431837
ACH-001283,-0.6266537048269845
ACH-001289,-0.9122210376512836
ACH-001300,-0.6292898379188512
ACH-001301,-0.8181328505299983
ACH-001302,-0.6599805299288816
ACH-001306,-0.6714819260836136
ACH-001318,-0.8540019877954901
ACH-001322,-0.4310507712241988
ACH-001328,-0.4175450721659854
ACH-001332,-0.5945307760571432
ACH-001336,-0.7967792697411871
ACH-001346,-0.7455940557682135
ACH-001353,-0.6523290137353652
ACH-001354,-0.7070397956625026
ACH-001367,-0.5964631450854598
ACH-001368,-0.8226560326299097
ACH-001374,-0.03491125248330533
ACH-001377,-0.4986946259447093
ACH-001380,-0.4951867786794178
ACH-001391,-0.6635447020442892
ACH-001408,-0.6252566257558136
ACH-001430,-0.4373657679856073
ACH-001431,-0.5642832335733855
ACH-001450,-0.6357268826266269
ACH-001496,-0.4970063256774938
ACH-001500,-0.447245036632196
ACH-001523,-0.5006370552045241
ACH-001532,-0.7196344189866974
ACH-001550,-0.29545565918622235
ACH-001552,-0.7788344428360222
ACH-001554,-0.6733719765751466
ACH-001654,-0.4284670799590932
ACH-001735,-0.5157625364574278
ACH-001736,-0.5600719519702297
ACH-001737,-0.6997318058501172
ACH-001740,-0.7638873513140295
ACH-001745,-0.7810315784161358
ACH-001765,-0.4967938147080141
