,ERICH1 (157697)
ACH-000004,0.0549790675829534
ACH-000005,0.20970015494740912
ACH-000007,0.059491029255412574
ACH-000009,0.2317630776766945
ACH-000011,0.04916907773206952
ACH-000012,0.17925766768925894
ACH-000013,0.22148027482559435
ACH-000014,-0.0044672267725674375
ACH-000015,0.10843685539061647
ACH-000017,0.04257331980804723
ACH-000018,0.2117013769886936
ACH-000019,0.03860351073579435
ACH-000021,0.2134953502402039
ACH-000022,0.14632029391544973
ACH-000025,0.17191316852568508
ACH-000028,0.045423259983408994
ACH-000030,0.1215351098265185
ACH-000035,0.1717762762071842
ACH-000036,0.05494089683734445
ACH-000037,0.27001170987477363
ACH-000039,0.35426872224744765
ACH-000040,0.032455376000542435
ACH-000041,0.026067585125135143
ACH-000042,0.1077710367649759
ACH-000045,0.2934812096170353
ACH-000047,0.0942363712360862
ACH-000052,0.22654094449639586
ACH-000053,0.2842144663085102
ACH-000054,0.045690761908573616
ACH-000055,0.2310340210020768
ACH-000060,0.18388185232028711
ACH-000067,0.19587085987521152
ACH-000070,0.18818872932262007
ACH-000075,0.07057547103665525
ACH-000078,0.1091845267009898
ACH-000082,0.09651609628528486
ACH-000085,0.15930150341262828
ACH-000086,0.1969167924078678
ACH-000087,0.007022050491605436
ACH-000092,0.18778153694329305
ACH-000095,0.2809506691491703
ACH-000097,0.20527101111978294
ACH-000098,0.2251455913564205
ACH-000099,0.14697002413173266
ACH-000108,0.19353482083891285
ACH-000113,0.15720736424622644
ACH-000116,0.06324647678801956
ACH-000118,0.16026690232607135
ACH-000120,0.11638664971157812
ACH-000123,0.14454734565901706
ACH-000127,0.08984171025494397
ACH-000128,0.027394496602916128
ACH-000132,0.16633579193072295
ACH-000133,0.15063209889557413
ACH-000137,0.023333466364778687
ACH-000138,0.2061845367742031
ACH-000142,0.17318912703707595
ACH-000143,0.07241683887241063
ACH-000146,0.2937687086779335
ACH-000148,0.2389879800032041
ACH-000150,0.09878174466468974
ACH-000152,0.09305497568991357
ACH-000153,0.29068215130010844
ACH-000159,0.107107729083196
ACH-000160,0.140873816768771
ACH-000163,0.23482603250085565
ACH-000167,0.03278298522777945
ACH-000168,0.08468300122584449
ACH-000169,0.2770018940137562
ACH-000178,0.11298629148307875
ACH-000183,0.33690173472489665
ACH-000188,0.2389534199372685
ACH-000189,0.24500398965432846
ACH-000190,0.138717063364928
ACH-000198,0.2303724251807007
ACH-000203,0.4192050954338339
ACH-000204,0.2598792079711236
ACH-000206,0.08921978821829113
ACH-000207,0.06960655604075612
ACH-000208,0.05504352069984279
ACH-000210,0.2496233501734871
ACH-000211,0.07493524322813548
ACH-000215,0.2174938299618432
ACH-000221,0.06112894848717476
ACH-000222,0.037863935612195865
ACH-000223,0.0697942842479834
ACH-000226,0.20300524296126127
ACH-000227,0.248102732566076
ACH-000228,0.13032483898153518
ACH-000231,0.1394959611936041
ACH-000232,0.17895083596165987
ACH-000233,0.17918357220814418
ACH-000234,0.1857275399404092
ACH-000235,0.13059295104484678
ACH-000237,0.2430140244839548
ACH-000238,0.2093175482774325
ACH-000242,0.6554915083237504
ACH-000243,0.12562623021783148
ACH-000244,-0.12063483596091985
ACH-000246,0.2382984256830312
ACH-000248,0.2263489377877953
ACH-000250,0.04962874202568837
ACH-000251,-0.010901469834059456
ACH-000252,0.15347923257161675
ACH-000253,0.17749960174022386
ACH-000255,0.14842916521601268
ACH-000256,0.28931542706544044
ACH-000257,0.16319782630868404
ACH-000258,0.2393555829530524
ACH-000259,0.2253527551402641
ACH-000260,0.17826931138608185
ACH-000261,0.1177141526679914
ACH-000262,0.07059329813633565
ACH-000263,0.0447426684925101
ACH-000264,0.19655263498045472
ACH-000265,0.19380820039612756
ACH-000266,0.12040825476222007
ACH-000272,0.1758936291163686
ACH-000274,0.06782396787273921
ACH-000277,0.2648203825847298
ACH-000278,0.268732116224182
ACH-000279,0.3009217051675243
ACH-000280,0.20003090666137852
ACH-000281,0.15894895893104785
ACH-000288,0.2242764807401108
ACH-000291,0.12141972289453715
ACH-000293,0.04665093694753682
ACH-000294,0.0953084319990312
ACH-000295,0.0654257022012275
ACH-000296,0.10462400080508186
ACH-000302,0.14103057797226415
ACH-000304,-0.03534037105468465
ACH-000307,0.100761864585292
ACH-000308,0.11714048046445598
ACH-000310,0.19027195427105703
ACH-000311,0.2185484009024443
ACH-000312,0.153626903220445
ACH-000315,0.2450158119007797
ACH-000316,0.21359123780069172
ACH-000317,0.19748615126479704
ACH-000318,0.052741458480140065
ACH-000319,0.2028985664399426
