,ATP5H (10476)
ACH-000280,-0.08265672666113875
ACH-000281,-0.08293259900414747
ACH-000288,-0.4309789127987496
ACH-000291,-0.1374444478639047
ACH-000293,-0.22357031117201745
ACH-000294,0.0404102738709189
ACH-000295,-0.09558234789011703
ACH-000296,-0.28881572375728265
ACH-000302,-0.2181145074726031
ACH-000304,-0.0903256980849908
ACH-000307,-0.041121845484042026
ACH-000308,-0.2175443851747631
ACH-000310,-0.033395216296135316
ACH-000311,-0.07213427384629313
ACH-000312,-0.210322336856827
ACH-000315,-0.08390799412308726
ACH-000316,-0.2278443634638915
ACH-000317,-0.316753004543098
ACH-000318,-0.25424751370081483
ACH-000319,-0.25165019187385274
ACH-000320,-0.2338525574621652
ACH-000322,-0.04772511329839019
ACH-000323,-0.0013524549635583099
ACH-000324,-0.02122010203775057
ACH-000329,-0.19202555637700386
ACH-000330,-0.28747407743150355
ACH-000331,-0.18711485453923132
ACH-000332,-0.012790006293727329
ACH-000334,-0.2607126310697569
ACH-000335,-0.2288106162277399
ACH-000336,-0.19022466414073536
ACH-000337,-0.1132411841577442
ACH-000338,0.11143015958411236
ACH-000339,-0.05929623429399177
ACH-000341,0.02812313494433585
ACH-000348,-0.2316269514581067
ACH-000350,-0.0663598707611061
ACH-000352,-0.12932936298583153
ACH-000356,-0.2727830318866492
ACH-000361,-0.030951331417928826
ACH-000362,-0.05517505839377121
ACH-000363,-0.27293304846314465
ACH-000364,-0.184443852505252
ACH-000365,-0.013969976890353791
ACH-000366,0.007236950388751499
ACH-000368,-0.1274082938921873
ACH-000374,-0.2686048612267578
ACH-000375,-0.07870455789002198
ACH-000376,-0.31608347781366675
ACH-000381,-0.1246285036859993
ACH-000383,-0.09872209426792927
ACH-000387,-0.16785606988356286
ACH-000389,-0.005621818304173404
ACH-000390,-0.06528293928778252
ACH-000393,0.010228546074697694
ACH-000395,0.06733172773735681
ACH-000396,-0.10759803938508404
ACH-000397,-0.04402316467165008
ACH-000401,0.031362353349613334
ACH-000402,-0.07987029122448583
ACH-000403,-0.13572202140101572
ACH-000404,-0.23645876039418026
ACH-000406,-0.23563145342974545
ACH-000407,-0.01236486081704647
ACH-000408,-0.19254169474728167
ACH-000410,-0.10205337155178358
ACH-000411,-0.08162253025019768
ACH-000414,-0.21852122414393213
ACH-000415,-0.2062363174913104
ACH-000416,-0.08652086194808771
ACH-000420,-0.1066442902411839
ACH-000421,-0.04931274663259802
ACH-000424,-0.2031595547527012
ACH-000425,-0.054415031057112866
ACH-000426,-0.07051924428847604
ACH-000427,-0.3837354487672308
ACH-000433,-0.152311771215716
ACH-000435,-0.2594039898243993
ACH-000436,0.0588065307415298
ACH-000444,-0.06544361071250766
ACH-000445,-0.19288360241564856
ACH-000448,-0.026568876135840414
ACH-000450,-0.2357518672386243
ACH-000452,-0.19871319026269052
ACH-000454,-0.06405511386901433
ACH-000458,-0.039009942491287086
ACH-000459,-0.24914394541600896
ACH-000460,-0.03551170234875925
ACH-000461,-0.2343357636223985
ACH-000463,-0.14828036499358885
ACH-000464,-0.105225101657579
ACH-000466,-0.2658590496023773
ACH-000467,-0.33830545617522195
ACH-000468,-0.1534401826190514
ACH-000469,-0.31958144236974384
ACH-000470,-0.01647635961038803
ACH-000471,-0.023683092478140228
ACH-000472,-0.06257508567661065
ACH-000473,-0.17625225659022078
ACH-000475,-0.2689252024999733
ACH-000476,-0.1361436256292596
ACH-000477,-0.13038889084169525
ACH-000479,-0.2307637183034656
ACH-000480,-0.23761982343013655
ACH-000481,-0.09491102228701886
ACH-000483,-0.15426598517595094
ACH-000484,0.01720309662116896
ACH-000485,0.016878053162215297
ACH-000486,-0.08956189748012937
ACH-000487,-0.14048532732357666
ACH-000488,-0.2441298065672605
ACH-000490,-0.2085944114270039
ACH-000491,-0.2705583177195754
ACH-000495,0.0033156099052312443
ACH-000496,-0.06695106882436533
ACH-000499,-0.059463395324577416
ACH-000500,-0.17590866977925015
ACH-000502,-0.15177610212638798
ACH-000503,-0.18055197642798426
ACH-000505,-0.1038334494350159
ACH-000507,-0.3000909664752208
ACH-000510,-0.2608653578401975
ACH-000511,-0.016996155499243572
ACH-000512,-0.4020113789150926
ACH-000516,0.000598875596237377
ACH-000517,-0.2404530136568616
ACH-000518,-0.04423742643799762
ACH-000520,0.1600431527538138
ACH-000521,-0.07272282202737758
ACH-000522,-0.21017696996087915
ACH-000524,-0.1744581565937654
ACH-000527,-0.17936164768847065
ACH-000528,-0.35971128314570505
ACH-000537,-0.2925432321904737
ACH-000541,-0.31719931689050895
ACH-000542,-0.02499237932413351
ACH-000544,-0.20018589055997402
ACH-000545,-0.05721700787660052
ACH-000547,-0.3618925809433626
ACH-000548,-0.057637566816864924
ACH-000549,-0.03548505197006376
ACH-000550,-0.09994803775408843
ACH-000552,-0.07675401841775531
ACH-000556,-0.4254184424635412
ACH-000557,0.09122301095661182
ACH-000569,-0.14165663129502767
ACH-000570,-0.2052696991103936
ACH-000571,-0.04298745503954561
ACH-000573,-0.27474217611904944
ACH-000576,0.014423100167456569
ACH-000579,-0.38729127714830736
ACH-000580,-0.10588319656486804
ACH-000584,-0.1803299802764455
ACH-000585,-0.16850970233720672
ACH-000588,-0.08420057644094621
ACH-000589,-0.22386424534678648
ACH-000591,-0.06410627312716492
ACH-000593,-0.3397632750362461
ACH-000600,-0.15768732824300352
ACH-000601,-0.0662852060928701
ACH-000605,-0.3513539659048091
ACH-000606,-0.2919160887565721
ACH-000608,-0.1867434173524137
ACH-000614,-0.31204551811156994
ACH-000616,0.054997255714655774
ACH-000618,-0.30422692177357724
ACH-000619,-0.309766527358424
ACH-000620,-0.17044562165931393
ACH-000621,-0.13756532695037196
ACH-000622,-0.09616887101397588
ACH-000623,-0.1022504115232014
ACH-000624,-0.11799681184031716
ACH-000627,-0.17051923697949065
ACH-000630,-0.3685949273477415
ACH-000631,0.025635339100760633
ACH-000632,-0.19284949462474166
ACH-000633,0.06962514724390965
ACH-000637,-0.16933039179363266
ACH-000638,-0.2448533471579272
ACH-000646,-0.054064199750070416
ACH-000647,-0.341650134424157
ACH-000648,-0.2536722856990595
ACH-000649,-0.09578994995657056
ACH-000651,-0.2777261465520167
ACH-000652,-0.2041274229804451
ACH-000653,-0.2344633481480444
ACH-000657,-0.21962688473917705
ACH-000658,0.2491457776158503
ACH-000661,0.010551017488354738
ACH-000662,-0.11821617088566423
ACH-000663,-0.1638540428584538
ACH-000665,0.05041279527484073
ACH-000671,0.11025784244023393
ACH-000672,-0.4802957973655833
ACH-000673,0.0222403904283048
ACH-000676,-0.1985385019795061
ACH-000677,-0.38083981723408017
ACH-000681,-0.1969579759302519
ACH-000683,-0.25424191248042405
ACH-000684,-0.11454791191723628
ACH-000688,-0.09415098629121002
ACH-000693,-0.2900621525037327
ACH-000694,-0.3353068571911009
ACH-000695,-0.2219142108342812
ACH-000696,-0.3595635451088374
ACH-000697,-0.32486014201310953
ACH-000699,-0.2906134097391645
ACH-000701,-0.19905156056945636
ACH-000706,-0.3747497498828984
ACH-000711,-0.024038308391163412
ACH-000713,-0.06356911586401774
ACH-000714,-0.13814666456051716
ACH-000718,-0.032832697018848514
ACH-000720,-0.3787055469357816
ACH-000721,-0.2586012543706205
ACH-000724,-0.16997379567125756
ACH-000725,-0.164460965293264
ACH-000732,-0.26855744128347864
ACH-000734,-0.28993283050499796
ACH-000735,-0.12174930622093096
ACH-000736,-0.184366700024132
ACH-000738,-0.33680373255904106
ACH-000746,-0.3494732792225397
ACH-000747,-0.4579642595846618
ACH-000748,-0.06543947209472206
ACH-000753,-0.2710059865738288
ACH-000756,-0.036399167381566434
ACH-000757,-0.28605806876634304
ACH-000758,-0.3146965109814926
ACH-000760,-0.27443316760779674
ACH-000762,-0.1799514653544525
ACH-000763,-0.13849199359653258
ACH-000764,-0.2629951042282462
ACH-000765,-0.2824380352466556
ACH-000766,-0.2081639396138333
ACH-000767,-0.10767522041402304
ACH-000768,-0.10544298088685952
ACH-000769,-0.13506234586059954
ACH-000770,-0.09425533229229337
ACH-000771,0.019629824106775412
ACH-000773,0.20478480890172904
ACH-000776,-0.035944946199206435
ACH-000777,0.2729767069086235
ACH-000778,-0.28214482819320186
ACH-000781,-0.2510690184282596
ACH-000782,-0.16738287725504974
ACH-000783,-0.18776986231450066
ACH-000784,-0.334325861309118
ACH-000785,-0.06539229689779437
ACH-000787,-0.06491746767922646
ACH-000788,-0.08699646074985151
ACH-000791,-0.136235273884492
ACH-000792,-0.07512491606300334
ACH-000794,0.052825729425695904
ACH-000796,-0.044447243068334766
ACH-000798,-0.09339123998865526
ACH-000799,-0.12426262529015815
ACH-000800,-0.19448767864753372
ACH-000802,-0.09501982776384517
ACH-000804,0.0057557401191909606
ACH-000805,-0.19011710927005745
ACH-000809,-0.1363983542850519
ACH-000810,-0.14808928971606355
ACH-000811,-0.15718984168278066
ACH-000817,-0.11760997995306602
ACH-000819,-0.13239865034804044
ACH-000820,-0.2017358077244196
ACH-000821,-0.2100195021067285
ACH-000822,-0.060607242229382415
ACH-000823,-0.33707372842648736
ACH-000824,-0.2195606173447348
ACH-000827,-0.02488469897401497
ACH-000829,-0.14250926259438873
ACH-000831,-0.30382890443863064
ACH-000832,-0.10890354588824976
ACH-000833,-0.18280175546399507
ACH-000834,-0.2449216797323104
ACH-000835,-0.04941874771316064
ACH-000836,0.0005882350853723022
ACH-000837,-0.11145479719512567
ACH-000838,-0.15675263675753207
ACH-000839,-0.08451052291104734
ACH-000840,-0.19567424443299689
ACH-000841,-0.16422400986776084
ACH-000843,-0.22227164864516696
ACH-000846,-0.2680646370325185
ACH-000847,-0.09503760771297466
ACH-000848,-0.3123596378723025
ACH-000849,-0.2590425197140564
ACH-000851,-0.2462965054277845
ACH-000855,-0.3788065630159142
ACH-000856,-0.16191360573442848
ACH-000858,-0.21711779018689306
ACH-000859,-0.029955407865829137
ACH-000861,-0.13199569243447806
ACH-000862,-0.3949700734244723
ACH-000865,-0.2388136393726894
ACH-000866,-0.3019459700537149
ACH-000867,-0.3403542349501479
ACH-000869,-0.2814368068838167
ACH-000872,-0.08316298905480778
ACH-000873,-0.10396279587823316
ACH-000876,-0.25704821134182115
ACH-000878,-0.046389613764960015
ACH-000880,-0.11239970826167782
ACH-000881,-0.002162993623553283
ACH-000882,-0.07524744841017537
ACH-000884,-0.178255295937528
ACH-000885,-0.2935855696930703
ACH-000887,-0.2162646402494991
ACH-000889,0.09691620442458844
ACH-000896,-0.06301756275743016
ACH-000898,-0.2696373391993182
ACH-000900,-0.40459142804732506
ACH-000901,-0.1156745154764678
ACH-000905,-0.17150309878927078
ACH-000906,-0.12733940168071545
ACH-000907,-0.07232712800535109
ACH-000910,-0.10851319649163572
ACH-000911,-0.21614402951044054
ACH-000912,-0.028717322310295338
ACH-000913,-0.3858592035979437
ACH-000915,-0.3303916223599485
ACH-000916,-0.31406628080793564
ACH-000917,0.030615623648828732
ACH-000920,-0.1180828525303148
ACH-000921,-0.2872500371433939
ACH-000924,-0.26434364177137754
ACH-000926,-0.20686641871268546
ACH-000928,0.028233109895839374
ACH-000929,-0.05518440707996149
ACH-000932,-0.11641752600992646
ACH-000935,-0.19191170942217534
ACH-000936,-0.1809517357514664
ACH-000937,0.07472298917170299
ACH-000938,-0.35345399393797633
ACH-000939,-0.290799028636503
ACH-000941,-0.08804153591998969
ACH-000943,-0.3536772781071159
ACH-000946,-0.2280837098946615
ACH-000947,-0.3718804834803437
ACH-000948,-0.21750107244749467
ACH-000950,0.0627665238074928
ACH-000953,0.15826872731003186
ACH-000954,0.02106115622920041
ACH-000957,-0.1921112847503053
ACH-000958,-0.01773502068431247
ACH-000960,-0.24210335676839015
ACH-000963,-0.3270941905466859
ACH-000968,-0.16949616149868812
ACH-000969,-0.34340030398507865
ACH-000972,-0.028560725008334363
ACH-000973,-0.004549488090917439
ACH-000974,-0.06258632320925578
ACH-000978,0.00384990111857031
ACH-000984,-0.08499333145440134
ACH-000986,-0.1247340943223426
ACH-000988,-0.18227200393033866
ACH-000993,-0.05260345477833756
ACH-000994,-0.3558191159049404
ACH-000996,-0.12780430218467906
ACH-001001,-0.4767407097898834
ACH-001020,-0.3138167310537471
ACH-001028,-0.19104940135345008
ACH-001031,-0.3266624762739116
ACH-001038,-0.22863049866546284
ACH-001048,-0.20125794579943745
ACH-001050,-0.250643308080338
ACH-001053,-0.008870235694831603
ACH-001054,0.04065731607607806
ACH-001061,-0.3306808807441615
ACH-001067,-0.26159309301486355
ACH-001075,-0.3051498106288317
ACH-001096,-0.47430937381600896
ACH-001111,0.061631394136174286
ACH-001119,-0.14101825626996262
ACH-001128,-0.4339407557168052
ACH-001134,-0.01315924737117528
ACH-001151,-0.1416955321306946
ACH-001163,-0.4293928586670717
ACH-001164,-0.07553566879576712
ACH-001183,-0.07355872998860417
ACH-001192,-0.11071846628091464
ACH-001193,-0.2654961342922522
ACH-001196,-0.058078077285993526
ACH-001197,0.135444853288161
ACH-001205,-0.06226358470225076
ACH-001211,0.022185863332760045
ACH-001212,-0.15852941479179167
ACH-001228,-0.1764633134665266
ACH-001232,0.049531149527788816
ACH-001239,-0.3491404755697946
ACH-001270,-0.14672642066638686
ACH-001274,-0.12816015682142465
ACH-001275,-0.12504281753334584
ACH-001277,-0.2373625197262175
ACH-001278,-0.3073817747334603
ACH-001280,-0.12042905553058655
ACH-001283,-0.2274452076121441
ACH-001289,-0.15347743685146684
ACH-001300,-0.03994948704647031
ACH-001301,-0.04031846149072084
ACH-001302,-0.03230855467219272
ACH-001306,-0.0649519085587786
ACH-001318,-0.32606317251307515
ACH-001322,-0.2835508641220737
ACH-001328,0.04900606624185205
ACH-001332,-0.2161343643030894
ACH-001336,-0.2347900411709304
ACH-001346,-0.0542144105670548
ACH-001353,0.08001594514227314
ACH-001354,0.05164231092859007
ACH-001367,-0.13563735012511616
ACH-001368,-0.004933547693432528
ACH-001374,-0.3688714325580274
ACH-001377,-0.12854910686417895
ACH-001380,-0.23543857563156384
ACH-001391,0.04202147740024564
ACH-001408,-0.17504927493259326
ACH-001430,-0.14001795208729598
ACH-001431,0.07979270394608545
ACH-001450,-0.26479551439756965
ACH-001496,-0.30273685672943657
ACH-001500,-0.3614201260362249
ACH-001523,-0.26323644310596084
ACH-001532,-0.35719730783186804
ACH-001550,-0.35380533687086146
ACH-001552,-0.17619843456385295
ACH-001554,-0.15349048969865772
ACH-001654,-0.2038818989217973
ACH-001735,-0.019877760672662267
ACH-001736,-0.1307076190834377
ACH-001737,0.2670816148262305
ACH-001740,-0.1539785502781464
ACH-001745,-0.18924952502478729
ACH-001765,-0.2682915507038821
