,NOTCH3 (4854)
ACH-000004,-0.2645989212943419
ACH-000005,-0.08542087181162758
ACH-000007,-0.08900805962158413
ACH-000009,-0.031909016221344025
ACH-000011,-0.07650536129483554
ACH-000012,-0.12994913941433173
ACH-000013,-0.09602085528068482
ACH-000014,0.2652922810453377
ACH-000015,-0.14881692428632284
ACH-000017,-0.008301226433252021
ACH-000018,0.1390629145936233
ACH-000019,-0.022260621058155364
ACH-000021,-0.04806394588108952
ACH-000022,-0.1302244851192676
ACH-000025,-0.025864438682980783
ACH-000028,-0.16900261585522713
ACH-000030,-0.046893736619879466
ACH-000035,-0.2613674744951267
ACH-000036,-0.0877026993207723
ACH-000037,0.15863231519933946
ACH-000039,-0.04319576866478818
ACH-000040,-0.15067594035970214
ACH-000041,0.016321676406095203
ACH-000042,-0.043504604180021014
ACH-000045,-0.008468184380893053
ACH-000047,-0.08554132314870562
ACH-000052,-0.12859141550104586
ACH-000053,0.026368018606719244
ACH-000054,-0.02458090439368414
ACH-000055,0.0038305768426237603
ACH-000060,-0.018952317554460942
ACH-000067,-0.010000868616249523
ACH-000070,0.1599386001879461
ACH-000075,-0.023557532048449837
ACH-000078,-0.044431204678289433
ACH-000082,0.04293282918425017
ACH-000085,-0.27806296522876905
ACH-000086,-0.08586559601276249
ACH-000087,-0.09001562994281331
ACH-000092,-0.10197217045179184
ACH-000095,-0.012063563846866396
ACH-000097,-0.04068965350468047
ACH-000098,-0.10213783647505058
ACH-000099,0.14676215863357228
ACH-000108,0.011837575572741245
ACH-000113,0.0008830577416329584
ACH-000116,-0.14995393426590606
ACH-000118,-0.06846582880468824
ACH-000120,0.024425491109494237
ACH-000123,-0.07958075870390655
ACH-000127,-0.04816689719177645
ACH-000128,-0.11442745458679007
ACH-000132,0.015856453248364728
ACH-000133,-0.06918967303207281
ACH-000137,0.04061310614553155
ACH-000138,-0.025531377721353343
ACH-000142,-0.18096497340532425
ACH-000143,-0.04949618373217217
ACH-000146,-0.0019066904667493687
ACH-000148,0.02869075547848485
ACH-000150,-0.01149770762712602
ACH-000152,0.03717547070972496
ACH-000153,0.12171886009942755
ACH-000159,-0.008408474410385421
ACH-000160,0.06060592721768297
ACH-000163,-0.1999642142982516
ACH-000167,0.6421183448150736
ACH-000168,0.10492086141943527
ACH-000169,-0.00903197221086594
ACH-000178,0.014924307665349497
ACH-000183,-0.4062263108314921
ACH-000188,-0.2119862001258095
ACH-000189,0.07930950977780092
ACH-000190,-0.2455300332430095
ACH-000198,-0.11077672938148646
ACH-000203,-0.3997246875022963
ACH-000204,-0.15290947017257991
ACH-000206,0.025880010048202014
ACH-000207,0.048201282098235834
ACH-000208,0.12781152790529438
ACH-000210,-0.4489202109610424
ACH-000211,-0.03622513730397989
ACH-000215,0.03152713975105472
ACH-000221,-0.12619434340319413
ACH-000222,-0.12628375021963725
ACH-000223,0.05321800961546334
ACH-000226,0.02066118276229987
ACH-000227,-0.014664313999202285
ACH-000228,-0.22687435160122385
ACH-000231,0.049296414455272775
ACH-000232,0.08577408244375459
ACH-000233,-0.1389953500722188
ACH-000234,-0.09945054267926846
ACH-000235,-0.12371361394933394
ACH-000237,-0.0940870138000646
ACH-000238,0.019346603639385892
ACH-000242,0.24265877496585456
ACH-000243,-0.0769754290185673
ACH-000244,-0.09476778522028903
ACH-000246,-0.2406344809635456
ACH-000248,0.04321123701255894
ACH-000250,-0.02607445383258146
ACH-000251,-0.1047343373550826
ACH-000252,-0.061208388146016576
ACH-000253,-0.07486040181571141
ACH-000255,0.030851369618095887
ACH-000256,-0.044763780003258584
ACH-000257,-0.2449119854059791
ACH-000258,-0.020340706756464214
ACH-000259,0.01928456737262996
ACH-000260,-0.018714338959292996
ACH-000261,-0.07507897870471622
ACH-000262,-0.02139546804752856
ACH-000263,0.08756119088696816
ACH-000264,-0.0203936231972356
ACH-000265,-0.0887172038996356
ACH-000266,0.034571357581951366
ACH-000272,-0.14139663604694086
ACH-000274,-0.009079117451839288
ACH-000277,0.02456200723032241
ACH-000278,-0.16361630049579898
ACH-000279,0.006612552036370257
ACH-000280,0.03616292891553395
ACH-000281,-0.12239844781400396
ACH-000288,0.1012438434571714
ACH-000291,-0.16068760246513758
ACH-000293,-0.019076930382712458
ACH-000294,-0.12451531063299752
ACH-000295,0.04143798727767213
ACH-000296,-0.20905671482245086
ACH-000302,-0.10892140538109787
ACH-000304,-0.08938854781100186
ACH-000307,-0.03476323955349474
ACH-000308,-0.1073292213304782
ACH-000310,-0.008723251574809408
ACH-000311,-0.03861389565924875
ACH-000312,-0.05439779677294895
ACH-000315,0.07381410223097865
ACH-000316,-0.029029464754733374
ACH-000317,0.09583600571084318
ACH-000318,-0.15904747375772166
ACH-000319,-0.1309553547769401
ACH-000320,0.1937291957476848
ACH-000322,-0.13608067914231725
ACH-000323,0.07678896694254185
ACH-000324,0.028793321971810483
ACH-000329,-0.01071713009843182
ACH-000330,-0.09348488983375007
ACH-000331,-0.15444649712401098
ACH-000332,-0.029138631474504545
ACH-000334,0.06512189421257854
ACH-000335,-0.16402826666772088
ACH-000336,0.07940022026591177
ACH-000337,-0.17063839664852426
ACH-000338,0.12691528069247102
ACH-000339,-0.10335901342235283
ACH-000341,-0.010355749618458
ACH-000348,-0.07260489662073583
ACH-000350,0.06999030858151074
ACH-000352,-0.057463126971586974
ACH-000356,-0.09055901386193656
ACH-000361,-0.008798601894004023
ACH-000362,0.05544856485405224
ACH-000363,-0.0545979745346363
ACH-000364,0.028365033085261206
ACH-000365,0.021796623656821255
ACH-000366,-0.04364473087647446
ACH-000368,0.08519698799756609
ACH-000374,0.42872239793941935
ACH-000375,-0.09482652395741877
ACH-000376,0.06091510464661259
ACH-000381,0.08988153833091211
ACH-000383,-0.04377235130755282
ACH-000387,0.012609345387489264
