,OR4A47 (403253)
ACH-000004,-0.31674601093369564
ACH-000005,-0.4836680975128077
ACH-000007,-0.4530010044037788
ACH-000009,-0.12427890071336455
ACH-000011,-0.3652980751217715
ACH-000012,-0.31937095108348784
ACH-000013,-0.2393371587169744
ACH-000014,-0.18189262296020012
ACH-000015,-0.3493179898496804
ACH-000017,-0.15166674152371226
ACH-000018,-0.33900076069697
ACH-000019,-0.3389142549758697
ACH-000021,-0.5172577642826548
ACH-000022,-0.2173589766763507
ACH-000025,-0.22938005611321105
ACH-000028,-0.3460655002582388
ACH-000030,-0.3521123627037777
ACH-000035,-0.3531119527219736
ACH-000036,-0.2109638391368341
ACH-000037,-0.2081454379728553
ACH-000039,-0.39912053297021904
ACH-000040,-0.28432995932505195
ACH-000041,-0.2718915001871136
ACH-000042,-0.2817972915907568
ACH-000045,-0.2706870369933069
ACH-000047,-0.12874463049901722
ACH-000052,-0.32970389443821263
ACH-000053,-0.21855776257920986
ACH-000054,-0.2460377443897404
ACH-000055,-0.2678244578964627
ACH-000060,-0.4468169454680253
ACH-000067,-0.2796023745694878
ACH-000070,-0.39036414220256815
ACH-000075,-0.38239640318259904
ACH-000078,-0.2329902228897607
ACH-000082,-0.31031915655026737
ACH-000085,-0.21648149450262627
ACH-000086,-0.4805173203117396
ACH-000087,-0.2458716384683495
ACH-000092,-0.1891236906362445
ACH-000095,-0.32107358093079186
ACH-000097,-0.3426990958884565
ACH-000098,-0.23343426519717594
ACH-000099,-0.2435884587034696
ACH-000108,-0.2375021448762511
ACH-000113,-0.3245790351631897
ACH-000116,-0.25682724047420336
ACH-000118,-0.3099168318070455
ACH-000120,-0.4557043644690619
ACH-000123,-0.3534669380438469
ACH-000127,-0.3681987589704142
ACH-000128,-0.3570818392608401
ACH-000132,-0.3657411502706892
ACH-000133,-0.2404429914521484
ACH-000137,-0.2921178446805059
ACH-000138,-0.18663424447631044
ACH-000142,-0.31853602524490604
ACH-000143,-0.1669645229101438
ACH-000146,-0.3381238966076331
ACH-000148,-0.31502939089655674
ACH-000150,-0.5520123473642401
ACH-000152,-0.2719186226746575
ACH-000153,-0.3869644843396937
ACH-000159,-0.4142218233543179
ACH-000160,-0.2944009080523482
ACH-000163,-0.2679467778994125
ACH-000167,-0.3366768827425161
ACH-000168,-0.37466422824093737
ACH-000169,-0.25128628774961426
ACH-000178,-0.2886482758714861
ACH-000183,-0.2840480840879437
ACH-000188,-0.4633219123028163
ACH-000189,-0.40163191684760935
ACH-000190,-0.3637510703435333
ACH-000198,-0.3052241640523478
ACH-000203,0.2809479135700596
ACH-000204,-0.3598642639441548
ACH-000206,-0.4052749187404944
ACH-000207,-0.1018858129352646
ACH-000208,-0.4113412228324282
