,TLX1NB (100038246)
ACH-000004,-0.2308276835043649
ACH-000005,-0.06740374219502918
ACH-000007,-0.13950983485038232
ACH-000009,-0.3485826039275445
ACH-000011,-0.28182590979880195
ACH-000012,-0.13074214585397448
ACH-000013,-0.023560342943884063
ACH-000014,-0.3279878560710026
ACH-000015,-0.07701035999379778
ACH-000017,-0.20273912484521955
ACH-000018,-0.2644898578020801
ACH-000019,-0.22846846267236764
ACH-000021,-0.17352085065355022
ACH-000022,-0.1846043658388393
ACH-000025,-0.14556732284221466
ACH-000028,-0.1148337992506316
ACH-000030,-0.2353756071334118
ACH-000035,-0.10981702345269093
ACH-000036,-0.3268405489031402
ACH-000037,-0.2872397146340678
ACH-000039,-0.03551498146242258
ACH-000040,-0.1762941437618288
ACH-000041,-0.16752514583686134
ACH-000042,-0.2853263867943045
ACH-000045,0.06251488538791075
ACH-000047,-0.05290016903322897
ACH-000052,-0.1551843046003885
ACH-000053,-0.08487397810933042
ACH-000054,-0.1543624739073483
ACH-000055,0.14893716489276235
ACH-000060,-0.1656213766720923
ACH-000067,-0.40722498590167616
ACH-000070,-0.23243137549773785
ACH-000075,-0.2700687268819155
ACH-000078,-0.18273484867792056
ACH-000082,-0.09622558191587773
ACH-000085,0.08572613199840713
ACH-000086,-0.17241541356126794
ACH-000087,-0.22319711892997
ACH-000092,-0.20823389925516386
ACH-000095,-0.23847962077884985
ACH-000097,-0.19403496966598885
ACH-000098,-0.2753564990215689
ACH-000099,-0.2651358491830262
ACH-000108,-0.22703350677366285
ACH-000113,-0.19414864016220365
ACH-000116,-0.15169814871803075
ACH-000118,-0.046352678476313
ACH-000120,-0.12347472402960692
ACH-000123,-0.14677242585940894
ACH-000127,-0.2188458660177754
ACH-000128,-0.2070735330039835
ACH-000132,-0.1039637977194318
ACH-000133,-0.09228629630370418
ACH-000137,-0.10610997229456566
ACH-000138,-0.2526478850506992
ACH-000142,-0.10490111967067133
ACH-000143,-0.23076428678624114
ACH-000146,-0.053413529527353794
ACH-000148,-0.16191308799886844
ACH-000150,-0.14187322750790266
ACH-000152,-0.25940021721760204
ACH-000153,0.04941732196377318
ACH-000159,-0.3095790742546549
ACH-000160,-0.0444784858272758
ACH-000163,-0.04412632200581284
ACH-000167,-0.10599325566529053
ACH-000168,-0.14503448804504604
ACH-000169,-0.2674739784006989
ACH-000178,-0.15222219867800196
ACH-000183,-0.1229417811067564
ACH-000188,-0.1456955669039734
ACH-000189,0.13812698776641652
ACH-000190,-0.17836699753495472
ACH-000198,-0.1561500339719854
ACH-000203,-0.932771967998745
ACH-000204,-0.3585775538650949
ACH-000206,-0.3206995366603924
ACH-000207,-0.2083020999202644
ACH-000208,-0.13553981061331505
ACH-000210,-0.4503320257276514
ACH-000211,-0.234416632200848
ACH-000215,-0.2040200831956822
ACH-000221,-0.1108865828997652
ACH-000222,-0.03490094466246033
ACH-000223,-0.18578117226019025
ACH-000226,-0.031836702283376705
ACH-000227,-0.19937249467986215
ACH-000228,-0.11914942956486425
ACH-000231,-0.1261415237941708
ACH-000232,-0.2709600273912808
ACH-000233,-0.20642548385356435
ACH-000234,-0.14082783815365546
ACH-000235,-0.19573120817216205
ACH-000237,-0.2132160868838107
ACH-000238,-0.06858565538021193
ACH-000242,-0.3348466250238641
ACH-000243,-0.2078183159845965
ACH-000244,-0.04238333689861086
ACH-000246,-0.2610394219320457
ACH-000248,-0.1962019367024148
ACH-000250,-0.43742914554643214
ACH-000251,-0.13454485278452866
ACH-000252,-0.2156098185057902
ACH-000253,-0.1822704668002194
ACH-000255,-0.13363550629325616
ACH-000256,-0.2941757956508507
ACH-000257,-0.42836785632664814
ACH-000258,-0.4612970923651572
ACH-000259,-0.21238622835806875
ACH-000260,-0.21746417766764312
ACH-000261,-0.2284509172091305
ACH-000262,-0.03617433426602178
ACH-000263,-0.15182579787319486
ACH-000264,-0.15798622589340933
ACH-000265,-0.16769618873813086
ACH-000266,-0.14748725234056514
ACH-000272,-0.3179191861024061
ACH-000274,-0.3834624607611011
ACH-000277,-0.17818356186539552
ACH-000278,-0.23301092429510256
ACH-000279,-0.1654585578634473
ACH-000280,-0.09204953512666827
ACH-000281,-0.15394208779351115
ACH-000288,-0.2066099445722287
ACH-000291,-0.09474817454890556
ACH-000293,-0.2902466766465805
ACH-000294,-0.2460552414285365
ACH-000295,-0.1532805921095929
ACH-000296,-0.1003544163500557
ACH-000302,-0.1756407501186131
ACH-000304,-0.097163623651374
ACH-000307,-0.18339825970133705
ACH-000308,-0.2531318990842311
ACH-000310,-0.3021764244926708
ACH-000311,-0.24957791165351054
ACH-000312,-0.1848525065433408
ACH-000315,0.12115489171726715
ACH-000316,-0.3004546634862998
ACH-000317,-0.237209072093887
ACH-000318,-0.058552812354970625
ACH-000319,-0.2372519290173274
ACH-000320,-0.3276811270332713
ACH-000322,-0.11385514619987695
ACH-000323,-0.2851044510108021
ACH-000324,-0.2467504254207678
ACH-000329,-0.14680504063650412
ACH-000330,-0.1730178636260947
ACH-000331,-0.2802340334424983
ACH-000332,-0.20305535827014026
ACH-000334,-0.15728103990713838
ACH-000335,-0.35895445948418525
ACH-000336,0.01296889907770586
ACH-000337,-0.1287105439740769
ACH-000338,-0.14485572185518816
ACH-000339,-0.1647494840186531
ACH-000341,-0.10601938392379794
ACH-000348,-0.06550760535111577
ACH-000350,-0.1976046689373156
ACH-000352,-0.04822377902248258
ACH-000356,-0.2131323406199276
ACH-000361,-0.4921067676431184
ACH-000362,-0.22458706580427493
ACH-000363,-0.23635394857866995
ACH-000364,-0.31637109073142194
ACH-000365,-0.2498731631441938
ACH-000366,-0.1755485776521931
ACH-000368,-0.29959722696494057
ACH-000374,-0.21996203189855967
ACH-000375,-0.15120762533658835
ACH-000376,-0.30934863279120484
ACH-000381,-0.15117670439744565
ACH-000383,-0.18200143301243096
ACH-000387,-0.2219722236727128
ACH-000389,-0.23091038066640154
ACH-000390,-0.2495113798929065
ACH-000393,-0.3436500496367684
ACH-000395,0.013899454687854624
ACH-000396,0.12974451303123954
ACH-000397,-0.24581637116122995
ACH-000401,-0.34506266752840525
ACH-000402,0.004932036858387474
ACH-000403,-0.3231614372861073
ACH-000404,-0.2372077961982582
ACH-000406,-0.16613003263080156
ACH-000407,-0.2372365679907713
ACH-000408,-0.07966743967700066
ACH-000410,-0.17275647151937007
ACH-000411,-0.14249987805991035
ACH-000414,-0.1877366871015524
ACH-000415,-0.22434315667619215
ACH-000416,-0.21937569817819544
ACH-000420,-0.2748467186507045
ACH-000421,-0.15181100902388436
ACH-000424,-0.12001416074310718
ACH-000425,-0.30597666477691904
ACH-000426,-0.30080527358213155
ACH-000427,-0.2156319207673689
ACH-000433,-0.2849248641675508
ACH-000435,-0.09888864996803357
ACH-000436,-0.0886077088844991
ACH-000444,-0.1763372533059816
ACH-000445,-0.10093995627091576
ACH-000448,-0.20399457941558388
ACH-000450,-0.2012266496402106
ACH-000452,-0.17433194534174154
ACH-000454,-0.3277452317225725
ACH-000458,0.07772265425936034
ACH-000459,0.10671168189893704
ACH-000460,-0.16730065033634478
ACH-000461,-0.03509661458202155
ACH-000463,-0.12447199186771772
ACH-000464,-0.210138403722976
ACH-000466,-0.1971704868128724
ACH-000467,-0.22495852662194787
ACH-000468,-0.1353624277827263
ACH-000469,-0.14902499328309995
ACH-000470,-0.21835685348417147
ACH-000471,-0.17111615351713652
ACH-000472,-0.11734387295810415
ACH-000473,-0.18297355064360094
ACH-000475,-0.2460329164414034
ACH-000476,-0.3536847181995173
ACH-000477,-0.20485269764918765
ACH-000479,-0.3977484404932149
ACH-000480,-0.034331687174339535
ACH-000481,-0.3328819666978469
ACH-000483,-0.10489548067127544
ACH-000484,-0.09276895724083832
ACH-000485,-0.13867097113363674
ACH-000486,-0.1945920778402232
ACH-000487,-0.10894938782027623
ACH-000488,-0.08968445636254731
ACH-000490,-0.09291596133705048
ACH-000491,-0.11548891087431733
ACH-000495,-0.287965975996654
ACH-000496,-0.1979230976933302
ACH-000499,0.06472887147440973
ACH-000500,-0.16859026972136906
ACH-000502,-0.11073148041545328
ACH-000503,-0.12085312687047868
ACH-000505,-0.25261408109564504
ACH-000507,-0.20184762502173864
ACH-000510,-0.17386813998373518
ACH-000511,-0.09049167595716827
ACH-000512,-0.06878634313060568
ACH-000516,-0.2176686138026513
ACH-000517,-0.33231085600270416
ACH-000518,-0.1291870648163162
ACH-000520,-0.2073069120145018
ACH-000521,-0.2395576056591177
ACH-000522,-0.23826611359059685
ACH-000524,-0.26770567767379017
ACH-000527,-0.1322187117183026
ACH-000528,-0.1721742929389927
ACH-000537,-0.03460449030440884
ACH-000541,0.027599145404627663
ACH-000542,-0.20410989311240205
ACH-000544,-0.16786330947945274
ACH-000545,-0.2822347167261625
ACH-000547,-0.10432316577849976
ACH-000548,-0.10935229035115122
ACH-000549,-0.13605775575451545
ACH-000550,-0.2864089990783729
ACH-000552,-0.08331906003472381
ACH-000556,-0.18237351639499708
ACH-000557,-0.21936595391847827
ACH-000569,-0.25234351765395685
ACH-000570,-0.2089668179358561
ACH-000571,-0.15249049780782087
ACH-000573,-0.08976748353724341
ACH-000576,-0.2725583374921386
ACH-000579,-0.2544386095815541
ACH-000580,-0.18934154676499748
ACH-000584,-0.13321578378733018
ACH-000585,-0.16060020603132247
ACH-000588,0.08331172142702148
ACH-000589,-0.054394156315165636
ACH-000591,-0.1726024008424488
ACH-000593,-0.14371853760700545
ACH-000600,-0.27243873333870805
ACH-000601,-0.10035278496016388
ACH-000605,-0.011509353900917795
ACH-000606,-0.13495389779207562
ACH-000608,-0.21401998695461869
ACH-000614,-0.2749076574711705
ACH-000616,-0.28551694385077697
ACH-000618,-0.1228073710097618
ACH-000619,-0.17315307031120186
ACH-000620,-0.16644254923987006
ACH-000621,-0.16181064770284528
ACH-000622,-0.22755576537853806
ACH-000623,-0.2336712448317683
ACH-000624,-0.1929956611279456
ACH-000627,-0.061918399153114624
ACH-000630,-0.21093229042627046
ACH-000631,-0.21554523771978296
ACH-000632,-0.18278995788512195
ACH-000633,-0.13669084919356156
ACH-000637,-0.09351601644678384
ACH-000638,-0.32107684472446096
ACH-000646,-0.048430670090156135
ACH-000647,-0.219058924513484
ACH-000648,-0.2815046166763244
ACH-000649,-0.2376336897678287
ACH-000651,-0.13349540693113082
ACH-000652,-0.1913426441780937
ACH-000653,-0.1762496279272171
ACH-000657,-0.24053555424775114
ACH-000658,-0.07098168094289768
ACH-000661,-0.21603827971696526
