,FRRS1L (23732)
ACH-000004,-0.09874755935944804
ACH-000005,-0.5163518418314439
ACH-000007,-0.0911409275192563
ACH-000009,-0.046828035867246716
ACH-000011,0.0010280624691604882
ACH-000012,-0.0008269840479636245
ACH-000013,-0.16585469599534144
ACH-000014,-0.27237696827427743
ACH-000015,-0.15995385726079647
ACH-000017,0.10644209973208492
ACH-000018,0.12073346281907855
ACH-000019,0.14821350514032322
ACH-000021,-0.07651894510740409
ACH-000022,0.07380259970071484
ACH-000025,0.1012595704368318
ACH-000028,0.018343482671708208
ACH-000030,-0.0289360121197119
ACH-000035,-0.0148539665141618
ACH-000036,-0.05794208280380544
ACH-000037,0.1276687340010408
ACH-000039,0.03355639793466514
ACH-000040,-0.013795152160198805
ACH-000041,-0.08084740410072894
ACH-000042,-0.12030864707523348
ACH-000045,0.11147951227285538
ACH-000047,0.030715669206655687
ACH-000052,0.16260039479737806
ACH-000053,-0.10975496783329104
ACH-000054,0.11484781782842025
ACH-000055,-0.13622195854046118
ACH-000060,-0.10862271758304784
ACH-000067,0.08620839486487017
ACH-000070,0.09686738673095048
ACH-000075,-0.2805704646798905
ACH-000078,-0.011262791662032541
ACH-000082,0.014968044599278337
ACH-000085,0.0594374167868603
ACH-000086,-0.1085248654094784
ACH-000087,0.08032216361315615
ACH-000092,-0.0674950544981515
ACH-000095,-0.13010271883427732
ACH-000097,0.009964454016306329
ACH-000098,0.06643290664980593
ACH-000099,-0.07458598968104045
ACH-000108,-0.03855744291606855
ACH-000113,-0.08020346190853425
ACH-000116,-0.019658599122080823
ACH-000118,-0.0678866540095859
ACH-000120,0.047597732325288994
ACH-000123,0.06403922159557697
ACH-000127,-0.1946793036445124
ACH-000128,-0.025700044321305168
ACH-000132,-0.14818193841715255
ACH-000133,-0.033053491588132165
ACH-000137,-0.2015708112247757
ACH-000138,-0.12820710416098394
ACH-000142,0.036265256843289975
ACH-000143,-0.1308824948442259
ACH-000146,-0.01051608737739691
ACH-000148,0.040079844390544746
ACH-000150,0.13869334299102434
ACH-000152,0.015556193039389387
ACH-000153,0.07240633113376957
ACH-000159,-0.06563145362744965
ACH-000160,-0.05810078763874189
ACH-000163,0.0601365947695897
ACH-000167,-0.3928139225664368
ACH-000168,-0.13117231468016935
ACH-000169,-0.09261175650990226
ACH-000178,-0.07297600086475482
ACH-000183,-0.1832102521345728
ACH-000188,0.14239353170946573
ACH-000189,0.09151179008117764
ACH-000190,-0.035128528487479715
ACH-000198,0.004824426869961378
ACH-000203,0.041302631926560265
ACH-000204,0.05857858324038201
ACH-000206,-0.0009125123249872113
ACH-000207,-0.12478744108763284
ACH-000208,0.02033883095625097
ACH-000210,0.013120925060240322
ACH-000211,-0.02299650038235452
ACH-000215,-0.1266346400075778
ACH-000221,-0.1774374316106294
ACH-000222,-0.2764981078911203
ACH-000223,0.010499191858643748
ACH-000226,-0.1801470147220775
ACH-000227,-0.017227654429913388
ACH-000228,-0.02399299354952426
ACH-000231,-0.05483576362323734
ACH-000232,-0.026400524875087355
ACH-000233,0.2203607265973006
ACH-000234,-0.059763275231771336
ACH-000235,-0.09121552012149543
ACH-000237,-0.08787946884591431
ACH-000238,-0.042048303510915715
ACH-000242,-0.3068857121702713
ACH-000243,0.03478880521946838
ACH-000244,0.13037949192546852
ACH-000246,-0.018769864842548327
ACH-000248,0.023681647495396026
ACH-000250,-0.014996991764691213
ACH-000251,0.0272613978406366
ACH-000252,-0.053592959747631806
ACH-000253,0.017925492981731937
ACH-000255,-0.05873708644724561
ACH-000256,-0.050554465027154785
ACH-000257,0.028819061134624475
ACH-000258,-0.010220528921215178
ACH-000259,-0.09451964444475368
ACH-000260,-0.05187802322087934
ACH-000261,-0.010868147117401541
ACH-000262,-0.03336606667485721
ACH-000263,0.07939116201133231
ACH-000264,-0.08059554534341239
ACH-000265,-0.08452461429334676
ACH-000266,0.0046516295425319786
ACH-000272,-0.0005004252015853408
ACH-000274,-0.07848138034603855
ACH-000277,0.0319520100510742
ACH-000278,0.030650242712708987
ACH-000279,0.059034763713010766
ACH-000280,-0.13535781866914973
ACH-000281,-0.0814864719803855
ACH-000288,0.06082315578364843
ACH-000291,-0.0625871415289612
ACH-000293,-0.05264062165713755
ACH-000294,0.08738809830457653
ACH-000295,-0.0033344708666024066
ACH-000296,0.06259439005323886
ACH-000302,-0.10023712878665203
ACH-000304,0.1041220632421407
ACH-000307,-0.04224203278010773
ACH-000308,0.027030580957576145
ACH-000310,-0.09181336179546107
ACH-000311,0.052320837409457824
ACH-000312,0.0022717635027868425
ACH-000315,0.06744468727872678
ACH-000316,0.009685598943803437
ACH-000317,-0.06163183717131919
ACH-000318,-0.0833828359533707
ACH-000319,-0.023706635964696826
ACH-000320,-0.039175145709453824
ACH-000322,0.03658855604296196
ACH-000323,-0.04823555449359745
ACH-000324,-0.014884594642345268
ACH-000329,-0.06959217398517326
ACH-000330,0.03065882107960995
ACH-000331,-0.1356398885965865
ACH-000332,-0.012157640290796431
ACH-000334,0.1504726489259632
ACH-000335,-0.20607366914434488
ACH-000336,0.1547084372026211
ACH-000337,-0.09605644163284156
ACH-000338,-0.09420031079442008
ACH-000339,-0.08973286627943222
ACH-000341,0.042358191090490965
ACH-000348,0.09179527730836692
ACH-000350,-0.012967558256522646
ACH-000352,0.014625554048102197
ACH-000356,-0.0005936798936377693
ACH-000361,0.21175337005229306
ACH-000362,-0.007220267202455958
ACH-000363,0.02629209965022779
ACH-000364,-0.09755215982749056
ACH-000365,0.0155190871252679
ACH-000366,-0.004986271174981682
ACH-000368,0.059319487036061776
ACH-000374,-0.021982988426146325
ACH-000375,0.04255461394429626
ACH-000376,-0.023664815134107384
ACH-000381,-0.05502095358017997
ACH-000383,-0.07511934152227193
ACH-000387,-0.05310871730541592
ACH-000389,-0.07768891180253322
ACH-000390,-0.1096854380914748
ACH-000393,-0.10598822182163917
ACH-000395,-0.2471696085654517
ACH-000396,-0.1699860921527334
ACH-000397,-0.002816994571891416
ACH-000401,-0.02781551381433696
ACH-000402,-0.24398973294282564
ACH-000403,-0.07708460670727459
ACH-000404,0.03518253019165203
ACH-000406,-0.01710004149567902
ACH-000407,-0.07053626482413455
ACH-000408,-0.05952448191016839
ACH-000410,-0.048963256187356176
ACH-000411,-0.059290644404591884
ACH-000414,-0.11472992556938652
ACH-000415,-0.06149838091015916
ACH-000416,-0.08755654739074241
ACH-000420,0.027253306406175185
ACH-000421,0.02005350579280657
ACH-000424,-0.09777510515859283
ACH-000425,0.047417305290427536
ACH-000426,0.02694022901679636
ACH-000427,0.01926752184259372
ACH-000433,0.2862193711090856
ACH-000435,0.14664075200990187
ACH-000436,0.15350645339090116
ACH-000444,-0.08020097784137638
ACH-000445,-0.04432407316378654
ACH-000448,0.010660445445527763
ACH-000450,-0.3791394306901537
ACH-000452,-0.05516338807596157
ACH-000454,0.016698024522765517
ACH-000458,-0.11371479489894575
ACH-000459,-0.12156583292520765
ACH-000460,-0.058177256554177985
ACH-000461,-0.029136643864044395
ACH-000463,0.02549029248921428
ACH-000464,-0.011665298555552959
ACH-000466,-0.019389832098026458
ACH-000467,0.02492135895633981
ACH-000468,0.028238094238049027
ACH-000469,0.025253563799607068
ACH-000470,-0.01861004569027027
ACH-000471,0.011894707372385752
ACH-000472,-0.04780682990824645
ACH-000473,-0.1292608013016961
ACH-000475,-0.02413556550006871
ACH-000476,-0.08500067212381321
ACH-000477,-0.05867856156546637
ACH-000479,-0.013882237490969855
ACH-000480,-0.0668486434438647
ACH-000481,-0.20591245195885624
ACH-000483,0.08760782154289727
ACH-000484,0.017554998853024317
ACH-000485,-0.1052726312894051
ACH-000486,-0.07009892711748811
ACH-000487,-0.09166911040477056
ACH-000488,-0.0759154351172984
ACH-000490,-0.039286600727119314
ACH-000491,-0.14303004066025776
ACH-000495,0.05289749406276574
ACH-000496,-0.02888054294105174
ACH-000499,0.0718675024171599
ACH-000500,-0.15541493674193874
ACH-000502,-0.06969713904968954
ACH-000503,-0.31062592551463325
ACH-000505,0.1087435974420431
ACH-000507,-0.007435203698455367
ACH-000510,-0.02525713908937931
ACH-000511,0.005517908288135676
ACH-000512,-0.18353657471166307
ACH-000516,-0.05546497308777057
ACH-000517,0.037424034800974434
ACH-000518,0.005408292073633416
ACH-000520,0.023124909070323038
ACH-000521,-0.05998500337914853
ACH-000522,-0.1313607442788378
ACH-000524,-0.14931510837961887
ACH-000527,-0.015536532558005382
ACH-000528,-0.008152572255825823
ACH-000537,0.020513114393163237
ACH-000541,0.3693724317785393
ACH-000542,-0.06933389911859585
ACH-000544,-0.15376874728677298
ACH-000545,-0.0947683513865507
ACH-000547,-0.024518100714540664
ACH-000548,-0.0381239584174212
ACH-000549,-0.14896375940863932
ACH-000550,-0.02561417025025902
ACH-000552,-0.017933572986460755
ACH-000556,-0.08626646606913088
ACH-000557,-0.016787733924815914
ACH-000569,0.05362554919627016
ACH-000570,0.1000646690278698
ACH-000571,-0.03945828226316447
ACH-000573,-0.0479187156308319
ACH-000576,0.041629032079055835
