,CFDP1 (10428)
ACH-000304,-0.4690565492006527
ACH-000307,-0.6131364590463709
ACH-000308,-0.6274755599128928
ACH-000310,-0.6042884030250593
ACH-000311,-0.5867648124781929
ACH-000312,-0.5459333090092171
ACH-000315,-0.5234622404942944
ACH-000316,-0.6413816224560059
ACH-000317,-0.5437601800571223
ACH-000318,-0.4895396555126354
ACH-000319,-0.5902803060198294
ACH-000320,-0.4923057846539578
ACH-000322,-0.6556238777638105
ACH-000323,-0.2251841887127365
ACH-000324,-0.47661350423043897
ACH-000329,-0.4770605777190367
ACH-000330,-0.7265209149710192
ACH-000331,-0.7858785228014441
ACH-000332,-0.7321887227940068
ACH-000334,-0.6081754076807664
ACH-000335,-0.5863573601411667
ACH-000336,-0.8189567623312216
ACH-000337,-0.7712196487524987
ACH-000338,-0.4614226851576421
ACH-000339,-0.640098943986549
ACH-000341,-0.4064032110236683
ACH-000348,-0.5764326599568388
ACH-000350,-0.7024375395858118
ACH-000352,-0.3660507216669552
ACH-000356,-0.5943734710117126
ACH-000361,-0.8143213472023877
ACH-000362,-0.4775808942027431
ACH-000363,-0.7486379322954176
ACH-000364,-0.46125555363877
ACH-000365,-0.5827841960984825
ACH-000366,-0.414222679678463
ACH-000368,-0.5977476763185082
ACH-000374,-0.6059783156951216
ACH-000375,-0.4596778567997194
ACH-000376,-0.31144008925885386
ACH-000381,-0.5450101350367619
ACH-000383,-0.3711514675404843
ACH-000387,-0.6296105665004489
ACH-000389,-0.5838426031928894
ACH-000390,-0.4768938352959534
ACH-000393,-0.5060170517228983
ACH-000395,-0.3331377241581837
ACH-000396,-0.4513256034610476
ACH-000397,-0.5748430634581976
ACH-000401,-0.7053879765271117
ACH-000402,-0.5372096994485738
ACH-000403,-0.5017753974042816
ACH-000404,-0.6002343043413972
ACH-000406,-0.5959270577720316
ACH-000407,-0.5180245746526305
ACH-000408,-0.4282408603224195
ACH-000410,-0.657100655462231
ACH-000411,-0.7864908562955589
ACH-000414,-0.7299680089619427
ACH-000415,-0.6201319429844161
ACH-000416,-0.6355637590052233
ACH-000420,-0.4105362925449251
ACH-000421,-0.5862886179408959
ACH-000424,-0.4013549320031259
ACH-000425,-0.6104933174025551
ACH-000426,-0.7827693174528761
ACH-000427,-0.38550645435264336
ACH-000433,-0.43229857638757097
ACH-000435,-0.9906676694006896
ACH-000436,-0.4933907925979277
ACH-000444,-0.5592098995415015
ACH-000445,-0.3845756109728634
ACH-000448,-0.5453112588768351
ACH-000450,-0.7765240857543315
ACH-000452,-0.5282811023129008
ACH-000454,-0.6137827016545491
ACH-000458,-0.7188890125016152
ACH-000459,-0.8213073808016743
ACH-000460,-0.6590356774192311
ACH-000461,-0.7464159894876069
ACH-000463,-0.7216685749988023
ACH-000464,-0.6704780939068343
ACH-000466,-0.4115505669131241
ACH-000467,-0.7664328333788775
ACH-000468,-0.4084479546534119
ACH-000469,-0.5688771065988686
ACH-000470,-0.549355275329348
ACH-000471,-0.5155974822482144
ACH-000472,-0.5966740541564943
ACH-000473,-0.5850430860710429
ACH-000475,-0.7605732985036691
ACH-000476,-0.5805873393708278
ACH-000477,-0.5261359690174671
ACH-000479,-0.4298298099880864
ACH-000480,-0.5996427399253854
ACH-000481,-0.3353682709375853
ACH-000483,-0.3268548755190596
ACH-000484,-0.6382329293084337
ACH-000485,-0.5112322288163382
ACH-000486,-0.3873387153882143
ACH-000487,-0.7282502346072596
ACH-000488,-0.5335408689567094
ACH-000490,-0.6193078211417067
ACH-000491,-0.4510574542829044
ACH-000495,-0.5944428419759816
ACH-000496,-0.5804429091863941
ACH-000499,-0.756826426984223
ACH-000500,-0.5954187617702893
ACH-000502,-0.4726505916186022
ACH-000503,-0.6424500403164375
ACH-000505,-0.4593914059360629
ACH-000507,-0.6392133737057868
ACH-000510,-0.30912856238134834
ACH-000511,-0.6857861058088957
ACH-000512,-0.2662802539854289
ACH-000516,-0.7539534933636994
ACH-000517,-0.5254349197014927
ACH-000518,-0.5072595497913183
ACH-000520,-0.3920125673843219
ACH-000521,-0.4366102384777962
ACH-000522,-0.5458247420034549
ACH-000524,-0.6328442875063655
ACH-000527,-0.6352862022297087
ACH-000528,-0.6989309511621941
ACH-000537,-0.6074561006262367
ACH-000541,-0.5813568420765101
ACH-000542,-0.4907116094479603
ACH-000544,-0.5714494219453632
ACH-000545,-0.546542362435136
ACH-000547,-0.7564342903570329
ACH-000548,-0.6279408513328709
ACH-000549,-0.5100501757713436
ACH-000550,-0.4183823423967632
ACH-000552,-0.6242177780274066
ACH-000556,-0.42662921268785625
ACH-000557,-0.544155842021611
ACH-000569,-0.5497235445608759
ACH-000570,-0.5730235149900256
ACH-000571,-0.4453239521183788
ACH-000573,-0.8714803236873512
ACH-000576,-0.6491553186646076
ACH-000579,-0.5603693220261899
ACH-000580,-0.9137538516364672
ACH-000584,-0.3911889942036969
ACH-000585,-0.4360833504374337
ACH-000588,-0.7282360563121204
ACH-000589,-0.4755270639248335
ACH-000591,-0.6121756089557165
ACH-000593,-0.4072827793172189
ACH-000600,-0.5037102797223116
ACH-000601,-0.5253032595889466
ACH-000605,-0.6099888323177233
ACH-000606,-0.5567961692641076
ACH-000608,-0.5670364255913255
ACH-000614,-0.4666404410742458
ACH-000616,-0.5781587457978671
ACH-000618,-0.6959265240381861
ACH-000619,-0.5750125897141045
ACH-000620,-0.6502830961883858
ACH-000621,-0.6245688699399817
ACH-000622,-0.8119689381529168
ACH-000623,-0.4868315260151188
ACH-000624,-0.5039931711320771
ACH-000627,-0.4257078635730052
ACH-000630,-0.3748809188816879
ACH-000631,-0.4834181992324466
ACH-000632,-0.7643166075381977
ACH-000633,-0.4839709777839613
ACH-000637,-0.44016628008747205
ACH-000638,-0.5342808102365781
ACH-000646,-0.6529945181954475
ACH-000647,-0.5657727278496405
ACH-000648,-0.861935983896245
ACH-000649,-0.3714941280810695
ACH-000651,-0.5247875995426993
ACH-000652,-0.5791846414878701
ACH-000653,-0.42460483298881
ACH-000657,-0.5495238333992958
ACH-000658,-0.5591796990928339
ACH-000661,-0.7356120319169953
ACH-000662,-0.4877560678145686
ACH-000663,-0.6014607577753821
ACH-000665,-0.5584723837870775
ACH-000671,-0.5058211830827795
ACH-000672,-0.3179774297719649
ACH-000673,-0.3869800153869754
ACH-000676,-0.5730735844338193
ACH-000677,-0.38778355607779375
ACH-000681,-0.4364136213795606
ACH-000683,-0.3607243488142231
ACH-000684,-0.5124119521368001
ACH-000688,-0.95550643160505
ACH-000693,-0.4312754830762885
ACH-000694,-0.5135646516219696
ACH-000695,-0.6216651696194406
ACH-000696,-0.8098730049712266
ACH-000697,-0.3305461226905994
ACH-000699,-0.6828275433020273
ACH-000701,-0.4243865706310528
ACH-000706,-0.32754135463828765
ACH-000711,-0.5928059450574726
ACH-000713,-0.6936705892511088
ACH-000714,-0.3024892576645986
ACH-000718,-0.8384645620596328
ACH-000720,-0.4481208640775925
ACH-000721,-0.35602555167280386
ACH-000724,-0.5902413672657989
ACH-000725,-0.5695289585165595
ACH-000732,-0.6216375531341404
ACH-000734,-0.33262950493773746
ACH-000735,-0.4464199088903295
ACH-000736,-0.5458160856629161
ACH-000738,-0.6390150156980491
ACH-000746,-0.8192491300610882
ACH-000747,-0.5334668817677637
ACH-000748,-0.6075271420406866
ACH-000753,-0.5750520791152229
ACH-000756,-0.5071080492383968
ACH-000757,-0.5590588394796848
ACH-000758,-0.7226668625320078
ACH-000760,-0.6304069568834
ACH-000762,-0.6990228040128206
ACH-000763,-0.8887944653330141
ACH-000764,-0.4525809084678286
ACH-000765,-0.7214528282342997
ACH-000766,-0.698095180655693
ACH-000767,-0.31660550424258105
ACH-000768,-0.5544387200425834
ACH-000769,-0.5965540160462213
ACH-000770,-0.5438043437130449
ACH-000771,-0.6243732631280123
ACH-000773,-0.4247741846442846
ACH-000776,-0.2993207101572203
ACH-000777,-0.4800763037712703
ACH-000778,-0.5149060516690395
ACH-000781,-0.5082488593285404
ACH-000782,-0.4525241726349648
ACH-000783,-0.6037123926397648
ACH-000784,-0.4019049103502054
ACH-000785,-0.7006923690113731
ACH-000787,-0.5531247527609842
ACH-000788,-0.5541082581177643
ACH-000791,-0.5274234722103707
ACH-000792,-0.7204724554199352
ACH-000794,-0.5644685049023676
ACH-000796,-0.3480170319235609
ACH-000798,-0.7378968371245821
ACH-000799,-0.4849876747451203
ACH-000800,-0.5749305928283459
ACH-000802,-0.5001284424595457
ACH-000804,-0.4928382552957213
ACH-000805,-0.6730567186175601
ACH-000809,-0.4290758440565746
ACH-000810,-0.7280307251560633
ACH-000811,-0.6004052134143855
ACH-000817,-0.6586417673395096
ACH-000819,-0.4810578731455044
ACH-000820,-0.8692012259164189
ACH-000821,-0.8379299384321484
ACH-000822,-0.6613876878204308
ACH-000823,-0.4536894908577509
ACH-000824,-0.4400573429124136
ACH-000827,-0.65700772398481
ACH-000829,-0.6717512282836476
ACH-000831,-0.5455543943043687
ACH-000832,-0.5623830852209557
ACH-000833,-0.5748505985366784
ACH-000834,-0.4568620852035472
ACH-000835,-0.5449366875629039
ACH-000836,-0.4800301859931301
ACH-000837,-0.523372808705466
ACH-000838,-0.4698862052732085
ACH-000839,-0.7205454619814318
ACH-000840,-0.7678259448368899
ACH-000841,-0.4920378184491648
ACH-000843,-0.526609864838554
ACH-000846,-0.3463818543261545
ACH-000847,-0.5703369607932907
ACH-000848,-0.4909344381391131
ACH-000849,-0.3587879757047401
ACH-000851,-0.3371858136061288
ACH-000855,-0.5526589269519357
ACH-000856,-0.5718323117205681
ACH-000858,-0.6024764752040871
ACH-000859,-0.5106072550119111
ACH-000861,-0.6560180213903781
ACH-000862,-0.3745180089584589
ACH-000865,-0.3866788534142024
ACH-000866,-0.72696368118512
ACH-000867,-0.4660348731434675
ACH-000869,-0.4292269420006055
ACH-000872,-0.536110278601949
ACH-000873,-0.5078134084170626
ACH-000876,-0.4150043816235095
ACH-000878,-0.5378005054122201
ACH-000880,-0.8441617284887865
ACH-000881,-0.5329268623500779
ACH-000882,-0.6312394954059684
ACH-000884,-0.630736329424122
ACH-000885,-0.597192909427589
ACH-000887,-0.483365070767145
ACH-000889,-0.25659509325926594
ACH-000896,-0.4873391216012621
ACH-000898,-0.6977797266430785
ACH-000900,-0.5147664160775278
ACH-000901,-0.5716303423846549
ACH-000905,-0.6503918219869701
ACH-000906,-0.5940037871400317
ACH-000907,-0.6273100868894238
ACH-000910,-0.5717676035471255
ACH-000911,-0.5323766625687312
ACH-000912,-0.5457412446875802
ACH-000913,-0.5321936046303228
ACH-000915,-0.2253286218092996
ACH-000916,-0.3222848610544308
ACH-000917,-0.5405303378772401
ACH-000920,-0.20571706647127755
ACH-000921,-0.7619913301958025
ACH-000924,-0.3741243265501321
ACH-000926,-0.504720378136464
ACH-000928,-0.7439201879088847
ACH-000929,-0.919522070051598
ACH-000932,-0.7452145947653275
ACH-000935,-0.7339512679238391
ACH-000936,-0.3657611994244076
ACH-000937,-0.4331082735462802
ACH-000938,-0.4591188885936099
ACH-000939,-0.968599390661187
ACH-000941,-0.7392606522590972
ACH-000943,-0.5301067081900332
ACH-000946,-0.5038068153511551
ACH-000947,-0.6672166876588952
ACH-000948,-0.5981427872428315
ACH-000950,-0.6699282281769329
ACH-000953,-0.2963823605725391
ACH-000954,-0.7192931103226538
ACH-000957,-0.5724867042376661
ACH-000958,-0.557410405226214
ACH-000960,-0.3025476961678064
ACH-000963,-0.5951287200299402
ACH-000968,-0.8317082558278854
ACH-000969,-0.5995742855410003
ACH-000972,-0.4124925003063016
ACH-000973,-0.4951407275345418
ACH-000974,-0.4137222369272167
ACH-000978,-0.2935919893403313
ACH-000984,-0.5404169417894252
ACH-000986,-0.4867975044815325
ACH-000988,-0.4846372097761055
ACH-000993,-0.6011136088484077
ACH-000994,-0.6681317480059158
ACH-000996,-0.7188224803691359
ACH-001001,-0.3063278532078708
ACH-001020,-0.7274830591087111
ACH-001028,-0.4636920835154524
ACH-001031,-0.5508658860670946
ACH-001038,-0.588013608148788
ACH-001048,-0.5392735649858411
ACH-001050,-0.8120481899816657
ACH-001053,-0.6090213948506601
ACH-001054,-0.6663344794357257
ACH-001061,-0.7110760443347521
ACH-001067,-0.7310104259571095
ACH-001075,-0.5723099337905552
ACH-001096,-0.5780269554167831
ACH-001111,-0.5098935237637269
ACH-001119,-0.4035469401883259
ACH-001128,-0.8760888926014527
ACH-001134,-0.4116084537729804
ACH-001151,-0.5062585134080904
ACH-001163,-0.4967071708092939
ACH-001164,-0.5301081368421061
ACH-001183,-0.6053509246378365
ACH-001192,-0.5459908632305761
ACH-001193,-0.5849402189986598
ACH-001196,-0.6763110749183586
ACH-001197,-0.641849656827315
ACH-001205,-0.526728596653813
ACH-001211,-0.6810479438778693
ACH-001212,-0.5219635390657796
ACH-001228,-0.7747328277168183
ACH-001232,-0.762407172619145
ACH-001239,-0.6211456815610631
ACH-001270,-0.4952658500176168
ACH-001274,-0.4224461041460895
ACH-001275,-0.571111228616113
ACH-001277,-0.5179293752955468
ACH-001278,-0.4590744426090482
ACH-001280,-0.5097177335937149
ACH-001283,-0.6683438723245485
ACH-001289,-0.5977067904028717
ACH-001300,-0.6398381089533782
ACH-001301,-0.6411915646738708
ACH-001302,-0.5151401342993135
ACH-001306,-0.4631041871601502
ACH-001318,-0.6564191365385296
ACH-001322,-0.5964318902342108
ACH-001328,-0.4197714001397616
ACH-001332,-0.17322048192957473
ACH-001336,-0.4972346266545409
ACH-001346,-0.7048410048749231
ACH-001353,-0.6910524389456221
ACH-001354,-0.651974429306448
ACH-001367,-0.4807492185126324
ACH-001368,-0.8847385253756762
ACH-001374,-0.43201147011499663
ACH-001377,-0.5435165226365034
ACH-001380,-0.4098197326952229
ACH-001391,-0.5998561903268151
ACH-001408,-0.6541423498259988
ACH-001430,-0.5635528983462758
ACH-001431,-0.7641812065351663
ACH-001450,-0.572254057925418
ACH-001496,-0.7627547497631271
ACH-001500,-0.3152130182861532
ACH-001523,-0.4871317634038457
ACH-001532,-0.5898599587715683
ACH-001550,-0.5659478782116905
ACH-001552,-0.6788382876758614
ACH-001554,-0.6060359596845339
ACH-001654,-0.5006782688209932
ACH-001735,-0.3887194429822993
ACH-001736,-0.5027639605708631
ACH-001737,-0.4645784569800053
ACH-001740,-0.4583620564432033
ACH-001745,-0.4997417666955654
ACH-001765,-0.5323011278033238
