,NELL1 (4745)
ACH-000004,0.3615064512110296
ACH-000005,0.4937425289119558
ACH-000007,0.2892919962906562
ACH-000009,0.40838706371260985
ACH-000011,0.20787235451264524
ACH-000012,0.3143491858747721
ACH-000013,0.3454507809259789
ACH-000014,0.18000610565913627
ACH-000015,0.32329844339291697
ACH-000017,0.40035184905205706
ACH-000018,0.3077281871140459
ACH-000019,0.3604032780982577
ACH-000021,0.27007880064581746
ACH-000022,0.3138540649879568
ACH-000025,0.30428748755326473
ACH-000028,0.32973298866048106
ACH-000030,0.3111353105020704
ACH-000035,0.23534070291331746
ACH-000036,0.4352037335737825
ACH-000037,0.4114495574676718
ACH-000039,0.2915581758640617
ACH-000040,0.32023874523047835
ACH-000041,0.4004070384331014
ACH-000042,0.3397780403948307
ACH-000045,0.2432095637045185
ACH-000047,0.3191532781949871
ACH-000052,0.22393885206329314
ACH-000053,0.28902219871413304
ACH-000054,0.2888589115945846
ACH-000055,0.3513559109814871
ACH-000060,0.3043569902077896
ACH-000067,0.3210750219710791
ACH-000070,0.24989298775139385
ACH-000075,0.3092363185445079
ACH-000078,0.3942969730489688
ACH-000082,0.3051172231759613
ACH-000085,0.386687178132187
ACH-000086,0.3846277869979904
ACH-000087,0.4983713654986119
ACH-000092,0.3350911145548887
ACH-000095,0.2658956105622925
ACH-000097,0.21142876033575084
ACH-000098,0.2243458753373515
ACH-000099,0.2833740569521936
ACH-000108,0.28244830457363
ACH-000113,0.3282994727638099
ACH-000116,0.29112953463440994
ACH-000118,0.2282536748427197
ACH-000120,0.2768596971889137
ACH-000123,0.3150895356758544
ACH-000127,0.25797242672407084
ACH-000128,0.3069986602075134
ACH-000132,0.3685614929306014
ACH-000133,0.3631733223260599
ACH-000137,0.2810692717845363
ACH-000138,0.3234583684578687
ACH-000142,0.2274363662078392
ACH-000143,0.2738424559022258
ACH-000146,0.35131308388393057
ACH-000148,0.23899052767631845
ACH-000150,0.34046034043199874
ACH-000152,0.3366639641209672
ACH-000153,0.3366370423741833
ACH-000159,0.39488090337041
ACH-000160,0.2721623856627257
ACH-000163,0.26392017356966024
ACH-000167,0.2915419026555668
ACH-000168,0.3124830643477154
ACH-000169,0.21536112892139275
ACH-000178,0.30679362633933754
ACH-000183,0.314434236551882
ACH-000188,0.2302472519847189
ACH-000189,0.2468743876037676
ACH-000190,0.17828326031565445
ACH-000198,0.3746624647467405
ACH-000203,0.29807632980304544
ACH-000204,0.4384088300172223
ACH-000206,0.4617498375179204
ACH-000207,0.3144144881837624
ACH-000208,0.2296479460153403
ACH-000210,0.14319515847383538
ACH-000211,0.3471489625404129
ACH-000215,0.2603338112479673
ACH-000221,0.07894412898875637
ACH-000222,0.4041430389246104
ACH-000223,0.2761563587448706
ACH-000226,0.22677460103028854
ACH-000227,0.2313727865285084
ACH-000228,0.3096785089479241
ACH-000231,0.2843137319717939
ACH-000232,0.3581312639237761
ACH-000233,0.2421633441413705
ACH-000234,0.2256371238138943
ACH-000235,0.26814266552670035
ACH-000237,0.3036851170039028
ACH-000238,0.3408708882909613
ACH-000242,0.2558942393877294
ACH-000243,0.3090605879183439
ACH-000244,0.2668027557899857
ACH-000246,0.2787221894811541
ACH-000248,0.4501177046043183
ACH-000250,0.30118646834507423
ACH-000251,0.39491846741562653
ACH-000252,0.3687936520230896
ACH-000253,0.4051143891367111
ACH-000255,0.22858457298686136
ACH-000256,0.29376457056947564
ACH-000257,0.25204101323403616
ACH-000258,0.3957381052817939
ACH-000259,0.3257315702529556
ACH-000260,0.3584454828215419
ACH-000261,0.29316122412392537
ACH-000262,0.4067175266298229
ACH-000263,0.4638017649632062
ACH-000264,0.3163157173792805
ACH-000265,0.4190360752348483
ACH-000266,0.3226306776459789
ACH-000272,0.3669327700747406
ACH-000274,0.34465691378895863
ACH-000277,0.2570414597900033
ACH-000278,0.3111065578292068
ACH-000279,0.24220097323510345
ACH-000280,0.2649519835061547
ACH-000281,0.3564630386186054
ACH-000288,0.2476142608042212
ACH-000291,0.2837164568550597
ACH-000293,0.3255210417801397
ACH-000294,0.3003628807910761
ACH-000295,0.10833452006814452
ACH-000296,0.28344482568260804
ACH-000302,0.3277511025185599
ACH-000304,0.048939568134283865
ACH-000307,0.299467644867222
ACH-000308,0.27230086207168697
ACH-000310,0.2993573199072578
ACH-000311,0.2706717921513261
ACH-000312,0.3038003470413876
ACH-000315,0.3028176843251783
ACH-000316,0.2754233689696177
ACH-000317,0.421271460642353
ACH-000318,0.29376015094805474
ACH-000319,0.19330294877592066
ACH-000320,0.33572851215068233
ACH-000322,0.2817666947364391
ACH-000323,0.3740879711624028
ACH-000324,0.3260418209194505
ACH-000329,0.3100633956524969
ACH-000330,0.3245346570433842
ACH-000331,0.3861657489063525
ACH-000332,0.29601372823867705
ACH-000334,0.3480803180575622
ACH-000335,0.4774015047758942
ACH-000336,0.4160160651673748
ACH-000337,0.3173444946734109
ACH-000338,-0.09088081422686536
ACH-000339,0.2446533103737653
ACH-000341,0.3107314913229969
ACH-000348,0.29455798902891844
ACH-000350,0.32424451618326505
ACH-000352,0.342751890585047
ACH-000356,0.2995142636755961
ACH-000361,0.3065002794932688
ACH-000362,0.3416860988846921
ACH-000363,0.3061862555910465
ACH-000364,0.2711129645719972
ACH-000365,0.3484204047965196
ACH-000366,0.1975714784316766
ACH-000368,0.44162811563488
ACH-000374,0.34331432841047343
ACH-000375,0.3175746790500144
ACH-000376,0.24231174698189695
ACH-000381,0.31154204538785096
ACH-000383,0.2664737287037512
ACH-000387,0.3610486255333995
ACH-000389,0.4293535325769294
ACH-000390,0.2967047264038293
ACH-000393,0.20327566382700168
ACH-000395,0.34710910174688964
ACH-000396,0.2068348461825767
ACH-000397,0.2687657288701976
ACH-000401,0.2381796740051349
ACH-000402,0.15346512267524648
ACH-000403,0.2264787148993109
ACH-000404,0.47528821148991895
ACH-000406,0.2903572675568096
ACH-000407,0.3235527272034106
ACH-000408,0.40062506990327
ACH-000410,0.27836439182514033
ACH-000411,0.1827304261562113
ACH-000414,0.33897086077683825
ACH-000415,0.3536024159835688
ACH-000416,0.3176456523317273
ACH-000420,0.2400132111724487
ACH-000421,0.3058363946929541
ACH-000424,0.31733579218174324
ACH-000425,0.2764133369729361
ACH-000426,0.2869625920071075
ACH-000427,0.410185799145064
ACH-000433,0.1816832954140034
ACH-000435,0.21870156062720209
ACH-000436,0.220856546885629
ACH-000444,0.2762983046544076
ACH-000445,0.2527475581564311
ACH-000448,0.3357969690782341
ACH-000450,0.16809675553894696
ACH-000452,0.3120757331490805
ACH-000454,0.2188368937429908
ACH-000458,0.3839177605946394
ACH-000459,0.10822478965766953
ACH-000460,0.3389844188369481
ACH-000461,0.3214889600376678
ACH-000463,0.23094864141227697
ACH-000464,0.39020756262440776
ACH-000466,0.3649350924389779
ACH-000467,0.36418088826279216
ACH-000468,0.18922125202990767
ACH-000469,0.28113168254706405
ACH-000470,0.3422581462646485
ACH-000471,0.2811930586340459
ACH-000472,0.3490299652496188
ACH-000473,0.30946226856347864
ACH-000475,0.2987614614381802
