,GABRA2 (2555)
ACH-000004,0.1258065417411254
ACH-000005,-0.059595032753414184
ACH-000007,0.15359210779045254
ACH-000009,0.18790286151195748
ACH-000011,0.03359158507847974
ACH-000012,0.16630740548295755
ACH-000013,0.1486527743245428
ACH-000014,0.04550167345576143
ACH-000015,-0.03763546778051796
ACH-000017,0.17812383212243058
ACH-000018,0.16615527133058045
ACH-000019,0.20354797942678515
ACH-000021,0.08125392597863898
ACH-000022,-0.005405245084481585
ACH-000025,0.15307676795126174
ACH-000028,0.08328297532151943
ACH-000030,0.13640978573821608
ACH-000035,0.21868600518415254
ACH-000036,0.061675270361064224
ACH-000037,0.1807101485464648
ACH-000039,-0.16034741999791505
ACH-000040,-0.026607987499935214
ACH-000041,0.11468723849542545
ACH-000042,0.14592985092605731
ACH-000045,0.20828608716834507
ACH-000047,0.1206481578521184
ACH-000052,-0.0011489493657449131
ACH-000053,0.1286206035293836
ACH-000054,0.15489183243779714
ACH-000055,0.13925181106221565
ACH-000060,0.04580243291700346
ACH-000067,0.26709488636286
ACH-000070,0.05125898400052243
ACH-000075,0.016378649534024847
ACH-000078,0.11359392495833227
ACH-000082,0.1581139105242578
ACH-000085,-0.036595905297113616
ACH-000086,0.06455916597125935
ACH-000087,0.2478965448630736
ACH-000092,0.1981147916064636
ACH-000095,0.06470102090487137
ACH-000097,0.11380435085165053
ACH-000098,0.14072352901050675
ACH-000099,0.08534592873468899
ACH-000108,0.04499986916346247
ACH-000113,0.07551499227620508
ACH-000116,0.10347494516249464
ACH-000118,-0.00892050770822734
ACH-000120,0.05085687613535316
ACH-000123,0.15597938170839726
ACH-000127,0.012753034587149973
ACH-000128,0.01697928057507249
ACH-000132,0.17055258523343375
ACH-000133,0.07357186142888507
ACH-000137,0.14920271229338725
ACH-000138,0.16040657096755165
ACH-000142,0.1574314302444229
ACH-000143,0.2171658598796932
ACH-000146,0.1567707596457588
ACH-000148,0.04501818096495897
ACH-000150,0.17695985566084535
ACH-000152,0.2198949738337284
ACH-000153,0.050035712013658314
ACH-000159,0.06509839374701851
ACH-000160,0.07445728073446171
ACH-000163,0.10362043360206756
ACH-000167,-0.2136137172646742
ACH-000168,0.10732086109473314
ACH-000169,0.18395004449779376
ACH-000178,0.0779399334834442
ACH-000183,0.19265395709966412
ACH-000188,-0.08126600001940283
ACH-000189,0.2562233339829761
ACH-000190,0.12512345819753432
ACH-000198,0.05802004940073225
ACH-000203,0.4188460782789339
ACH-000204,0.1314876699640125
ACH-000206,-0.036524274471703325
ACH-000207,0.12686349952897386
ACH-000208,-0.03397360608097893
ACH-000210,0.1323035287285296
ACH-000211,0.12664814688733686
ACH-000215,0.09305960205239014
ACH-000221,0.152489607279309
ACH-000222,0.09916807950412504
ACH-000223,0.09611253111572712
