,ATP13A1 (57130)
ACH-000004,0.0066035821289209574
ACH-000005,-0.22017485543797047
ACH-000007,-0.2145247332812696
ACH-000009,-0.2327237287656496
ACH-000011,0.000960380683100918
ACH-000012,-0.14259109899998682
ACH-000013,-0.29856361834220113
ACH-000014,-0.1769035988980594
ACH-000015,-0.2710747808192668
ACH-000017,-0.13576884924627447
ACH-000018,-0.1979450977287461
ACH-000019,-0.3595547307207652
ACH-000021,-0.3057366917005908
ACH-000022,-0.2839877100756329
ACH-000025,-0.3838600346587169
ACH-000028,-0.20778059771207086
ACH-000030,-0.27505876290845044
ACH-000035,-0.4068096124034708
ACH-000036,-0.3927937428770137
ACH-000037,-0.06113818686067313
ACH-000039,-0.41755676157393495
ACH-000040,-0.2706225566535789
ACH-000041,-0.5160310920213248
ACH-000042,-0.3191000140308637
ACH-000045,-0.13827784323653322
ACH-000047,-0.2526904582284292
ACH-000052,-0.6181961204103789
ACH-000053,-0.1253474233229692
ACH-000054,-0.35396815903873224
ACH-000055,-0.049045772721035163
ACH-000060,-0.3700509844378016
ACH-000067,-0.4264900389490929
ACH-000070,-0.25196854967512194
ACH-000075,-0.19007130585395526
ACH-000078,-0.2961444636999938
ACH-000082,-0.2026505463185818
ACH-000085,-0.08763743109359744
ACH-000086,-0.4043329049359833
ACH-000087,-0.5504821581557017
ACH-000092,-0.33662574797166445
ACH-000095,-0.22981467178255574
ACH-000097,-0.150806670850376
ACH-000098,-0.29137736846569
ACH-000099,-0.2481602307857258
ACH-000108,-0.2756731047142805
ACH-000113,-0.4115740741090536
ACH-000116,-0.26457787098531305
ACH-000118,-0.1857386518315878
ACH-000120,-0.4210162810208263
ACH-000123,-0.2988109779880159
ACH-000127,-0.10711746184877724
ACH-000128,-0.2686466060691551
ACH-000132,-0.1763197816714038
ACH-000133,-0.3409075846321776
ACH-000137,-0.14156305466498156
ACH-000138,-0.24092790711497736
ACH-000142,-0.10065561902757793
ACH-000143,-0.06046701815566188
ACH-000146,-0.2732435868910042
ACH-000148,-0.16124590319809154
ACH-000150,-0.24449180006224264
ACH-000152,-0.3449253502700748
ACH-000153,-0.17084524546989174
ACH-000159,-0.23411496123338485
ACH-000160,-0.08637851392501676
ACH-000163,-0.38809398664020783
ACH-000167,0.12342549002875056
ACH-000168,-0.09791824682034277
ACH-000169,-0.30811766059170353
ACH-000178,-0.1624342887203624
ACH-000183,-0.1098562183846486
ACH-000188,-0.20457144051578893
ACH-000189,-0.08102088856416405
ACH-000190,-0.2033289502550016
ACH-000198,-0.36942579066667336
ACH-000203,-0.5067983610704525
ACH-000204,-0.6127344252455499
ACH-000206,-0.013469577833944313
ACH-000207,-0.26215268262344804
ACH-000208,-0.4238608531435083
ACH-000210,-0.13436417373521015
ACH-000211,-0.4258741617129289
ACH-000215,-0.075231893688084
ACH-000221,-0.32233236342358595
ACH-000222,-0.3410561428526569
ACH-000223,-0.3034187391601805
ACH-000226,-0.2341638684550669
ACH-000227,-0.10581390851494617
ACH-000228,-0.3724979671090064
ACH-000231,-0.0543883022664956
ACH-000232,-0.3897238209234225
ACH-000233,-0.4731397594740971
ACH-000234,-0.20830145020210666
ACH-000235,-0.14589064404336355
ACH-000237,-0.3416469315593337
ACH-000238,-0.0856081426208528
ACH-000242,-0.3903211380289965
ACH-000243,-0.22572903088397184
ACH-000244,-0.19804616480669426
ACH-000246,-0.3180631296750082
ACH-000248,-0.4231274807989597
ACH-000250,-0.34432190262726964
ACH-000251,-0.055913618184767866
ACH-000252,-0.2581362204638662
ACH-000253,-0.15610042387384032
ACH-000255,-0.3621575734946856
ACH-000256,-0.18290363274849145
ACH-000257,-0.157918948200194
ACH-000258,-0.20107330775992246
ACH-000259,-0.16168160852637473
ACH-000260,-0.19750427071171545
ACH-000261,-0.31817050956554915
ACH-000262,-0.20546516541575727
ACH-000263,-0.4602817813220794
ACH-000264,-0.2686952568182738
ACH-000265,-0.02576958391737989
ACH-000266,-0.2168353704911077
ACH-000272,-0.3832644996878353
ACH-000274,-0.06715319306229897
ACH-000277,-0.030485056702922377
ACH-000278,-0.21354045300524405
ACH-000279,-0.08674327055483018
ACH-000280,-0.282904708849634
ACH-000281,-0.2357977862474305
ACH-000288,-0.08060499296082603
ACH-000291,-0.3516566206119545
ACH-000293,-0.14893919385778276
ACH-000294,-0.3125550350499946
ACH-000295,-0.28866679875786744
ACH-000296,-0.2259139255698089
ACH-000302,-0.3865117122334524
ACH-000304,-0.1327807074362867
ACH-000307,-0.3732623277453973
ACH-000308,-0.10338343459715924
ACH-000310,-0.16833249054021324
ACH-000311,-0.3476620190236289
ACH-000312,-0.09859915268450284
ACH-000315,-0.4404113909588759
ACH-000316,-0.1877298999066834
ACH-000317,-0.0649264225054789
ACH-000318,-0.4006197026019231
ACH-000319,-0.13919702220909716
ACH-000320,-0.16256655331455014
ACH-000322,-0.2445501638702563
ACH-000323,-0.2236603297289878
ACH-000324,-0.2636382159759024
ACH-000329,-0.14279821870148945
ACH-000330,-0.3827820068063493
ACH-000331,-0.4916509963255056
ACH-000332,-0.15398632945293267
ACH-000334,-0.0862249220681767
ACH-000335,-0.2705955575333478
ACH-000336,-0.41820215230968333
ACH-000337,-0.2553174756927658
ACH-000338,-0.5089765592024887
ACH-000339,-0.354857687184612
ACH-000341,-0.4509348850078662
ACH-000348,-0.35909338807769825
ACH-000350,-0.08742923887698706
ACH-000352,-0.12789492892565738
ACH-000356,-0.07558074865935076
ACH-000361,-0.41373565710657706
ACH-000362,-0.386267009160876
ACH-000363,-0.54610473041614
ACH-000364,-0.3514277118791605
ACH-000365,-0.19309953739662547
ACH-000366,-0.6205514902188015
ACH-000368,-0.0913518495772788
ACH-000374,-0.7300678396316392
ACH-000375,-0.4004309473231012
ACH-000376,-0.07010394132944485
ACH-000381,-0.40076311331007936
ACH-000383,-0.36437864762378863
ACH-000387,-0.2228754865055788
ACH-000389,-0.23259576512786145
ACH-000390,-0.40128578725244973
ACH-000393,-0.4151721292143729
ACH-000395,-0.1370163492448139
ACH-000396,-0.28780569907719245
ACH-000397,-0.14418127278582807
ACH-000401,-0.0640601195067335
ACH-000402,-0.2996253883105762
ACH-000403,-0.11877680016561805
ACH-000404,-0.28889289032593324
ACH-000406,-0.11175026238304993
ACH-000407,0.0025301870844040768
ACH-000408,-0.3314607482225426
ACH-000410,-0.3829359412066112
ACH-000411,0.00990617740095543
ACH-000414,-0.15593105933824536
ACH-000415,-0.2403385017005973
ACH-000416,-0.18001018429915666
ACH-000420,-0.16279908203819649
ACH-000421,-0.1837246423835862
ACH-000424,-0.3194896637401582
ACH-000425,-0.06960336059549141
ACH-000426,-0.2572977560035392
ACH-000427,-0.1281947945762577
ACH-000433,-0.6643554280077221
ACH-000435,-0.30322281232411197
ACH-000436,-0.2334528050822059
ACH-000444,-0.14164893491904673
ACH-000445,-0.5446527394284993
ACH-000448,-0.2427893653705337
ACH-000450,-0.07774272347525164
ACH-000452,-0.3221771671410749
ACH-000454,-0.2258997587362098
ACH-000458,-0.0981865269764591
ACH-000459,-0.15826727561562795
ACH-000460,-0.3159502779045911
ACH-000461,-0.2975950371297433
ACH-000463,-0.21580994292224456
ACH-000464,-0.16732082801815082
ACH-000466,-0.4414638270173631
ACH-000467,-0.2193535694020243
ACH-000468,-0.18498402894769064
ACH-000469,-0.38405641817196906
ACH-000470,-0.2362608764747584
ACH-000471,-0.3595440557307638
ACH-000472,-0.16862960208656444
ACH-000473,-0.3469001524555305
ACH-000475,-0.3437391168524411
ACH-000476,-0.2557553650337497
ACH-000477,-0.12825475606163328
ACH-000479,-0.4849096660154955
ACH-000480,-0.2065904355865932
ACH-000481,-0.2500299242565666
ACH-000483,-0.1132585851161474
ACH-000484,0.01847926034457561
ACH-000485,-0.09896903581007012
ACH-000486,-0.2163362025278117
ACH-000487,-0.33433279802109256
ACH-000488,-0.18434484136793006
ACH-000490,-0.12502887293611062
ACH-000491,-0.041626687780367
ACH-000495,-0.2714739970501503
ACH-000496,-0.4995401024366394
ACH-000499,-0.20291958847458488
ACH-000500,-0.7726372735458508
ACH-000502,-0.2432317754790551
ACH-000503,-0.5239494094949495
ACH-000505,-0.1732774661742402
ACH-000507,-0.30586717736873403
ACH-000510,-0.2152365729274474
ACH-000511,-0.15338912776747854
ACH-000512,-0.1617144272809553
ACH-000516,-0.37353323890941625
ACH-000517,-0.2248389247947086
ACH-000518,-0.282027105363883
ACH-000520,-0.2523577527594231
ACH-000521,-0.05952681445512863
ACH-000522,-0.4255623682084272
ACH-000524,-0.29321033563841137
ACH-000527,-0.2840496912721574
ACH-000528,-0.3022623772266573
ACH-000537,-0.10215721059206352
ACH-000541,-0.26854518247592546
ACH-000542,-0.05950410345949706
ACH-000544,-0.2928167988813191
ACH-000545,-0.20124945490622534
ACH-000547,-0.3017927613280943
ACH-000548,-0.40277145464309
ACH-000549,-0.3936477820737817
ACH-000550,-0.12246497428594112
ACH-000552,-0.3306903760941031
ACH-000556,-0.09725210758128476
ACH-000557,-0.13127323733173474
ACH-000569,-0.23881189363800975
ACH-000570,-0.20543447510093027
ACH-000571,-0.394796480407651
ACH-000573,-0.13159635532279207
ACH-000576,-0.2801935646169628
ACH-000579,-0.09232919765540457
ACH-000580,-0.07810693482631431
ACH-000584,-0.26359455470289106
ACH-000585,-0.3313170931750701
ACH-000588,-0.15507772384318644
ACH-000589,-0.0179178628082413
ACH-000591,-0.2411896370524752
ACH-000593,-0.3982499646675952
ACH-000600,-0.4806601768341427
ACH-000601,-0.17534323361296938
ACH-000605,-0.10131304968367873
ACH-000606,-0.1015556455011374
ACH-000608,-0.24568232008226265
ACH-000614,-0.031430703778596865
ACH-000616,-0.22373300417130207
ACH-000618,-0.15274155579335055
ACH-000619,-0.19000041317996386
ACH-000620,-0.5005958061905481
ACH-000621,-0.2508662031980674
ACH-000622,-0.1273591334567812
ACH-000623,-0.3260261479321302
ACH-000624,-0.192865290990341
ACH-000627,-0.19707954130608
ACH-000630,-0.398343323801117
ACH-000631,-0.18591708534688028
ACH-000632,-0.15841085987001638
ACH-000633,-0.20972224436510584
ACH-000637,-0.15857486530684672
ACH-000638,-0.027309101895238188
ACH-000646,-0.34164629259145074
ACH-000647,-0.18394747339011808
ACH-000648,-0.3649778554892432
ACH-000649,-0.2475183522676387
ACH-000651,-0.10679165758494652
ACH-000652,-0.19696359833875265
ACH-000653,-0.13267114680220213
ACH-000657,-0.1910444942555844
ACH-000658,-0.163169516549067
ACH-000661,-0.21682696397740508
ACH-000662,0.06902357995091264
ACH-000663,-0.20446070088567905
ACH-000665,-0.263757924090446
ACH-000671,-0.4749700439657888
ACH-000672,-0.17837636047029604
ACH-000673,-0.1338038879581802
ACH-000676,-0.20275788881814835
ACH-000677,-0.18673889961639195
ACH-000681,-0.2638061205145177
ACH-000683,-0.3212587270092159
ACH-000684,-0.2370557619073983
ACH-000688,-0.3276371272519364
ACH-000693,-0.24470827046004814
ACH-000694,-0.13983198567334845
ACH-000695,0.13686440864769006
ACH-000696,-0.17042717420165668
ACH-000697,-0.2823715179244764
ACH-000699,-0.27202891236085075
ACH-000701,-0.1366538101721721
ACH-000706,-0.09364880816063063
ACH-000711,-0.2576762939061745
ACH-000713,-0.11458979546327787
ACH-000714,-0.05427156099967245
ACH-000718,-0.10980153011572233
ACH-000720,-0.08029887528091115
ACH-000721,-0.2986069080495504
ACH-000724,-0.26311361162880753
ACH-000725,-0.1923883061003578
ACH-000732,-0.2023788641057496
ACH-000734,-0.33413126374385715
ACH-000735,-0.1998512253184039
ACH-000736,-0.04335570984569277
ACH-000738,-0.13096988677929206
ACH-000746,-0.06537497260267879
ACH-000747,-0.4931256480672471
ACH-000748,-0.07621412291055857
ACH-000753,-0.26866532156767736
ACH-000756,-0.2830574007022407
ACH-000757,-0.3499268509323795
ACH-000758,-0.3582029512458573
ACH-000760,-0.1673869965756458
ACH-000762,-0.18523632258118145
ACH-000763,-0.14026576524370787
ACH-000764,-0.4789434795434968
ACH-000765,-0.035183040700274726
ACH-000766,-0.2868310415881388
ACH-000767,-0.4089363606685789
ACH-000768,-0.15756899750310654
ACH-000769,-0.09400997424567074
ACH-000770,-0.4158167323997616
ACH-000771,-0.4052082883757541
ACH-000773,-0.2973883905813838
ACH-000776,-0.20435863035361404
ACH-000777,-0.1926506334937232
ACH-000778,-0.2811230975280245
ACH-000781,-0.13064208918041914
ACH-000782,-0.14776948786648492
ACH-000783,-0.21950168195478045
ACH-000784,-0.1319174133478253
ACH-000785,-0.14359635094258832
ACH-000787,-0.30642476749833303
ACH-000788,-0.3192653906945159
ACH-000791,-0.18103344359570075
ACH-000792,-0.16779564404197853
ACH-000794,-0.35874991207926105
ACH-000796,-0.17965707090075927
ACH-000798,-0.1235547805765888
ACH-000799,-0.28372895614697635
ACH-000800,-0.15827076255426525
ACH-000802,-0.28050433504259226
ACH-000804,-0.3217290998123921
ACH-000805,-0.14439659582584044
ACH-000809,-0.24971388831350755
ACH-000810,0.2649853345796205
ACH-000811,-0.25061494813206986
ACH-000817,-0.3792540370343879
ACH-000819,-0.3632695115281239
ACH-000820,-0.04644063788194989
ACH-000821,0.0070972015998798516
ACH-000822,-0.2064687951478297
ACH-000823,-0.0447393029211144
ACH-000824,-0.3001306858354616
ACH-000827,-0.22782610774230574
ACH-000829,-0.40363336981060105
ACH-000831,-0.19825284323677805
ACH-000832,-0.589634357404399
ACH-000833,-0.26495980747691444
ACH-000834,-0.3509777742350803
ACH-000835,-0.03257982821010686
ACH-000836,-0.43185001671509815
ACH-000837,-0.1315076501853448
ACH-000838,-0.05655119520863865
ACH-000839,-0.5535639965987162
ACH-000840,-0.3850901719245252
ACH-000841,-0.15309821022855685
ACH-000843,-0.04303161545093413
ACH-000846,-0.4310127643224821
ACH-000847,-0.10551564919692318
ACH-000848,-0.09512906577075396
ACH-000849,-0.2943251720290683
ACH-000851,-0.47834044608132
ACH-000855,-0.09873324317879896
ACH-000856,-0.10731847502643743
ACH-000858,-0.18688601218807413
ACH-000859,-0.2559891554539238
ACH-000861,-0.22435423366447385
ACH-000862,-0.12576671705325482
ACH-000865,-0.15405563996404084
ACH-000866,-0.25473546557443155
ACH-000867,-0.06805507099546344
ACH-000869,-0.3378232220706301
ACH-000872,-0.2144193711025158
ACH-000873,0.032902353354279
ACH-000876,-0.3395124371514424
ACH-000878,-0.17640743639885045
ACH-000880,-0.2642187893912001
ACH-000881,-0.16546644094736304
ACH-000882,-0.2756222074270112
ACH-000884,-0.04157158762378787
ACH-000885,-0.14041540092487134
ACH-000887,-0.3915681846879167
ACH-000889,-0.1901806435691488
ACH-000896,-0.2414412996882337
ACH-000898,-0.2475515382826416
ACH-000900,-0.30202736151996995
ACH-000901,-0.15255346598667294
ACH-000905,-0.1776328954799875
ACH-000906,-0.2112923075702135
ACH-000907,-0.2895461990573188
ACH-000910,-0.1443268309629065
ACH-000911,-0.10867990957254192
ACH-000912,-0.09857032946929624
ACH-000913,-0.170920321003576
ACH-000915,-0.2175181375792026
ACH-000916,-0.3407051437573384
ACH-000917,-0.30374248554353805
ACH-000920,0.2395838969574535
ACH-000921,-0.1837529535797146
ACH-000924,-0.14021075779407713
ACH-000926,-0.1341879493580581
ACH-000928,-0.4440660127700551
ACH-000929,-0.1879226497851529
ACH-000932,-0.35571409581287944
ACH-000935,-0.06211638181748565
ACH-000936,-0.34107929287322125
ACH-000937,-0.1352461842334305
ACH-000938,-0.15149310143031156
ACH-000939,-0.4736351677587826
ACH-000941,-0.298162726711894
ACH-000943,-0.24507344051254634
ACH-000946,-0.18120774026953407
ACH-000947,-0.11419442463197645
ACH-000948,-0.3730644119684858
ACH-000950,-0.3750572951169128
ACH-000953,-0.3751216239330124
ACH-000954,-0.4905308064364109
ACH-000957,-0.3430297617242943
ACH-000958,-0.07305586139821356
ACH-000960,-0.1847633712377777
ACH-000963,-0.3293379656058389
ACH-000968,-0.2884339895470571
ACH-000969,-0.3234577210924934
ACH-000972,-0.15402381387740358
ACH-000973,-0.1787134708979585
ACH-000974,-0.17795427752477436
ACH-000978,-0.2433909490231925
ACH-000984,-0.38873558850589135
ACH-000986,-0.3447536002140391
ACH-000988,-0.2016556184643006
ACH-000993,-0.10938543060479468
ACH-000994,-0.011100791172226272
ACH-000996,-0.2419116377864289
ACH-001001,-0.21951430042789746
ACH-001020,-0.21661141455465852
ACH-001028,-0.24578402057988644
ACH-001031,-0.2705322032842819
ACH-001038,-0.1679251331650514
ACH-001048,-0.3174348760342036
ACH-001050,-0.4882142462269408
ACH-001053,-0.25496911218907226
ACH-001054,-0.2569560729758591
ACH-001061,-0.10413143772167154
ACH-001067,-0.3291325728649799
ACH-001075,-0.35945632953401985
ACH-001096,-0.32062697616345553
ACH-001111,-0.4362511313037646
ACH-001119,-0.3643060470897765
ACH-001128,-0.3586922155769264
