,LZTFL1 (54585)
ACH-000004,-0.1871239456348056
ACH-000005,-0.15168686365689854
ACH-000007,0.012137737539294712
ACH-000009,-0.10372894238778592
ACH-000011,-0.1364786668264016
ACH-000012,-0.0993014223021728
ACH-000013,-0.07385145752833988
ACH-000014,-0.01603934349291355
ACH-000015,-0.1197884114765825
ACH-000017,-0.13190342709108205
ACH-000018,0.10669864006172083
ACH-000019,-0.2474699992078326
ACH-000021,-0.13296915734720274
ACH-000022,-0.07095005410092886
ACH-000025,-0.2262287973421983
ACH-000028,-0.10721583684771983
ACH-000030,-0.04788902852931101
ACH-000035,0.12848922326924286
ACH-000036,-0.2017284863760077
ACH-000037,-0.16925921555228554
ACH-000039,-0.0075457668803802095
ACH-000040,-0.1970085047545546
ACH-000041,-0.05084591902401884
ACH-000042,-0.12650369818696613
ACH-000045,-0.2341897472592532
ACH-000047,-0.1064908146958843
ACH-000052,-0.046762924371400255
ACH-000053,-0.11365954031233914
ACH-000054,-0.012548140297603264
ACH-000055,-0.029193701205104707
ACH-000060,-0.18138422284449068
ACH-000067,-0.2494448119227413
ACH-000070,-0.2598324595582176
ACH-000075,-0.029950031743454782
ACH-000078,-0.14535476316123772
ACH-000082,-0.07088373798117119
ACH-000085,-0.13211167620696887
ACH-000086,-0.15181756866896956
ACH-000087,-0.14767108263752998
ACH-000092,-0.15696958543780756
ACH-000095,-0.046587608405358236
ACH-000097,-0.18360973215712845
ACH-000098,-0.12909410831881327
ACH-000099,-0.11682272827150275
ACH-000108,-0.07182364302756593
ACH-000113,-0.12018813465024572
ACH-000116,-0.2656700650534042
ACH-000118,-0.21216014115851506
ACH-000120,-0.015793715770921278
ACH-000123,0.02030278949544104
ACH-000127,-0.04570508318085345
ACH-000128,-0.1571643343199897
ACH-000132,-0.0063363877712169295
ACH-000133,-0.10572154677874768
ACH-000137,-0.06937083311178356
ACH-000138,-0.006472467536774021
ACH-000142,-0.182623344459116
ACH-000143,-0.10295190024100348
ACH-000146,-0.15859029471618658
ACH-000148,-0.012737153584345752
ACH-000150,-0.2865888083649407
ACH-000152,-0.07015159387993235
ACH-000153,0.07810787371164518
ACH-000159,-0.12238538760403865
ACH-000160,-0.11584888232586113
ACH-000163,-0.11398616596060955
ACH-000167,-0.32245181240528314
ACH-000168,-0.2007548650680414
ACH-000169,-0.1060992542357772
ACH-000178,-0.10574475370075763
ACH-000183,-0.028548139029834763
ACH-000188,-0.1471142051748779
ACH-000189,-0.25839700453972514
ACH-000190,-0.3788118531393493
ACH-000198,-0.1041475424463791
ACH-000203,-0.2251880857772829
ACH-000204,-0.11266063650461745
ACH-000206,-0.07713931883033519
ACH-000207,-0.18172262843868728
ACH-000208,0.03732013748616415
ACH-000210,-0.31795895384444345
ACH-000211,-0.1430642972130357
ACH-000215,-0.08306540956450442
ACH-000221,-0.13087887180746674
ACH-000222,-0.2335339066709436
ACH-000223,-0.09328569280004644
ACH-000226,-0.15480094504383876
ACH-000227,-0.12119263972211725
ACH-000228,-0.16831283259522095
ACH-000231,-0.17116414057920115
ACH-000232,-0.04851291014421215
ACH-000233,-0.2485944492484284
ACH-000234,0.03756869873848516
ACH-000235,-0.16480025704522153
ACH-000237,-0.17836306916980568
ACH-000238,-0.14673031477009102
ACH-000242,-0.12080753147687352
ACH-000243,-0.1843794265316269
ACH-000244,-0.2913519060688881
ACH-000246,-0.119042154368938
ACH-000248,-0.15246459228780482
ACH-000250,-0.10214492626790593
ACH-000251,-0.20154999868270135
ACH-000252,-0.0531622918739021
ACH-000253,-0.09427534954694372
ACH-000255,-0.06376678438731588
ACH-000256,0.11424017955679724
ACH-000257,-0.15822760625664295
ACH-000258,-0.2657327874741512
ACH-000259,-0.14025406905978316
ACH-000260,-0.08823131976456618
ACH-000261,-0.1034393870809136
ACH-000262,-0.1816296665604675
ACH-000263,-0.18350067634767966
ACH-000264,-0.2011222498049032
ACH-000265,-0.023907444851055545
ACH-000266,-0.09202359675574204
ACH-000272,-0.10454062614294814
ACH-000274,-0.263547709914548
ACH-000277,-0.047083708271546745
ACH-000278,-0.20721382325454768
ACH-000279,-0.17878406435348476
ACH-000280,-0.3140070645670345
ACH-000281,-0.19770057940128136
ACH-000288,-0.06487897902791984
ACH-000291,-0.19329053788967773
ACH-000293,-0.14882655483600726
ACH-000294,-0.08066420128106784
ACH-000295,-0.030676868268915743
ACH-000296,-0.2846884277194113
ACH-000302,-0.14718675721753072
ACH-000304,-0.2700976451745631
ACH-000307,-0.14661046253361265
ACH-000308,-0.1569777301760776
ACH-000310,-0.2505998632297015
ACH-000311,-0.14331497694151935
ACH-000312,0.04089927654363433
ACH-000315,0.04712006376872365
ACH-000316,-0.2145696976675866
ACH-000317,-0.2436204343588968
ACH-000318,-0.042338241578672206
ACH-000319,-0.09482319224440687
ACH-000320,-0.06548988632740001
ACH-000322,-0.10037090189044026
ACH-000323,0.01901487161086823
ACH-000324,-0.047255851980025236
ACH-000329,-0.1684466578870784
ACH-000330,-0.14787131034868886
ACH-000331,-0.18542566250079404
ACH-000332,-0.09515130512907642
ACH-000334,0.005863508319175904
ACH-000335,-0.11062063774494167
ACH-000336,0.18446945399613068
ACH-000337,-0.17679195567839748
ACH-000338,0.1560295197906831
ACH-000339,-0.14087495934326574
ACH-000341,-0.06123568757062516
ACH-000348,-0.120842898641875
ACH-000350,-0.3232054941144421
ACH-000352,-0.1589176057774384
ACH-000356,-0.4701499937439311
ACH-000361,-0.2184699380323236
ACH-000362,-0.10325175943310408
ACH-000363,-0.21326488511255773
ACH-000364,-0.16800754495218706
ACH-000365,-0.1943321834722604
ACH-000366,-0.042629848627523136
ACH-000368,-0.1438874424262909
ACH-000374,-0.03425117487098376
ACH-000375,-0.05457663804783714
ACH-000376,-0.17816736383301565
ACH-000381,0.007278847991208864
ACH-000383,-0.11863177250450628
ACH-000387,-0.17997894792552002
ACH-000389,-0.007383354108293794
ACH-000390,-0.08017801291352329
ACH-000393,-0.21761104284867555
ACH-000395,-0.2892014966526367
ACH-000396,-0.006699450385954842
ACH-000397,-0.011585982298380764
ACH-000401,-0.06307132855138296
ACH-000402,-0.38385945130612215
ACH-000403,-0.1149314168284353
ACH-000404,-0.008143889908301472
ACH-000406,-0.18612476044505968
ACH-000407,-0.2473327729505739
ACH-000408,-0.012512742083870449
ACH-000410,-0.17603414597006234
ACH-000411,-0.29086835324400234
ACH-000414,-0.12401195299065446
ACH-000415,-0.08231284233944916
ACH-000416,-0.16346679168333586
ACH-000420,-0.21377070588147154
ACH-000421,-0.19257996434449126
ACH-000424,-0.15651771899441502
ACH-000425,-0.19282054652583094
ACH-000426,-0.11826095069082446
ACH-000427,-0.2086725298652096
ACH-000433,-0.06991687986609985
ACH-000435,0.08808132297311118
ACH-000436,-0.26595723773731683
ACH-000444,-0.07323209932820247
ACH-000445,-0.07512943055114821
ACH-000448,-0.10141426777850784
ACH-000450,0.03509685291180641
ACH-000452,-0.13370376771800008
ACH-000454,-0.045462665896215164
ACH-000458,-0.2790313776725588
ACH-000459,-0.12184643904644532
ACH-000460,-0.12841011014124745
ACH-000461,-0.09691322427624346
ACH-000463,-0.2662423086376409
ACH-000464,-0.041733695639803864
ACH-000466,-0.18186752325110891
ACH-000467,-0.152791285916702
ACH-000468,-0.0657619737882088
ACH-000469,-0.004328196883559865
ACH-000470,-0.09360892018000956
ACH-000471,-0.060475483178481386
ACH-000472,-0.17110390289945354
ACH-000473,-0.06396228896261351
ACH-000475,-0.09304708454286277
ACH-000476,-0.21646663503411248
ACH-000477,-0.08347136945404429
ACH-000479,-0.27297821229709746
ACH-000480,-0.07516095325551668
ACH-000481,-0.2191590602417197
ACH-000483,-0.12071060779091572
ACH-000484,-0.14114986338228475
ACH-000485,-0.2396412679569961
ACH-000486,-0.14763264180126445
ACH-000487,-0.21038291804783255
ACH-000488,-0.13453754130509998
ACH-000490,-0.042343608263198135
ACH-000491,-0.10664650197179074
ACH-000495,-0.11600258287503502
ACH-000496,-0.086799549114455
ACH-000499,0.1453051748301973
ACH-000500,-0.4295959867421933
ACH-000502,-0.1818142926676813
ACH-000503,-0.09999255923893352
ACH-000505,-0.0959708496645368
ACH-000507,-0.10558228105716023
ACH-000510,-0.09985598997046732
ACH-000511,-0.1619902835368144
ACH-000512,0.037679004926658426
ACH-000516,-0.1665587424866824
ACH-000517,-0.14472040286841856
ACH-000518,-0.024579491315953925
ACH-000520,-0.10032894348593266
ACH-000521,-0.22263692714743208
ACH-000522,-0.07152655853057456
ACH-000524,-0.1256067086445562
ACH-000527,-0.08669589850191918
ACH-000528,-0.17040272528011882
ACH-000537,0.06851409128608968
ACH-000541,-0.10107462319815362
ACH-000542,-0.10455112114360483
ACH-000544,-0.3039462172980801
ACH-000545,-0.08192660799695177
ACH-000547,-0.10457390749069552
ACH-000548,-0.06485157279481009
ACH-000549,-0.1269551932397742
ACH-000550,-0.1398917140563688
ACH-000552,-0.13037338402367835
ACH-000556,-0.1893671040447136
ACH-000557,-0.1035582604608978
ACH-000569,-0.06065141324678677
ACH-000570,-0.18911704331720927
ACH-000571,-0.13714310887791575
ACH-000573,-0.1038152851670477
ACH-000576,-0.12434239189223975
ACH-000579,0.008530290859108816
ACH-000580,-0.2303802547584895
ACH-000584,-0.1203244274578185
ACH-000585,-0.08956752286026604
ACH-000588,-0.04064223890837308
ACH-000589,-0.08081606276577231
ACH-000591,0.009944216808642364
ACH-000593,-0.15480774558679336
ACH-000600,-0.15015626077824548
ACH-000601,-0.1461489572188501
ACH-000605,-0.19793144499246
ACH-000606,-0.06640735559744321
ACH-000608,-0.14617788173203045
ACH-000614,-0.057204700828407964
ACH-000616,-0.20450349987430005
ACH-000618,-0.12525468600258388
ACH-000619,-0.01342315848945741
ACH-000620,-0.19803942499414465
ACH-000621,-0.07365731346727528
ACH-000622,-0.17995188995416206
ACH-000623,-0.053063563329311024
ACH-000624,-0.17652743156553746
ACH-000627,-0.13294996618813149
ACH-000630,-0.16801464938725125
ACH-000631,0.02268132985607751
ACH-000632,-0.04659444366458142
ACH-000633,-0.1804981441086771
ACH-000637,-0.11530962111291627
ACH-000638,-0.11300539399639327
ACH-000646,-0.23016590009907575
ACH-000647,-0.06556983530527091
ACH-000648,-0.06728679411400924
ACH-000649,-0.09693381912226454
ACH-000651,-0.12162139363225408
ACH-000652,-0.2269772496190606
ACH-000653,-0.18220801964721434
ACH-000657,-0.12391112449093343
ACH-000658,-0.3267337080232349
ACH-000661,-0.07641364047085604
ACH-000662,-0.6901529941286583
ACH-000663,-0.1858316323215279
ACH-000665,-0.02915264193817837
ACH-000671,-0.18551008439594546
ACH-000672,0.029947340587825912
ACH-000673,-0.23184350801270334
ACH-000676,-0.0761534544098975
ACH-000677,-0.0630890723735587
ACH-000681,0.07780521253518084
ACH-000683,-0.11966972912776397
ACH-000684,0.006312202954761565
ACH-000688,-0.28861331328098194
ACH-000693,-0.004357096579628318
ACH-000694,-0.14898991852507054
ACH-000695,0.07175636758851825
ACH-000696,-0.1404185193410801
ACH-000697,-0.10113233343208207
ACH-000699,-0.16690577898089787
ACH-000701,0.029818052613615743
ACH-000706,-0.28655649465968336
ACH-000711,-0.12830819008954647
ACH-000713,-0.06770383347355803
ACH-000714,-0.17363173708663468
ACH-000718,-0.2407291527286331
ACH-000720,-0.09344714971548944
ACH-000721,-0.09327804011096133
ACH-000724,-0.0731403269356887
ACH-000725,-0.15287686618476312
ACH-000732,-0.2242030276702168
ACH-000734,-0.1566607308119817
ACH-000735,-0.09611599011494663
ACH-000736,-0.1299981674880565
ACH-000738,-0.11951062407274307
ACH-000746,-0.12027328932513336
ACH-000747,0.02723958151933824
ACH-000748,-0.01852796776330496
ACH-000753,-0.09656839317695548
ACH-000756,-0.17801571925963874
ACH-000757,-0.06901921331144792
ACH-000758,-0.10072387991451548
ACH-000760,-0.20702265078251975
ACH-000762,-0.2424984045751474
ACH-000763,-0.3179681793614793
ACH-000764,-0.03113856008442705
ACH-000765,-0.09463223000139613
ACH-000766,-0.27287895230744963
ACH-000767,-0.21085277097356728
ACH-000768,-0.08274710815899453
ACH-000769,-0.1587073274382722
ACH-000770,-0.2695641400389845
ACH-000771,-0.024479844228293992
ACH-000773,-0.3532896528189773
ACH-000776,-0.002592742069348568
ACH-000777,-0.1911803742189105
ACH-000778,-0.2317916411721312
ACH-000781,-0.03423761399090315
ACH-000782,0.023779111425033743
ACH-000783,-0.124166479349649
ACH-000784,-0.038507207210740566
ACH-000785,0.0601350524704496
ACH-000787,-0.0733384622327908
ACH-000788,-0.04667033340039162
ACH-000791,-0.16775124948035744
ACH-000792,-0.07595490537001523
ACH-000794,-0.2963998901815869
ACH-000796,-0.16212102943618592
ACH-000798,-0.015230304961043712
ACH-000799,-0.28297714113087763
ACH-000800,-0.20648092893206085
ACH-000802,-0.04775274671985655
ACH-000804,-0.04622507120253312
ACH-000805,-0.040864807647461976
ACH-000809,-0.14386674860480048
ACH-000810,-0.4591239422159633
ACH-000811,-0.18067584715383386
ACH-000817,-0.170518102563074
ACH-000819,0.01822088411193516
ACH-000820,-0.1598954930366485
ACH-000821,-0.17638075846021695
ACH-000822,-0.22072886727443056
ACH-000823,-0.2156584168438337
ACH-000824,-0.11303744475847595
ACH-000827,-0.1881417684250843
ACH-000829,-0.013133035907093004
ACH-000831,-0.04363145842983268
ACH-000832,-0.11548985828956405
ACH-000833,-0.029551292360526026
ACH-000834,-0.1010198529777358
ACH-000835,-0.1908401236816812
ACH-000836,-0.16108183772755955
ACH-000837,-0.1686287586143782
ACH-000838,0.10214525068905683
ACH-000839,-0.22313865947393666
ACH-000840,-0.29216678895624465
ACH-000841,-0.05954456489966267
