,DGCR6 (8214)
ACH-000004,-0.243275863693826
ACH-000005,-0.16286566700717758
ACH-000007,-0.1756811666253237
ACH-000009,-0.2101521408111393
ACH-000011,-0.3716319031752591
ACH-000012,-0.11873584692153295
ACH-000013,-0.1527095738572842
ACH-000014,-0.16472998924979032
ACH-000015,-0.1690777122267627
ACH-000017,-0.13676420866855218
ACH-000018,-0.2052895588832321
ACH-000019,-0.18509147134616352
ACH-000021,-0.10755142704080256
ACH-000022,-0.20145256177756846
ACH-000025,-0.24250824221101705
ACH-000028,-0.2824944378764836
ACH-000030,-0.15759703214547485
ACH-000035,0.01892445715937448
ACH-000036,-0.16247556879296424
ACH-000037,-0.2666351753039
ACH-000039,-0.04680189615538763
ACH-000040,-0.11413188265304845
ACH-000041,-0.1651262503901614
ACH-000042,-0.3236091095469417
ACH-000045,-0.07260685611415786
ACH-000047,-0.14677509007742992
ACH-000052,-0.3674277953114356
ACH-000053,-0.11758896638321385
ACH-000054,-0.12514218825714146
ACH-000055,-0.20987692747530295
ACH-000060,-0.26251200283198073
ACH-000067,-0.13310347709091205
ACH-000070,-0.19108697134046013
ACH-000075,-0.2181870967870484
ACH-000078,-0.17529293714507765
ACH-000082,-0.1758006285474617
ACH-000085,-0.1759019192657983
ACH-000086,0.035312485003068106
ACH-000087,-0.3165952888961849
ACH-000092,-0.2361533064929313
ACH-000095,-0.09087850135320293
ACH-000097,-0.2950190486213983
ACH-000098,-0.23533725029283625
ACH-000099,-0.2637112735310845
ACH-000108,-0.4094490139913641
ACH-000113,-0.199871374035898
ACH-000116,-0.12060872722433286
ACH-000118,-0.27159993939913085
ACH-000120,-0.16578273758823367
ACH-000123,-0.2322794250377953
ACH-000127,-0.008750901400266197
ACH-000128,-0.10907496463599684
ACH-000132,-0.08898534938171386
ACH-000133,-0.2701750315701878
ACH-000137,-0.2610847078593299
ACH-000138,-0.027198325442220984
ACH-000142,-0.05449678342242024
ACH-000143,-0.2756208018528009
ACH-000146,-0.1322122844028741
ACH-000148,-0.12087692229536197
ACH-000150,-0.14725446030992573
ACH-000152,-0.14320882475245994
ACH-000153,-0.11877195294574967
ACH-000159,-0.011966312461205978
ACH-000160,-0.24493331335874904
ACH-000163,-0.13415949657927742
ACH-000167,-0.18982115205025485
ACH-000168,-0.0286893697341909
ACH-000169,-0.16534869037123298
ACH-000178,-0.2069947707005792
ACH-000183,-0.18149465478748675
ACH-000188,-0.24570105935403236
ACH-000189,-0.1897641334925452
ACH-000190,-0.03411745274635481
ACH-000198,-0.02423008823370861
ACH-000203,-0.21912835865387326
ACH-000204,-0.23616473957620115
ACH-000206,-0.24968119034508246
ACH-000207,-0.018008464950345218
ACH-000208,-0.06107909088038526
ACH-000210,0.07938902622702777
ACH-000211,-0.08495843434458109
ACH-000215,-0.13064279424561345
ACH-000221,-0.2763924402766342
ACH-000222,0.034469660350742365
ACH-000223,-0.3297419652667131
ACH-000226,-0.3099577504708507
ACH-000227,-0.11401847695909235
ACH-000228,-0.19552805043519966
ACH-000231,-0.14142117039052907
ACH-000232,-0.2816533003894605
ACH-000233,-0.21567628413487985
ACH-000234,-0.024994297212516003
ACH-000235,-0.1055519345669872
ACH-000237,-0.16867718384418964
ACH-000238,-0.194565602597146
ACH-000242,-0.2409675337537651
ACH-000243,-0.221839980424218
ACH-000244,-0.30710194941129026
ACH-000246,-0.05491783771869943
ACH-000248,-0.1202492882551628
ACH-000250,-0.1510158897834098
ACH-000251,0.037836389519772834
ACH-000252,-0.22997447638170684
ACH-000253,-0.07741080703155175
ACH-000255,-0.272805683288362
ACH-000256,-0.2247747340675688
ACH-000257,0.011273162451882871
ACH-000258,-0.2772756129587245
ACH-000259,-0.1822883388073275
ACH-000260,-0.07340682932131729
ACH-000261,-0.0457685323519657
ACH-000262,-0.12894160622293022
ACH-000263,-0.18816579584601856
ACH-000264,-0.17877497576775886
ACH-000265,-0.24481250263793225
ACH-000266,-0.20240623479937395
ACH-000272,-0.1442565985335149
ACH-000274,-0.2073969522398928
ACH-000277,-0.054890386197296095
ACH-000278,-0.30442443192310786
ACH-000279,-0.10767229451737363
ACH-000280,-0.20133338571179774
ACH-000281,-0.052790584900186135
ACH-000288,-0.08344736740434315
ACH-000291,-0.0877999895698724
ACH-000293,-0.1423135785500844
ACH-000294,-0.1136715616345579
ACH-000295,-0.3461890852636673
ACH-000296,-0.1687760414789218
ACH-000302,-0.2542700886318953
ACH-000304,0.10834754245452798
ACH-000307,-0.1858372794962039
ACH-000308,-0.13909639007696592
ACH-000310,-0.20339502226641967
ACH-000311,-0.046294377250757225
ACH-000312,-0.051555422216867576
ACH-000315,-0.2245368410131985
ACH-000316,-0.3011626176535919
ACH-000317,0.046041242875397466
ACH-000318,-0.07991382866464969
ACH-000319,-0.26660968969135285
ACH-000320,-0.18894331424621089
ACH-000322,-0.3859108095352996
ACH-000323,-0.2764120310340749
ACH-000324,-0.15289012815282074
ACH-000329,-0.12769396043778375
ACH-000330,-0.12539410393743194
ACH-000331,-0.032622819997111835
ACH-000332,-0.17934110870796566
ACH-000334,-0.11206605076176793
ACH-000335,-0.09583486753420302
ACH-000336,-0.3128765780221712
ACH-000337,-0.3206492228772969
ACH-000338,-0.6257903212963455
ACH-000339,-0.3359703348547645
ACH-000341,-0.21521891320933986
ACH-000348,-0.17221283152041225
ACH-000350,-0.06555721960078728
ACH-000352,-0.1631960170337416
ACH-000356,-0.13287846689763888
ACH-000361,0.0395681657490355
ACH-000362,-0.03379438554024216
ACH-000363,-0.067204688968331
ACH-000364,-0.08742828361214232
ACH-000365,-0.14319644839793813
ACH-000366,-0.17952939348392702
ACH-000368,-0.20914074974512648
ACH-000374,-0.021351787166195384
ACH-000375,-0.1911395632236701
ACH-000376,-0.15005153655635015
ACH-000381,-0.016502905097983998
ACH-000383,-0.14026477650274474
ACH-000387,-0.15204974588216605
ACH-000389,-0.14040331187538246
ACH-000390,-0.12426204156209575
ACH-000393,-0.1291542888522976
