,GLB1L (79411)
ACH-000004,-0.09699730605732984
ACH-000005,0.1405712855111635
ACH-000007,0.1961887578962257
ACH-000009,0.03346251246213418
ACH-000011,0.17984934241969394
ACH-000012,-0.011451902327283658
ACH-000013,0.09978609214734567
ACH-000014,-0.06280284270051842
ACH-000015,0.041539736807401736
ACH-000017,-0.036732091692237095
ACH-000018,0.11999996730462155
ACH-000019,0.042123902332691116
ACH-000021,-0.039701246318479766
ACH-000022,-0.0453754938698073
ACH-000025,-0.00030417370479328816
ACH-000028,0.035676581398994496
ACH-000030,0.04381999560775417
ACH-000035,0.18151817726313452
ACH-000036,-0.050505717222608194
ACH-000037,0.08776901455468841
ACH-000039,-0.06885344974955597
ACH-000040,-0.026791262266519327
ACH-000041,-0.0594781930742562
ACH-000042,-0.027326910188643454
ACH-000045,-0.04601016662243547
ACH-000047,0.03941787869451691
ACH-000052,0.14062232670505542
ACH-000053,0.03744161266143893
ACH-000054,0.1112226249595288
ACH-000055,0.033491278301126595
ACH-000060,-0.023276819086837708
ACH-000067,0.14236535263508066
ACH-000070,0.23272395006476024
ACH-000075,0.0319715469498748
ACH-000078,0.02145836350800788
ACH-000082,0.021852442872951475
ACH-000085,-0.050981617595297915
ACH-000086,-0.0380959141178072
ACH-000087,0.12029881115173532
ACH-000092,0.05095279574006501
ACH-000095,-0.08617451611523921
ACH-000097,-0.06418062167942287
ACH-000098,-0.1739460188809413
ACH-000099,0.04854855325096103
ACH-000108,0.02099248815458784
ACH-000113,-0.036594053428205764
ACH-000116,0.044010863389951284
ACH-000118,0.07585856526964675
ACH-000120,-0.06749060916885441
ACH-000123,0.15123309174506575
ACH-000127,0.05780630068469037
ACH-000128,0.014594989000889371
ACH-000132,0.08079304043931412
ACH-000133,-0.07210717135380615
ACH-000137,0.03279705554619956
ACH-000138,-0.0308836727268404
ACH-000142,0.13865805874540574
ACH-000143,0.06185701911163447
ACH-000146,-0.004689605035772819
ACH-000148,0.0399327235702213
ACH-000150,-0.039774007171266314
ACH-000152,0.05856900357391445
ACH-000153,-0.059740339668952536
ACH-000159,0.05889473778645184
ACH-000160,-0.019225973117875158
ACH-000163,0.10637436833373687
ACH-000167,0.017324663955477528
ACH-000168,-0.1236358168163786
ACH-000169,0.16402878740079804
ACH-000178,0.11107949066462014
ACH-000183,0.062288239758618864
ACH-000188,0.08262826742805941
ACH-000189,0.07230839852433316
ACH-000190,0.2214199963562385
ACH-000198,0.14380880967083962
ACH-000203,-0.5556115546785745
ACH-000204,0.02864104415531289
ACH-000206,-0.05647181643196349
ACH-000207,0.0010557491856109183
ACH-000208,0.0665158639377466
ACH-000210,-0.11188437477919867
ACH-000211,0.004185038345098945
ACH-000215,0.10687835789245476
ACH-000221,-0.11412231958179787
ACH-000222,0.04125938331334685
ACH-000223,0.04366324661307183
ACH-000226,0.09829806032190358
ACH-000227,0.12137701322495645
ACH-000228,0.03898642266452099
ACH-000231,0.08010354565824539
ACH-000232,0.1052355874548884
ACH-000233,0.1053328387994056
ACH-000234,-0.12010137817312155
ACH-000235,-0.03345029811278377
ACH-000237,-0.08101339919042068
ACH-000238,0.08361667796874135
ACH-000242,-0.122377646049022
ACH-000243,0.0857406013784249
ACH-000244,0.09828293172993932
ACH-000246,0.0709027801172933
ACH-000248,0.13527816633532325
ACH-000250,0.053522614433031364
ACH-000251,0.025732735275744927
