,NIP7 (51388)
ACH-000183,-1.4980435034035748
ACH-000188,-1.4068972729490397
ACH-000189,-1.5738453326219193
ACH-000190,-1.5723234935065311
ACH-000198,-1.5192090203336297
ACH-000203,-1.6963938668548857
ACH-000204,-1.3419818694606802
ACH-000206,-1.671115778115967
ACH-000207,-1.0505333898973448
ACH-000208,-1.325917899334299
ACH-000210,-1.4107554148819474
ACH-000211,-1.471544651025314
ACH-000215,-1.3999180633738202
ACH-000221,-1.4333544079044396
ACH-000222,-1.667979470626022
ACH-000223,-1.3122935725703804
ACH-000226,-1.4833447321456412
ACH-000227,-1.3856141314903194
ACH-000228,-1.3794582544776033
ACH-000231,-1.4093936533752027
ACH-000232,-1.3216842975665344
ACH-000233,-1.5665050106973666
ACH-000234,-1.1564649912133649
ACH-000235,-1.2824562234103134
ACH-000237,-1.4203957377210648
ACH-000238,-1.4034826739290776
ACH-000242,-1.2569356037406183
ACH-000243,-1.4908294899583798
ACH-000244,-1.2854915127433038
ACH-000246,-1.407339712219283
ACH-000248,-1.4086530402494846
ACH-000250,-1.2195869677730071
ACH-000251,-1.2098120897139968
ACH-000252,-1.3580792983562522
ACH-000253,-1.4621712745767963
ACH-000255,-1.4053049743647306
ACH-000256,-1.4144748489476966
ACH-000257,-1.419521709090754
ACH-000258,-1.4992892944759952
ACH-000259,-1.3569989205817952
ACH-000260,-1.5049473352133411
ACH-000261,-1.3158769657251577
ACH-000262,-1.6124903561007635
ACH-000263,-1.1857767862837667
ACH-000264,-1.2684013397263472
ACH-000265,-1.399679806247227
ACH-000266,-1.4557272934873169
ACH-000272,-1.4044460579929976
ACH-000274,-1.5994804529202056
ACH-000277,-1.1157302251766332
ACH-000278,-1.4736693600935251
ACH-000279,-1.3397076625899609
ACH-000280,-1.4575299821564651
ACH-000281,-1.6246784974620945
ACH-000288,-1.4036157265292877
ACH-000291,-1.299960658573451
ACH-000293,-1.511927129920809
ACH-000294,-1.681558323759316
ACH-000295,-1.5917127242031637
ACH-000296,-1.5667065403948701
ACH-000302,-1.5155245163377862
ACH-000304,-1.5949200300518465
ACH-000307,-1.253593233768532
ACH-000308,-1.5142998766615838
ACH-000310,-1.6746477258372643
ACH-000311,-1.503831298897863
ACH-000312,-1.3218766935968935
ACH-000315,-1.3057992651783916
ACH-000316,-1.7532002815552752
ACH-000317,-1.5501731771908858
ACH-000318,-1.536415933836632
ACH-000319,-1.3201916898424344
ACH-000320,-1.5126744088101127
ACH-000322,-1.095746331451262
ACH-000323,-1.592383457204495
ACH-000324,-1.3829129081297291
ACH-000329,-1.3041134542490849
ACH-000330,-1.5783864521755953
ACH-000331,-1.3780991346256442
ACH-000332,-1.5785723030367431
ACH-000334,-1.2799098151861443
ACH-000335,-1.2760164669658465
ACH-000336,-1.4239014469207876
ACH-000337,-1.558481684876416
ACH-000338,-0.8948943203434497
ACH-000339,-1.4378917150061596
ACH-000341,-1.3516232242926358
ACH-000348,-1.3106540098655886
ACH-000350,-1.450454907478906
ACH-000352,-1.2303243088817328
ACH-000356,-1.534343425782159
ACH-000361,-1.558001490696964
ACH-000362,-1.488620362346355
ACH-000363,-1.6545643274627042
ACH-000364,-1.3433588308081317
ACH-000365,-1.3076118751294965
ACH-000366,-1.38836027325485
ACH-000368,-1.3553484898392074
ACH-000374,-1.5294327102044016
ACH-000375,-1.4007358203184237
ACH-000376,-1.5403370244093324
ACH-000381,-1.392125613599301
ACH-000383,-1.4115393907727636
ACH-000387,-1.3935838898910773
ACH-000389,-1.3458309330719247
ACH-000390,-1.363247927830646
ACH-000393,-1.1444511532456374
ACH-000395,-1.3118760675092294
ACH-000396,-1.5800694889999525
ACH-000397,-1.366565402554908
ACH-000401,-1.5731084001614564
ACH-000402,-1.092044468276468
ACH-000403,-1.438045150848554
ACH-000404,-1.4990981848667635
ACH-000406,-1.5641254876113218
ACH-000407,-1.4936840383632852
ACH-000408,-1.5207461365376256
ACH-000410,-1.4093634386698743
ACH-000411,-1.415579672127739
ACH-000414,-1.2441765350681246
ACH-000415,-1.4294978890755063
ACH-000416,-1.2982528125873989
ACH-000420,-1.4232320400188028
ACH-000421,-1.454191414715932
ACH-000424,-1.481757985790916
ACH-000425,-1.455346879043129
ACH-000426,-1.8850824877487795
ACH-000427,-1.149628543387014
ACH-000433,-1.3167870292321604
ACH-000435,-1.535268144681069
ACH-000436,-1.7806028502611175
ACH-000444,-1.441067344663158
ACH-000445,-1.2720226182376522
ACH-000448,-1.4019238013377109
ACH-000450,-1.5175581761337371
ACH-000452,-1.4995903731635194
ACH-000454,-1.6223181145385437
ACH-000458,-1.6901155506055474
ACH-000459,-1.6048345767160448
ACH-000460,-1.4462626377075305
ACH-000461,-1.3807703764811399
ACH-000463,-1.4752260470513392
ACH-000464,-1.3863264060344078
ACH-000466,-1.341035987424044
ACH-000467,-1.363177536864705
ACH-000468,-1.5188406570142516
ACH-000469,-1.3856350596445732
ACH-000470,-1.4461289280142615
ACH-000471,-1.4824340603582424
ACH-000472,-1.273403650487367
ACH-000473,-1.5673754289992181
ACH-000475,-1.5342345043181798
ACH-000476,-1.2827630549716855
ACH-000477,-1.6546500205758286
ACH-000479,-1.4131634638848614
ACH-000480,-1.3824676692688829
ACH-000481,-1.30053947303644
ACH-000483,-1.5661388014513642
ACH-000484,-1.1631748523596714
ACH-000485,-1.5452675524314872
ACH-000486,-1.2270925521138911
ACH-000487,-1.5560166428333115
ACH-000488,-1.3247132095599126
ACH-000490,-1.379469801766934
ACH-000491,-1.1336139274315733
ACH-000495,-1.3151022165053747
ACH-000496,-1.4200516541127752
ACH-000499,-1.7127000809977257
ACH-000500,-1.6830496449708072
ACH-000502,-1.3932965985241261
ACH-000503,-1.6378617505819886
ACH-000505,-1.4114375881603536
ACH-000507,-1.4139411040793104
ACH-000510,-1.2950385730388674
ACH-000511,-1.4583647159260935
ACH-000512,-1.6376456547787095
ACH-000516,-1.4770663592424136
ACH-000517,-1.4881748241798336
ACH-000518,-1.6857009562457537
ACH-000520,-1.4589549270945263
ACH-000521,-1.2987399670025306
ACH-000522,-1.4215184044914264
ACH-000524,-1.4060611793714368
ACH-000527,-1.3195598484422064
ACH-000528,-1.4424798818367286
ACH-000537,-1.5040476819465007
ACH-000541,-1.4413198714586801
ACH-000542,-1.3623327649110828
ACH-000544,-1.4009032985973084
ACH-000545,-1.4561935080561554
ACH-000547,-1.3505704969585253
ACH-000548,-1.4668457329410636
ACH-000549,-1.437895131780816
ACH-000550,-1.5807434851598698
ACH-000552,-1.3903948392682508
ACH-000556,-1.212820771241454
ACH-000557,-1.3861139175261732
ACH-000569,-1.2594914567176825
ACH-000570,-1.3603482840081005
ACH-000571,-1.502529459079211
ACH-000573,-1.5108332227375791
ACH-000576,-1.4138461026494336
ACH-000579,-1.6287037452672801
ACH-000580,-1.3764919644115388
ACH-000584,-1.6008962969298233
ACH-000585,-1.2721678926432751
ACH-000588,-1.4612496341244663
ACH-000589,-1.4007310953045908
ACH-000591,-1.7489640667883877
ACH-000593,-1.4397673250010463
ACH-000600,-1.4637972598039242
ACH-000601,-1.2589332180774393
ACH-000605,-1.6933164234997782
ACH-000606,-1.4126977701314791
ACH-000608,-1.1542337579050994
ACH-000614,-1.612998729404599
ACH-000616,-1.4289641781546558
ACH-000618,-1.5562534797394019
ACH-000619,-1.3347390459440065
ACH-000620,-1.4062950999078807
ACH-000621,-1.582040358687646
ACH-000622,-1.4192280411627018
ACH-000623,-1.5606755841067483
ACH-000624,-1.3840628261331092
ACH-000627,-1.4759506995367069
ACH-000630,-1.4295194904572002
ACH-000631,-1.7570522075912385
ACH-000632,-1.524909607328521
ACH-000633,-1.164521517624327
ACH-000637,-1.7313523156474082
ACH-000638,-1.2426945941450964
ACH-000646,-1.109288275053442
ACH-000647,-1.4733961247553808
ACH-000648,-1.8696853223120105
ACH-000649,-1.3911210486703984
ACH-000651,-1.2692141793028726
ACH-000652,-1.4346618788424208
ACH-000653,-1.4652881071001682
ACH-000657,-1.4477858082490862
ACH-000658,-1.304502500634626
ACH-000661,-1.8533815426936384
ACH-000662,-1.3508781409502544
ACH-000663,-1.7145803130266306
ACH-000665,-1.3551219544546207
ACH-000671,-1.3889672537572997
ACH-000672,-1.3955819110369756
ACH-000673,-1.1878741425812172
ACH-000676,-1.403261186187074
ACH-000677,-1.391409893074292
ACH-000681,-1.3623243995569072
ACH-000683,-1.3515866238190757
ACH-000684,-1.3421750740566454
ACH-000688,-1.2449632783701694
ACH-000693,-1.2746041967197943
ACH-000694,-1.2764160207616977
ACH-000695,-1.3103671254352358
ACH-000696,-1.3249133512033833
ACH-000697,-1.277229086419686
ACH-000699,-1.2002834195814307
ACH-000701,-1.4090639376121838
ACH-000706,-1.3868483130341964
ACH-000711,-1.377206126066696
ACH-000713,-1.5261211598162958
ACH-000714,-1.376369050601547
ACH-000718,-1.3954332192379388
ACH-000720,-1.3270688431013746
ACH-000721,-1.3119672273609166
ACH-000724,-1.42144148456994
ACH-000725,-1.2841438054239902
ACH-000732,-1.510098407599438
ACH-000734,-1.3569830118762218
ACH-000735,-1.4014909171820915
ACH-000736,-1.3649376566432476
ACH-000738,-1.5684289248943466
ACH-000746,-1.4352987558002137
ACH-000747,-1.4280320191765163
ACH-000748,-1.37013695290957
ACH-000753,-1.5104107610049824
ACH-000756,-1.1863427942298264
ACH-000757,-1.1848921509235786
ACH-000758,-1.397775378189748
ACH-000760,-1.4167295497927297
ACH-000762,-1.4835737945105143
ACH-000763,-1.3653998749655774
ACH-000764,-1.0308810971970912
ACH-000765,-1.7701019958949882
ACH-000766,-1.4941143109906576
ACH-000767,-1.608285250184589
ACH-000768,-1.3819782608448674
ACH-000769,-1.5283256370170868
ACH-000770,-1.4880017020624423
ACH-000771,-1.3735173564103602
ACH-000773,-1.3432340891551169
ACH-000776,-1.4531655557818643
ACH-000777,-1.466470448336595
ACH-000778,-1.2659318331055098
ACH-000781,-1.4812700166568609
ACH-000782,-1.4571743770144925
ACH-000783,-1.3300382182349797
ACH-000784,-1.4363989034953597
ACH-000785,-1.3841769102370465
ACH-000787,-1.4451397909349828
ACH-000788,-1.3326466692300971
ACH-000791,-1.4817067306447615
ACH-000792,-1.5153291864044955
ACH-000794,-1.4396515876508906
ACH-000796,-1.4035529917932557
ACH-000798,-1.4502864793508832
ACH-000799,-1.412018143939234
ACH-000800,-1.8655900425907632
ACH-000802,-1.3062730359919354
ACH-000804,-1.5217524352706957
ACH-000805,-1.3811507754526198
ACH-000809,-1.0922035752103298
ACH-000810,-1.901361370233664
ACH-000811,-1.5209908779698007
ACH-000817,-1.2013169301230149
ACH-000819,-1.3627560186915049
ACH-000820,-1.5030329569419938
ACH-000821,-1.9333808148820868
ACH-000822,-1.292702210441644
ACH-000823,-1.4679651706814427
ACH-000824,-1.3507565222465632
ACH-000827,-1.5419353031669671
ACH-000829,-1.4509347118181504
ACH-000831,-1.4071317871361602
ACH-000832,-1.4598553760145752
ACH-000833,-1.5448458501238695
ACH-000834,-1.270655323702495
ACH-000835,-1.4537596141483775
ACH-000836,-1.4420380370058012
ACH-000837,-1.1290001688152846
ACH-000838,-1.5875337813034962
ACH-000839,-1.3451783778061204
ACH-000840,-1.396724764440448
ACH-000841,-1.4165333704621967
ACH-000843,-1.6291261673223476
ACH-000846,-1.1610123214238814
ACH-000847,-1.4112135293400687
ACH-000848,-1.2866437861055282
ACH-000849,-1.4730930306428236
ACH-000851,-1.4134232665440074
ACH-000855,-1.448420605277814
ACH-000856,-1.437902523921338
ACH-000858,-1.2321425698619992
ACH-000859,-1.5001074233837912
ACH-000861,-1.437031820061187
ACH-000862,-1.3713872521949164
ACH-000865,-1.5099966991350222
ACH-000866,-1.72294992726513
ACH-000867,-1.4071190329697232
ACH-000869,-1.2493330972048369
ACH-000872,-1.5958967544193428
ACH-000873,-1.3111210603059993
ACH-000876,-1.2434289114106898
ACH-000878,-1.5489272901059623
ACH-000880,-1.4097814078195958
ACH-000881,-1.6306155403749278
ACH-000882,-1.260194970408263
ACH-000884,-1.4222611283711573
ACH-000885,-1.4102106377010968
ACH-000887,-1.3285516751660018
ACH-000889,-1.5949100892228696
ACH-000896,-1.3059580802029087
ACH-000898,-1.4481353063515958
ACH-000900,-1.2178819054781205
ACH-000901,-1.5980513990079197
ACH-000905,-1.458996696104472
ACH-000906,-1.5340318636234396
ACH-000907,-1.32423921544893
ACH-000910,-1.6014210114469245
ACH-000911,-1.514059273883234
ACH-000912,-1.2132869907551704
ACH-000913,-1.4463784501801742
ACH-000915,-1.4020176149065602
ACH-000916,-1.320841331015218
ACH-000917,-1.4132231492923926
ACH-000920,-1.5524286671740082
ACH-000921,-1.1193909139740006
ACH-000924,-1.4060204150425843
ACH-000926,-1.5088376871300468
ACH-000928,-1.6342464066984341
ACH-000929,-1.5486305251296375
ACH-000932,-1.4532593199450046
ACH-000935,-1.3461018547998356
ACH-000936,-1.5411490407246229
ACH-000937,-1.527162699766995
ACH-000938,-1.2555217236129401
ACH-000939,-1.6528185710917616
ACH-000941,-1.3931033198523388
ACH-000943,-1.5308414473230312
ACH-000946,-1.4121814132193558
ACH-000947,-1.557205973037102
ACH-000948,-1.6038523385961134
ACH-000950,-1.2310937402787452
ACH-000953,-1.3985528620908192
ACH-000954,-1.283279946066542
ACH-000957,-1.3892007189136335
ACH-000958,-1.323520546479243
ACH-000960,-1.4692802401200311
ACH-000963,-1.97888378467002
ACH-000968,-1.4620799122527686
ACH-000969,-1.376712514670786
ACH-000972,-1.2488658548895424
ACH-000973,-1.523670352166388
ACH-000974,-1.3457026254431486
ACH-000978,-1.4990274022727177
ACH-000984,-1.4429827178627097
ACH-000986,-1.392084253730458
ACH-000988,-1.6398954492032285
ACH-000993,-1.412315284755133
ACH-000994,-1.4611419736270774
ACH-000996,-1.2911934480610041
ACH-001001,-1.2584942703839883
ACH-001020,-1.1313131840178556
ACH-001028,-1.3523096310798104
ACH-001031,-1.696608844515085
ACH-001038,-1.4461764727915714
ACH-001048,-1.31271737213805
ACH-001050,-1.5127243547861382
ACH-001053,-1.4912143017498765
ACH-001054,-1.4399475510756314
ACH-001061,-1.6278039821797554
ACH-001067,-1.315615211150707
ACH-001075,-1.4927646279685978
ACH-001096,-1.3941705945702108
ACH-001111,-1.0718549600837846
ACH-001119,-1.4713348165698483
ACH-001128,-1.4251794669662663
ACH-001134,-1.3309366298018257
ACH-001151,-1.4818379814240348
ACH-001163,-1.3645678419941618
ACH-001164,-1.4075611630200415
ACH-001183,-1.5254159881382512
ACH-001192,-1.405075999124206
ACH-001193,-1.6032969058280302
ACH-001196,-1.244347314301581
ACH-001197,-1.6793311620731233
ACH-001205,-1.4440675437104262
ACH-001211,-1.28125707059035
ACH-001212,-1.3259048449222517
ACH-001228,-1.4327299838919172
ACH-001232,-1.6260167179859548
ACH-001239,-1.4432962439992685
ACH-001270,-1.3490099614882824
ACH-001274,-1.744612175058088
ACH-001275,-1.4380808596512742
ACH-001277,-0.9735567479686944
ACH-001278,-1.2845949156537184
ACH-001280,-1.3642036065031369
ACH-001283,-1.4287613174801033
ACH-001289,-1.490411697551769
ACH-001300,-1.4246048654451655
ACH-001301,-1.4287292286738649
ACH-001302,-1.242190022262627
ACH-001306,-1.3145931402233486
ACH-001318,-1.5195283706536982
ACH-001322,-1.5121589390969403
ACH-001328,-1.4160416397573068
ACH-001332,-1.199321973665811
ACH-001336,-1.4948048020562128
ACH-001346,-1.4909774116186585
ACH-001353,-1.3908799255250264
ACH-001354,-1.4855361558166
ACH-001367,-1.4598830484592875
ACH-001368,-1.3418115472819958
ACH-001374,-1.1660808156329132
ACH-001377,-1.4529687498110009
ACH-001380,-1.34573340897617
ACH-001391,-1.3332223355795143
ACH-001408,-1.5476638415730868
ACH-001430,-1.303043491132892
ACH-001431,-1.6887650232980116
ACH-001450,-1.283257249788125
ACH-001496,-1.6219196169708852
ACH-001500,-1.3742677055406214
ACH-001523,-1.7418559677832508
ACH-001532,-1.3285548387969943
ACH-001550,-1.5196859791859365
ACH-001552,-1.3380281001248802
ACH-001554,-1.519280684299635
ACH-001654,-1.4838487694827602
ACH-001735,-1.4057631664110632
ACH-001736,-1.528976769882074
ACH-001737,-1.392624173480448
ACH-001740,-1.3142558700935327
ACH-001745,-1.2434054060739914
ACH-001765,-1.3796366019310191
