,PHF21A (51317)
ACH-000004,0.12413029246292835
ACH-000005,-0.06317820515437546
ACH-000007,-0.01888447754595591
ACH-000009,0.07500036990669075
ACH-000011,-0.05233454440719764
ACH-000012,0.15553870588801585
ACH-000013,0.06094742947627978
ACH-000014,-0.12913962796781406
ACH-000015,0.18107622975630824
ACH-000017,0.1788810021223982
ACH-000018,-0.00702778383678264
ACH-000019,-0.1239649878139205
ACH-000021,0.003023559875013217
ACH-000022,0.0939897780098659
ACH-000025,-0.12237975127980776
ACH-000028,-0.02002447246024735
ACH-000030,-0.10427720617993257
ACH-000035,-0.13496041187321994
ACH-000036,-0.25014847099945675
ACH-000037,0.011578524083872848
ACH-000039,0.061942873922217034
ACH-000040,-0.16178242128816825
ACH-000041,-0.13011179529089215
ACH-000042,0.11279993038518273
ACH-000045,-0.14481608393402975
ACH-000047,-0.05742904370454125
ACH-000052,-0.011547834815965424
ACH-000053,-0.10155585161652443
ACH-000054,0.04849697474902443
ACH-000055,0.08099815148342758
ACH-000060,0.16022324068922628
ACH-000067,-0.20391810421389395
ACH-000070,-0.2590472491510316
ACH-000075,-0.0875997135259239
ACH-000078,-0.06205479845825802
ACH-000082,-0.010100988833139429
ACH-000085,0.15526698922172574
ACH-000086,-0.003467361027527378
ACH-000087,0.2657821461752956
ACH-000092,0.08832814275647209
ACH-000095,0.0844271811128206
ACH-000097,0.054699436002751366
ACH-000098,-0.03312113915782832
ACH-000099,0.13975445281490306
ACH-000108,0.1260601927529715
ACH-000113,-0.2865350172310119
ACH-000116,0.08230901794106202
ACH-000118,-0.16806841886354662
ACH-000120,0.12514093785928904
ACH-000123,-0.1110757151286964
ACH-000127,0.028463682286258438
ACH-000128,-0.07387983464635155
ACH-000132,0.028744138209523557
ACH-000133,-0.15847634852166262
ACH-000137,-0.0875785771513352
ACH-000138,-0.11773345884224967
ACH-000142,-0.1335383738370551
ACH-000143,-0.049674299945943336
ACH-000146,-0.03184652405991413
ACH-000148,-0.0038690375981923295
ACH-000150,-0.2113788525496581
ACH-000152,0.06819532047921732
ACH-000153,-0.03297258157925228
ACH-000159,0.01291980794295145
ACH-000160,0.17484835748863062
ACH-000163,-0.21976742503328475
ACH-000167,0.5644089435395097
ACH-000168,-0.15190130037752614
ACH-000169,-0.08097703783907514
ACH-000178,-0.010278860852201956
ACH-000183,0.14432608344123687
ACH-000188,-0.07697434156598165
ACH-000189,-0.1453629872897847
ACH-000190,0.2843998428225896
ACH-000198,-0.016011025029455374
ACH-000203,-0.2425694903762857
ACH-000204,0.16823846926404706
ACH-000206,0.09898475219803793
ACH-000207,-0.3095842933165538
ACH-000208,-0.1798033059522774
ACH-000210,0.050012120707302314
ACH-000211,0.09557260480709087
ACH-000215,-0.15700402942547095
ACH-000221,0.017519100442148956
ACH-000222,-0.009075595400277978
ACH-000223,-0.049990859479146166
ACH-000226,0.02856631994235645
ACH-000227,-0.04052013688058447
ACH-000228,0.2586069024256267
ACH-000231,-0.016274730396075788
ACH-000232,-0.3625242562203048
ACH-000233,0.07973518573131254
ACH-000234,-0.04188328912190449
ACH-000235,-0.005695591499861123
ACH-000237,-0.027872437320214688
ACH-000238,0.07722652645597787
ACH-000242,0.2271342496536136
ACH-000243,0.026148457705575855
ACH-000244,-0.0652776639177871
ACH-000246,0.011602266495321218
ACH-000248,0.05171405928791721
ACH-000250,0.03989581223148071
ACH-000251,0.0339498827262262
ACH-000252,0.2879677915131157
ACH-000253,0.004543808048963087
ACH-000255,-0.1251767684159776
ACH-000256,0.045296957843193986
ACH-000257,-0.1999993653749414
ACH-000258,-0.3639434451866943
ACH-000259,-0.10501779356575468
ACH-000260,-0.0038439878805037533
ACH-000261,-0.009298997733466648
ACH-000262,-0.033452999964782605
ACH-000263,0.2470232652182721
ACH-000264,0.056600043543321724
ACH-000265,-0.06898107594503086
ACH-000266,0.19757483649987784
ACH-000272,0.043161638315180995
ACH-000274,-0.014611872669856987
ACH-000277,0.04303808741341187
ACH-000278,-0.15645478938793908
ACH-000279,-0.06246341388324263
ACH-000280,-0.002926846644213521
ACH-000281,0.02440682281524329
ACH-000288,-0.022918891990595533
ACH-000291,-0.005715634197148355
ACH-000293,0.13161310128300235
ACH-000294,-0.11501707621501035
ACH-000295,-0.18619272682490715
ACH-000296,-0.05270917639324883
ACH-000302,0.068453747572371
ACH-000304,0.04998245073957368
ACH-000307,0.03783806599754883
ACH-000308,0.024649755488791315
ACH-000310,0.06936166237153149
ACH-000311,0.04990211615884173
ACH-000312,-0.0531219741284696
ACH-000315,-0.1380005197206402
ACH-000316,0.016648794369095554
ACH-000317,0.08829205118878095
ACH-000318,-0.08067869881109753
ACH-000319,-0.2511006829983493
ACH-000320,-0.1386514194173609
ACH-000322,-0.05532659154307056
ACH-000323,-0.19547926860376186
ACH-000324,-0.027443517165300156
ACH-000329,0.08830611652780866
ACH-000330,0.03457012226332465
ACH-000331,0.08830391096816967
ACH-000332,0.0839075232231192
ACH-000334,-0.21710676566948026
ACH-000335,-0.2750974653484793
