,PAAF1 (80227)
ACH-000004,-0.05686043945781715
ACH-000005,0.1350512776586596
ACH-000007,0.24008452051007656
ACH-000009,0.0008199017593535661
ACH-000011,0.0844874811271898
ACH-000012,0.0101159051887473
ACH-000013,-0.0055834233052294
ACH-000014,0.16191588607023075
ACH-000015,0.08336194644426259
ACH-000017,0.020532609715062863
ACH-000018,0.17388608382540952
ACH-000019,0.16679980844404252
ACH-000021,0.06117283154274392
ACH-000022,0.02784119883159301
ACH-000025,0.07772340177896077
ACH-000028,0.005270634083615138
ACH-000030,-0.037362851914435495
ACH-000035,0.1143654363833218
ACH-000036,0.08432044855673207
ACH-000037,0.0531157743274975
ACH-000039,-0.17508275501138393
ACH-000040,0.02186451813476327
ACH-000041,0.1752709224185908
ACH-000042,0.054970108134858094
ACH-000045,0.12228285240931172
ACH-000047,0.13751476239871016
ACH-000052,0.02857481927830821
ACH-000053,0.016707100465717738
ACH-000054,0.14191813818627494
ACH-000055,0.09874742661728132
ACH-000060,0.2238553493248216
ACH-000067,0.2693038924704491
ACH-000070,0.046069317778896834
ACH-000075,0.1134339426400061
ACH-000078,-0.0640235517372284
ACH-000082,0.0886632724210939
ACH-000085,-0.0018583057924297238
ACH-000086,-0.05283367112541007
ACH-000087,0.09487610985111372
ACH-000092,0.10509869223212204
ACH-000095,0.06709433037594043
ACH-000097,0.07453556158507675
ACH-000098,0.16439681139269896
ACH-000099,0.07300578854361146
ACH-000108,0.12716744233194585
ACH-000113,0.03883793867583565
ACH-000116,-0.0344525361803677
ACH-000118,0.020806099290577282
ACH-000120,0.15290318601117728
ACH-000123,0.05376561498833079
ACH-000127,0.11488676303434416
ACH-000128,0.14088659960851066
ACH-000132,0.14107401696653604
ACH-000133,0.06816498335127061
ACH-000137,0.12269065763258305
ACH-000138,0.09678479746022707
ACH-000142,0.007055331951974418
ACH-000143,0.024840668177535892
ACH-000146,0.04198888764016809
ACH-000148,0.11937581098221366
ACH-000150,0.1426878815362911
ACH-000152,0.14244996742554894
ACH-000153,0.125169900541295
ACH-000159,0.1728907057116825
ACH-000160,0.016476022448498988
ACH-000163,0.0460681685947823
ACH-000167,0.1903813175602718
ACH-000168,0.13015346714499804
ACH-000169,0.004711102136233624
ACH-000178,0.09850795715112436
ACH-000183,0.045876457980608326
ACH-000188,-0.07072480473614756
ACH-000189,-0.1604293652352328
ACH-000190,0.11256404663247682
ACH-000198,-0.030411515073019105
ACH-000203,0.2599452410968421
ACH-000204,-0.02404501292193102
ACH-000206,0.06601001218462065
ACH-000207,-0.181948112319864
ACH-000208,-0.0383771358312521
ACH-000210,0.31298281596421224
ACH-000211,0.08586777571362621
ACH-000215,0.14693489687981173
ACH-000221,0.06719629365788339
ACH-000222,0.0969580614189546
ACH-000223,0.10884201569764836
ACH-000226,0.14156102858817002
ACH-000227,-0.040468349097515566
ACH-000228,-0.08221658396792904
ACH-000231,0.02962572868498677
ACH-000232,0.15579039032661868
ACH-000233,0.03689612403151028
ACH-000234,0.08444907795351696
ACH-000235,0.11817532904757695
ACH-000237,-0.04421794350376525
ACH-000238,-0.01751066897884453
ACH-000242,0.2413284482315768
ACH-000243,0.06966427944736486
ACH-000244,-0.07475215284719065
ACH-000246,0.12104207028732733
ACH-000248,0.16654721763307168
ACH-000250,0.0367009744068488
ACH-000251,0.16390721319015975
ACH-000252,0.01641202822733775
ACH-000253,0.11075747126002172
ACH-000255,0.12462038165853305
ACH-000256,-0.09788016782804508
ACH-000257,0.1499859483846449
ACH-000258,-0.04789155313242568
ACH-000259,-0.04420057757284874
ACH-000260,0.048398689625039126
ACH-000261,0.10122027877844132
ACH-000262,0.09549305782566593
ACH-000263,0.10632727501050136
ACH-000264,-0.016153143242579257
ACH-000265,0.10758639874942924
ACH-000266,0.07209219830592316
ACH-000272,0.1711781292322231
ACH-000274,0.08772302285037298
ACH-000277,0.2434952178723421
ACH-000278,0.006994481375163396
ACH-000279,0.03672551651735168
ACH-000280,0.1263700137390921
ACH-000281,0.016963279852797237
ACH-000288,0.030997736584492588
ACH-000291,0.2039192229295764
ACH-000293,0.08397180202365002
ACH-000294,-0.00028702378634917053
ACH-000295,0.04245498565129195
ACH-000296,0.17515911748582855
ACH-000302,0.047768879478136975
ACH-000304,0.2313907376819485
ACH-000307,0.06836594236370458
ACH-000308,0.01132471377485767
ACH-000310,-0.07455123839606527
ACH-000311,0.013227590692092835
ACH-000312,-0.007451444524046382
ACH-000315,0.031712132711576684
ACH-000316,-0.07192286214679684
ACH-000317,0.15864281746803754
ACH-000318,0.11683245615182547
ACH-000319,0.05150501651252865
ACH-000320,0.22362863849895104
ACH-000322,0.03203451187071401
ACH-000323,0.15113750779895074
ACH-000324,0.11893453831292056
ACH-000329,0.17357300120316327
ACH-000330,-0.022096240653671488
ACH-000331,0.13263514099756415
ACH-000332,0.02463202503868357
ACH-000334,-0.012508720674804285
ACH-000335,0.1484760107912317
ACH-000336,0.3094583085276769
ACH-000337,-0.1367903125186461
ACH-000338,-0.012822555114262764
ACH-000339,0.1448234756954871
ACH-000341,0.031495928300522884
ACH-000348,0.11043783395581802
ACH-000350,-0.06590720955989736
ACH-000352,0.030018152689550093
ACH-000356,-0.13939422160782314
ACH-000361,-0.01282731846614592
ACH-000362,0.1177337265104821
ACH-000363,-0.1220540292926348
ACH-000364,0.1266430320966951
ACH-000365,0.03198749043004141
ACH-000366,-0.13626002432341422
ACH-000368,0.059267014261988875
ACH-000374,0.033137372332297105
ACH-000375,0.19539847293995705
ACH-000376,0.045523668078572034
ACH-000381,0.17569158826207618
ACH-000383,-0.00987063740994027
ACH-000387,0.033584081240630406
ACH-000389,0.1900609138555953
ACH-000390,0.062475625927670926
ACH-000393,0.12226988711807575
ACH-000395,0.08985901937395982
ACH-000396,0.052900354570126096
ACH-000397,0.05829564058075101
ACH-000401,0.17951333453776114
ACH-000402,0.09273579506416152
ACH-000403,0.07288157195628565
ACH-000404,-0.029402930294966063
ACH-000406,0.08891454200838507
ACH-000407,0.0865264694258342
ACH-000408,0.10262356100349783
ACH-000410,0.12743869960947918
ACH-000411,0.22193851524199454
ACH-000414,0.1092865557461301
ACH-000415,-0.14378961185357425
ACH-000416,0.09037946190566418
ACH-000420,0.09405472396137493
ACH-000421,0.07546236068276406
ACH-000424,-0.01623954333323185
ACH-000425,0.05665963997820361
ACH-000426,0.11474100628742605
ACH-000427,-0.06355908290624937
ACH-000433,0.13452362826081396
ACH-000435,0.16631131801782909
ACH-000436,-0.054830463522195616
ACH-000444,0.006341195004693254
ACH-000445,0.10420378321456727
ACH-000448,0.06718405572883221
ACH-000450,0.08380904676854573
ACH-000452,0.023510487952381948
ACH-000454,0.07088915562282408
ACH-000458,-0.014304944824490259
ACH-000459,0.12740793357254745
ACH-000460,0.08928810466699806
ACH-000461,-0.2412098913091857
ACH-000463,0.09945797705884707
ACH-000464,0.11273659147960866
ACH-000466,0.014340444907552955
ACH-000467,0.08376752382743381
ACH-000468,0.1141898468853247
ACH-000469,0.030757314773195658
ACH-000470,0.10659378719359172
ACH-000471,0.07013591062587654
ACH-000472,0.033210557676783124
ACH-000473,-0.0032247964428056388
ACH-000475,0.07593946611147273
ACH-000476,0.10965851672843233
ACH-000477,-0.11674935098255768
ACH-000479,0.02380140669446914
ACH-000480,0.06545574314269745
ACH-000481,0.11253985449803566
ACH-000483,-2.4519835718948363e-05
ACH-000484,0.13842560784225152
ACH-000485,0.255432809948434
ACH-000486,0.03636701862316639
ACH-000487,0.06552669024889454
ACH-000488,0.048382333039189936
ACH-000490,0.05298897713284975
ACH-000491,0.046528581161441165
ACH-000495,0.1387157708313707
ACH-000496,0.14284632606438008
ACH-000499,0.05286448548186536
ACH-000500,0.21388475766045095
ACH-000502,0.09305118441278012
ACH-000503,-0.06467162883291074
ACH-000505,0.045252572697657326
ACH-000507,0.12736874521270758
ACH-000510,0.12954328065398532
ACH-000511,0.003271711368437893
ACH-000512,-0.14722157809723066
ACH-000516,0.1055798996595768
ACH-000517,0.0585379111332325
ACH-000518,0.12614123473457647
ACH-000520,-0.022713539365046984
ACH-000521,0.15865147912107855
ACH-000522,0.08698360860111584
ACH-000524,0.014247598379503228
ACH-000527,0.04513047157724311
ACH-000528,0.07089289618133665
ACH-000537,0.09036225328671377
ACH-000541,-0.0457997937143105
ACH-000542,0.125704600211907
ACH-000544,0.11466775458431094
ACH-000545,-0.03737039579761696
ACH-000547,0.03880931302921566
ACH-000548,-0.03590821881376895
ACH-000549,0.012892321633174879
ACH-000550,0.13543773709504878
