,RNMTL1 (55178)
ACH-000288,-0.33145154179989983
ACH-000291,-0.3260861648957717
ACH-000293,-0.39542418309555627
ACH-000294,0.13124800317766125
ACH-000295,-0.10000680071191508
ACH-000296,-0.016488233460038287
ACH-000302,-0.3712428942655223
ACH-000304,-0.44784306377785216
ACH-000307,-0.16164381364538602
ACH-000308,-0.13969977331310296
ACH-000310,-0.2581805559432239
ACH-000311,-0.2894467456252523
ACH-000312,-0.2643886932605505
ACH-000315,-0.07637610145191742
ACH-000316,-0.3868409097402819
ACH-000317,-0.1746803231092377
ACH-000318,-0.3989563496132442
ACH-000319,-0.2799219306312507
ACH-000320,-0.1280427266840221
ACH-000322,-0.3388798396988184
ACH-000323,-0.30261249222148484
ACH-000324,-0.12680973248152608
ACH-000329,-0.30314736122433106
ACH-000330,-0.18598188564211154
ACH-000331,-0.16729823465379945
ACH-000332,-0.20061873660836527
ACH-000334,-0.059578861518129474
ACH-000335,-0.06937112759876349
ACH-000336,-0.42283661454265137
ACH-000337,-0.060695789102058716
ACH-000338,-0.17444089136528915
ACH-000339,-0.12202594897155193
ACH-000341,-0.27108704330949834
ACH-000348,-0.2877683714605273
ACH-000350,-0.3330181912974701
ACH-000352,-0.2504444721166141
ACH-000356,-0.2431096358688003
ACH-000361,-0.2009027220705732
ACH-000362,-0.03747615251373868
ACH-000363,-0.20963476810864026
ACH-000364,-0.3582683454236076
ACH-000365,-0.1151292953746262
ACH-000366,-0.09270100041898408
ACH-000368,-0.2699948988482958
ACH-000374,-0.5045630996496441
ACH-000375,-0.15006529507615687
ACH-000376,-0.2627066156227639
ACH-000381,-0.5273608144915332
ACH-000383,-0.1963063457742052
ACH-000387,-0.0909647956267458
ACH-000389,-0.1265262707743502
ACH-000390,-0.3662824528731367
ACH-000393,-0.18616977855505545
ACH-000395,-0.15190112727774896
ACH-000396,-0.3164592791222556
ACH-000397,-0.18711894441722746
ACH-000401,-0.2756377498144707
ACH-000402,-0.07861899642809395
ACH-000403,-0.17318080083779322
ACH-000404,-0.3821547192618641
ACH-000406,-0.3486623958438008
ACH-000407,-0.2784561722316173
ACH-000408,-0.30368242410813023
ACH-000410,-0.2526307431969687
ACH-000411,-0.09445990408877354
ACH-000414,-0.1802831815084885
ACH-000415,-0.22283760593974344
ACH-000416,-0.05004974470083411
ACH-000420,-0.2376333495407404
ACH-000421,-0.09571465481919324
ACH-000424,-0.3866695865182991
ACH-000425,-0.27104147494305336
ACH-000426,-0.2026507434179185
ACH-000427,-0.3637976194275465
ACH-000433,0.014374928760674744
ACH-000435,-0.38229118285753794
ACH-000436,-0.13310425464928533
ACH-000444,-0.4654414542385166
ACH-000445,-0.1817516566959514
ACH-000448,-0.17066017915173842
ACH-000450,-0.4470836716658487
ACH-000452,-0.15257954609378682
ACH-000454,-0.38308453274646176
ACH-000458,-0.3468934054400432
ACH-000459,-0.571905387865064
ACH-000460,-0.2661757180289653
ACH-000461,-0.24622786953365175
ACH-000463,-0.07303671037736828
ACH-000464,-0.17402289375542285
ACH-000466,-0.13458099195093545
ACH-000467,-0.5674970790338117
ACH-000468,-0.35985945806673153
ACH-000469,-0.3617133323890441
ACH-000470,-0.022621135384375917
ACH-000471,-0.1385515179709858
ACH-000472,-0.1567670741760686
ACH-000473,-0.3813972690133985
ACH-000475,-0.3077334613359491
ACH-000476,-0.4398689212186149
ACH-000477,-0.2430778650096183
ACH-000479,-0.3163279579743881
ACH-000480,-0.2203452542710777
ACH-000481,-0.2048412146340872
ACH-000483,-0.4548815412891802
ACH-000484,-0.17606761123849973
ACH-000485,-0.09611641057308833
ACH-000486,-0.08028447249116542
ACH-000487,-0.4881983667294091
ACH-000488,-0.675226374052901
ACH-000490,-0.3386695713051946
ACH-000491,-0.3791897415276789
ACH-000495,-0.2203007587097498
ACH-000496,-0.16816876469084654
ACH-000499,-0.4038781242903038
ACH-000500,-0.5817956904142249
ACH-000502,-0.13284724421156108
ACH-000503,-0.43693037369172016
ACH-000505,-0.2364773507469723
ACH-000507,-0.512268999186595
ACH-000510,-0.3644268221063857
ACH-000511,-0.04328752196731952
ACH-000512,-0.19257186594434614
ACH-000516,-0.228179798666397
ACH-000517,-0.17731686223973953
ACH-000518,-0.26374776970047725
ACH-000520,-0.11906743245602035
ACH-000521,-0.26228544051145825
ACH-000522,-0.2990679905072328
ACH-000524,-0.1994924291046786
ACH-000527,-0.4747711022468529
ACH-000528,-0.3506263897430575
ACH-000537,-0.40485992083804295
ACH-000541,-0.14329882471224376
ACH-000542,-0.12244241702020373
ACH-000544,-0.3651664737148722
ACH-000545,-0.3347753452138788
ACH-000547,-0.2518206468133381
ACH-000548,-0.07385321645904118
ACH-000549,-0.1497182994883638
ACH-000550,-0.17463010093994774
ACH-000552,-0.21742692458216975
ACH-000556,-0.2397581896632718
ACH-000557,-0.21628786479761475
ACH-000569,-0.26280372835699223
ACH-000570,-0.4420446236591368
ACH-000571,-0.2738968862652259
ACH-000573,-0.14292248892734233
ACH-000576,-0.17040327321816653
ACH-000579,-0.6789601398927491
ACH-000580,-0.002009317523923764
ACH-000584,-0.2639571288343248
ACH-000585,-0.1831996928390096
ACH-000588,-0.24999386917667954
ACH-000589,-0.435859224867439
ACH-000591,-0.26819631909127994
ACH-000593,-0.3633875287846006
ACH-000600,-0.25860063131618144
ACH-000601,-0.18630102901578546
ACH-000605,-0.3671125197159768
ACH-000606,-0.2488321821725324
ACH-000608,-0.25371474115413306
ACH-000614,-0.30046399913638616
ACH-000616,-0.08347948046120211
ACH-000618,-0.7407298407420962
ACH-000619,-0.3276635020129283
ACH-000620,-0.13449118585302586
ACH-000621,-0.2534185510910871
ACH-000622,-0.4075394335614552
ACH-000623,-0.29198883306980145
ACH-000624,-0.08338605138830492
ACH-000627,-0.2081275161769922
ACH-000630,-0.343708696957438
ACH-000631,-0.2469895988544753
ACH-000632,-0.17024635846710584
ACH-000633,-0.37918330021794394
ACH-000637,-0.2301419603975895
ACH-000638,0.008018877268745886
ACH-000646,-0.4708029958712763
ACH-000647,-0.3260888322392788
ACH-000648,-0.4864909001220134
ACH-000649,-0.09510121272256704
ACH-000651,-0.7021816496711342
ACH-000652,-0.17419123290129732
ACH-000653,-0.07173304898806081
ACH-000657,-0.33042775868530155
ACH-000658,-0.05008631369081826
ACH-000661,-0.2008708679776562
ACH-000662,-0.14214293035175155
ACH-000663,-0.1863236115313233
ACH-000665,-0.11808063429048432
ACH-000671,-0.47921852977032
ACH-000672,-0.3761443679864712
ACH-000673,-0.15797207733899962
ACH-000676,-0.452752965203589
ACH-000677,-0.33366606475416544
ACH-000681,-0.3843505080016878
ACH-000683,-0.17469899520562893
ACH-000684,-0.29392903025268385
ACH-000688,-0.2653421566360204
ACH-000693,-0.5266866123083256
ACH-000694,-0.6204579901732546
ACH-000695,-0.21335229301909756
ACH-000696,-0.4032524389268218
ACH-000697,-0.2461422870075984
ACH-000699,-0.2138531531729942
ACH-000701,-0.3710250613577878
ACH-000706,-0.40333031739023895
ACH-000711,-0.16798848551935872
ACH-000713,-0.1438699530099294
ACH-000714,-0.043097907196332184
ACH-000718,-0.2550423528861116
ACH-000720,-0.28547653367471604
ACH-000721,-0.1895378572424697
ACH-000724,-0.1876597310945705
ACH-000725,-0.307345924764466
ACH-000732,-0.26622301141285576
ACH-000734,-0.28915768266450953
ACH-000735,-0.11215878260205772
ACH-000736,-0.125411504696342
ACH-000738,-0.5695905781152636
ACH-000746,-0.1876627076185943
ACH-000747,-0.5892357660066421
ACH-000748,-0.16214860737744438
ACH-000753,-0.2927260934980496
ACH-000756,-0.1419681545167417
ACH-000757,-0.4480535439455801
ACH-000758,-0.5028135368289512
ACH-000760,-0.4545945958884676
ACH-000762,-0.1161306140904648
ACH-000763,-0.06648237457117068
ACH-000764,-0.27723661432163704
ACH-000765,-0.1439399365643206
ACH-000766,-0.11480112309688514
ACH-000767,-0.3459806145507143
ACH-000768,-0.11933778572417345
ACH-000769,-0.2319309953878809
ACH-000770,-0.03130667166148046
ACH-000771,-0.4038081062997456
ACH-000773,-0.05840811786587324
ACH-000776,-0.2254926411703587
ACH-000777,-0.13764290991167094
ACH-000778,-0.16836060382562001
ACH-000781,-0.22092479172774565
ACH-000782,-0.35317762853297235
ACH-000783,-0.16834248268613675
ACH-000784,-0.5515746133916807
ACH-000785,-0.2332010212368488
ACH-000787,-0.4857370507885377
ACH-000788,-0.2290438286527313
ACH-000791,-0.25774205573951364
ACH-000792,-0.137976769219493
ACH-000794,-0.053051399927788914
ACH-000796,-0.11760629545136385
ACH-000798,-0.1428561707873117
ACH-000799,-0.07659068746461058
ACH-000800,-0.5395540553228536
ACH-000802,-0.3919825693259844
ACH-000804,-0.2497509420768852
ACH-000805,-0.3477921623556607
ACH-000809,-0.4340152005476224
ACH-000810,-0.21963673539942996
ACH-000811,-0.2625348568106315
ACH-000817,-0.15384541794198925
ACH-000819,-0.02586164117872031
ACH-000820,-0.2928033564487195
ACH-000821,-0.2283991905481573
ACH-000822,-0.13759762230632627
ACH-000823,-0.35262891725136103
ACH-000824,-0.026923384290462773
ACH-000827,-0.08295175469571307
ACH-000829,0.061570127129297526
ACH-000831,-0.6991562686372833
ACH-000832,-0.19243910244314424
ACH-000833,-0.4054934054187821
ACH-000834,-0.6129607198900955
ACH-000835,-0.2609894015379289
ACH-000836,0.0249849747269912
ACH-000837,-0.3409849466762442
ACH-000838,0.046280853188685564
ACH-000839,-0.18468537452121805
ACH-000840,-0.15653631454636496
ACH-000841,-0.1212454451583407
ACH-000843,-0.3898299054370948
ACH-000846,-0.07254226098938385
ACH-000847,-0.4763043122296733
ACH-000848,-0.408116861920927
ACH-000849,-0.4203456756828488
ACH-000851,-0.225224702560282
ACH-000855,-0.4791530768803982
ACH-000856,-0.3887821431496705
ACH-000858,-0.8522363406289006
ACH-000859,-0.1611478489041972
ACH-000861,-0.22038202651332908
ACH-000862,-0.3886390262490651
ACH-000865,-0.261866838206677
ACH-000866,-0.3254330521611726
ACH-000867,-0.2482690827465472
ACH-000869,-0.2619335525696025
ACH-000872,-0.5963275866626547
ACH-000873,-0.5456881602878397
ACH-000876,-0.3652363390203177
ACH-000878,-0.5016126086710079
ACH-000880,0.014858114622965529
ACH-000881,-0.3869250987845845
ACH-000882,-0.271658224192537
ACH-000884,-0.3237588815130035
ACH-000885,-0.6497741912980711
ACH-000887,-0.2567372857738829
ACH-000889,-0.6963679412291413
ACH-000896,-0.05886962219897945
ACH-000898,-0.19332156617845184
ACH-000900,-0.4949814884874917
ACH-000901,-0.23469862434726566
ACH-000905,-0.416140049823586
ACH-000906,-0.2421176524398221
ACH-000907,-0.2777164105453691
ACH-000910,-0.5033095105832726
ACH-000911,-0.376769730130678
ACH-000912,-0.2335199173485889
ACH-000913,-0.3529950407353498
ACH-000915,-0.4494134137887169
ACH-000916,-0.2461698043450652
ACH-000917,-0.4062498750945087
ACH-000920,0.13654494312991589
ACH-000921,-0.24235300355613754
ACH-000924,-0.5570197587706418
ACH-000926,-0.2440617041443527
ACH-000928,-0.3093078525451526
ACH-000929,-0.3551681053829349
ACH-000932,-0.3421253549951157
ACH-000935,-0.3529236804028688
ACH-000936,-0.4291035605592907
ACH-000937,0.036591745126796735
ACH-000938,-0.33416722973680946
ACH-000939,-0.4208220740377051
ACH-000941,-0.2390226413947155
ACH-000943,-0.7029875465104767
ACH-000946,-0.2256983866135075
ACH-000947,-0.6159552950797311
ACH-000948,-0.3142646271151205
ACH-000950,-0.38766739295610136
ACH-000953,0.0053377379042169855
ACH-000954,-0.6769814527304099
ACH-000957,-0.1239978690141493
ACH-000958,-0.20636176858345825
ACH-000960,0.02452751461502075
ACH-000963,-0.1261995120858308
ACH-000968,-0.5732203132252373
ACH-000969,-0.6804238378722149
ACH-000972,-0.4969437989771641
ACH-000973,-0.03509541460958391
ACH-000974,-0.12550821611549576
ACH-000978,-0.4169386029221773
ACH-000984,-0.3292517400292281
ACH-000986,-0.2051179025677533
ACH-000988,-0.031371390969377605
ACH-000993,-0.1929443544384238
ACH-000994,-0.22474737772374487
ACH-000996,-0.05569039626919518
ACH-001001,-0.5386300107118165
ACH-001020,-0.17883420707675682
ACH-001028,-0.2945587877550324
ACH-001031,-0.31702586665860805
ACH-001038,-0.2625932160576706
ACH-001048,-0.2720228291844967
ACH-001050,-0.12594094470417902
ACH-001053,-0.13603271177610252
ACH-001054,-0.2254179564152457
ACH-001061,-0.45208681164652603
ACH-001067,-0.35831249281384503
ACH-001075,-0.4144622072950664
ACH-001096,-0.3409612894783036
ACH-001111,-0.2564952198588533
ACH-001119,-0.3578930935687764
ACH-001128,-0.35254100091833523
ACH-001134,-0.10710105242081544
ACH-001151,-0.10117810384414178
ACH-001163,-0.3947849485886169
ACH-001164,-0.373127033955834
ACH-001183,-0.23012214870422665
ACH-001192,-0.13785098857533104
ACH-001193,0.028507770669055407
ACH-001196,-0.08294629604197447
ACH-001197,-0.10504204996219647
ACH-001205,0.0135308934434302
ACH-001211,-0.1705819698959132
ACH-001212,-0.19247991984296156
ACH-001228,-0.3599285859362064
ACH-001232,-0.14530820439888026
ACH-001239,-0.4787206702409484
ACH-001270,-0.4209348988234072
ACH-001274,-0.13508116606583065
ACH-001275,-0.5752644835730738
ACH-001277,-0.3685577977064386
ACH-001278,-0.4302613748188705
ACH-001280,-0.1262651457307639
ACH-001283,-0.34829162738794617
ACH-001289,-0.09395794846885892
ACH-001300,-0.1988811590929396
ACH-001301,-0.10424841690800116
ACH-001302,-0.1666920324161614
ACH-001306,-0.20538824642830972
ACH-001318,-0.607818125648787
ACH-001322,-0.3782073817105256
ACH-001328,-0.10679800682483208
ACH-001332,-0.3849214804733577
ACH-001336,-0.20959906832954106
ACH-001346,-0.14717262553092195
ACH-001353,0.015247510193033425
ACH-001354,-0.32186274748472243
ACH-001367,-0.3334475929012505
ACH-001368,-0.2292644211649066
ACH-001374,-0.029192588360717437
ACH-001377,-0.5311300429214879
ACH-001380,-0.4061306095634343
ACH-001391,-0.20222665992946834
ACH-001408,-0.05687756687912127
ACH-001430,-0.2850224306530915
ACH-001431,-0.19475334324815535
ACH-001450,-0.20862543060602784
ACH-001496,-0.3047327661107523
ACH-001500,-0.4273602725533446
ACH-001523,-0.6160641731144622
ACH-001532,-0.23944038652383945
ACH-001550,-0.5610707957249035
ACH-001552,-0.3723513186097576
ACH-001554,-0.4233439189103633
ACH-001654,-0.160018914458339
ACH-001735,0.0184935153683408
ACH-001736,-0.3347930114551177
ACH-001737,0.08791666536946544
ACH-001740,-0.053893828610007785
ACH-001745,-0.047228150377674784
ACH-001765,-0.3096895843727525
