,CNST (163882)
ACH-000004,0.2802686836778459
ACH-000005,0.4703940461056568
ACH-000007,0.179037093191811
ACH-000009,0.07475428575533756
ACH-000011,0.14168344625263424
ACH-000012,0.184155178453706
ACH-000013,0.2346289843062544
ACH-000014,0.09705660734319596
ACH-000015,0.14180084357206488
ACH-000017,0.06758042546560898
ACH-000018,0.09039353959050593
ACH-000019,0.10661771119355608
ACH-000021,0.10089961050695856
ACH-000022,0.08647461779049061
ACH-000025,0.14580192247096302
ACH-000028,0.18696321286767964
ACH-000030,0.2815141661454616
ACH-000035,0.16301994851733076
ACH-000036,0.2110271234113292
ACH-000037,0.22610746835930415
ACH-000039,0.1568098013039966
ACH-000040,-0.009169847912622485
ACH-000041,0.014847002581025068
ACH-000042,0.2263697857272463
ACH-000045,0.2243150806427844
ACH-000047,0.14307845184256612
ACH-000052,0.047957315031866336
ACH-000053,0.1237855372726937
ACH-000054,0.14925504222389746
ACH-000055,0.19026095422853725
ACH-000060,0.175671945569134
ACH-000067,0.12715986120121395
ACH-000070,0.06490925073243269
ACH-000075,0.12917779152784373
ACH-000078,0.03214354952346892
ACH-000082,0.19442439593491206
ACH-000085,0.17623093768632445
ACH-000086,0.08960693837677708
ACH-000087,0.2373058838243672
ACH-000092,0.2154739272874865
ACH-000095,0.140611110406419
ACH-000097,0.20947478166243896
ACH-000098,0.056809382076114835
ACH-000099,0.14618117778112208
ACH-000108,0.15913235846656607
ACH-000113,0.04622927638039842
ACH-000116,0.10028523964786504
ACH-000118,0.3222027956946581
ACH-000120,0.11745336531479594
ACH-000123,0.1880672782193316
ACH-000127,0.23236856503816186
ACH-000128,0.12344428861912532
ACH-000132,0.25554973816639764
ACH-000133,0.2500792762357555
ACH-000137,0.16861076160223873
ACH-000138,0.13617314500067504
ACH-000142,0.18267449051323384
ACH-000143,0.1033571224953956
ACH-000146,0.14692944962556578
ACH-000148,0.0892501113935526
ACH-000150,0.08704716764641343
ACH-000152,0.13109485687350084
ACH-000153,0.024128970593189983
ACH-000159,0.1855889474501134
ACH-000160,0.19608446524172632
ACH-000163,0.20056589594420735
ACH-000167,0.18150203864822625
ACH-000168,0.1664593298169464
ACH-000169,0.1956788091872893
ACH-000178,0.1631685739498139
ACH-000183,0.16497857903810065
ACH-000188,0.298132681455052
ACH-000189,0.22909519717930765
ACH-000190,0.1593604774238194
ACH-000198,0.2276229631762078
ACH-000203,0.09406206133988353
