,PCMTD2 (55251)
ACH-000004,-0.1769383306759614
ACH-000005,0.06012240788070875
ACH-000007,-0.38228732453411335
ACH-000009,-0.14927358954688044
ACH-000011,-0.2372700226367749
ACH-000012,0.057318819781721535
ACH-000013,-0.20570327607692032
ACH-000014,-0.3523196369382052
ACH-000015,-0.12201709448264875
ACH-000017,-0.22454740608638007
ACH-000018,-0.34402034324941483
ACH-000019,-0.40596558376860464
ACH-000021,-0.13157691636139893
ACH-000022,-0.3499989047509901
ACH-000025,-0.07836841189650594
ACH-000028,-0.2659263900910703
ACH-000030,-0.2156747551844245
ACH-000035,-0.23479751737840035
ACH-000036,-0.21963489427494445
ACH-000037,-0.20682387203200453
ACH-000039,-0.17122009835104024
ACH-000040,-0.11310527865487928
ACH-000041,-0.11338212872218972
ACH-000042,-0.2819068421065481
ACH-000045,-0.2022711787324
ACH-000047,-0.3062832236052024
ACH-000052,-0.1196212116786541
ACH-000053,-0.3123216934969505
ACH-000054,-0.25362359159948283
ACH-000055,-0.2521314563491673
ACH-000060,-0.020142456555017483
ACH-000067,-0.2784662062563594
ACH-000070,-0.2889832931961463
ACH-000075,-0.2417694045387499
ACH-000078,-0.35855827057069434
ACH-000082,-0.1528324035101505
ACH-000085,-0.3209338351198658
ACH-000086,-0.2151530042268462
ACH-000087,-0.06696754701964824
ACH-000092,-0.12778910302752966
ACH-000095,-0.12941643366199934
ACH-000097,-0.29697586361641737
ACH-000098,-0.16410542888179191
ACH-000099,-0.3041473219546641
ACH-000108,-0.25250457561470513
ACH-000113,-0.13369893358722051
ACH-000116,-0.14997243621508868
ACH-000118,-0.07510726581390012
ACH-000120,-0.27002498944690423
ACH-000123,-0.3168125332845068
ACH-000127,-0.22187395822855596
ACH-000128,-0.24713346431992836
ACH-000132,-0.16961525768806246
ACH-000133,-0.12716715544027782
ACH-000137,-0.10153521238225198
ACH-000138,-0.1466169056409308
ACH-000142,-0.20324325924050096
ACH-000143,-0.08917196554956207
ACH-000146,-0.08487169961380511
ACH-000148,-0.2480674927741704
ACH-000150,-0.3157733012224841
ACH-000152,-0.1776485106713542
ACH-000153,-0.2880797877217421
ACH-000159,-0.17990674640652102
ACH-000160,-0.2066349792991992
ACH-000163,-0.08422785244832832
ACH-000167,-0.11861495533963855
ACH-000168,-0.0622481655034921
ACH-000169,-0.1961048733443408
ACH-000178,-0.3203301066754037
ACH-000183,-0.18528930681093872
ACH-000188,-0.16514283967528492
ACH-000189,-0.11237229119097464
ACH-000190,-0.0978206973782891
ACH-000198,-0.1812520079715476
ACH-000203,-0.1199451518404449
ACH-000204,-0.043360552544770836
