,SRXN1 (140809)
ACH-000204,-0.4295963476505725
ACH-000206,-0.28191110721414275
ACH-000207,-0.12470901247589768
ACH-000208,-0.3485148550911845
ACH-000210,-0.25812907183647793
ACH-000211,-0.2595610094470685
ACH-000215,-0.2966260352982664
ACH-000221,-0.2476702840525317
ACH-000222,0.04721593872536156
ACH-000223,-0.14906330006988008
ACH-000226,-0.17533740187855018
ACH-000227,-0.2000348555546827
ACH-000228,-0.2360918269242679
ACH-000231,-0.2626816630537761
ACH-000232,-0.18929165614573776
ACH-000233,-0.1356034334690851
ACH-000234,-0.19186329583774853
ACH-000235,-0.18274128596501465
ACH-000237,-0.29778744360681314
ACH-000238,-0.2199289992463063
ACH-000242,0.36594327294935103
ACH-000243,-0.265937382563236
ACH-000244,-0.2663559531318176
ACH-000246,-0.23681316431240695
ACH-000248,-0.16628536569731547
ACH-000250,-0.29907008888385633
ACH-000251,-0.2476581733227895
ACH-000252,-0.09328156036100484
ACH-000253,-0.32131174445563604
ACH-000255,-0.16318397706689314
ACH-000256,-0.43911228526173396
ACH-000257,-0.08056437818899298
ACH-000258,0.002343735048862712
ACH-000259,-0.2247824951800772
ACH-000260,-0.1486267873372231
ACH-000261,-0.1756930168836699
ACH-000262,0.032714097880671984
ACH-000263,0.16388831686542582
ACH-000264,-0.236223881394349
ACH-000265,-0.1924983955752838
ACH-000266,-0.23336944593491646
ACH-000272,-0.19280214055462086
ACH-000274,-0.2909774677982709
ACH-000277,-0.32381115395436644
ACH-000278,-0.33873758474761084
ACH-000279,-0.17807505506736102
ACH-000280,-0.1475686422563781
ACH-000281,-0.2449175886310572
ACH-000288,-0.08996499284955188
ACH-000291,-0.15830707709002384
ACH-000293,-0.2926973900802475
ACH-000294,-0.33947927258398786
ACH-000295,-0.11198112099447967
ACH-000296,0.005589556488593076
ACH-000302,-0.16789756694329086
ACH-000304,-0.279041883928206
ACH-000307,-0.08071195054553497
ACH-000308,-0.2650123803123603
ACH-000310,-0.2391229996883776
ACH-000311,-0.2199514167762628
ACH-000312,-0.03486732375203031
ACH-000315,-0.1091191441652518
ACH-000316,-0.3772675308703533
ACH-000317,-0.11901328315186373
ACH-000318,0.10894149641638123
ACH-000319,-0.20802510013631126
ACH-000320,-0.33332410426680525
ACH-000322,-0.13227966504084016
ACH-000323,0.05692113330571196
ACH-000324,-0.11651389068462573
ACH-000329,-0.3491323746258119
ACH-000330,-0.12984920864669858
ACH-000331,-0.22214081869234206
ACH-000332,-0.2681116702198826
ACH-000334,-0.25757511067971545
ACH-000335,-0.17851750419145646
ACH-000336,0.13520965419221653
ACH-000337,-0.16085225094728636
ACH-000338,0.7065958851983771
ACH-000339,-0.2332234770858677
ACH-000341,-0.14144359723158426
ACH-000348,0.002271744314838067
ACH-000350,-0.24337576877926065
ACH-000352,-0.3577955403601724
ACH-000356,-0.2878902262025811
ACH-000361,-0.06322604402903073
ACH-000362,-0.09054933823750193
ACH-000363,-0.21275760375328864
ACH-000364,-0.08029441013602842
ACH-000365,-0.1767444311022627
ACH-000366,-0.2091049130518821
ACH-000368,-0.3525364483937624
ACH-000374,-0.08990751595141158
ACH-000375,-0.2262398367475327
ACH-000376,-0.15127112538004422
ACH-000381,-0.17031835262396494
ACH-000383,-0.2681490894563737
ACH-000387,-0.15529393966447708
ACH-000389,-0.2128320980951389
ACH-000390,-0.23364475086068545
ACH-000393,-0.3154218466706267
ACH-000395,-0.07781024603892378
ACH-000396,-0.2243695897171158
ACH-000397,-0.15826216496560974
ACH-000401,0.029443069589737088
ACH-000402,-0.5297016048326599
ACH-000403,-0.2808860758862115
ACH-000404,-0.2334009281287984
ACH-000406,-0.09664037787746636
ACH-000407,-0.32562310367880665
ACH-000408,-0.17915772739938474
ACH-000410,-0.16335567781522597
ACH-000411,-0.2329978630616713
ACH-000414,-0.1800404909876751
ACH-000415,-0.19588509563687306
ACH-000416,-0.20935269368107592
ACH-000420,-0.4441543476206978
ACH-000421,-0.2300344007636159
ACH-000424,-0.2274795585625511
ACH-000425,-0.2246591246375636
ACH-000426,-0.3150474551595114
ACH-000427,-0.026962179775085384
ACH-000433,-0.2119024423089058
ACH-000435,-0.5404072517730214
ACH-000436,-0.03213536415625892
ACH-000444,-0.12226399830198252
ACH-000445,-0.25865549777044394
ACH-000448,-0.12438436881918567
ACH-000450,-0.03692300851966162
ACH-000452,-0.15067271090756132
ACH-000454,0.008141934128234529
ACH-000458,-0.2191156007741248
ACH-000459,-0.20048915819348914
ACH-000460,-0.1612275985245558
ACH-000461,-0.19554878360851868
ACH-000463,-0.1589310850959173
ACH-000464,-0.29172806619349895
ACH-000466,-0.20154550022095852
ACH-000467,-0.18059625369313648
ACH-000468,-0.15397473072567178
ACH-000469,-0.34530604887311445
ACH-000470,-0.033206707848706184
ACH-000471,-0.2263479711211093
ACH-000472,-0.13344937355310507
ACH-000473,-0.2690032994442805
ACH-000475,-0.21655186986762892
ACH-000476,-0.1844861196872545
ACH-000477,-0.3307201615813564
ACH-000479,-0.048522904396273214
ACH-000480,-0.341964598346257
ACH-000481,-0.2000256952690583
ACH-000483,-0.12026503842923575
ACH-000484,-0.16230555319456694
ACH-000485,-0.1639164780579295
ACH-000486,-0.12930964070377726
ACH-000487,-0.0940050898351679
ACH-000488,-0.2407844379958875
ACH-000490,-0.10581695221288097
ACH-000491,-0.20479756699954474
ACH-000495,-0.2222549209787414
ACH-000496,-0.1326829688115688
ACH-000499,0.1078428372633889
ACH-000500,-0.25519100406366635
ACH-000502,-0.2309516422941688
ACH-000503,-0.1540336278933211
ACH-000505,-0.2114908800616668
ACH-000507,-0.21273446880676333
ACH-000510,-0.06589335848080947
ACH-000511,-0.3325022618676101
ACH-000512,-0.2493814047243872
ACH-000516,-0.04896988172211127
ACH-000517,-0.2684282522899005
ACH-000518,-0.2516565022605172
ACH-000520,-0.2912436846619232
ACH-000521,-0.17664463794921156
ACH-000522,-0.2718727174771199
ACH-000524,-0.2375321520805838
ACH-000527,-0.19698493340789774
ACH-000528,-0.20940087899992435
ACH-000537,-0.20008932598623091
ACH-000541,-0.2792257028320821
ACH-000542,-0.14379272597430298
ACH-000544,-0.04385816353228236
ACH-000545,-0.07146698057477008
ACH-000547,-0.4291249107342151
ACH-000548,-0.21577742176475206
ACH-000549,-0.34245134353318457
ACH-000550,-0.3684236945631459
ACH-000552,-0.3750035532262729
ACH-000556,-0.20102711899367925
ACH-000557,-0.32937156508338755
ACH-000569,-0.015563651055072854
ACH-000570,-0.21940500254573064
ACH-000571,-0.1894461995470198
ACH-000573,-0.05093548582545752
ACH-000576,-0.3658713918952655
ACH-000579,-0.3447752193517969
ACH-000580,-0.29734932148859705
ACH-000584,-0.25175014379988353
ACH-000585,-0.14439508165462314
ACH-000588,-0.08056941385937251
ACH-000589,0.02069499472204964
ACH-000591,-0.2310483954892327
ACH-000593,-0.10640251269603533
ACH-000600,-0.17303693677104925
ACH-000601,-0.18055239516311647
ACH-000605,-0.2712368396362924
ACH-000606,-0.07226184588299464
ACH-000608,-0.12455753652522968
ACH-000614,-0.08866935767729367
ACH-000616,-0.2522576583144172
ACH-000618,-0.1419110166664019
ACH-000619,-0.3102837276911973
ACH-000620,-0.16512334695645925
ACH-000621,-0.2658108920861256
ACH-000622,-0.2848089378919647
ACH-000623,-0.28970190110530925
ACH-000624,-0.14811081470787532
ACH-000627,-0.2780908048113587
ACH-000630,-0.2131311807775271
ACH-000631,-0.7920530731402775
ACH-000632,-0.12959332924958913
ACH-000633,-0.22465026221220896
ACH-000637,-0.04509116119500866
ACH-000638,-0.07792474291852404
ACH-000646,-0.1420288352081596
ACH-000647,-0.12647416468862402
ACH-000648,-0.21102339743647344
ACH-000649,-0.18511229623918346
ACH-000651,-0.06485457648937837
ACH-000652,-0.17120302869300705
ACH-000653,-0.19697493523555706
ACH-000657,-0.1814660738942453
ACH-000658,-0.18073565542603792
ACH-000661,-0.21400074171670136
ACH-000662,-0.35262076385876673
ACH-000663,-0.248790490725654
ACH-000665,-0.1912250845085092
ACH-000671,-0.19322377049641284
ACH-000672,-0.13321059307227162
ACH-000673,-0.1439246523891417
ACH-000676,-0.08629333292155601
ACH-000677,-0.14551974738324247
ACH-000681,-0.13131629633530414
ACH-000683,-0.20565626719249133
ACH-000684,-0.2007087604002501
ACH-000688,-0.098001089658108
ACH-000693,-0.09943124639767607
ACH-000694,-0.10605043183417404
ACH-000695,-0.15885856882175206
ACH-000696,-0.3138424389229792
ACH-000697,-0.26637346559734904
ACH-000699,-0.3061801128820924
ACH-000701,-0.19879175607623975
ACH-000706,-0.11477099799927495
ACH-000711,-0.19944402681161005
ACH-000713,-0.2160686600814888
ACH-000714,-0.18980837955154764
ACH-000718,-0.2190887247087172
ACH-000720,-0.25769308855339884
ACH-000721,-0.13396133124037268
ACH-000724,-0.2706300386318993
ACH-000725,-0.026910544031537708
ACH-000732,-0.29124990089637554
ACH-000734,-0.18620073599772846
ACH-000735,-0.12656205221056802
ACH-000736,-0.07285498170497227
ACH-000738,-0.2217497680572126
ACH-000746,-0.22155315552655386
ACH-000747,-0.19084116205034332
ACH-000748,-0.2028715759269621
ACH-000753,-0.05862408816895169
ACH-000756,-0.2458356040902268
ACH-000757,0.05817889434968989
ACH-000758,-0.2904482704992961
ACH-000760,-0.2144298675532276
ACH-000762,-0.1568117565025093
ACH-000763,-0.3969887071555193
ACH-000764,0.1800468821212503
ACH-000765,-0.10018022877026116
ACH-000766,-0.1367074508727708
ACH-000767,-0.2782552760241984
ACH-000768,-0.04602302926683007
ACH-000769,-0.2390638262310776
ACH-000770,-0.2471273938036527
ACH-000771,-0.2600765663400693
ACH-000773,-0.29094640909291075
ACH-000776,-0.2870139455111685
ACH-000777,-0.13363963437888646
ACH-000778,0.05198082568169878
ACH-000781,-0.14075362738747832
ACH-000782,-0.5214837267471939
ACH-000783,-0.24723242492829905
ACH-000784,-0.140518399527705
ACH-000785,-0.144844818223552
ACH-000787,-0.08796777276422114
ACH-000788,-0.18832068150145284
ACH-000791,-0.1794453081887309
ACH-000792,-0.060857835756452726
ACH-000794,-0.05070804272439434
ACH-000796,-0.2407573471706688
ACH-000798,-0.014707568674734668
ACH-000799,-0.3230303609315202
ACH-000800,-0.2724766088161929
ACH-000802,-0.23939285130161
ACH-000804,-0.2746175064125287
ACH-000805,-0.25045102968034233
ACH-000809,-0.09464907626555301
ACH-000810,-0.16490567584063415
ACH-000811,-0.2032078152454595
ACH-000817,-0.05643626576500683
ACH-000819,-0.2120145372749777
ACH-000820,-0.2487038060281008
ACH-000821,0.11529727650511608
ACH-000822,-0.31901177425914723
ACH-000823,-0.20371419610661975
ACH-000824,-0.3429952998079776
ACH-000827,-0.31175101978206426
ACH-000829,0.05482893696279479
ACH-000831,0.08772264253954708
ACH-000832,-0.206747855614842
ACH-000833,-0.11007286945913862
ACH-000834,-0.2535559649659776
ACH-000835,-0.029630549197879
ACH-000836,-0.2224908012038579
ACH-000837,0.02059721119731466
ACH-000838,-0.16437696285438955
ACH-000839,0.10668352669143427
ACH-000840,-0.45972909890564895
ACH-000841,-0.19754433011234573
ACH-000843,-0.33971312800121645
ACH-000846,-0.08310994524317714
ACH-000847,0.008147717159781126
ACH-000848,-0.10900723969754124
ACH-000849,-0.1472501261046073
ACH-000851,-0.1176126848444667
ACH-000855,-0.032801145341185584
ACH-000856,-0.25039547220314945
ACH-000858,-0.2658397693216765
ACH-000859,-0.3674579731935837
ACH-000861,-0.15776880706869262
ACH-000862,-0.3338726077098387
ACH-000865,-0.12038829830967104
ACH-000866,-0.21419407035417493
ACH-000867,-0.14526041653031038
ACH-000869,0.10888161428399264
ACH-000872,-0.1313575112816367
ACH-000873,-0.4099502052645351
ACH-000876,-0.13190003554482918
ACH-000878,-0.01635520251827024
ACH-000880,0.02473403682962648
ACH-000881,-0.25956403430667035
ACH-000882,-0.1912951242560662
ACH-000884,-0.07443341544946111
ACH-000885,-0.36730704474120335
ACH-000887,-0.15310025534072966
ACH-000889,-0.2620918338962749
ACH-000896,0.013712455760293998
ACH-000898,-0.14530027509009566
ACH-000900,-0.13912535292340533
ACH-000901,-0.21290826075289407
ACH-000905,-0.3382712414143197
ACH-000906,-0.1270071967034934
ACH-000907,-0.1579004249575292
ACH-000910,-0.16892899410598194
ACH-000911,-0.002396138417347861
ACH-000912,-0.18708347136656225
ACH-000913,-0.1731258635128988
ACH-000915,-0.020322451986928558
ACH-000916,-0.3424489939872877
ACH-000917,-0.12057234246248776
ACH-000920,-0.05579549175813965
ACH-000921,-0.24516301160159526
ACH-000924,-0.192538468775108
ACH-000926,-0.24046856440876715
ACH-000928,-0.17490292725096804
ACH-000929,0.08696124275746835
ACH-000932,-0.1843055059988984
ACH-000935,-0.3808362542840421
ACH-000936,-0.12616970203563724
ACH-000937,-0.2067013735188701
ACH-000938,-0.05623081183411977
ACH-000939,-0.14016259302948547
ACH-000941,-0.31311491584483564
ACH-000943,-0.20586794623065566
ACH-000946,-0.11729768158556653
ACH-000947,-0.022718492696432144
ACH-000948,-0.07132522496953149
ACH-000950,-0.3129882847644081
ACH-000953,-0.2218493101527731
ACH-000954,0.06379800479460625
ACH-000957,-0.004631806220975534
ACH-000958,-0.4296868241650487
ACH-000960,-0.08007349593263018
ACH-000963,-0.3266130712315827
ACH-000968,-0.22211939211893986
ACH-000969,-0.037057308708496425
ACH-000972,-0.2262269898982405
ACH-000973,-0.3261131488456887
ACH-000974,-0.23906170075656674
ACH-000978,-0.014805453711767403
ACH-000984,-0.2464520452389173
ACH-000986,-0.1333802809717472
ACH-000988,0.01923658107180478
ACH-000993,-0.0998287330097533
ACH-000994,-0.41661087337218455
ACH-000996,-0.32016766358944826
ACH-001001,-0.2772580565748839
ACH-001020,0.0953625373270456
ACH-001028,-0.2991522031830225
ACH-001031,-0.2136214445008556
ACH-001038,-0.16226479504631633
ACH-001048,-0.1933230194190855
ACH-001050,-0.10330632931521896
ACH-001053,-0.04368645826088343
ACH-001054,-0.2940392811820216
ACH-001061,-0.1292014174648112
ACH-001067,-0.08941459864867367
ACH-001075,-0.2924660038112106
ACH-001096,-0.16157504948266038
ACH-001111,-0.13760151184713454
ACH-001119,0.11060661691837324
ACH-001128,-0.17430365150890273
ACH-001134,-0.19068575826015274
ACH-001151,-0.2710814884122689
ACH-001163,-0.25261758125049044
ACH-001164,-0.003860284823545368
ACH-001183,-0.22658237457819064
ACH-001192,-0.31198309164765303
ACH-001193,-0.4035689027990809
ACH-001196,-0.2049846891987967
ACH-001197,-0.2569567150358573
ACH-001205,-0.11389282237629185
ACH-001211,-0.3194650247726075
ACH-001212,-0.28848952622140256
ACH-001228,-0.12403768766178687
ACH-001232,-0.13165700457200796
ACH-001239,-0.061322892648281474
ACH-001270,0.2341585637877239
ACH-001274,-0.3158605054850952
ACH-001275,-0.2259141924162113
ACH-001277,-0.3444474984224216
ACH-001278,-0.22042981410524384
ACH-001280,-0.29036837324337544
ACH-001283,-0.3872610137489056
ACH-001289,-0.14532627098938405
ACH-001300,-0.3895712001587237
ACH-001301,-0.3928558250598195
ACH-001302,-0.1794240428467427
ACH-001306,-0.20642731468663084
ACH-001318,-0.1611765333802812
ACH-001322,-0.310101999811882
ACH-001328,-0.28838308395829226
ACH-001332,-0.3383354195864641
ACH-001336,-0.1646987928630001
ACH-001346,-0.14722661178339086
ACH-001353,-0.17108328265289255
ACH-001354,0.1993694565823773
ACH-001367,-0.05978490672757504
ACH-001368,-0.17350231411201908
ACH-001374,-0.4035417066470543
ACH-001377,-0.2932897767017707
ACH-001380,-0.22802707613536136
ACH-001391,-0.18014799415447905
ACH-001408,-0.17378493602608355
ACH-001430,-0.0518024161751706
ACH-001431,-0.30399882315973825
ACH-001450,-0.2722585732652042
ACH-001496,-0.06956027966901829
ACH-001500,-0.19599734808997335
ACH-001523,-0.1809005410972004
ACH-001532,-0.20932984146647846
ACH-001550,-0.13924735709132138
ACH-001552,-0.5286817709131215
ACH-001554,-0.2288590580391801
ACH-001654,-0.2232658566191151
ACH-001735,-0.3626110861683485
ACH-001736,-0.14659231550409374
ACH-001737,-0.4197317676677008
ACH-001740,-0.283253070020207
ACH-001745,-0.2397570336781881
ACH-001765,-0.12669664625182994
