,RING1 (6015)
ACH-000004,-0.15765329797247948
ACH-000005,-0.041119557147207934
ACH-000007,0.12189307035306506
ACH-000009,-0.0751987938357449
ACH-000011,0.17015566876649074
ACH-000012,-0.08239757581796435
ACH-000013,-0.23885498886914264
ACH-000014,-0.017583611716963394
ACH-000015,-0.002204728133553069
ACH-000017,-0.4815257430220135
ACH-000018,-0.0044488938632652976
ACH-000019,-0.2311024177079472
ACH-000021,-0.09375237685524483
ACH-000022,-0.02909292044335578
ACH-000025,0.01430409948069079
ACH-000028,-0.27659255545118105
ACH-000030,-0.1016068532944745
ACH-000035,-0.1141070530814067
ACH-000036,0.19074991740375816
ACH-000037,-0.08569910881725191
ACH-000039,-0.033929380171183306
ACH-000040,-0.13798913115154168
ACH-000041,-0.0866862983612257
ACH-000042,-0.05646839732561371
ACH-000045,0.5426327196284131
ACH-000047,-0.01901770579202339
ACH-000052,-0.024074264169034264
ACH-000053,-0.2569193957104231
ACH-000054,0.04652404894294105
ACH-000055,0.05797723189359854
ACH-000060,0.04411832162236064
ACH-000067,-0.12354199691199948
ACH-000070,-0.06193252349324005
ACH-000075,-0.059912494477213765
ACH-000078,-0.2302663992422629
ACH-000082,-0.10279599520634612
ACH-000085,-0.14239012226076966
ACH-000086,-0.029336707860397077
ACH-000087,-0.08784253137852363
ACH-000092,-0.13302225311332855
ACH-000095,-0.3253936098519123
ACH-000097,-0.137740240211826
ACH-000098,-0.05686633589115615
ACH-000099,-0.19989172090021076
ACH-000108,0.04223131155056775
ACH-000113,-0.038558972567992025
ACH-000116,-0.18642522065269676
ACH-000118,-0.0614870647938145
ACH-000120,-0.12987422194853554
ACH-000123,-0.2984126796437652
ACH-000127,-0.01724024338695139
ACH-000128,-0.2405814584230765
ACH-000132,-0.16918238219600473
ACH-000133,-0.07601569510928408
ACH-000137,-0.0995747945791921
ACH-000138,-0.02428758905325476
ACH-000142,0.004377550678404753
ACH-000143,-0.655336846359268
ACH-000146,0.03775957930859998
ACH-000148,-0.11886840234995523
ACH-000150,-0.06341056556992249
ACH-000152,-0.2343056082781178
ACH-000153,-0.07983216105567273
ACH-000159,-0.07805652590297188
ACH-000160,0.08775890763875444
ACH-000163,0.01971367964234522
ACH-000167,0.6348455131645225
ACH-000168,-0.2286919485841107
ACH-000169,-0.1274014825757663
ACH-000178,-0.022791747487788536
ACH-000183,-0.09356872027215672
ACH-000188,-0.015476149628948563
ACH-000189,-0.13562488330982686
