,SH3BP1 (23616)
ACH-000004,-0.224888153564847
ACH-000005,-0.08441412751736205
ACH-000007,-0.19187845979348592
ACH-000009,-0.11467544138929925
ACH-000011,-0.33267688832152875
ACH-000012,-0.3439328907322754
ACH-000013,-0.24887086020863194
ACH-000014,-0.3005093439885253
ACH-000015,-0.15639355333176555
ACH-000017,-0.2287707384451293
ACH-000018,-0.2974881385589986
ACH-000019,-0.3562005599998233
ACH-000021,-0.13818998952820652
ACH-000022,-0.4109957232885445
ACH-000025,-0.12327959623079256
ACH-000028,-0.28640487983141794
ACH-000030,-0.3343590302123787
ACH-000035,-0.31615073446521386
ACH-000036,-0.22610124202223394
ACH-000037,-0.2568906940637662
ACH-000039,-0.16534558237665356
ACH-000040,-0.17415610976606236
ACH-000041,-0.2519864301746339
ACH-000042,-0.3477704383042611
ACH-000045,-0.17489341596056449
ACH-000047,-0.1783135335016479
ACH-000052,-0.33027672393458146
ACH-000053,-0.23690270629727306
ACH-000054,-0.10407331934495004
ACH-000055,-0.2570327202153147
ACH-000060,-0.2958153648026692
ACH-000067,-0.1878951306409396
ACH-000070,-0.1349198405883575
ACH-000075,-0.1835638829775744
ACH-000078,-0.2666915945006879
ACH-000082,-0.050062505350051474
ACH-000085,-0.0299463805658786
ACH-000086,-0.03119673596466898
ACH-000087,0.18285605891374734
ACH-000092,-0.3173421798063811
ACH-000095,-0.13367488649809692
ACH-000097,-0.0975669422646962
ACH-000098,-0.27150365413131833
ACH-000099,-0.16727821131866194
ACH-000108,-0.12394238514464488
ACH-000113,-0.1891003448915456
ACH-000116,-0.22565191345495156
ACH-000118,-0.06704869317562635
ACH-000120,-0.15403824271425073
ACH-000123,-0.20637692536784547
ACH-000127,-0.16653024914771858
ACH-000128,-0.09632894647395382
ACH-000132,-0.09976977935503066
ACH-000133,-0.22865472041972384
ACH-000137,-0.1304021163733866
ACH-000138,-0.1713122049778142
ACH-000142,-0.2533013036461352
ACH-000143,-0.4151157753810212
ACH-000146,-0.2092248976098112
ACH-000148,-0.16356006555481162
ACH-000150,0.02697711272411421
ACH-000152,-0.028529472153715426
ACH-000153,-0.07587995568028437
ACH-000159,-0.15830982704857294
ACH-000160,-0.2277897416149007
ACH-000163,-0.20478372494917324
ACH-000167,-0.06844093907978545
ACH-000168,-0.6357074900398832
ACH-000169,-0.20372378697078955
ACH-000178,-0.11548920675619008
ACH-000183,-0.1569471292051688
ACH-000188,-0.11262427322036915
ACH-000189,-0.043839486743248716
ACH-000190,-0.11210245735164444
ACH-000198,-0.18601635614504208
ACH-000203,-0.1605224302479787
ACH-000204,-0.18918655252078592
ACH-000206,0.002091155016674823
ACH-000207,-0.24685412991915506
ACH-000208,-0.2504153957634915
ACH-000210,-0.13956457221132154
ACH-000211,-0.15790902996361986
ACH-000215,-0.18120049785595446
ACH-000221,-0.3220981725890875
ACH-000222,-0.3096554995415917
ACH-000223,-0.21931545853673245
ACH-000226,-0.20023361161182493
ACH-000227,-0.2770326358630446
ACH-000228,-0.1681984260825391
ACH-000231,-0.16878528640269214
ACH-000232,-0.1943112707393773
ACH-000233,-0.14362517181172774
ACH-000234,-0.1363664954560142
ACH-000235,-0.1105604224232545
ACH-000237,-0.17407451496123175
ACH-000238,-0.2041479384207172
ACH-000242,-0.013973513751669686
ACH-000243,-0.18408462822601132
ACH-000244,-0.20662492387246825
ACH-000246,-0.1145775970706834
ACH-000248,-0.07761570240119912
ACH-000250,-0.0976704562763346
