,ERVFRD-1 (405754)
ACH-000004,0.10631153624014417
ACH-000005,0.22000631028928191
ACH-000007,0.09936961483642856
ACH-000009,-0.04522740435227713
ACH-000011,0.10073345727073872
ACH-000012,0.038861893126268726
ACH-000013,0.06713002728133795
ACH-000014,-0.056204272763451975
ACH-000015,0.10598910916971188
ACH-000017,0.10433470783518814
ACH-000018,0.03144021905411981
ACH-000019,-0.04133838760517949
ACH-000021,0.07317697687080035
ACH-000022,0.12346441395364373
ACH-000025,0.12002527621340944
ACH-000028,0.028545194667762508
ACH-000030,-0.04394499363800432
ACH-000035,0.10782352604031016
ACH-000036,0.09493721404126697
ACH-000037,0.0648317400409827
ACH-000039,-0.046422184402100435
ACH-000040,0.15156012141602945
ACH-000041,0.07612629828535747
ACH-000042,-0.017117774402065643
ACH-000045,-0.16891411947264498
ACH-000047,-0.03085710401558437
ACH-000052,0.07297355428078572
ACH-000053,0.1190972297465349
ACH-000054,-0.14536035782049173
ACH-000055,0.08211933340931406
ACH-000060,-0.05387088753042708
ACH-000067,0.13682334645865446
ACH-000070,-0.03970716924368462
ACH-000075,-0.06643724815121323
ACH-000078,0.027540383431418118
ACH-000082,-0.04901374191875386
ACH-000085,-0.10446287328250699
ACH-000086,0.0018238853686016398
ACH-000087,-0.04130346131483433
ACH-000092,-0.07261584164462849
ACH-000095,0.01744858185359793
ACH-000097,0.060751389565413476
ACH-000098,-0.04797390701380353
ACH-000099,0.1104562054294797
ACH-000108,0.09424744913366497
ACH-000113,-0.06836926283913873
ACH-000116,-0.04413314135591852
ACH-000118,-0.01730513285923779
ACH-000120,0.047739196115642465
ACH-000123,0.17887319933824514
ACH-000127,0.03774644102237307
ACH-000128,0.0806703675908712
ACH-000132,-0.08134494488394181
ACH-000133,-0.0006662515576777143
ACH-000137,-0.0527450900172098
ACH-000138,0.04525066550459417
ACH-000142,0.07241661995880709
ACH-000143,-0.0054396549235505905
ACH-000146,0.0312753637208669
ACH-000148,-0.01683818038874834
ACH-000150,0.1187202384190346
ACH-000152,0.04063967831508981
ACH-000153,-0.006570040751663735
ACH-000159,0.028860942494663068
ACH-000160,0.0016744336754108164
ACH-000163,-0.039893918684146726
ACH-000167,-0.15094403896164207
ACH-000168,-0.07492523171758571
ACH-000169,0.07018208435524452
ACH-000178,-0.02267815170338869
ACH-000183,-0.057846628836866025
ACH-000188,0.06921896163611782
ACH-000189,0.06608962766479226
ACH-000190,-0.03579487778059938
ACH-000198,-0.09451038599838496
ACH-000203,0.1885726143988225
ACH-000204,0.14476166545100036
ACH-000206,-0.03070897055765504
ACH-000207,-0.06328210602022079
ACH-000208,0.22138034536023804
ACH-000210,-0.20019091270778727
ACH-000211,-0.006573840663913514
ACH-000215,-0.00495925674026905
ACH-000221,0.07648925530724411
ACH-000222,0.08672774521245835
ACH-000223,-0.016310864790539444
ACH-000226,0.2189552121571108
ACH-000227,0.11562464716679365
ACH-000228,0.058891920133553224
ACH-000231,-0.01461719789049205
ACH-000232,-0.08350570746295223
ACH-000233,0.08191679245287878
ACH-000234,0.009157423718935095
ACH-000235,0.03809778608221676
ACH-000237,-0.003542535414881983
ACH-000238,-0.15220039912940134
ACH-000242,0.2780231472842074
ACH-000243,-0.02990711194546405
ACH-000244,0.27536723409234964
ACH-000246,0.030294655391600513
ACH-000248,0.06506785959861244
ACH-000250,-0.02206911037353791
ACH-000251,-0.03138244595726876
ACH-000252,0.14882036596571413
ACH-000253,0.06524239355462151
ACH-000255,0.016462041836364613
ACH-000256,-0.003574668106940751
ACH-000257,-0.04476622644800274
ACH-000258,0.1122699880381214
ACH-000259,-0.032835417349529675
ACH-000260,-0.013971064987470578
ACH-000261,0.040053809008468735
ACH-000262,0.2352041525868464
ACH-000263,0.11648757436403352
ACH-000264,-0.06949491110508632
ACH-000265,0.01725920629903309
ACH-000266,-0.038148039974108816
ACH-000272,0.033611460800232945
ACH-000274,-0.05493248842927368
ACH-000277,0.0179580778959835
ACH-000278,0.07757459831419287
ACH-000279,0.1154689413629338
ACH-000280,-0.14786405271500264
ACH-000281,0.01285313357187905
ACH-000288,0.020198711985959163
ACH-000291,0.0951024673997347
ACH-000293,0.01812419789177409
ACH-000294,0.054908310625945096
ACH-000295,-0.13318902592869364
ACH-000296,-0.009477884779493576
ACH-000302,0.02172201505785656
ACH-000304,-0.10317671387261014
ACH-000307,0.04907205623410503
ACH-000308,-0.001140761893331924
ACH-000310,-0.027337510344129096
ACH-000311,-0.1414468924692304
ACH-000312,-0.01436362258694878
ACH-000315,-0.0995427529744493
ACH-000316,-0.11374420257658313
ACH-000317,0.08063425517981633
ACH-000318,0.06984189512561108
ACH-000319,-0.06408996927479711
ACH-000320,0.04001259637487725
ACH-000322,0.012702206953660372
ACH-000323,0.07473145507227774
ACH-000324,-0.06008558647270795
ACH-000329,0.022270573679906782
ACH-000330,0.10753082240700562
ACH-000331,0.011542964864721254
ACH-000332,-0.021331314525380632
ACH-000334,-0.12972405456091912
ACH-000335,0.20975520491391106
ACH-000336,0.13315371278174642
ACH-000337,0.07513532416703228
ACH-000338,-0.4794377594743594
ACH-000339,0.07291888927844649
ACH-000341,0.0898110381876031
ACH-000348,0.008361116682068072
ACH-000350,0.0863389612136273
ACH-000352,0.06901260445206933
ACH-000356,-0.08643903046356552
