,ETV1 (2115)
ACH-000004,0.21971404622016916
ACH-000005,0.4149691356063884
ACH-000007,0.19048706474837693
ACH-000009,0.09126505407943188
ACH-000011,0.2795822039748638
ACH-000012,0.3151543506835241
ACH-000013,0.2807815147910075
ACH-000014,0.10800295137883828
ACH-000015,0.18787886615747684
ACH-000017,0.08061236316441149
ACH-000018,0.1515540991099074
ACH-000019,0.13989389299479402
ACH-000021,0.20258170132465825
ACH-000022,0.11071087036368636
ACH-000025,0.2193446461533788
ACH-000028,0.2186917911774055
ACH-000030,0.209789534029603
ACH-000035,0.2598276928555843
ACH-000036,0.19105915659850506
ACH-000037,0.18385904735453928
ACH-000039,0.16751259520628015
ACH-000040,0.23788756742042516
ACH-000041,0.2469031497383404
ACH-000042,0.10080201351561256
ACH-000045,0.1723129656069459
ACH-000047,0.14720235913682705
ACH-000052,0.10006339509125607
ACH-000053,0.1764340666592775
ACH-000054,0.2675842159056821
ACH-000055,0.1250331822400242
ACH-000060,0.14354291391572552
ACH-000067,0.3094099570375919
ACH-000070,0.0755778984383523
ACH-000075,0.2195816827501975
ACH-000078,0.1193342424164078
ACH-000082,0.26768853522161873
ACH-000085,-0.18868868143108145
ACH-000086,0.2522384174414133
ACH-000087,0.20006017402295306
ACH-000092,0.2482430508463643
ACH-000095,0.0241413372331808
ACH-000097,0.23325352137321326
ACH-000098,0.2552553820347479
ACH-000099,-0.007081977279720348
ACH-000108,0.2826168363133192
ACH-000113,0.10890493616805408
ACH-000116,0.2457581109602329
ACH-000118,0.21098085504531336
ACH-000120,0.23347422118125494
ACH-000123,0.13398314692768218
ACH-000127,0.2248558606284059
ACH-000128,0.2205045911252424
ACH-000132,0.23657175630302324
ACH-000133,0.2070293236584756
ACH-000137,0.294380423727709
ACH-000138,0.2174186263783041
ACH-000142,0.22004426644708736
ACH-000143,0.0773221643097056
ACH-000146,0.12627063402629174
ACH-000148,0.1310885422478697
ACH-000150,0.2327527196239517
ACH-000152,0.1762282234718067
ACH-000153,0.1871691370852009
ACH-000159,0.1481337750518737
ACH-000160,0.14908979779677994
ACH-000163,0.2881674273158511
ACH-000167,0.1129596537721752
ACH-000168,0.1498125235736392
ACH-000169,0.013487785507045621
ACH-000178,0.07106166868458964
ACH-000183,0.06587801715355285
ACH-000188,0.2827151672663226
ACH-000189,0.2845885649327883
ACH-000190,0.20912126229674435
ACH-000198,0.15067362018534633
ACH-000203,0.675747561247766
ACH-000204,0.1851989549155766
ACH-000206,0.005859615049656052
ACH-000207,0.3528315421047971
ACH-000208,0.1848711139791302
ACH-000210,0.3707963767354151
ACH-000211,0.20967380290842405
ACH-000215,0.2863202132755877
ACH-000221,-0.005193885088582992
ACH-000222,0.310704301405152
ACH-000223,0.19471304293273595
ACH-000226,-0.008939836776803316
ACH-000227,0.18378473266792192
ACH-000228,0.07332010214088938
ACH-000231,0.24192528209549505
ACH-000232,0.1616916433527356
ACH-000233,0.3108545534613757
ACH-000234,0.17847770509123242
ACH-000235,0.15741436255948982
ACH-000237,0.12856912337728274
ACH-000238,0.2639573722909998
ACH-000242,0.3949863131882541
ACH-000243,0.2321034849163548
ACH-000244,0.2834220714309868
ACH-000246,0.16858563826004094
ACH-000248,0.209565251064274
ACH-000250,0.18824257653567888
ACH-000251,0.17509928474249942
ACH-000252,0.5028286351577982
ACH-000253,0.1277852867941641
ACH-000255,0.13297650736706298
ACH-000256,0.16219392272716612
ACH-000257,-0.06713012913096929
ACH-000258,0.14695486555608978
ACH-000259,0.2760955360269721
ACH-000260,0.2310317989006601
ACH-000261,0.214480187103164
ACH-000262,0.17780745305433918
ACH-000263,0.210716623811865
ACH-000264,0.08477645410213866
ACH-000265,0.3072469319449669
ACH-000266,0.1681605220421841
ACH-000272,0.12657615935329886
ACH-000274,0.08824971224949729
ACH-000277,0.12520968602159244
ACH-000278,0.20862404567682372
ACH-000279,0.12135603535659965
ACH-000280,0.12023179038890112
ACH-000281,-0.021182697792377362
ACH-000288,0.1616050399080217
ACH-000291,0.08315865670708236
ACH-000293,0.15053421294305452
ACH-000294,-0.01612679483876947
ACH-000295,0.057140199876026414
ACH-000296,0.19097645012615166
ACH-000302,0.17748753294032502
ACH-000304,0.2413852310350064
ACH-000307,0.1378278831016172
ACH-000308,0.2196952137246932
ACH-000310,0.05252308715164675
ACH-000311,0.2439482022692407
ACH-000312,0.2525560664230063
ACH-000315,0.10088652252326542
ACH-000316,0.117296933881969
ACH-000317,0.1736220067887929
ACH-000318,0.2054921643454269
ACH-000319,0.19743118871100604
ACH-000320,0.2338405909374621
ACH-000322,0.40820723634032097
ACH-000323,0.1720270213710432
ACH-000324,0.03229904594512134
ACH-000329,0.17062232902006547
ACH-000330,0.2621478889392222
ACH-000331,0.19021670576514
ACH-000332,0.16793157170745848
ACH-000334,0.1778134600200569
ACH-000335,0.3249288053897209
ACH-000336,0.4813559649520271
ACH-000337,0.12298848220935278
ACH-000338,0.06788533216969618
ACH-000339,0.1889928237876705
ACH-000341,0.2875024884427753
ACH-000348,0.13112553119175815
ACH-000350,0.2697264286112589
ACH-000352,0.2054648580571258
ACH-000356,0.024346279855636224
ACH-000361,0.2544401508692456
ACH-000362,0.1420186279633237
ACH-000363,0.13522838930967576
ACH-000364,0.22894377701329244
ACH-000365,0.1671429072495652
ACH-000366,0.14871794091141885
ACH-000368,0.2451885634206735
ACH-000374,0.2710223021294231
ACH-000375,0.2278354258301454
ACH-000376,0.20385957124245505
ACH-000381,0.13577479710805326
ACH-000383,0.1519688713315472
ACH-000387,0.12582406577716485
ACH-000389,0.05811696305056562
ACH-000390,0.1645759130875087
ACH-000393,0.19305868072834928
ACH-000395,0.11943484082600267
ACH-000396,0.3049196670713433
ACH-000397,0.15404776493357905
ACH-000401,-0.08923738661519218
ACH-000402,0.009576730632969158
ACH-000403,0.18604858917288275
ACH-000404,0.19092121168800136
ACH-000406,0.14238941506276448
ACH-000407,0.21575293639587886
ACH-000408,0.16874945654943904
ACH-000410,0.2479161227489553
ACH-000411,0.19868662749346586
ACH-000414,0.2312624737019817
ACH-000415,0.1991644060680463
ACH-000416,0.2001674835138196
ACH-000420,0.1693998091586035
ACH-000421,0.13736250006032935
ACH-000424,-0.0035466128241429203
ACH-000425,0.06517010188896864
ACH-000426,0.09594150441873664
ACH-000427,0.14120415753416035
ACH-000433,0.18522282775932256
ACH-000435,0.1824080478098065
ACH-000436,0.18485970622819706
ACH-000444,0.2846015505904561
ACH-000445,0.3488376992587685
ACH-000448,0.11755266803137099
ACH-000450,0.15236188353439487
ACH-000452,0.18620760091516564
ACH-000454,0.09278640288899327
ACH-000458,0.29137577219975963
ACH-000459,0.1880399738147808
ACH-000460,0.122642727308087
ACH-000461,0.15448835104221256
ACH-000463,0.10093736222553122
ACH-000464,0.15465203690567664
ACH-000466,0.16872956385511878
ACH-000467,0.2439184412936479
ACH-000468,0.18811543970177355
ACH-000469,0.26000920700750824
ACH-000470,0.1306893096487622
ACH-000471,0.13045513142960333
ACH-000472,0.19186804217043954
ACH-000473,0.1825790560429148
ACH-000475,0.14735809904865266
ACH-000476,0.0672503269810312
ACH-000477,-0.011497257409327215
ACH-000479,0.18710492768820472
ACH-000480,0.07443135196617891
ACH-000481,0.17738397743943188
ACH-000483,0.26266923888387594
ACH-000484,0.16139957003778482
