,PTPRC (5788)
ACH-000004,0.2050652508691534
ACH-000005,0.2176823131536533
ACH-000007,0.23029115861374785
ACH-000009,0.19624159781999226
ACH-000011,0.21962643758897246
ACH-000012,0.2507493337163712
ACH-000013,0.19748591002658625
ACH-000014,0.13622277230961313
ACH-000015,0.2526109298827994
ACH-000017,0.2977216320000419
ACH-000018,0.0620667738200151
ACH-000019,0.3559049402455589
ACH-000021,0.19387558472036395
ACH-000022,0.21145781793077645
ACH-000025,0.26666701114164043
ACH-000028,0.2776905460288219
ACH-000030,0.27832365738253
ACH-000035,0.1944030017802558
ACH-000036,0.272655807226746
ACH-000037,0.3135283923897245
ACH-000039,0.28259960271834744
ACH-000040,0.3128171107308975
ACH-000041,0.27080599648375386
ACH-000042,0.18054582447238912
ACH-000045,0.2328106270979708
ACH-000047,0.2996524644077871
ACH-000052,0.3727585510843108
ACH-000053,0.19077448581424375
ACH-000054,0.14237144488313153
ACH-000055,0.3001316280493615
ACH-000060,0.1378873032782602
ACH-000067,0.2458756215073641
ACH-000070,0.16426082132429576
ACH-000075,0.17988287189677313
ACH-000078,0.21453506901997327
ACH-000082,0.2048487140687144
ACH-000085,-0.03878952835631147
ACH-000086,0.2781508749952012
ACH-000087,0.3124319570616149
ACH-000092,0.18119712476059796
ACH-000095,0.2526014542058119
ACH-000097,0.2504007246991426
ACH-000098,0.18083594243382975
ACH-000099,0.18022708199262086
ACH-000108,0.19365133579388533
ACH-000113,0.29474503636538923
ACH-000116,0.2704452736074825
ACH-000118,0.2819453950501644
ACH-000120,0.5132796966651421
ACH-000123,0.2556910390984037
ACH-000127,0.19950013239906045
ACH-000128,0.0817187988191293
ACH-000132,0.20308458345962546
ACH-000133,0.2113057952897278
ACH-000137,0.14525033746923646
ACH-000138,0.244016613405572
ACH-000142,0.1677778691046799
ACH-000143,0.1526527335218815
ACH-000146,0.1683453090623766
ACH-000148,0.2013786988966838
ACH-000150,0.2324279294910448
ACH-000152,0.2190361587042476
ACH-000153,0.23113617191784155
ACH-000159,0.18018157249231154
ACH-000160,0.11631710417862925
ACH-000163,0.2728702228641145
ACH-000167,0.19106456455572451
ACH-000168,0.2353692428349607
ACH-000169,0.05158750268605191
ACH-000178,0.3519309501944428
ACH-000183,0.2737843463446913
ACH-000188,0.2275887988766752
ACH-000189,0.2931785882241154
ACH-000190,0.12961093143419325
ACH-000198,0.4742566310183559
ACH-000203,0.11701212261797808
ACH-000204,0.3643015153381751
ACH-000206,0.3241611740861118
ACH-000207,0.2472335928511985
ACH-000208,0.18715619850066534
ACH-000210,0.25664779958424805
ACH-000211,0.2509510669027113
ACH-000215,0.2682938471703465
ACH-000221,0.18498810128478985
ACH-000222,0.2411070619701623
ACH-000223,0.2862600417718717
ACH-000226,0.2690995920405859
ACH-000227,0.17133042683606525
ACH-000228,0.274912014578529
ACH-000231,0.2490250392785399
ACH-000232,0.22124888260885814
ACH-000233,0.2317396474923934
ACH-000234,0.08482271007722071
ACH-000235,0.2620429434213489
ACH-000237,0.2442300716015374
ACH-000238,0.3703380639660089
ACH-000242,0.4684747300268067
ACH-000243,0.18341255547347926
ACH-000244,0.24654673546451314
ACH-000246,0.2382558474600868
ACH-000248,0.3051524150725328
ACH-000250,0.2240332482404235
ACH-000251,0.3171926816171906
ACH-000252,0.18672592912738464
ACH-000253,0.1824125980373644
ACH-000255,0.16355794709010982
ACH-000256,0.2443746297377607
ACH-000257,0.1095176989198282
ACH-000258,0.2954433461039583
ACH-000259,0.19930844309642784
ACH-000260,0.24932508426345845
ACH-000261,0.1892217676495126
ACH-000262,0.3244635577724975
ACH-000263,0.7310117413665849
ACH-000264,0.2260217603330243
ACH-000265,0.23768395170463474
ACH-000266,0.24313010763813575
ACH-000272,0.2311631836386555
ACH-000274,0.23727628509491916
ACH-000277,0.1561355769643012
ACH-000278,0.2583381827655713
ACH-000279,0.1988789391076108
ACH-000280,0.2450969434092007
ACH-000281,0.21859490010221885
ACH-000288,0.2159488178536873
ACH-000291,0.3412115083621123
ACH-000293,0.30259111350439033
ACH-000294,0.35519585906454904
ACH-000295,0.3021656853306679
ACH-000296,0.29651762087289296
ACH-000302,0.17200530780807244
ACH-000304,0.3396470360193628
ACH-000307,0.2403063888324463
ACH-000308,0.24780698274245694
ACH-000310,0.21190762530955728
ACH-000311,0.2963897280844218
ACH-000312,0.2014114775746547
ACH-000315,0.3554577919008663
ACH-000316,0.2232942293071724
ACH-000317,0.23536983471305994
ACH-000318,0.15830340506266002
ACH-000319,0.20728453495192226
