,ASTE1 (28990)
ACH-000004,-0.13546353100536662
ACH-000005,-0.06632399036249129
ACH-000007,0.029710349770010167
ACH-000009,-0.0806840006899584
ACH-000011,0.14192766526583456
ACH-000012,-0.05433824003607074
ACH-000013,0.01920289713359601
ACH-000014,-0.12141797007054388
ACH-000015,-0.0848217435211513
ACH-000017,0.03358618890210807
ACH-000018,0.038448937988916215
ACH-000019,0.12755700765440522
ACH-000021,-0.10796474576041196
ACH-000022,0.02618501913328881
ACH-000025,0.045555263325786334
ACH-000028,0.061243510879453025
ACH-000030,-0.02433613720740793
ACH-000035,-0.06778043781243367
ACH-000036,0.019680631346710317
ACH-000037,0.0703524804607351
ACH-000039,-0.24457671121693106
ACH-000040,0.007999556426833369
ACH-000041,-0.03697155768600297
ACH-000042,-0.0442727543887093
ACH-000045,-0.01471011005017879
ACH-000047,0.11307680132402298
ACH-000052,-0.024051275628639887
ACH-000053,0.037890486344966605
ACH-000054,-0.14377414245864456
ACH-000055,-0.05060330678661537
ACH-000060,0.04196041498313224
ACH-000067,-0.014943532732998997
ACH-000070,-0.010110574119149484
ACH-000075,0.1946687601804068
ACH-000078,-0.09533088664943072
ACH-000082,-0.01426436621228895
ACH-000085,0.06525251356296727
ACH-000086,-0.16318276225993894
ACH-000087,0.06843202949177092
ACH-000092,-0.0676610508295898
ACH-000095,0.0013324096842601944
ACH-000097,0.09527351834339448
ACH-000098,-0.027408050942329527
ACH-000099,0.0381493631214448
ACH-000108,0.029427476373114582
ACH-000113,-0.07412529314721425
ACH-000116,0.06089592266665893
ACH-000118,-0.022179724368240682
ACH-000120,-0.011182396099993858
ACH-000123,-0.03479442563220428
ACH-000127,0.02495059648488892
ACH-000128,-0.09454292415282677
ACH-000132,-0.04722160547078319
ACH-000133,-0.005490126963450665
ACH-000137,-0.03306158408777445
ACH-000138,-0.049210216167223465
ACH-000142,0.02575514077099415
ACH-000143,-0.16005153405008513
ACH-000146,-0.027936514532799037
ACH-000148,0.04228866126773037
ACH-000150,0.16586430238811106
ACH-000152,-0.007794028039150167
ACH-000153,0.007199113410655227
ACH-000159,-0.06764399389522156
ACH-000160,-0.012735601682667784
ACH-000163,-0.16792490965529314
ACH-000167,-0.21183113278286106
ACH-000168,-0.04277639763461775
ACH-000169,0.03480340978267106
ACH-000178,-0.001970551989548418
ACH-000183,-0.012399228177582914
ACH-000188,0.12369213280282147
ACH-000189,0.035571316315571345
ACH-000190,0.09519925071399002
ACH-000198,0.061179516002273775
ACH-000203,0.2255985802365412
ACH-000204,-0.01327327391620914
ACH-000206,0.037612076769372206
ACH-000207,0.12462079076341465
ACH-000208,-0.08795799632178067
ACH-000210,-0.22042390842904605
ACH-000211,-0.0170260603382383
ACH-000215,0.03616529914252178
ACH-000221,-0.04448825863565429
ACH-000222,0.11880094579261885
ACH-000223,-0.01410670033644946
ACH-000226,0.04650252222987899
ACH-000227,-0.045266770243729264
ACH-000228,-0.06860544026098184
ACH-000231,-0.05379738703389308
ACH-000232,-0.03357812426400795
ACH-000233,-0.0021865344255809923
ACH-000234,0.11285443100329462
ACH-000235,-0.026773663035359604
ACH-000237,-0.009371355104616995
ACH-000238,0.02359619243822128
ACH-000242,-0.21888793618488608
ACH-000243,0.032350840811208016
ACH-000244,0.04572645686514278
ACH-000246,0.04983255239643883
ACH-000248,-0.119317485602272
