,INF2 (64423)
ACH-000004,0.06176408850075828
ACH-000005,-0.01820948058883973
ACH-000007,0.06374553074098786
ACH-000009,-0.04018774598555063
ACH-000011,-0.03688665294951367
ACH-000012,0.03099604792841592
ACH-000013,0.12495036987041905
ACH-000014,-0.018227865308719362
ACH-000015,0.12125807985636593
ACH-000017,0.102221740164277
ACH-000018,0.17578046026593888
ACH-000019,0.10506728367388307
ACH-000021,0.03892467863023167
ACH-000022,0.030452073019595894
ACH-000025,-0.027934822713900756
ACH-000028,0.13405171811636127
ACH-000030,0.10986264260815608
ACH-000035,0.03731441590467326
ACH-000036,-0.0042486685551969845
ACH-000037,0.188030282876214
ACH-000039,-0.17599959243561886
ACH-000040,0.007685725246291994
ACH-000041,0.05172431116929866
ACH-000042,-0.010954988922386107
ACH-000045,0.16062961217791738
ACH-000047,0.08539605616551496
ACH-000052,0.4413083289960372
ACH-000053,-0.0280622484192989
ACH-000054,-0.04350670786425838
ACH-000055,0.022533596430848776
ACH-000060,0.07302470388261145
ACH-000067,-0.11945513458555425
ACH-000070,0.12470840222648295
ACH-000075,0.05841499197023019
ACH-000078,-0.18931127768953185
ACH-000082,-0.0744405245255703
ACH-000085,0.14053009426024973
ACH-000086,-0.00048361929349805314
ACH-000087,-0.2817748495337016
ACH-000092,0.08347053826228039
ACH-000095,0.10550248520439046
ACH-000097,0.13132690436276967
ACH-000098,-0.028321080651168295
ACH-000099,-0.018390611882658846
ACH-000108,0.05120811046548305
ACH-000113,0.010121284289126294
ACH-000116,0.1743262943529221
ACH-000118,0.10737622963631986
ACH-000120,-0.09719791259789452
ACH-000123,0.02243156631747244
ACH-000127,0.12338324519436075
ACH-000128,0.12850080566763766
ACH-000132,0.21117024636937567
ACH-000133,-0.02397092951127491
ACH-000137,0.17136864063342824
ACH-000138,0.07337448257832167
ACH-000142,0.1738662793037166
ACH-000143,0.14616657103556122
ACH-000146,0.05886299897079515
ACH-000148,-0.029882917645347708
ACH-000150,0.058099813723206814
ACH-000152,0.06932016093733323
ACH-000153,0.21192586224442847
ACH-000159,0.11342213587443795
ACH-000160,0.20346762310638689
ACH-000163,0.0014325863605007714
ACH-000167,0.33440495006661924
ACH-000168,0.072959067505077
ACH-000169,0.15479844147986446
